"","SRR19925016","SRR19925018","SRR19925020","SRR19925022","SRR19925024","SRR19925027","SRR19925038","SRR19925039","SRR19925040","SRR19925042","SRR19925043","SRR19925045","SRR19925046","SRR19925047","SRR19925052","SRR19925054","SRR19925055","SRR19925057","SRR19925058","SRR19925060","SRR19925061","SRR19925062","SRR19925065","SRR19925066","SRR19925068","SRR19925070","SRR19925071","SRR19925072","SRR19925073","SRR19925076","SRR19925077","SRR19925078","SRR19925079","SRR19925081","SRR19925082","SRR19925083","SRR19925085","SRR19925086"
"TRA2A",10.7556620415163,10.4188708103829,9.77494728709164,10.3865385533445,10.2758016466698,10.4346681760751,10.9502794551065,10.8766805095742,10.7644790252561,10.544752257563,10.5097496717625,10.7352692420509,10.7584427621158,10.8541524182738,11.003803984777,10.8607601543816,11.117817259798,10.5969758421842,10.1670530600674,10.986673349499,11.1864493935542,10.9218488323173,10.9413732565307,10.9608581914045,11.0117398626911,10.9913879165043,10.3155238247095,10.6888624470141,10.2879944633285,10.3701573997811,10.0879236933734,10.4844991564825,10.5084808691488,10.1735646210875,10.0446263861452,10.1651197553431,10.3401686933054,10.471035442763
"RBM25",10.2952494603723,9.74820447368566,9.71564441251397,10.4432364053221,10.1134767827758,10.5150314028639,10.6954814513586,10.1895732175121,10.8180203455219,9.98247747709905,10.1550739400563,10.024996253757,10.9350269906361,10.9587825141473,10.7338622146259,10.7779512893367,11.0729326711103,10.428788328482,10.2056444056851,10.8628972821218,11.0830550802859,10.788519597373,10.9485379977387,11.0934530469322,10.6473656431486,10.8570882232076,10.6476170767649,10.628413807999,10.2738852677046,10.7151969232551,10.7491398159803,10.6546680930696,10.7477057132416,10.5837373855433,10.4682410720718,10.3855519532212,10.9590210819069,10.9552999035488
"IER5L",11.0155661418497,9.97993768268861,10.0052041267202,10.9328649576013,9.95093441450013,10.1981364719107,10.6870292911469,11.0415362907005,10.452294207211,11.437937229071,10.2630034779306,10.7781434950698,10.4582675319854,10.8273182407821,10.6565683441153,10.7419500221057,11.25928409,10.5860909806178,10.4594721410491,10.6661563801361,11.3471708983934,11.1598552817364,10.1098309980521,10.4567331086634,11.7045598922938,10.9885467921711,10.1157797557816,11.1900290078461,10.0958760919611,10.1389767465169,10.4171004831136,10.1490395720703,10.5175555854954,10.2000152774199,10.6447237486993,10.9495664748425,9.46887695781392,10.3512695867052
"PLCD3",11.1048868330404,10.5545325626758,10.5084904063596,10.5577331861962,10.5913245680991,10.7914575245656,10.9218511063038,11.2326301899061,10.6719345061209,10.7482747585468,10.5365966789675,10.8198283625516,10.3814759788761,10.7704183451579,11.3413381751227,10.0355429386083,10.3368151775494,10.1086300768089,10.8928354842273,10.0147062755358,10.2108004506318,10.5677531104365,10.4738209343084,10.4380071011427,9.83099279424375,10.2983560595316,11.0251637450215,10.8013938238989,10.4075739613394,10.675229632595,10.5870713072082,10.6169365192091,10.7192048500584,10.8008423495054,10.6584663138578,10.4964626306344,10.9402804397811,10.4800680329259
"CUL4A",10.5774148665752,10.4201693455118,11.0220763582921,10.6694080477811,10.4311389303926,10.7149155332515,10.4975340523933,9.97749542556565,10.5193844761463,10.1835856955812,10.6712891098094,10.2241806880278,10.9132072844702,10.7602285138759,10.4340283056119,10.2648470370553,10.4714828367433,10.6699118171722,10.2632327170873,10.537887886959,10.3617059286448,10.4733767077461,10.6138662122235,10.7250726466907,10.2404209125366,10.396517144352,10.6829106353481,10.4447962822431,10.4650737561032,10.7956592088162,11.061772085734,10.7857899866758,10.9179839098428,10.9585734418738,10.7711131725357,10.4573730295913,11.0402284163984,10.9030999331418
"TPCN1",10.3535200998147,10.5720713066022,10.0568462089387,10.2648167728357,10.2921412336608,11.2952965341087,10.6439059708984,10.7923223052207,10.4728566303603,10.2630106119978,10.2412046102215,9.96059359030207,10.780651119911,10.7639470312082,10.629715493475,10.4221048130953,10.6593362333777,10.4036025722958,10.6206353869413,10.4981057301104,10.9424182297473,10.6610356037288,11.035632936137,10.6165170334405,10.4810647083983,10.4466043314582,11.1396691357791,10.42209639569,10.7504744524052,10.654046546497,10.8964946517331,10.7512127079637,10.5667422447292,10.1927762603708,10.6685707925388,10.8056876454029,10.6871193432122,10.4256305684153
"MED16",10.8393058317484,10.9658429206075,10.4852114879112,10.2734876698197,10.5818246771213,10.5616692305702,10.5986956548372,10.8575902393279,10.7115786619317,11.0163994737203,10.7680982237323,11.0360553638753,10.2115243095898,10.5712378068726,10.400677463983,10.5530705134976,10.5904020460291,10.6615825234901,10.388831964537,10.8898457767968,10.7555805094286,10.6865279608167,10.5257021763736,10.4435828743451,11.2626844930187,10.904651706579,10.3513055520355,10.5265565998505,10.6060753108262,10.2774297155762,10.3000117919571,10.3153823992185,10.6651041803849,10.3534582871376,10.6849843435881,10.7861594679413,10.2752069940477,10.4626495653609
"FAM53B",11.3927033779553,10.6550141892714,9.96990865379718,10.7112133280058,10.4274644690472,10.320516142532,10.9258576800855,10.9125022993283,10.7605092452167,10.9284168154963,10.8931347736823,10.3139538010572,10.8003700692032,10.2608825289106,10.2203669368582,10.4150009187308,10.613328957424,10.1304328127191,10.1576318611859,10.1763075484173,10.5895074358076,10.4601668163484,10.4439336374963,10.5178364054357,10.7114856388584,10.6627781018562,10.3596307522827,10.3110764884365,10.4912575559428,10.8728577810193,11.0343352454481,10.3876756174134,10.7969730979547,10.6981104856277,11.0553278608341,11.4817759497216,10.1278113082765,10.4275818789887
"SNX19",9.77934400878747,10.3438168803721,10.9570847876574,10.5792060923598,10.8607518611397,10.8168456230855,10.1341284209012,9.74931555801869,10.1856115905289,9.88543473430142,10.7482768761125,10.2248997320065,10.9471660268695,10.501980809808,10.071154638747,10.2477476883348,10.0703426393791,10.2348538026637,10.6872748110306,10.0623866273185,10.0068937034532,10.3581560699022,10.8717082260594,11.0062734227887,9.4712689065238,10.2656439001815,11.5413007391377,9.77070789014271,11.0693707936728,11.4634321236834,11.3730964772031,11.161343241003,11.1181019294595,11.3640480262047,11.1062917262707,10.7227559109711,11.4876893196781,11.4067299460841
"RANGAP1",10.7316675036821,10.6259445218321,10.5528414288045,10.3155476707048,10.3724825193476,10.6326105739826,10.6257498030709,10.7039584618419,10.8476491672739,10.5816352612017,10.5559539763532,10.7142592846828,10.4303102771125,10.6090431786189,10.8308388524156,10.5971737739169,10.6214651473422,10.5465673883806,10.2781273324207,10.6563042776061,10.8269442196355,10.4636915198528,10.6262103382365,10.6449036627815,10.6016238056611,10.6101928253304,10.6212499371061,10.7201989403033,10.4272505777517,10.493166271927,10.4967955975831,10.8121161539672,11.1506077924802,10.6095292179151,10.6128871839892,10.0688792182756,10.6298251059632,10.7500949616584
"DBI",11.2546258031674,10.618521464959,10.918125212774,10.9116547091647,11.0959955577051,10.1639735971423,10.7425419209443,11.2532160494126,10.6613479737043,11.2644674397748,10.7596295795208,10.8897054955555,10.4737950091097,10.5818388685604,10.6455036369893,10.8145739353677,10.8097160257783,10.3511022951806,10.8402700977079,10.4703508268156,10.6989374673654,10.9370170482459,10.5409130644582,10.6985296133687,10.678054013053,10.8314928793574,10.3833434186629,10.9763527266003,10.563542682498,10.0502746656973,9.92722769410753,10.3151627976282,10.2584099784421,10.1356608381255,10.4399991375646,10.4047197030717,9.80078731595939,10.2941542208533
"SEPHS2",10.2857414020366,11.0302525410005,11.0447696018414,10.8832532474001,10.9083608754694,10.9630336447745,10.3761045614129,10.0132813607063,10.6537501544662,10.366072065869,10.6779859196908,10.488939346443,10.4726710805461,10.5837874668397,10.1784640782756,10.5797725070626,10.1568875444132,10.6925328850507,10.9493061253313,11.0167780991809,10.080167727465,10.3878267491442,10.478779492863,10.3556894987495,10.2654269934119,10.0232868208175,10.8220516147988,10.0852490279758,11.0240023505379,10.5416274177209,10.642945028352,10.7690709714689,10.9887078432087,10.7057016247511,10.8295664548029,10.3837106575677,10.6027974362883,10.4970638043217
"CLTB",11.0187879828296,10.9594212385232,10.6076191028584,10.5633063577654,10.9366920787816,10.4395231252484,10.7069261415676,11.4645143734255,10.8332177014499,11.5346210216556,10.6978337164797,11.2022524147577,10.1446038080599,10.571382635181,11.0612195277664,10.3202247249227,10.7603733737307,10.2556344088905,10.9943691424153,10.4950439409354,10.8955911937134,10.7000159523401,10.4513942439493,10.1790550810123,11.133053042768,10.6400870303628,10.3405996447474,11.1133478772464,10.675133862298,9.83984819783449,9.97333167764346,10.2676926001017,10.3143704426076,10.3376304107476,10.3154933657184,10.522175874024,9.80226389925016,10.1679111866406
"TYK2",10.9079697899405,10.6700224280681,9.55857332167128,10.1510051586851,10.3823746152219,10.3525263275289,10.9904205544041,11.5288874086445,10.6328656990148,10.9498728055353,10.6185174555675,11.080295030936,10.4730036286718,10.9679930562053,11.1945068931154,11.1379910141256,11.2362733933858,10.4588139253195,10.3053200330921,10.6046693519075,11.3220740873917,10.9639493346537,11.0143666307652,10.6692817633701,11.4058397992272,11.0495067383094,10.0139252855562,10.9737383852536,10.2618333607933,9.78530295934398,9.84818625691937,10.1217998254221,10.2935862016839,10.0466891201446,10.1815926918363,10.6344676691618,9.96655995211983,9.96527323682115
"TC2N",9.07977208205471,9.79184299778882,11.3699293832849,10.5662897937936,10.3896278890583,10.9957839179841,10.0723907623649,8.45833659407983,10.2009607212993,8.39616913654398,10.5391303776463,9.69240216946561,10.9168240705497,10.1737350733183,8.83532826665878,10.3989883630975,9.68513001682477,11.117494145587,10.5096868794913,11.4866227096343,9.3758389278576,10.386484855656,10.5387500833335,10.3841230065417,10.106569185896,8.83746827717749,10.9148345841939,8.50889547421829,10.6693507569588,11.1958678717676,11.1994542259846,10.8481883891906,11.1257876178171,11.4154042375583,11.4224322455865,9.85031528033157,12.1314816274759,11.9598749574756
"GDA",9.30833879503258,9.79528901807151,11.2474999166579,9.46661892022092,9.8138977113523,11.0616804901943,9.91392002178842,8.40658877877226,9.65288748554156,9.25743219453965,10.5588743970182,9.07411441467508,10.3534342434897,9.72038063617967,9.12123728745328,9.67280751044525,9.56988513978692,11.2568676046173,9.30069862738329,10.8182312392475,9.91867736562798,9.23957224504626,9.97401080046352,9.78514684490652,9.45330233213107,9.14092328917037,10.5469472036645,8.81692020859199,10.5895836901622,11.5138861907396,11.3740833256822,10.0129090712759,10.6318696136646,11.3262157659541,10.7491707468732,10.9328747027816,10.7028533441029,11.8447064714696
"SETD7",10.8275250090819,10.2170958081786,10.7516978247294,10.8627203821803,10.7161799713166,10.4552734332905,10.4969473094439,10.25800147696,10.640813738451,10.4019436478529,10.6250016419453,10.3077282154431,10.6346699600696,10.3855688765621,10.4706432838646,10.3536852854189,10.4191569585402,9.86554451812744,10.8233209901403,10.1483407164211,10.4462486258333,10.6095696744832,10.4195441820222,10.8568839635967,9.89618802559335,10.5034475283117,11.1213878861828,11.0735057839661,10.6724646229054,10.9898779655392,10.6866910819155,11.1033876312548,10.8093785922059,10.8246476990333,10.5793588408,10.3914936959542,11.0303175384209,10.5676787551332
"HLA-DPB1",11.0122324260072,11.6306199989311,11.7475625365741,10.6502370994645,11.3264899584269,10.0904412986633,10.3842080056367,10.5130735847896,10.2235522851803,10.9382380082422,10.3910999534671,10.8613411284225,10.2301006391238,10.4763161481628,10.64095597657,10.9444441961161,10.4182092533462,10.5243402568794,12.0385994561342,9.58091966722138,10.6044041095812,10.6868618356742,10.7141246592327,10.1099113392964,10.7567003502679,10.2042127873645,10.3671093296734,10.9986581916393,10.5986266652758,9.57585754178822,10.0480452031028,10.606360308788,9.8113375464194,10.6211336703094,10.3924515390624,10.5294738627245,9.81116839557649,9.18057773593535
"SLC24A3",10.500279444252,10.3820794571728,10.313904688091,10.9376689631262,10.7789152831287,10.8601062297972,10.9412608363622,10.7261291760364,10.3424059943861,11.6901297229702,10.9812157453182,10.5797745867936,10.6796262310492,10.7280408149039,9.23334435417968,10.7052928137148,10.3115337956232,9.56977866211467,10.2548303035958,10.1386423617245,10.4198538615159,10.6097664724529,10.7673586397519,10.4931417399102,10.0061988881941,10.7731165269976,10.3802489628789,10.0370501908228,10.5998650793344,10.5346945789246,11.0557282116152,10.8583159494159,10.5145442884953,10.032775776825,10.6796230980986,11.2054483745605,11.0866354964005,10.4803545216499
"PDXK",10.3350538605086,10.8887842917018,11.4220204254858,10.6450536592505,10.9434833766113,10.666168798944,10.4063316211816,10.7579843128994,10.6582663250852,10.5408080703498,10.6555024425075,10.6931502322379,10.4477442331852,10.2951482638903,10.6461495321142,10.3707102190487,10.3014843961248,10.6294280880764,10.4335666730793,10.9203432792834,10.2845315511676,10.3945891483614,10.5238863987356,10.2318318243334,10.7818899895025,10.0668563135084,10.5635119451546,10.6432398620784,10.7296964740908,10.6155479631961,10.6381847405062,10.6895014314183,10.9331261410947,10.8857382031778,10.7780039081603,10.5352748530644,10.5057394831582,10.5583274506264
"NDUFA10",10.8151934776971,10.8108562997727,10.9040235979731,10.7936925146279,10.1277633849917,10.6971965635299,10.505013987211,10.7107552568434,10.7344475090984,10.767009453623,10.715308585277,10.7573818753288,10.6292097212841,10.6529486143945,10.6348575744046,10.5127000738634,10.6424380902877,10.5543734074983,10.4496501768875,10.5630016765907,10.532381842179,10.5926965247926,10.3069248370885,10.7945837416143,10.2893453334858,10.5167078542599,10.6353497857211,11.0051146230192,10.5718680193349,10.4355972317035,10.5074884097291,10.5830040579807,10.7947117601416,10.8394103903139,10.642034321018,10.260985577133,10.4118574104905,10.4834865995923
"IARS2",10.3801902737203,10.5228470764557,11.0373195177247,10.9716905209051,10.3715646530448,10.8115080736841,10.3413336777492,9.87032289379418,10.3593448327794,10.1745542579254,10.7303476606139,10.2690922947287,10.666221651894,10.5640413613792,10.184339316737,10.3986155729388,9.96796971110439,10.4781634513074,10.5220187288624,10.706017320941,10.1377460469487,10.8381741259341,10.5279808505538,10.5312512818539,9.66394980753564,10.4506154136317,10.789939074824,10.5120930973582,10.5039227460469,10.9296359830567,11.0260413272131,10.8976961427269,10.8338994085514,11.0675253012854,10.8420363233979,10.1336540377231,11.0028627929188,11.0006959255254
"EHD1",10.8758851368196,10.8421138926342,10.6129425400518,10.9312870100121,11.0327474921309,10.3506479561543,10.5035604677437,10.6781828382156,10.7349148680882,11.1045370950788,10.6893135768431,11.0428512914318,10.4742714051439,10.5819719143246,10.5101637039977,10.2893532915835,10.7989066121537,10.159570155133,11.2292976366271,10.344660963995,10.3870291144014,10.9054828427103,10.3175893548037,10.3809765545576,10.372105336826,10.5356887985987,11.0446992817072,11.0794963165076,10.7506485611328,10.4155776140357,10.336616939805,10.5114650229393,10.8120706798177,10.1131063424641,10.5421598567113,10.3902145293373,10.0810306345311,10.125829775041
"PTP4A1",10.6005992496248,10.2734085746947,11.0345671146109,10.7265697336604,10.5640650970284,9.29328757062449,10.3192904832501,9.34182084518886,10.8407229387249,9.9180969914995,10.8225121348855,9.94062347976843,10.6430387694115,9.17133835604447,9.68551019435395,8.99249536635635,10.1975163824831,10.6625810477851,10.0654215585029,10.5267945548439,10.5092711543267,10.1610826383948,10.106597933169,10.7471163496199,10.0631136561246,10.1169798183737,11.1144775575337,9.32997509590594,10.7245289316591,10.7846242069293,11.723900130098,10.595582623935,11.1623066041202,11.8912424568633,10.6416980422885,10.518979997095,11.0586383902014,11.8611340608271
"OAZ2",10.6553919739628,10.7463139581711,10.7105907928021,10.8913321237499,10.7789261697251,10.5731508458684,10.6356294971675,10.7561555674697,10.6742528633491,11.0517948857854,10.7549094115922,10.8112419337693,10.387363794673,10.5327368089467,10.5469368162271,10.4624969731618,10.5544239293206,10.4965013645006,10.7600260068178,10.4571632529201,10.588789086394,10.7530704116934,10.4062694839942,10.3947233422787,10.6215977978395,10.6642435006271,10.5950544784878,10.7885313986157,10.6198724206974,10.5733826618425,10.5634045282779,10.5496437836371,10.5124208258435,10.4916355951662,10.6056690156886,10.7472976550635,10.4843264298723,10.4820591112848
"GUCD1",11.3591312890215,10.9044116413022,10.3509278443849,10.6228601387052,10.5302299354802,10.1858055349212,11.2161631454474,11.7468797529017,10.8611152774124,11.2818607923479,10.5846167408702,11.0988461757102,10.2646475830982,10.7136792470147,11.0784462693582,10.8177056528979,10.9413638540351,10.2735273410496,10.7526571217903,10.6798870530286,11.0846863549537,10.8744152907555,10.57704048767,10.4507307447221,10.8409770259865,10.7334899817923,10.2301536841692,11.0293278113964,10.2677137205732,9.77220357813855,9.67107918996745,10.0548737081954,10.5726252605836,10.1419632812366,10.3245462481255,10.8179502725099,9.98267270090804,9.79128934442934
"ASPH",10.0004229074262,10.4936107017755,11.4953419992002,10.6557149480806,10.8142293596197,10.8905158106692,10.5213800389014,9.48976748842058,10.5051005884349,10.2970058435927,10.7148468365906,10.1204320505455,10.7024782776996,10.3366379159452,9.71856165094994,10.4696144523631,10.3703048089896,10.4265086286614,10.7450682434011,10.575757945685,9.66907228785358,10.1421585535029,10.2429244194806,10.3955371137562,9.67457644140396,10.2625461026789,11.191224590789,10.4500858632663,11.446345647207,11.0374978243257,10.8163131707262,11.1039829839614,10.9995751042111,10.422652051062,10.6891913645998,10.2661431495798,11.0114310748421,11.0479093091286
"MAL2",9.41804299898739,10.9314685439747,11.5299888093528,10.8323596241517,10.4599110132185,11.0700420925001,10.0396665406211,8.0732743146651,10.0119876670326,9.25943352493068,10.6928693286334,9.08415089506188,10.3774322213529,10.4212410249506,9.13799891441405,9.54408660873183,9.42507947384876,11.126517225373,10.2259852998399,10.9681521387532,9.61863345594293,10.0211755884481,10.6069742078509,10.3721545961139,10.6279796375564,8.93640508067152,11.0119010750966,7.84338720266509,11.1016736023784,10.8589685554859,11.7005198200841,10.8240894225023,11.1167670862236,11.4112599070319,11.191121443047,10.6395141110857,11.7014479861154,11.3804386208334
"WDR45",10.9815062514086,10.7301302611596,10.4888794842616,10.6541799628794,10.3697996263311,10.5101166107215,10.8085438838759,10.8028294125415,10.7921693443543,10.9038524002293,10.4360065652535,10.9373701235567,10.6930278406426,10.6822424715953,11.1311810884318,10.4718498982308,10.7666455540524,10.4725755735431,10.7052474455019,10.5576876485514,10.9847264280146,10.7348731014647,10.817210859609,10.6007112547838,10.8720006000179,10.6861992865638,10.200255126017,10.7817409532505,10.327429817642,10.1789250796764,10.3383036164222,10.3477240216176,10.4830512415481,10.5160501855944,10.255290889001,10.5765458741756,10.3623062472351,10.2750532787873
"IRF1",11.1750063590078,9.74147295279958,10.486124364982,11.1539417750836,10.7143090654239,11.0462398271379,10.5777559159946,9.95006420555618,10.5970233427838,10.5466303988315,10.5586531413978,10.6374413340213,10.7847339522236,10.6231391635093,10.7676553825993,10.3636549179565,10.6396862212557,10.1862908769611,10.7942151682389,10.4422324035794,10.540972399951,11.1503712952779,10.1437532924394,11.336474666936,9.29659787968036,11.1210899000392,10.5503602473508,10.683133750433,10.9414046101403,10.4167220259023,10.4541934728322,10.874609530829,11.0516359725546,10.5204671319812,10.9236677521686,10.0746957487195,10.0578573656324,10.3359649499282
"UFM1",10.5741912153906,10.0895744851163,10.6922078264605,10.9065423043991,10.40016937205,10.3954465793527,10.6007450379517,10.3657901544312,10.8203231717661,10.2170749501038,10.3668010330786,10.4040583317428,10.7258896455251,10.6158805420436,10.6956052060486,10.6137609857993,10.4779965784164,10.660953795584,10.4974003441341,10.596162155832,10.5740072319479,10.4815285681586,10.702651160577,10.7143993020582,10.2436579119984,10.5086374506273,10.7181197909632,10.646032452045,10.6175064964974,10.7089697986555,10.8914699208414,10.9838775768074,10.8168791770691,10.7851006954783,10.5403595490082,10.4244614260142,11.239009995762,10.6732823629595
"CSK",10.9059474998857,10.8722100719969,10.2728521641563,10.331517277741,11.0267802440872,10.5793094356633,10.6578790223662,11.1486906757396,10.5856978808746,11.1957908533832,10.6179702927855,11.0443323579526,10.3448877599455,10.5609602906851,10.9776390598784,10.6160949057079,10.9487639167398,10.2080981883443,10.9079845405046,10.3517525048836,10.7773274313655,10.7410550876696,10.5365639159508,10.557473748622,10.5822446923484,10.8345130364869,10.5930878150635,11.1315291122252,10.6046152135377,10.2574220925113,10.1353816476032,10.4905480635707,10.3565934858012,10.1035372648472,10.5664371604531,10.3494550376811,10.0153704302875,10.2050579288417
"SOD3",9.28278163881762,12.2851480364197,10.2398375537915,10.6143612316943,12.4780771667048,10.2860762728247,10.3601499266069,10.2719270022022,9.97277991270667,10.5442798303621,10.5597894166526,10.1535255775938,9.72587351349168,9.60130994665098,10.5375372745231,9.18617722130107,9.73102907685191,10.7885400846785,11.8223136915225,11.2923249826987,10.0412335004967,9.40183793122162,9.62981720372374,9.79688973534571,10.9406331215684,9.49794317171131,10.8188431721577,11.2403484017929,12.0490183445135,10.1051008286766,9.92487926504646,9.89435110867182,10.6273934017355,8.98965200637511,9.66032031096892,10.6034782400779,9.88104512314149,10.0081976689408
"ILRUN",10.3668420690569,10.837230607016,11.0264359120787,10.6849752869808,10.6615712847192,10.9556668596052,10.4527872499234,10.4161435358571,10.587948693781,10.6891278748021,10.7902591773865,10.4337064678945,10.2887933219827,10.4018397024019,10.206841989075,10.119190139851,9.99338200015239,10.574403452899,10.4743151177681,10.210376649526,10.0964153104363,10.3739536222713,10.5673940896241,10.4227408129878,10.3344633686375,10.1890762478882,10.881293888877,10.2777865555584,10.8141627034272,10.7888379468175,11.0182481092789,10.8129066685192,10.6938878822599,11.0771545921281,10.9029623773595,10.4061236048504,10.9359523280941,10.9152862102051
"LRIG1",9.65007403653019,10.5897912701359,10.5778402913969,10.5000052524341,9.99365791150828,10.9342391474983,10.1228642687951,9.48080545749395,10.8333171247576,9.55408394314018,10.4455053815881,9.69102021109528,10.3505030817371,10.5273459563171,10.4413305026409,10.123647575971,9.8288409299448,11.3111240189797,10.0579612726111,11.2622662751695,9.98782131160915,10.0343086708375,10.7419657127713,10.3702490287956,11.3307695455737,9.44426841888039,10.2200358706162,9.05899344685016,10.4425166207507,10.7047255263505,11.0785424859341,10.3139380656828,10.7017525016754,11.1424613093511,10.8907307673531,10.6111424461829,11.5057682655244,11.3949295509938
"SRSF10",10.617032271626,10.1610871548412,10.7363446994396,10.8017279206893,10.6032911684919,10.5616931752689,10.6442949659397,10.2626554787249,10.6144452251797,10.5940880522254,10.5312000073045,10.5304926916501,10.7140774426418,10.4287616599198,10.3149581715711,10.676809432827,10.6833964372193,10.5870647173071,10.3381226367556,10.5263721020447,10.6652848545356,10.4961813343781,10.5416242306741,10.876244904651,10.1374139320737,10.7279115985976,10.6960523763233,10.5800425024451,10.6780680505242,10.8519462725872,10.6974388400602,10.9789070628845,10.6793895927987,10.658059457927,10.6895343933355,10.2604989757951,10.7456846069674,10.8519274376773
"NT5C2",10.3039554359842,10.5379121672664,10.3773230221996,10.2827386484875,10.2350290936531,10.8463320889128,10.357489854046,10.2748058227968,10.7703385613896,9.7711528363146,10.1777811297281,10.1455031137707,10.6729149456909,10.6777712651233,10.7678902600219,10.4782937393621,10.7068824276355,10.9267830157715,10.3999495791269,11.0790166746866,10.6706982464431,10.5362618448157,10.7111192598882,10.6767061015662,10.718254207303,10.2586930036446,10.6198395681975,10.359067135767,10.4669229907945,10.7012789206794,10.8202789833845,10.5379896158778,10.7352573040345,10.9534694556318,10.7151309403557,10.2669973373777,11.2137923557317,10.920505644872
"KLF5",9.66080364706311,10.167695232362,11.1210022474488,10.0928677052466,9.17875357902762,10.8076278041163,10.5521007694094,8.416851426935,10.410026423883,9.11784401192451,10.6099943601377,8.76996565424913,10.6369845471881,10.0244117609189,9.42738504370402,9.69672840709835,9.56801759593256,10.935303884102,8.89637036223712,10.7211949656816,9.9717205962299,9.72377185358681,10.8349616170908,10.3166102268388,10.4348882739672,9.70177412026003,9.75641288635581,8.16868834352982,9.80511330198637,11.206162851209,11.706674495613,10.2502675716745,10.6175980997783,11.729492500126,10.8489576031006,10.5436734176275,12.0895988067657,12.636536972272
"NEU1",10.3140752004398,11.132381936118,11.1730162911496,10.561319990171,10.9031030228191,11.0867908013594,10.553414425539,10.6058713353369,10.5010044400586,10.6309663386858,10.999812427282,10.6866965198656,10.0398371943836,10.6214875817708,10.4919732131557,10.5384798968044,10.1276471064507,10.8466767120701,11.0168767223085,11.0312052224682,10.3570557904914,10.3622470772368,10.1128423648015,10.1014296022406,10.6704036185724,9.83743234368614,10.6351240191547,10.1608664343861,10.8782425665966,10.3357106938175,10.5564170745025,10.2459325962726,10.4356947314108,10.6273126348866,10.546434253251,10.5809449277449,10.7952478741363,10.4559857836579
"ATP13A1",10.9854822931856,10.7849522403946,9.87158025035687,10.0721958671253,10.4691918441914,10.5847314710403,10.9010767529231,11.4539022841061,10.9799143094457,10.9977950090892,10.7132235901669,10.8877092896004,10.5192247936979,10.6452318117375,10.9012832910356,10.7024044536455,10.845810600002,10.3787629264813,10.2841903831893,10.6952506333392,11.1787211323253,10.6652196032991,10.7628198350147,10.5877122767943,11.0242907441519,10.8880882036621,10.0904095423732,10.8612863743796,10.4029480505246,10.1767731444874,10.188964717175,10.297014897238,10.5713056313866,10.2135305633637,10.3780507312557,10.2552882444436,10.2478787989092,10.3266615237967
"PUM1",10.4126617532797,10.3848505336749,10.5972906601064,10.5345584036585,10.4297597739777,10.5544401754324,10.5773781186141,10.2287063433669,10.5613225435237,10.5937957605083,10.599564326176,10.121645071381,10.4537953700644,10.5517722510492,10.3975206340594,10.3388575796549,10.4333096877319,10.585306819743,10.2669346560095,10.2997987909129,10.2710771334543,10.2422266925959,10.6130998300482,10.6055795761145,10.460171925186,10.4519794044848,10.7526563391553,10.5019717748851,10.4509141138348,10.9047284333637,11.1125672944468,10.8496258695476,10.6117317022502,10.9139306089464,10.883217894352,10.6663704219787,11.0597778110827,11.2026725126219
"RTF2",10.8637491078131,10.7183231389052,10.8003439129075,10.752705018893,10.8033894977219,10.6272297037251,10.7363196204527,10.8323132677906,10.6382262849957,11.0333616493277,10.7156158624088,10.9350883990005,10.4480082459513,10.5345517504756,10.5803681747468,10.3974670308079,10.5032670221256,10.5301244510847,10.7632007922986,10.4635059896072,10.3237745975121,10.6566563868653,10.4328747793255,10.5519320112085,10.5806154910634,10.6459615946174,10.469724126993,10.7296389518657,10.6949149515512,10.3326781659225,10.5918375928789,10.5462922905999,10.5155473969396,10.5878147986886,10.6470625015546,10.6130768564234,10.358034326454,10.4077059636832
"MAGT1",9.81608495095474,10.6279900950416,10.943391688296,10.6170851807499,10.9253705472022,10.706768853409,10.1525424957024,9.50774427637846,10.4914993666618,10.1011458953803,10.6037582131713,10.3025765418202,10.5593879543969,10.3668298382104,10.4238417211422,10.3071933178115,10.1156930211134,10.6419535368003,10.6777500959512,10.4324531126299,9.73921953960553,10.2767325068136,10.4445233069967,10.5131640427379,10.1653785466951,10.3719705942743,11.0399200272227,10.2076984399137,11.2400924936695,10.7697897655207,10.9423734411629,11.231376124864,11.1009157312893,10.7105392197513,10.9729178733375,10.1654896063687,11.1348663878967,10.8958376217484
"TOMM70",10.6520677977581,10.6116475359972,11.2185287592697,10.7334060723585,10.8733511515882,10.5932129737479,10.8125099608804,10.4056717909875,10.4019791685244,10.7366104667397,10.8113937930856,10.4787959855075,10.7288387854548,10.4036360304013,10.2295876584174,10.8945728694871,10.4806985896551,10.1216545585812,10.7477870016585,10.6714177955196,10.1847917961514,10.6217120432641,10.2103742268794,10.616515955568,9.94018078315627,10.7118418675082,10.8728552833446,10.606230123032,10.6504366959777,10.7739594621934,10.6357375296961,10.9292339204797,10.8222339247371,10.4612579092618,10.666681023394,10.1201689937223,10.5905268489631,10.6172815455515
