"","SRR19925016","SRR19925018","SRR19925020","SRR19925022","SRR19925024","SRR19925027","SRR19925038","SRR19925039","SRR19925040","SRR19925042","SRR19925043","SRR19925045","SRR19925046","SRR19925047","SRR19925052","SRR19925054","SRR19925055","SRR19925057","SRR19925058","SRR19925060","SRR19925061","SRR19925062","SRR19925065","SRR19925066","SRR19925068","SRR19925070","SRR19925071","SRR19925072","SRR19925073","SRR19925076","SRR19925077","SRR19925078","SRR19925079","SRR19925081","SRR19925082","SRR19925083","SRR19925085","SRR19925086"
"TSPYL5",8.67174105505291,8.34643775721607,8.56718887846229,8.51049793314505,8.63803636078075,8.60039893136541,8.25521933325383,8.24225380929075,8.50027792565312,9.1108873772569,8.44493437226156,8.7518250327437,8.30123999529389,8.34122026889462,9.1783832250887,8.27202280585883,8.9905406429252,8.19050475126148,8.74645652085292,7.83110549944243,8.13362767940699,8.48689027682188,8.3007926875121,8.49075928640093,7.89613157257433,8.49889256325124,9.0907814331573,9.05102293190472,8.55589414770138,8.3022309293842,8.65596921551969,8.97418892442893,8.5634709722349,8.24177704656659,8.29831227297105,8.92970834438516,8.33237972377879,8.04196061407616
"RBAK",8.35935007140843,7.97832314848179,8.31488827249586,8.41346078890649,8.46364353513449,8.56914401393317,8.65535524492503,8.28829122835945,8.2868549760394,8.1405520526438,8.44969129377719,8.26535844068278,8.53239979225871,8.45010704487551,8.27677975765656,8.45843931148928,8.52275926379146,8.57026327613119,8.48126812925835,8.5322186376775,8.34871855273403,8.24472558512397,8.65622335041146,8.69078999419122,7.99132285151398,8.16241907463779,8.61160800838132,8.20867386874006,8.52549774241702,8.99094007737765,9.18163547428676,8.81282080623414,8.67740342829549,8.69130522545152,8.70970450132038,8.48606261184313,9.06725576212478,8.81660733683904
"ZNF134",8.42455956023547,8.30622426025984,8.8945150198964,8.44219625294595,8.47266382292717,8.91069559194487,8.09819999626134,8.1723938732997,8.31584934602297,8.15848794335005,8.26428434655132,8.08124894377588,8.53862254170021,8.53805774615771,8.13669303368732,8.23232000933344,8.24860629461336,8.61512495856741,8.5866084584294,8.4645834438826,7.97824951064317,8.43691148124012,8.40086287430052,8.5481607674216,8.30946680119225,8.31917498190846,9.12490795763683,8.11764760220378,8.51722578512266,8.78401275462636,9.25372440947275,8.71176301884562,8.69430330872901,9.15248604504182,8.74882390459675,8.30837376673118,8.93181555591771,8.96116275414734
"LYAR",8.95667946609409,8.01503745711245,8.27309306487628,8.44571051609864,8.19786399821965,8.07260567017938,8.92928798934369,9.41520147142347,8.6451701821864,9.00253490428965,8.45430016947432,8.75556990320824,8.56994121391552,8.8702884526044,8.55153925339844,8.67301118161191,8.9937363563222,8.03093309035553,8.0844154928171,8.37944512868581,9.06998784293772,8.99785048996027,8.3863938065165,8.70883734331332,8.30517108958855,9.11472758638672,8.01608566215348,8.95383526769216,8.18743878299205,8.16901478104747,8.24469515792856,8.74084854069716,8.58906562589065,8.03155504622303,8.34677638208523,8.22109829034861,7.98382062742686,8.30287932633037
"TRERF1",8.53699787206536,8.53192133291176,7.69866149224099,8.39487338868024,8.48597529090702,8.25285560440879,8.70424872679724,9.02936167065734,8.67961719624651,9.10349032221056,8.54641319707593,8.25082340608827,8.3434131264439,8.0309244274862,7.20607460266363,8.25357338133902,9.07273280533616,8.07316267540132,8.61670391063438,8.27267846737951,8.78879489137726,8.47525720802327,8.6225485572441,8.31154590287193,8.76971113255985,8.95094360150394,8.54197691450469,7.78193287632518,8.79944846952757,8.6909843398768,9.10794128514811,9.04696117142207,8.12784839501411,8.11761714132778,8.79345782657667,8.99110279375431,8.58630817446429,8.13283844203134
"APOO",9.81931335647981,8.22179181742725,7.85548679779665,7.90683509558696,8.08793341808211,7.81645567295656,7.95796458114519,8.84825522844168,8.54544714433355,8.66153703055581,8.30271680710779,8.17022198411728,8.26910520232805,8.07108719899249,8.28284657277963,7.77454785881379,8.05580284231653,8.10695726326524,7.85691725140009,8.93096716271139,9.41384736380301,7.92040368932758,8.57842460959602,8.17587534800011,9.97201644036147,8.75289038649921,7.6413353769677,8.47930054071983,8.03972874947146,8.14144765651997,9.1953977879106,7.85609136256798,8.2698489015355,9.72655641454029,8.62945029159016,9.3000810700095,7.98215271237475,8.92216644995043
"RPP25",9.35429786321695,8.93188857063057,8.32473507632078,7.18274198247495,10.0791572310253,8.2909450883625,8.63685208769908,8.26833379615793,8.14107586035102,8.82750505649782,9.27939982071909,9.91167635237984,8.0953040907879,8.18622672104247,8.62259062501454,7.82524213881261,8.23922541147597,8.15743216941967,9.15098922830815,7.926224113992,8.16550881613053,8.71641917323806,7.70471318840322,8.3241151202143,8.70321906210102,8.76405808838267,7.50892418313387,9.38480804160156,8.88682995048595,8.43603603840098,7.80915937685832,8.00176460569777,8.13322579110647,8.24544178223971,8.27867114266377,8.38061098366407,7.17377683436269,8.08694403605332
"ZNF480",8.30121428303993,8.84296110405572,8.54251688243627,8.70959619931771,8.55092730282267,8.4892570660295,8.64328463281782,9.1923331585569,8.03738208156257,8.80789315186446,8.31632608551414,8.14683154733505,8.22489782213707,8.71159279807789,8.34333209999799,8.75615500517256,8.43521806440085,8.38735040512827,8.83801219062974,8.66124011492809,8.8484322878824,8.48961520059426,8.93077066239117,8.27256532180661,9.51051767849894,8.44824429881785,8.35928342504497,7.62544442586902,8.8703249894633,7.59988560168622,8.56234932929106,8.5917611160905,7.92866098753772,8.90877694381715,8.1641715626099,8.94851203197469,8.54005711112525,8.85048277674773
"ZNF627",8.18771036859807,8.49004798570773,8.97657420928636,8.59483080186645,8.45956191810368,8.90625784758595,8.19813749940066,8.30832703699662,8.41410746294725,8.69412881686603,8.57766449538627,8.38958237244123,8.29068495438352,8.36684983249657,8.50462450774812,8.33864561523577,8.02824651447931,8.84808464219245,8.48761671223606,8.54689518703598,7.85087309104177,8.1721302347831,8.36524251128395,8.47226821914695,8.13399821995079,8.29188263817482,8.5845564859337,8.12090543733612,8.68729054496981,8.75616173944755,8.94586253532507,8.61720284480102,8.56035800666729,8.68813089486554,8.60406910802444,8.69739118034,9.04271678604793,8.70798249762428
"ANKS6",8.65402953347948,8.33754117364779,8.14789371343444,8.75619584303763,8.16527348025458,8.49948154427008,8.78640035789916,9.06859333351635,8.53126672583242,8.64411414473852,8.40199669254902,8.73733983197597,8.64412864702819,8.88137285388383,8.44099588281597,8.5534020952496,8.97005819730101,8.19414112597436,7.72445030328547,8.3088649762192,8.90457055399956,8.67547144677298,8.62061917268767,8.94175000003836,8.63550640293597,8.96899140036379,8.70236363041859,8.13799674757695,8.3187328983245,8.31199113019627,8.26547174801475,8.5488548986708,8.56720472267265,7.90661946937154,8.63494422969929,8.23886983861042,8.11860315015502,8.2522894090456
"ASB7",8.58855753099759,8.53755311963926,8.88074528147257,8.83026845427792,8.51490658168458,8.54702574653386,8.37924515204194,8.04534654979158,8.43262877983727,8.63461562285093,8.75449507696635,8.14829350368473,8.72814400015701,8.47676257627015,8.26403469399662,8.4450092884618,8.42487284060107,8.51381759703466,8.44608529828689,8.46240710839887,8.22042825701467,8.13418409310138,8.43735585957343,8.55686495025458,8.2468734465982,8.35106076702561,8.71264463605231,8.28458980634689,8.51744692295988,8.69257306424605,8.89258005004291,8.72865166306217,8.68847953041122,8.58222132441745,8.69977280579648,8.5908438477754,8.64606173776487,8.58830863804352
"KDM4C",8.13929220014084,8.27335111879527,8.23742086649964,8.43257418532132,8.36233104934966,8.55800379825657,8.23737642908588,7.74667344868788,8.57499209795047,8.33125665178186,8.68212341311743,8.1381216885695,8.72046475499217,8.34992559280283,7.98616010039423,8.41993380406351,8.19878140040051,8.63071519682445,8.52557545992804,8.56238246335227,8.58736244020127,8.15346841228055,8.81837595167343,8.65668881798787,8.11575872093697,8.23499438969459,8.393155676196,8.11634807610278,8.43390840012448,8.97687900242623,9.04940207434357,8.54620298747911,8.51667362470036,9.02673141616975,8.64326821540086,8.6302602240281,8.87836334755257,9.1344085929992
"PNPLA4",8.72293156813351,8.92193400823162,8.94333881402451,8.51881657746444,8.84326902278799,8.86620215499134,8.54497899760315,8.78023427151447,8.31401250769707,8.29796837796064,8.70347559683161,8.78955859762018,8.38828437836982,8.02138256103728,8.28888381815693,8.2023683456293,8.29913806783954,8.15995861683496,8.52382048132773,8.54061041975417,8.59818775483247,8.37866045568693,8.50209976101208,8.43784009749865,7.96847676024027,8.43342932841222,8.5096795401523,8.62314446113513,9.18567729740844,7.99569149412854,8.31248300569637,8.79305998857279,8.39815862399558,8.73903724859564,8.37476347041757,8.30282521256658,8.36458602180101,8.83420479844784
"VSTM4",8.31663789596974,9.01737684667139,7.53443586430712,8.5172442582573,8.72840647413977,8.5728523325766,8.20750057848612,8.80993417945957,8.30250653627031,8.86923159037987,8.53495176372435,8.3885209000125,8.31499467283013,8.54372507194112,8.61175267568419,7.91183396461018,8.18238188698629,8.35488337427594,8.71625124035949,7.79849420436667,8.21152125599946,8.33165300119641,8.69544556035492,8.58222678698838,8.7413340077515,8.60793071724529,8.80513849818814,8.73646123070438,8.35804969418033,8.85628693340837,8.76371728845647,8.52207333562645,8.46771272480742,8.44398712433602,8.51969081010171,9.22963843246134,8.3914390800571,8.18382116836846
"SLC37A1",8.07171511838559,8.5801996365803,8.20977612840517,7.84151268726015,8.19874013414613,8.76170967666883,7.8561948466854,7.95399165715595,8.33886314081432,7.62530571280831,7.98243943643482,7.83948410632409,8.35003461857223,8.45987776930518,8.44368063970638,8.38431537825681,8.5426406739513,8.6470074730405,8.48372742790125,8.67415199005627,8.35400616310241,8.30861550823036,8.70644300914522,8.33953449570902,9.14536196435841,8.07460706410014,8.35210076760155,7.81050418835237,8.69168893819159,8.76595603065035,8.96834364789583,8.30294895434716,8.57199979600539,9.42108957287652,8.9198128297277,8.51110630127967,8.69529228787366,9.23714553460348
"CAMSAP3",8.09930326561437,8.67325413585746,7.80237342067369,8.29528951010125,7.82240466684493,8.33899280723795,7.75383298001589,8.92226118229896,8.59216792515472,6.93816832474478,7.85366437836545,7.16344532090999,8.46437482922892,8.91350684420058,8.16952915234391,8.56306367079025,7.95961543891387,9.23334188207452,7.40373584463344,9.31448544886917,8.7924804623755,8.40249034950818,8.79160240752222,8.50205760136656,9.7401928955302,7.60290826079894,7.45648143443905,5.9951065883455,7.90466962941755,8.40266696273568,9.37584865436572,8.00730850477602,8.74774626168014,8.94635557921155,8.37984566244156,8.62587898020459,8.76590068867358,9.06586758425268
"GSTM4",8.69235786344867,8.68526646648834,8.03901194725568,9.04088547012108,8.75302887582482,8.86160133690124,8.77687400030575,8.77422986216911,8.70411449848484,9.56102500456461,8.83910638211611,9.06900586680136,7.95957882298228,8.40425119286778,8.1707268868442,8.62750107503321,8.2553057254618,8.17149552785437,8.69273178495563,8.5073335802608,8.49148973469821,9.18138238593571,8.45275070918705,8.47266210162254,8.07529801728541,9.10096857628703,8.22999617837835,9.07653626881552,8.18800969164427,7.78726210870291,8.13886042650742,8.31322494341375,8.18590526521532,7.89657126813985,7.90702894801595,8.57867491818452,7.95672626798268,8.15962961824875
"GABPB2",7.94922672662879,8.33812877835744,7.45436837142516,7.841675803846,8.20852248332641,8.53095455249928,8.73679137445677,8.48599037176438,8.15461579742961,7.87691731696802,8.2422987146908,8.42572687995128,8.67973430955299,8.67145825586,8.35827524039933,8.79675390845164,8.2682770894459,8.50473907029679,8.67703268676838,8.07400572122037,8.57945096312281,8.59855294022968,8.32101751504529,8.61662656165194,8.10881371796014,8.55715297711861,8.76548194964456,8.59644866098656,8.86656725360908,9.14280931551795,8.64370120493809,8.83855980394787,8.533255386527,8.64517601626956,8.5166114334079,8.27462951781395,9.27444592977609,9.0126310728084
"FBXL7",7.81556376144875,8.69486969192767,7.65061897522385,8.64339092838444,8.6445706564455,8.27545238113122,8.39637939876428,8.63253651171635,8.75990358749414,8.93709680242873,8.73455365924831,8.74258928626508,8.6393783828599,8.3021181879221,7.9617428737593,8.66996665236078,8.70206858612005,8.22323962955904,9.00840906973146,8.52227882777612,8.41498870180354,8.66523767271296,9.05147345470427,8.43529912858468,8.60685896287346,9.03483706174412,8.58966890536779,8.63986023861265,8.72861947080805,8.436511510397,8.25717941655398,8.52747806936155,7.99522328758109,8.03011986089713,8.40397323514596,8.58679564424802,8.43152910803768,8.28180855228633
"NADK2",8.40804791639879,8.39050874878342,8.60637049219466,8.77951095759527,8.70985716919508,8.43930938727661,8.35478292541833,8.45168957513278,8.40272647739,8.1785130502151,8.26606654354457,8.34918232796569,8.43892232744603,8.26013718271728,8.15221273016368,8.40216093125219,8.24350246149746,8.28292383970127,8.47968983965175,8.71600963465344,8.05476411376956,8.44518354191404,8.51106952738719,8.71007324158584,8.24683611932738,8.26473171780925,8.95150417298849,8.45281335303956,8.52569574573043,8.76294210167768,8.82852210286258,8.92904172412483,8.78566070639288,8.57556529937035,8.55356339722229,8.46099458079775,9.12536770523379,8.77005097975794
"SLC25A15",8.72790295865581,7.93307706100614,8.58837905623948,8.18362441689781,8.58394684747291,8.47101402167067,8.67402321267388,8.42155827905507,8.49137797800235,8.62879983467332,8.40768629113202,8.50246160875554,8.73841069386264,8.38672718564774,8.26517025536968,8.67909814624837,8.64718748947434,8.32610951679649,8.20584773397422,8.51816833495543,8.34398824536701,8.61458538791664,8.30754287238384,8.59731970083999,8.02507254860665,8.69711819971849,8.89757988396452,8.64301053411098,8.80853148632266,8.67588536864433,8.718992781278,8.7335030594488,8.86008965433611,8.56240345565609,8.6349375701624,8.21420199658828,8.54584716392068,8.40172976780386
"ALDH1L2",8.92263766122558,8.2986646807479,8.73015167396979,9.21762468267115,8.99113806127024,8.33246610242948,8.17919688375676,8.09457921518734,8.85544077258772,8.3664270818985,8.48354042828563,8.54303999451277,9.22608745608772,7.77524846047335,7.84716888232541,8.9411644659879,8.04290779675036,7.75941453097092,8.46739936341965,7.4491111038397,8.06733679329036,8.84343180730498,8.03696833192468,8.84517475957148,7.01130532508395,8.97023123038202,8.28053132047677,8.86832996369004,8.66582213824953,8.47930121050091,8.15073795675072,9.34014758144017,8.10742854913565,8.7210619983007,8.69214619420298,8.19825744839775,8.80619866833536,8.49500034767915
"CBR4",8.14127134646546,8.44140559330945,8.79297898320414,9.00188751134404,8.63719249782873,8.74460632702776,8.26686525804584,7.84238247300036,8.05375357920329,7.66418633385127,8.15550319273611,8.29791432542167,8.71236151577644,8.36918698633567,8.25687568752708,8.28621688911971,8.44146301270498,8.50271261804915,8.42226917277691,8.63610972773007,8.36934958453294,8.62349385571044,8.54740123600416,8.8438520379793,7.76057548913477,8.64310707118778,8.74718032735471,8.29780147404768,8.59781945054674,8.64308621423688,8.7548443428925,8.81199963180905,8.64310505794592,8.88586392177133,8.77348431602556,8.29545814352715,8.80454687990758,8.99261979528866
"CKS2",8.88363672619746,8.3860564829981,8.64051792644416,8.83113019697891,9.11325082984507,8.29090028181138,8.64125792563349,9.00537671001085,8.31127102174797,9.13766182810704,8.75464048301513,9.27729315820308,8.34862062517236,8.54522872937458,8.68215593449785,9.12493381482745,9.02252931421197,8.23564383730007,8.69176982925842,8.62133788895743,8.80251592773965,8.78831778124262,8.05431662466775,8.62227946905217,8.17530000259957,8.7560111515032,8.47667767923895,8.91339335588069,8.20172904851559,7.61889871445534,7.47126660869889,8.43505909731472,8.29763008100789,7.79301502282618,8.08323958502613,8.16726941028519,7.37462045693657,8.18506818828746
"CDC42EP5",9.29823847121721,8.92044062595165,8.49080640408504,8.39257679516808,8.72594673025808,8.35135635883252,8.54977922095219,9.37647414311239,8.84117598937694,9.90463281096063,8.48156792196159,9.25414299249355,7.9635268046538,8.31819493120224,8.04057631297936,8.68542077123577,8.86276298294926,8.40707230117812,9.05415678475497,8.06777463664485,8.80188153882031,8.7361855546727,8.38004838483971,7.6919402528534,9.14241086820152,8.81855380085639,8.48154845206041,9.29980570601649,8.46708017260043,7.39826370016518,7.58630045600038,8.27820143948685,8.08483859603244,7.69108733912025,8.19625467959048,8.89722183151715,7.50332937296461,7.26691684703723
"SNN",8.51829801212866,8.29891377967509,8.42781349779906,8.67164878959726,8.44051381492126,8.50349794527095,8.26905683126122,7.83158858374004,8.57715400194122,8.44548675290791,8.25005054016368,8.09968278538009,8.4102544967154,8.11306143338419,8.26811137914478,8.18118929219824,8.50538900118489,8.55292831502656,8.61059928806688,8.42454369045371,8.32202470934713,8.46766486902336,8.33000535720392,8.38118279405439,8.1930237329889,8.43306956146996,9.05899251514879,8.68815436415578,8.50352225869753,8.85272236789225,8.64451542948533,8.44286797463625,8.90144165796978,8.77523273566371,8.70372336268489,8.75498335240806,8.79058200978407,8.83963797096373
"SLC25A43",9.3500743656075,8.17959652899528,8.4074866767057,8.63428894420062,8.4797202806638,8.0100798149176,8.91287514579893,9.02153226803091,8.76461291028831,8.83684532400786,8.71564074747411,8.61155750593001,8.7887260394127,8.47367764230283,7.58948854442851,8.4263149792708,8.72874847946733,7.90116074349686,8.39737232588252,7.96061720494121,8.58163521721763,8.82548293735571,8.48230021853264,8.78946245921759,8.03968782761766,8.93435450333764,8.79862134349824,8.7696418952507,8.36730169260222,8.13794966923544,8.31169659477587,8.73214156105024,8.47103300769746,8.31204427564362,8.40665092505359,8.70754707834743,8.32341604912694,8.22212759507558
"INPP5D",8.27964965939641,9.26161343224013,7.7626329027962,7.4794060277022,9.43808268864329,7.99267862907281,8.25268774039453,9.08955640844985,8.19936144063374,8.69117356411435,8.30585926766694,8.790680961149,8.11574623466468,8.34624517191938,9.04307951000923,8.77901558792377,8.75095706816114,7.97001767576265,9.56172307460471,7.52301653444481,8.95303947136297,8.55811122978534,8.3184834427052,8.55067187145485,8.51585458456773,8.50802225440201,8.86951492063223,9.44017332581784,9.12708303583548,8.14710086781009,8.22107568434732,8.28314176699314,7.8898621265207,7.9845092506339,8.52173869655241,7.89952246022567,7.68375098409058,8.21706592850774
"GET1",8.52136712456296,8.57533421261067,8.98165687523488,8.95437989300333,8.67566703263349,8.65844123516045,8.07845645192916,7.73843767369905,8.52254891170498,8.15426447273385,8.59582673537397,8.21050974451758,8.32197120078648,8.30750726472263,8.0506666104838,8.45865021658893,8.18719745591787,8.7481132271553,8.57848366342358,8.53952464640006,8.01846087163661,8.29462300527568,8.2963029965474,8.35329709732234,8.40513558231218,8.254022836083,8.6642879430677,8.49688950456456,8.58372497311824,8.88451437508876,8.86406038157905,8.60321414590176,8.65922069590564,8.87318284284497,8.21804343370024,8.73630450762892,8.66843409424655,8.83025519201627
"PTPRB",8.63866730639109,8.2183643248391,7.99258122391973,8.57539155573089,8.14587847526687,8.36993010841974,8.38019608811934,8.79535401738811,8.68644830640622,7.95461273420849,8.44938118118037,8.28519057752081,8.63649393025765,8.57560408195597,8.22415653051182,9.04461007282851,8.455867111235,8.20448268907209,8.63334053794507,8.90497569303651,8.92308253601584,8.58863836646408,8.11270687746351,8.18771471918209,8.87855069380843,8.97578425549733,8.45964852957688,8.02699508294991,8.0448107197494,8.5598674942416,8.39605938365152,9.01120189703421,8.18040874901879,8.67014079420302,8.68831008391442,8.65318719955791,8.85248692203777,8.72227618274246
"IKZF5",8.36637670044114,8.2956629154375,8.45469460491681,8.70856130418326,8.3919422877011,8.34853780287053,8.77024543356047,7.59209076457144,8.44832590927765,7.97849682273592,8.2720207208308,7.98277980495844,8.59175059210136,8.03163245555113,8.0262352315356,8.2640207770677,8.18014843036057,8.73302030333881,8.36671062500881,8.32873719050517,7.79514057448353,8.04972777571314,8.55079077180132,8.79071807151316,8.7229454728201,8.22409328369309,8.87061603999771,8.04800768706516,8.35601260461777,8.88407755327335,9.04466613333283,9.02867462239724,8.59530287828892,8.78445645857034,8.68646021768375,8.25132604963954,9.8877356180088,8.87163662312641
"TMLHE",8.28628111213824,8.5285954114983,8.83111937869109,8.15563788127204,8.74674322214882,8.90922736082968,8.49635952800537,8.47409128962073,8.48120692119592,8.24830763156994,8.63776757085853,8.79634884903477,8.3748302897824,8.19986726177711,8.11536483374373,8.36128098981734,8.06175843233509,8.52323908751449,8.17441233128132,8.32721648838708,8.08141356846463,8.12377320508086,8.8386977812598,8.55450878829095,7.93106265961883,8.31052863657241,8.41430855816098,8.64943743514754,8.54951007022926,8.69129055687893,8.89108742606936,8.63808215298721,8.73001921904769,8.81486076233925,8.80181138470246,8.87135973774325,8.81676778989107,8.40115896860669
"KCTD7",8.04045948708471,8.29724298960616,7.63633386181814,8.3942347918929,8.40443909215641,8.46755647474598,8.40182828683735,8.72412055523247,8.524158496106,8.83587048563215,8.40360566056702,8.45504502009665,8.48156121255712,8.59445829682719,8.60613486618407,8.55578975342117,8.83071160175269,8.07656115203314,8.26027776402494,8.38400917407205,8.56613171147177,8.41057508549487,8.97839847336099,8.47275731277474,7.36883156874476,8.95716171360099,8.62847568554325,9.01850423531408,8.47966087229244,8.8771705397963,8.47782211799393,8.43683213235884,8.47388011558307,8.0304504415037,8.39159422628349,8.22388276032533,8.61929836119492,8.41508693307791
"APLNR",8.14477060213066,8.11976351230538,7.32062511392336,7.90996697878887,8.21590367636722,8.24137470647394,7.70623481242464,8.64145817401731,8.69813048949238,8.21575441362997,8.0262568210025,8.8494163892832,8.17055670529913,7.06570763089882,7.77583508234399,7.66382397333137,8.00352230136386,8.30805528180687,8.65251183564481,7.21234192765446,9.33559823796572,8.1664247916485,8.43333754556319,8.21711793203403,9.47495309550171,9.18770773698473,7.40780874853879,8.25584164073863,7.41615001394071,9.78442404911521,8.64554599436844,8.05196747458733,8.00518601396529,9.0239941431449,8.37116901093692,9.69183047374059,9.03200987349727,9.21414357976719
"DXO",8.58097198805578,8.43992945648667,7.7311045506866,7.98911851539438,8.20276006112381,8.46303693190566,8.58664550124229,8.84160881040734,8.78184043381023,8.37955455831302,8.03947717764894,8.58618353452726,8.53002255264692,8.81213156206267,9.01893631236518,8.65320949767166,8.84045533968412,8.49365777995124,8.32559872806811,8.50516751893288,9.13099870924431,8.60544498240158,8.90282004166245,8.63823195131624,9.0879915436099,9.04501650589011,8.21051776929881,8.80776474564037,8.34923029239115,8.05556859410705,8.24310621452666,8.18937993046756,8.19725990281414,8.28284801954555,8.13793545076494,8.60330608684824,8.2434798366801,8.2792621764112
"PDZK1IP1",6.89631381812142,9.66910547675824,9.70845279778832,8.81173741995646,8.93535031286813,9.24518129572735,7.64137596767161,7.4235869793751,7.76736935480312,6.82112004117861,7.31867123582153,8.28524942267562,7.5376778019362,7.86378697686055,7.61395519008229,7.67409699291575,7.28643852552529,8.5288448265375,9.36155950530275,9.11202796484921,7.06028176079632,7.55142752944125,8.50380963483299,7.00772372434303,8.54403028544199,6.23925067032689,9.58279034379752,7.14075708279397,9.98980854700995,8.68365914484663,6.47452517984393,7.49889521623285,10.6256097604449,7.83643924873939,7.95765065770368,6.9403640990684,7.05283569244161,7.98313677756358
"FZD5",7.10704639977134,8.55065092016778,9.59847028271999,8.63692217967584,7.72420939710065,9.35520064622624,7.9601275474653,6.48085638824081,8.40820760530499,7.18557289343059,8.61789804059449,6.84101210549034,8.30861316192738,8.66440702494194,8.01264945867285,8.13624569838893,7.54452185054424,9.40161568888103,7.24592897354266,8.85700272368345,6.81064830829077,7.17029142961544,8.70666834252237,8.11626571527412,9.04093414050345,7.18521641193291,7.95111797780972,6.66608429793432,7.80591380278582,8.6973977225343,9.59095968033136,8.24578793355001,8.95029972446779,8.31565346863792,8.81084148877335,8.86427988607643,9.6343608315411,9.41481331904575
"PRPSAP2",8.03851051388054,8.34754872496704,8.84362878918783,8.68306150152145,8.58559386436771,8.63374656294319,8.48803611357008,8.07601782532998,8.45098549102239,8.43374704925758,8.61170288138389,8.71836258328937,8.72058452510954,8.27561309587747,8.45310273075848,8.43281182013719,8.55288398585119,8.52082986414121,8.57194465046059,8.53575409570601,8.22886967864044,8.2435945275576,8.47834673732249,8.52451834467527,8.26569024413176,8.52228283876852,8.63261862147852,8.45894323777519,8.58278889221209,8.59753388999992,8.55446798641159,8.41242777349295,8.62674271562219,8.6621050347452,8.57399653992272,8.48067084461952,8.65358429143331,8.79001280676777
"FCSK",8.29397137735239,8.68539712456649,8.4956327059291,7.93272154570664,8.3585726293174,8.88874721648824,8.57697597239696,8.33437417283835,8.42810167530716,7.9115922741504,8.20505445421123,8.24663238000528,8.43764945935824,8.65769026378768,8.41026344899418,8.73251403774275,8.30722901893981,8.75298073941593,8.39205771226082,9.08639354830409,8.70375133471022,8.26763057388055,8.72847807199337,8.41859645864029,8.84219802579595,8.15863497463524,8.18484889689116,8.24957522567069,8.62366345614557,8.53696755525317,8.53822531497021,8.16406785614311,8.42794625354115,8.75918512320304,8.26072315388004,8.51196732092663,8.52191575175884,8.60436238998461
"NPAS2",8.08970190090889,8.15771500196277,8.12373477714704,7.77303672258366,8.12104859118861,8.9588191705499,9.10216536374633,7.6383376674775,8.5831490702245,7.24252304168066,8.73309010158343,8.56036856985549,8.66339611602812,8.33640127045633,9.01956206492772,8.6940272255317,8.05396853284141,8.91755430231355,7.41438576874381,8.58362915160138,8.09030275242131,8.03194397721159,8.64370981974279,8.9337297414431,8.64489417630979,7.62039295834093,7.65970867139254,7.79057713785603,8.28112717709558,8.99512263545579,8.66667367830454,8.04802419139314,8.41313435556093,9.36637924154466,8.75919198709249,8.45067258873352,8.74944523290415,9.21513568997439
"MIR4435-2HG",9.15406219122388,8.32874273240541,8.52658388888682,8.3746486212432,8.64109221558168,9.07537302189577,8.70918385762835,9.28898881948463,8.69966456194767,8.89776680689562,8.26629767303408,9.35291994270716,8.33362439681924,8.33227571926956,9.5994070132609,8.72520761466832,8.90365832561878,8.45931394509408,8.514129117301,8.50946699243437,8.94760301957845,8.31498923589286,8.07310233622373,8.07432082949621,8.15415716396078,8.2535358076403,8.14643057491815,9.068704496039,8.29361964689449,7.84886401975177,7.81954462763032,8.39143217945769,8.24633395889213,8.14902359059717,8.05398934854868,8.26293875116378,7.68357762795627,8.14836955251347
"STOML1",8.29374089858917,9.03223269209462,8.72346702444286,8.543753789935,9.12192689216879,8.47444989078763,8.46256084103644,8.66716804116525,8.61887982095,8.98921837705725,8.6628004402085,8.76195700748538,8.4591272998963,8.32610180081135,8.69915890044413,8.48254475916559,8.25837001244282,8.34141167577534,8.83861349523231,8.79760199262448,8.2902497415673,8.61883913403254,8.72338632674575,8.08413014949262,8.45128410864489,8.58533946696079,8.37413745013021,8.39223157115643,8.69958518555839,8.26558190051905,8.31988286148266,8.25902992019953,8.50416993491661,8.21062463333938,8.43786554806757,8.25834198220299,8.41540706048831,8.01293015706221
"MAML2",7.86143934118302,8.43813914191844,7.55743293089825,8.89594827814025,8.19715632453795,8.41934101154205,8.00200363356266,6.96393107071033,8.1304742951243,7.83713893301185,8.54083797230352,7.98030951682906,8.99821398709529,8.28964620491191,7.89547414173044,7.72357894507877,8.24682109972251,8.43204481610498,8.09895153486703,7.77123362581935,8.30128741937127,8.0811727137163,8.57174221210361,8.59600686923352,8.14319863985528,8.29759926294608,8.69815379911276,8.52391105327836,8.50944038247023,9.20215769647639,9.36047902083574,8.47178773874312,8.53547525025003,9.04813780336631,8.9627840153799,9.19868851394812,9.18349319049007,9.06176119928137
"PLAC9",9.12782608688766,8.87109208721822,8.06987182737514,9.45331228771475,8.88530962770757,7.6841481603623,9.05751994996258,9.0989788345368,8.47682287962121,8.7884028512197,8.26024010998834,9.53142167159141,8.62053324343216,8.8923648424104,8.17932866646492,8.24164155832813,8.49718387584393,7.99424457768739,8.46718199818425,8.45476363941027,9.01421861686807,9.2730979239001,8.36694046574123,8.65465402761575,9.18059957879242,8.55784206451267,8.48859105422831,9.38642169524316,8.40056788370922,7.63845414698697,7.25058411028407,8.10841151930198,8.11454430717348,7.6268996682815,8.27893433582941,8.01670052207814,6.73296089060214,7.48544360168549
