"","SRR26112889","SRR26112890","SRR26112891","SRR26112892","SRR26112893","SRR26112894","SRR26112895","SRR26112896","SRR26112897","SRR26112898","SRR26112899","SRR26112900","SRR26112901","SRR26112902","SRR26112903","SRR26112904","SRR26112905","SRR26112906","SRR26112907","SRR26112908","SRR26112909","SRR26112910","SRR26112911","SRR26112912","SRR26112913","SRR26112914","SRR26112915","SRR26112916","SRR26112917","SRR26112918","SRR26112919","SRR26112920","SRR26112921","SRR26112922","SRR26112923","SRR26112924","SRR26112925","SRR26112926","SRR26112927","SRR26112928"
"UTRN",11.3343084114669,11.5876902791446,12.4163589027344,12.6859764126791,12.053438363381,11.883370065916,11.7384955837633,11.7280600062299,12.5045893370107,11.1891829251801,11.5856166064668,11.7920010602571,11.7596276407472,11.5398522861465,11.8052842759337,11.2735003503898,12.1995608768494,11.6013423295022,11.882961566127,11.7920492009906,10.8273618064731,12.4784410048842,12.2998261920555,11.9571757830065,11.4665334158437,11.698978814806,12.4355284653474,12.1377678067737,11.7925438431936,11.8853841079479,11.6738620108086,11.8292238850046,11.7779495926043,11.7226839937941,11.3769372382126,11.9064172321988,11.0296154254737,12.7174392984688,11.862363004587,11.7066051468468
"REEP5",11.7541413318694,11.869658791445,11.8890398789062,12.0792777636275,11.8179048828717,11.9999653962501,11.9321545767247,12.1411174403789,11.9382417762626,11.7254912861697,11.9760076472311,11.8636506361326,11.616933852953,11.8440879424374,11.674528280308,11.4403353685851,11.9507392062079,11.8087807884861,11.7080348154724,11.9610690765984,11.5454391427888,12.4703809118982,11.9255220446261,11.5633555872048,11.6840787743795,11.7224245582927,12.1888521099649,12.0345338938816,12.0326299040123,11.7300716252397,11.43719206408,11.7839003101605,11.6181161917114,11.7231367868236,11.4672074751855,11.7236783901596,12.7674528755446,11.7694195381687,11.8451412704829,11.7713975271952
"SYPL1",11.6589604321339,11.9409427717549,12.0081444927647,12.0093837947748,11.8718513105709,12.0390833456014,11.8677932407365,11.9515772431869,11.8739327825475,11.2566327554848,11.9950714002142,11.9483608570003,11.9085049027993,11.5713821163944,11.6985058206082,11.724813539453,12.0298036201557,12.1099744321016,11.7529573058013,11.9199323989691,11.1959735882195,12.3926072540623,11.9184383296528,11.6397948177219,11.6673136870519,11.7691173952413,11.934603226721,12.0405956325235,11.801196795706,11.6859792687182,11.6997415015427,11.9061833250215,11.762672057476,11.7069421083825,11.7924235009195,11.7524325417147,12.4793271431983,12.0258868254518,11.8477298054665,11.9325495447526
"SH3GLB1",11.6429024055546,11.8884354255391,12.038167932227,11.8833988974993,11.9403966485825,12.0375857750584,12.0635686602725,11.8523586928979,11.9255969807388,11.8497500552701,12.0361691661838,11.7425805532865,11.7464951864407,12.0677781338377,11.7546097661329,11.757968593602,12.0877227999301,11.8629943911826,11.863953913087,11.99612827515,11.4653079529103,12.0347070312119,12.1088784711406,11.7735668819102,11.6476172649544,11.8700368399216,12.1316652796193,11.6886278110238,11.7803501193984,11.7400653553791,11.661960652709,11.7920316333379,11.7170326635485,11.913477160544,11.6858102974477,12.0314826429491,11.7479909895121,11.7375573738481,11.9842451702141,11.7132795811586
"GPAT4",10.9775603407131,11.3035509801926,11.4939646476431,12.2487111255591,11.6844164500464,11.9946591771855,12.0202045351901,12.2502058668233,12.0765193073069,12.5031843413179,12.249037544928,12.0272737804376,11.7818934487479,11.8163123879862,11.8813875538633,11.4249025927622,12.5625096524817,11.7501066782113,11.5541009554752,11.7779197089228,11.5488193934056,12.0993053639571,12.0900608601743,12.0608948200063,11.0645847637683,12.1721863715197,11.9525568460575,12.0338324454607,11.4655081163534,11.2391368907771,11.5129920556227,11.6228598704191,11.6343762337111,12.3877476055738,11.750647446578,12.2302175477055,10.9450853002778,12.505337090521,11.8385335042712,11.3876241395167
"GPT2",11.809521704214,12.7651016511249,12.1145715264221,10.9581807587329,12.1781167864376,12.0767421664485,11.4701160719757,11.629837971122,10.4829648343076,11.7658968618924,11.4839451542832,11.8956870169874,12.5361859071888,11.7993016811158,12.3186273554389,12.6094424183795,11.3102164845186,12.3943372384998,12.0244513099384,11.5388402381286,12.1238035462042,11.221223377265,11.3858581356831,11.9948397171167,11.6652521549595,11.9959540313705,10.4522138809741,10.8258343912718,11.9319063577697,12.043896610203,11.3574163843704,12.4933660084189,12.1551380838364,12.6150076917327,12.2480846961631,11.4822269930943,9.12144378878921,11.4123203975954,11.5384650721096,12.0828937897705
"KIF13B",11.1844848656401,12.0589696173328,11.8770187641443,11.9339098680462,11.6524836320987,11.9252174731381,11.7528780259223,12.3786211766567,11.5380313243226,11.7598130749897,11.7587902962864,11.6602816930723,11.9366039294307,11.6100901545057,12.2051918379525,12.0636043211056,12.147786703559,12.0629599736678,11.777198204264,11.6593844884014,12.0788977813259,12.1115922447849,12.1806457813302,11.7723111095988,11.5865449163945,11.6958399072915,11.590606253157,11.6643986914907,11.9663073649611,11.9844877950484,11.745154971657,12.0780444509733,11.9417692430731,12.0462346283804,11.9360962084945,11.8526543554206,11.0179582290748,11.9287303892732,11.7165115635817,11.6969195859822
"PLEKHH2",12.1955215697967,11.4230222890097,11.6808120653527,11.4564339583418,12.3281956828144,11.7951063925833,11.0730488764062,10.7210881669929,11.2516564714044,11.8359836504967,11.0573588188738,13.0200971166086,11.5234835718788,12.2633852615068,12.4057067293224,11.6482983958034,11.4786678396935,12.0954203605311,12.3849013967208,12.0246596566094,11.8633720791279,11.8535174472233,11.1807369515938,12.9152860783246,12.2098863383499,12.2747270214361,11.3254036574265,11.0142562604954,11.6103686891418,11.506274367806,11.6707999428518,11.7340246325319,11.1780469711134,12.0304528202978,11.9808892456059,12.4686543029034,8.0368012071411,11.1031413270833,12.2937738557124,11.4680742120348
"UBR5",11.991316450943,12.1124676699392,11.8429490091507,11.811810745523,12.0482311944281,11.6683729019882,11.6494850711248,12.0428433336999,11.5619157845153,12.3279033169822,11.7848985152322,11.9511833143755,11.6078356657821,11.963543759338,12.041642885801,12.0026484747068,11.9445207555585,11.8052772420319,11.9439420802509,11.8613961495398,12.226779850009,11.9928814709116,11.9991123549457,11.8371894799236,11.537291648347,12.121997109387,11.6649162848055,11.4509636273505,11.8521911011659,11.7334622695635,11.6816157281879,11.7536464271254,11.7738452420679,12.0525483137521,11.6014275446832,11.6624223785094,11.6878152925801,11.8913196160658,11.5150449793915,11.8630935008321
"TMCO1",12.0657854044204,12.1487830166104,11.9156107366632,11.9295281225229,12.0355828933038,11.8977432567451,11.5525635149079,11.7424241838084,11.9796825752099,11.0481897797883,11.6798591910465,11.6219051332767,12.1835703307063,11.514329012018,11.7885043717628,12.0360909303265,11.7854353247761,12.3732130774649,11.8018182128636,11.6543933026825,11.5980373189229,11.8900735391392,11.5468022500733,11.3694341603719,12.0000304596484,11.6628714530734,11.8376450822344,11.5851472373021,12.2849618103944,12.1943024781594,11.9818621273466,12.3379046711858,11.812845898183,11.5331842165276,11.9982842144239,11.4583723087224,11.9813065627571,11.5980663678352,11.7220476535052,12.094936904971
"MTUS1",11.9381765225544,11.9497691072397,12.0116965236119,11.5042933623998,11.8746210712921,12.058189379893,11.807668555574,11.6209045450124,11.7668829405564,12.5581785308864,11.6313074915257,11.8340226151895,11.9237858998665,11.672806471268,12.1852482839779,11.935888554373,11.7996843767167,11.8364379345348,12.0019268977602,11.7634836776545,11.8482803450082,11.6952721107594,11.7074518192991,12.0364183175991,11.2891303127945,12.08489744839,11.7232725301238,11.7064416139457,11.779059151403,12.0346015505933,11.3922250962102,11.5312610919073,11.738151091488,12.0619457922114,11.920751780297,11.813943778219,11.7837577612808,12.1172850272149,11.8527501364281,11.9268752008119
"NISCH",11.923362283015,11.5572658010202,11.7161541492134,11.7018207025496,11.7513935714854,11.5785929049719,11.4196931836225,11.3951949889392,11.1824112231888,11.748150776778,11.9133974772269,12.4250617663285,11.8549998746789,12.1566101039764,12.0567940406808,11.8442241644403,11.6654159921956,11.9001167711831,11.755316710685,11.7790239186962,12.3480620992038,11.9989384636874,11.8072762105405,12.3659291993335,11.7474602761279,12.1224299895945,11.2681259735803,11.5679109233169,11.5116693970705,11.8171088188214,11.834462623331,11.7077975342282,11.8022925406509,12.4119380112398,12.098888253036,11.942012485515,11.2933101319099,12.0803672479687,11.8147540965068,12.3318185259483
"SUPT16H",11.7794824459364,11.6427932421119,11.8289985381509,12.0009673038608,11.8930759262711,11.8846547430631,11.9714514802246,11.9134849085544,12.0848188926478,12.0065531803582,11.9878590681737,11.7312834041819,11.6752427635077,12.0512793358744,11.7158328479743,11.6511984084928,11.9506432109487,11.5404240114791,11.9364338717091,11.7643252810265,11.7159164262839,11.9164565655226,11.9358445971048,11.7225830543959,11.7434068291502,11.9552522760328,11.9325412907558,11.9082799591892,11.7858578422685,11.8017684149602,11.8780483758363,11.8445204467136,11.7320926511557,11.6850890560009,11.5648546765268,11.8195124645674,11.8850768774854,11.9102030212963,12.0047040655373,11.5473939641443
"OAT",12.3334774370236,11.5002354268852,11.7718300748886,11.7147137666799,11.5919777419551,11.8487094495714,12.0293028000737,11.2738739079594,11.7798792151984,11.4816164192059,11.4662578645048,11.8827860359236,11.8266359795073,12.0251825980712,11.7028953549494,11.6435672330049,11.6028410840712,11.8171256813395,11.9740644542405,11.0878408198586,12.0569117248418,11.2663067131586,11.2467366789307,12.0601809924346,12.472592620922,11.7579778066153,12.0703076407944,11.7491933663874,12.2354050211025,12.2854499820891,12.3835136966807,12.3146262255972,11.7839380189178,11.515628732794,12.1313488434447,11.4393931025608,11.6687999526328,11.1381178311115,12.1019013474178,11.8807645774376
"DYNLL2",11.8487071300075,11.4640944268208,12.1971519472603,12.110037653226,11.6214400705848,12.033698053241,12.1308074088793,11.4307390384413,11.930064970023,10.884759170726,11.924216694237,11.6843195343201,11.8975046561955,11.7183873104498,11.7261522202519,11.4206963547132,12.0237464446447,11.9093880190228,11.9054209845126,11.7268366742768,11.1394271357897,12.1525650378859,11.8206947201723,11.8244597037633,11.8986354375973,11.5861354979456,12.0745369957982,12.0377085147915,11.7265015218208,11.6322539555966,11.8117985620237,11.9720284295851,11.5306769491687,11.724065268761,12.015370545699,11.6844723100907,12.5151312922573,12.0167012961816,12.102011329563,11.8625692150182
"GNG11",12.5400360336299,12.6519344044541,11.8636334045026,10.0906788935999,11.1471211999067,10.8863929495054,10.54776596452,11.0684975067195,10.525354511216,10.6843014641432,10.8101158627318,10.7471525424357,12.5715332659722,10.4814403918223,12.1395839551915,12.9604059494643,10.5130453876846,12.6847911899992,11.861724870262,10.5482840814913,12.5518268526974,10.7793288373689,10.5592526782083,11.6620850020703,13.2313702086961,10.6301559033749,10.2543592215561,10.6691720600055,13.0170112355216,12.3774968920457,12.9884225222186,12.6146210149766,12.134325302802,11.3538623936943,12.8521374439891,9.98651362842324,9.58170459241606,10.1016934493514,11.1537338141105,12.2929042930192
"ARMCX3",11.9688823538576,11.8891136628249,12.005523727172,11.623048711195,11.5697402566781,11.7169466058454,11.5999256051295,11.3557311300072,11.6087983367279,11.1580518881563,11.5530007659018,11.8210167626976,12.3211569601817,11.1854417121129,12.0303900836669,11.9259760583545,11.6045922794075,12.0965472625323,12.0917040218533,11.5946474146805,11.8921451750025,11.8344828873063,11.3845574761674,12.0910017752745,12.1841482654225,11.5708159912136,11.9047928002678,11.7070126797639,12.2169558711973,12.180091611102,12.1194372802756,12.1724670181412,11.7865765299467,11.6682446870563,12.2484339276876,11.5100271031013,12.0300728150133,11.6853024419627,11.7373764600385,12.0052125788791
"CDK2AP1",12.0715753092236,11.6919368047233,11.8059863404993,11.8994312399252,11.7176122968413,11.915630915589,12.0002931891265,12.3987011233808,12.0170545099429,12.0925353104214,11.896150938164,11.564225600652,11.6894578110447,11.9501450934855,11.7416994268915,11.5476730904529,11.8446056971865,11.4315784353477,11.8549891794438,11.7722851387426,12.1397444612783,11.4933022474805,11.7325028632743,11.7773248249832,11.7683152064026,11.8952622431191,12.2679324049677,12.0412917022622,11.843924168403,11.9321319371962,11.9860096579619,11.7822798495139,11.9869469260367,11.3765761884489,11.7391390813648,11.6296591444443,11.9291418752181,11.7760686622649,11.8267447819363,11.6867757008105
"SEC22B",11.9655227384137,12.1243983922352,11.832054254934,11.7924831663452,11.6973165846559,11.7759141544898,11.7002704651204,11.6848522099251,11.8945621733623,11.4201731884733,11.6592366467158,11.5466172345595,12.239390173611,11.3911674412462,11.8347856590161,11.961815110745,11.8378375342358,12.3292121359001,11.805140150856,11.7963569784254,11.498522477103,11.7450243830683,11.6997765761071,11.7390630538616,12.0701434162039,11.6516272053425,11.8715013241765,11.6454916166521,12.1935288978409,12.0262141177007,11.9538239016203,11.9651433423042,11.7989962533006,11.4090271387898,12.2705377300723,11.7421690233325,11.65243426494,11.8594957127564,11.6732853643553,12.2255637458334
"ADAM9",11.7507865508684,11.6286261201519,11.8496683069238,11.9113082364939,11.8175259672113,11.7144219462053,11.8962683519439,11.9989205417655,11.944776539561,11.10845359947,11.8985544187668,11.6876288704893,12.0287098097015,11.6057108762096,11.4747136524802,11.5743362117824,11.7508089680224,11.8929303793287,11.582260204229,11.7874848922901,11.293304146872,12.1452209539617,12.0680371998144,11.514476427381,11.7187393696597,11.7856047668975,12.3720494343182,11.9818667826492,11.992836599261,11.8923180208269,11.8634166661989,11.7085014820239,11.543747307349,11.4680850919193,11.955502553466,11.9653417153793,12.634616766403,11.7307889035697,11.9947663627335,11.6981479315477
"CCT8",11.6631148011012,11.9314140092946,11.7525814265839,11.7660002037722,11.6738996682324,11.6528812710409,11.6532192833473,11.6538006941094,12.1660026602251,11.7300767811442,11.7456134735424,11.6303402471903,12.0235403434259,11.7506658020048,11.7187188725349,11.8415612617462,11.8582598632805,12.1274272865215,11.9392396899306,11.4343133459411,11.8089067218438,11.4014383804772,11.6921545895622,11.7738359728834,12.1503756545082,11.6610754278268,12.0927495000157,11.7904274808554,12.3176636894892,12.0881624692353,11.9501630635472,12.048596061239,11.8179240585676,11.552997982907,12.1022789286325,11.7945097668084,12.1465602013186,11.6724716014673,11.782762916132,11.8374020085289
"RBMS1",11.6918910064989,11.2719489176701,11.8954338183872,12.2354034461648,11.9012401113061,11.9602155462773,11.8701338906631,11.4568169735579,12.2026005798038,12.3466915926462,11.782026160491,11.7438745286778,11.4583048319001,11.9554282667231,11.7612575392044,11.1681982040674,12.0069093187707,11.2966814885018,12.089978474545,12.0205555343727,11.6334539348229,12.0148600781609,11.8750004878225,11.9063026799367,11.8757879947006,12.3749015974578,12.4928470797154,11.6559797048249,11.6543404140842,11.5945636943157,12.0488009620627,11.6623927791262,11.3266235027556,11.674264620038,11.6264687600654,12.0735346146359,11.8996165261697,11.7911759683509,12.0432044167597,11.6144608217943
"INTS3",12.0311520675066,11.8387348052076,11.6205956803061,11.5585827441652,11.7090404327496,11.2677902358524,11.4359724674974,11.9329729386292,11.367146025485,12.1432563814162,11.5992203577662,12.3013973931574,11.7822574671031,12.0320423334248,12.0801471259633,12.1203159975599,11.4484737148777,11.6960123407077,11.915050092502,11.4724280652673,12.6309556761386,11.5711996146497,11.6457987006909,12.1447197532549,11.6601093676488,11.7319442621375,11.7165597492786,11.6105901585538,11.4867729119535,11.8392485185688,11.9662913899634,11.9006691831122,11.9548536093773,12.4871455049405,11.9831356065056,11.886935431245,11.261159945753,11.7273982638969,11.6991775311023,12.0594081635
"CREBZF",12.2501605476894,12.2965896695356,11.7000289772055,11.4930785914433,11.7211654143748,11.414258304845,11.3231107047521,11.7865656198825,11.1339912827558,12.1666895575404,11.7711130159287,12.160968921339,11.8204424686327,11.5449028896247,11.8116985231022,12.0213136087683,11.4017075807417,11.9041456190905,11.5798695029162,11.866682060443,12.3085073462473,12.068718045935,11.6287537523876,11.8604055375275,12.0228964633185,12.092999185526,11.331464389901,11.3865069652094,11.9547664161932,12.0905296516678,11.9686553060632,12.1087743991107,11.8231967624299,12.0112799006594,11.9936432727147,11.7651995703862,11.6309726660855,11.9279049193617,11.5550094380836,12.0827318599449
"DICER1",11.7392914000777,11.5887223040598,11.9209543855288,11.9537023711403,11.8001561022961,11.9119367752467,11.6309735510475,11.7985154708949,11.8503922710408,11.6236297132577,11.7713833739522,11.9796214649259,11.7316266455598,11.8184761674796,11.5995141397031,11.6796782072132,12.0314556313446,11.8721144530856,11.8636332828022,11.8664710709545,11.6895607464686,12.0323601269804,11.8437388101302,11.7205283292089,11.7979727551733,12.150569235435,11.8369423050739,11.9199650618859,11.7760229125953,11.8866407277923,11.8364650902112,11.6993782614412,11.6823357864442,11.7452844344264,11.9360231566108,12.1355424643856,11.7531985767461,12.0760675335148,11.9324939974948,12.0549671347262
"SETD5",11.9211953672701,11.4957728660761,11.7742944340773,12.030477521268,11.7782071011224,11.6822994315933,11.6312809638436,11.3671535483375,11.7403231156778,11.5652989980176,11.6647101053271,11.8877527865391,11.8945219874024,11.7722572701528,11.8589808040542,11.7152635557113,11.6824799261462,12.1643528556572,11.8441047923263,11.5493059108861,11.9167003701347,11.8406216966092,11.812888776001,12.0145534885507,11.8133294042387,11.8404066637294,11.7678479571388,11.7526310213775,11.8863183225151,12.0655373824707,11.8706275355763,11.833762322704,11.756568312327,11.9193165373103,12.2617379763832,12.0682251302447,11.7727144116632,11.9946035673869,11.8657251979164,12.2335987190814
"FUBP1",11.7012847510111,11.6874090607413,11.9108280844638,12.0199022632537,11.6563839464394,11.4993480865315,11.6368408610886,11.7741693178458,11.8536904385125,11.7953736987004,11.8526408614895,12.0666250044673,11.7822091353051,11.6995861148851,11.6938238961908,11.9137385032902,11.8152271110499,11.8399104820884,11.9151861972574,11.8571848522491,12.1592261609232,12.0189684167426,11.7191530767611,11.8987801783072,11.8393373149241,12.0028685869323,11.8476911930712,11.8050178631707,11.9174324510038,11.743331075908,11.9703257501425,11.7791163360085,11.7008951884876,11.7648678884695,11.9014177127489,12.0826097151677,11.7115400691834,11.9421017163398,11.7804397720528,12.0302895398108
"SCGB1D4",12.702226183261,12.764256752774,12.2374278408572,7.8362378909199,11.4433582082496,10.1891261844807,10.8905959737998,10.8266237449753,7.20784498238602,11.2511160215057,12.3521114378978,9.91491283990742,13.8683704683251,12.3562983072671,12.5373986375596,12.1952892019776,10.0159542954749,12.1843002953006,10.9656412351419,9.19397124048291,12.3305164027823,8.77184764274566,12.500597779607,12.0219805513974,12.4759094267523,11.6978660272702,8.35711355271351,9.86124909831966,11.9145228195045,11.4748089611887,10.8907124007558,11.60936428859,13.0937498327908,11.4428350514852,10.333237525726,9.48875195153538,5.34522648470562,6.98614469726209,11.3190192740112,14.8255348865398
"GMFB",11.7556822566319,11.622529730788,12.1198532337476,12.3208196781752,11.6952176596908,12.0186862959453,11.8977849522445,11.6849182485757,12.2502627222815,10.8648980406694,12.0061647765359,11.9525117434947,11.9420971941006,11.5090647094545,11.8143957389152,11.3592250658532,12.0955241500841,11.895169863943,11.8419209551001,11.9605848011271,10.9003794821461,12.0964018743377,11.8136126351236,11.6789839064785,11.871878676238,11.9579373749907,12.6156403497723,11.8880620702643,11.8686963365084,11.9278729848634,11.843000459292,11.5900503167133,11.2381441138493,11.5275749697455,11.8427817659667,12.2576439202288,11.3637006203318,11.9984865215589,12.1220198233343,11.7853636820115
"APH1A",11.7343316958911,11.9204295963432,11.8714943149105,11.7985412557165,11.8658723975711,12.0205896004278,11.896478019463,11.6146989618289,11.9585106340313,11.2726211543918,12.0023389609792,11.7585828736287,12.0533054855481,11.7464327415708,11.9279021736737,11.9529581180197,11.8771829682877,11.9244458068155,11.7030950046273,11.9031790469518,11.5653434736415,12.0201275317801,11.8564299957231,11.8135139885291,11.724057120025,11.9385131515044,11.7990228985774,11.8837329526789,11.8311210812349,11.7629962001176,11.7492090772128,12.0254925559937,11.8045127875521,11.7692273353753,11.8652713477049,11.6601473740604,11.964628379154,11.9029618707175,11.8083657022736,11.7871102757176
"TMED9",11.258682379203,11.7807310074562,11.5528258342597,11.9031549652689,11.9040524239408,11.9942277831742,11.9359013988527,11.9241864357464,12.2286490493345,11.4122830380292,12.1941420082205,11.5561488929382,12.0390902475695,11.7098897846553,11.5438356488339,11.8898030420065,12.4079942785042,12.0600277633904,11.4614139735477,11.7247909808722,11.5038711210683,11.8279681935595,12.0474587408018,11.5294992773687,11.7337871651408,11.8255621367062,11.940167033577,11.9170334402892,11.8650933130272,11.8488886520962,11.8337969311791,11.8567875864314,11.8624558204821,11.6208519569527,11.7815312675752,11.6298406783202,12.2316301992086,12.0083472565723,11.7880646577224,11.5596854140075
"TNRC18",11.7074342707864,11.8535237836682,11.715089505037,12.1063122040768,12.0332952338186,12.0139190749486,12.1339261982555,11.6113543746181,11.8776956325861,11.3305330086827,11.666486433266,11.9738617855195,11.6587284495363,11.6565388871112,11.4764014735316,11.7947032074421,12.1392395466992,11.9806594358381,11.9111164403283,12.0108916947467,11.5491430923692,12.0609969147935,11.8458586875947,11.8786972710091,11.5964338927041,11.8340534052048,11.9194651525797,11.8881688250583,11.637900079549,11.4178544965047,11.5661745902892,11.8506752746018,11.62751189371,11.928319072224,11.8626948651914,12.0038626013225,11.789231097342,12.1998697105063,12.0965766666736,11.6634146411354
"KLF13",11.7759298483701,12.3556901594034,12.5033141108937,11.8126920619201,12.0210345742359,11.9497553782268,12.0265699010029,12.486561738962,11.477897834449,12.8227456731103,11.7329039579463,11.6478941551643,11.5503699840615,11.6437468849969,11.8570411932598,12.0437119019892,11.7937258438642,11.9449652506495,11.5828685290645,11.9251027996487,12.2465982849492,11.7743935948603,11.9004568744628,11.6540145666928,11.3303299239731,11.9869182053911,10.9519705163092,11.7669537442081,11.3778971829877,11.4247432499523,11.3283921503077,12.0715305305504,12.1725853674118,12.0242361939055,11.3560376337029,11.5342814875275,11.9209565494497,11.5766376846916,11.7653680880388,11.4669098453949
"NUDT3",11.5792612218487,11.7628918283008,11.9813171104967,12.1830523733965,11.7863348185063,11.956614394423,11.8598491984369,12.2807216871467,12.2024790900213,11.3895298542447,11.9950284148315,11.6548257201045,11.7903342140668,11.5885035546327,11.6187121990377,11.6725523465978,12.2443573920602,11.7306585597983,11.7505298280747,11.8067044784307,11.4626986190325,12.1614394233656,12.0671880332485,11.8176500660535,11.6842688157664,11.6374891747131,12.005161113321,11.9347448318179,11.8237687367383,11.8293368755133,11.5609540565541,11.8105277279188,11.6858265023223,11.7249437099553,11.6450110800022,11.6677714924351,12.1224665310644,12.1930143830067,11.8036337283138,11.7972859448597
"MYH14",11.9927144750278,12.1899480876025,11.9347331562042,11.1974382185091,11.7099977977848,11.8500828905845,11.6218447443267,12.5300701826355,10.7228625285257,11.9801095656515,11.994385502874,12.199415978074,12.3600614776509,11.5179785034153,12.4433433547556,12.0132791777239,11.3301797567394,11.4742311664377,11.7837284242798,11.4201729226338,12.1539006127016,11.9892373261296,12.0050253564196,12.2919454570428,11.375792903503,11.3329425387831,11.3963135909412,11.7552474149614,11.5608179330339,12.3740506879261,11.5479520213076,11.2369174662888,11.7459921127168,12.6568003031757,11.9015078134082,11.6177920975311,11.0582026323762,11.3487300035946,11.7852528148497,11.7198376959923
"PPP1CA",11.8060696778846,12.1136223552224,11.8296814556996,11.7849401170191,11.773713102974,12.083892714766,12.0417044796762,11.953814935776,11.986664467659,11.6808771648917,11.7831433753658,11.4868029708958,12.1016645519988,11.708740666283,11.9323566754722,12.1540050475754,11.8596271140819,11.864441880104,11.7104431812103,11.7782873498446,11.4053119852114,11.4661777154242,11.8543772684315,11.8691449159609,11.8782053537261,11.7035917711486,11.8906504186784,11.6747834839199,12.0377241179144,12.0775091189382,11.7482049909784,11.9727109420115,11.9378361112241,11.7859053772799,11.792775795642,11.5134749596149,11.6818457852008,11.6237540793278,11.9134103007617,11.6610643459107
"DDX52",10.7902433300931,10.966303188311,12.14860624286,12.6080727581436,11.7618789415836,12.0730356851375,12.1222475918719,11.9027317806564,12.4243871083875,12.1342699126848,12.0677978109272,12.2446464665755,10.9123626962405,12.298912437201,11.3889926581249,10.819197841305,12.5271500342859,10.8120430963767,11.9733848002245,12.2498951721723,10.1337324293073,12.1390578272535,11.9279099481622,11.672946186264,10.5586042770481,12.2191633849389,12.66324627524,11.5696735120125,10.6035501417971,10.5635167210333,10.4468773539953,11.0287742898637,10.7524630810457,12.3304119686065,10.9556640829631,12.9176993632916,10.3087657745473,12.5415095068288,12.0196560167938,10.8432721308124
"EXOC7",11.7989542439279,11.9857589045113,11.6672276440284,11.6209156883833,11.789179382436,11.437152432523,11.5588772231154,11.8236293027299,11.4769496348853,11.8662477992063,11.6764139533904,11.8453227522705,12.1623952970857,11.8392149667751,11.9124035048054,12.0803976898829,11.5893892736925,12.1334332910232,11.7447602959467,11.6977721507607,12.2258012573763,11.6707278162456,11.8655258980892,11.9382497588389,11.8043708522563,11.61516913716,11.5685008439696,11.7361303547289,11.8753962958266,11.9945213207037,11.8362065194913,11.8936780085083,11.9596587067542,11.9160954433441,12.1988262716191,11.853883472244,11.8125208472476,11.8905119124286,11.6618487389378,12.0481126548756
"DHRS7",12.0689680612945,12.840174389556,11.3762437534677,10.8128515878318,10.9128570429838,10.9749818872686,10.5211156854907,11.0238796124489,10.6367921374211,10.3034083284392,10.6270969343969,10.3572343597512,12.6427620501326,10.4190620997076,11.4571241517114,12.8057434706083,10.7304927399491,12.9545156612161,11.5229095871925,10.5807924141073,11.9849436806981,10.8701838249169,10.762787897599,11.2062802887428,12.6538502408651,10.6376985357584,10.3721130479404,10.4682204074025,13.5444559889969,12.7186736900814,13.2009963126502,12.8448906373891,12.5384165039365,10.8684659571061,12.9124934136541,10.1204448433629,10.1555536983426,10.5086368732587,10.6595850956536,12.0536666196973
"RHPN2",10.438936521332,11.247533331557,11.9318392465388,12.3472196822705,11.9871107416556,12.2333959101239,12.3005601742089,12.5892233335799,12.5289758302016,11.8698508926054,12.2678539860654,12.391698734661,10.7833734736492,12.1488629094329,11.7626061574629,11.1506316649717,12.9727688826382,10.7581053081764,11.7764812366786,11.7501308957767,10.3928803564828,11.6901190406907,12.4527243794999,11.6581007233864,9.98449346763315,12.5509208948873,12.5546777507327,12.2558318075377,10.0315292695139,11.1797201251884,10.1387326185169,10.8396009688535,10.8213293382508,12.1476635590037,10.1320754880898,12.5706671386017,11.2363472204515,12.223652401796,12.3650777928243,10.834266996088
"KIAA1191",11.8997324656848,11.9488230827348,11.8344530147097,12.0193245075768,11.6994119764935,12.113122666279,11.9224194141604,12.2633277751034,11.7649194855264,12.0218046147159,11.8056199615482,11.6260627561484,11.9084599325725,11.4831702828515,11.7530614583496,11.9368873217978,11.8747475173106,11.8289872631346,11.8070075358503,11.6715912723939,11.5213355622485,11.8580808619961,11.8486762050172,11.8480576579751,11.9968965336899,11.9267505838811,11.8071177436306,11.6241357909946,11.8757594401177,11.9578929739435,11.6141033433209,11.7677347265025,11.6548302693284,11.6782750082785,12.0291775829417,11.6450518149328,11.7386290494344,11.673564945325,11.876699590875,11.9287130664151
"WDR45B",11.7656922585279,11.8758057712111,11.7722164753164,11.8401066737614,11.7213466364155,11.8168410247911,11.7582848483444,12.1387889705767,11.8530274064863,12.4701568590881,11.8358240209919,11.7670555126851,11.9144046292904,11.7793585319252,11.6743857594905,11.8526372686108,11.8850637532296,12.0674628018651,11.865203252713,11.662256679745,11.5658463481332,11.8718384187498,11.9794921816141,11.8715743051099,11.7641806462283,11.9908289172003,11.7206800014434,11.7788653398329,11.7007035839514,12.014991352126,11.7930294807234,11.6116075124903,11.7182301405952,11.7099501862193,11.890068080085,11.69179688324,11.6349401012478,11.878380495536,11.8635678562439,11.7314792120845
