"","SRR26112889","SRR26112890","SRR26112891","SRR26112892","SRR26112893","SRR26112894","SRR26112895","SRR26112896","SRR26112897","SRR26112898","SRR26112899","SRR26112900","SRR26112901","SRR26112902","SRR26112903","SRR26112904","SRR26112905","SRR26112906","SRR26112907","SRR26112908","SRR26112909","SRR26112910","SRR26112911","SRR26112912","SRR26112913","SRR26112914","SRR26112915","SRR26112916","SRR26112917","SRR26112918","SRR26112919","SRR26112920","SRR26112921","SRR26112922","SRR26112923","SRR26112924","SRR26112925","SRR26112926","SRR26112927","SRR26112928"
"MAP3K10",8.53801093356708,8.71967364129434,8.57213016188251,8.67730138819522,8.70256165255908,8.69551952408614,8.89425915297555,9.43286893767264,8.39763126373786,9.70927615608872,8.80069176269481,8.51302786830868,8.59717634729445,8.89588268694642,8.62645197723791,8.75329209188321,8.85375977289685,8.87088687368013,8.52654466748206,8.70273296890524,9.10132572203326,8.45743453976793,8.74865390152323,8.94234423413116,8.7196982290055,8.81968498777265,8.76425443643697,8.34312456776922,8.60775789247248,8.41688581798006,8.38794270592065,8.86791033444383,8.96963042622818,8.75747750109631,8.2826122201206,8.8734945339939,8.42642372760704,8.7076914944711,8.75672961005151,8.7841033963681
"SOX6",9.37387089509811,8.75281985596134,9.23871130778746,7.92551019034508,8.61003258639261,7.35531114023121,7.331068574023,7.57890118637674,7.2034292185724,7.26350897211335,8.37812832008761,8.4950792085148,9.15571463442667,8.14168276755324,9.15143237918795,8.81366613999157,7.46997502611208,9.16852675789519,8.88373370888787,7.85384491992079,9.05639973464537,8.58754852507688,8.95242213318323,8.79371158285022,9.31800600020277,7.80641348536721,8.07134210963282,8.62644344023455,9.20965332964083,9.77599672639253,9.19354678505912,8.52176375983817,8.31237831412024,8.75979518895752,9.74230248241109,8.34368206224885,8.38472223204889,7.9096369022746,8.22615726799025,9.47400771529689
"COX14",8.99054586740356,9.01962879747802,8.62383685079588,8.43673458988632,8.93942729578143,8.52288318433342,8.27784234082508,8.7158324634045,8.68973847614556,8.59990175069912,8.94258117018504,8.71790627631054,9.21347093221001,8.62288061499266,8.89483358262922,9.10375093929275,8.53602676530048,8.81079776029947,8.97131341876971,8.57894059827148,8.58920025899298,8.40035106324393,8.62109334075777,8.58346272825256,9.0010166284634,8.64725088312527,8.40570765227305,8.77956832948322,9.09804668234312,8.91891907525118,8.60974839288621,8.95499349151819,8.73902267326576,8.9726490331801,8.62646755066142,8.29141018385088,9.18081915296963,7.85275563446649,8.42465358756512,9.01772963939781
"PAXIP1",8.59199252095607,8.84172579709295,8.60095274869987,8.81036725340629,8.67434082926154,8.93648099300444,8.56563062803744,8.68966277701168,8.97830170901764,8.59574108600656,8.60210560129548,8.6791799487162,8.72023775626835,8.70180991850001,8.77485570402288,8.76654274073126,8.93141489960906,8.71331534517622,8.66850226316245,8.36525719611695,8.71105000721952,8.6527402829283,8.81828988653518,8.74430782536639,8.7162137895302,8.71155065449327,8.6826126183637,8.72543117599173,8.68371255398687,8.64970517148782,8.80036860065591,8.72607694152878,8.55439366547664,8.85722954067063,8.80840927292163,8.86196723909056,9.00478472402811,8.69168038638764,9.01189942936263,8.65530755157493
"BTBD8",8.60423098552331,9.28996407228478,9.01388900260442,8.91203402603337,9.08647189361591,8.76891335407958,8.56557363763907,8.89811470663547,7.99193034691642,9.07966773495499,8.67763263790453,8.90911050943519,8.40499192583545,8.93682243264578,9.01392833608407,9.23717561230854,8.45457249977437,8.70039047567612,8.55837373541344,9.16504670978198,8.93633288835487,9.05708030608886,8.99777858561796,8.67879095570581,8.1660988999264,9.24100551076643,7.84055102164906,8.34341838931526,8.27353800313961,7.95328158606289,8.15184759627572,8.76748760796345,8.74965590599572,9.16790639740059,8.35662653915434,8.67150372397639,7.86834862505484,8.82126578584698,8.57545807692305,8.90195806148455
"SLC17A9",8.89990005240089,7.98013488159389,8.85550480562151,8.96395731563869,8.1924480188315,8.20848630145314,8.42259151116692,8.42291244138366,8.65793277695927,9.26717357572112,8.3066179099253,8.7336623249782,8.441262313667,9.12569548754029,8.17209508051409,8.22409829916734,8.18932275808631,8.26535632829202,8.35083286614661,8.5288181776984,9.9192854332355,7.90021575590294,8.57780791267638,9.19377422046926,9.20844797600958,8.30498219662908,9.01467820249504,8.74701731916931,8.66304328866917,8.77382382966908,9.73063975349715,8.61202416469347,8.46598903725338,8.79566855371914,8.78206715025654,8.83151085107487,8.71878071989622,8.93260303114485,8.87474007723566,8.61745552364871
"GABPB1-IT1",8.97550574373709,8.78491845473587,8.83050808161658,9.12621469855213,8.74364252565297,8.84587718465612,9.10078206871283,9.02401388440034,9.01617915375121,9.30851020456805,8.85157910532335,8.86879070730773,8.1881126876356,8.87860173393578,8.57388786163709,8.58512538782077,8.39340900048545,8.64034984225693,8.59267508206299,9.19180422558287,8.76723915360838,8.83719082322921,8.77529518708124,8.71514791845243,8.30973169181603,8.91488876052247,8.63872330521199,8.45858915738903,8.22074464022064,8.18155429787602,8.50987322624843,8.73068816366309,8.59190721772429,8.74416586977092,8.35262574927565,8.678559426136,8.69743601162729,9.07984002505553,8.59051364498034,8.56815139840679
"PCNX2",8.81772601827126,8.98054724608664,8.04434741078159,9.00520541172918,8.4245217728853,8.38669612761436,8.3293759868782,9.46529373200994,8.69609310053567,8.45954572456342,8.53528761502495,8.59965839182019,8.73025485975244,8.49431971436407,8.79520940852014,8.94984349635596,8.80368241851023,8.76613429508897,9.03026077265103,8.62190284096588,9.22058220826086,8.34121280574928,8.85441203012603,8.7526829673258,8.44042691089073,8.38861965434152,8.65588859961526,8.529237590539,8.77549951560836,8.85526535792595,8.5629160319735,8.28649565666083,8.75293583652524,8.82910174894059,9.52407182771675,8.71653435688489,9.01846035986614,8.67859665750538,8.38748856221065,9.05517403514438
"ARAP3",8.7026233516322,8.33855341007875,8.13423266354733,8.35155523544589,8.38161207443978,8.64552807224615,9.06187204545784,8.10421707705506,8.18910125902337,9.13629060138458,8.9868350560158,8.93445973018341,7.96476166508292,8.7760087421141,8.43077008841998,8.24373382790987,8.47325475397413,8.54381823271104,8.36429656737487,8.88930287910211,9.67255533124675,9.04231220031605,8.75523154353171,8.60139325481111,8.20840998148664,8.45059181644175,8.66586585314268,9.19334821910979,8.42011706271571,8.21093894157621,8.57559461255656,8.30452922311849,9.65224216143304,9.10444823709789,8.44882762563392,8.33254666190476,10.3216968478238,9.18811583837225,8.26024908148404,8.10909307158426
"MOK",8.95464791989221,8.51167437899318,8.49604235283974,8.34542927569936,8.60996289522517,8.52874050309261,8.24475348561132,8.92368964016148,8.13920268881117,9.43676193666562,8.67405196528894,9.07528383428805,8.76553354931174,8.8732032017819,8.58815539108586,8.62567102051643,8.26312203446292,9.02918767634736,8.72376409762026,8.61685720042999,8.93017787654313,8.72369838500275,8.32008683557596,8.43012897414375,9.09096872181305,8.54748652179365,9.14214961049342,8.67387059131609,8.55746985314268,8.94628096774908,9.0472986274689,8.21563717421291,8.80395098947535,9.14745462181956,8.29154204051569,8.89833408352658,8.94618076522734,8.65289677215948,8.72977465536023,8.81691563600755
"ROBO4",8.38866007630322,8.3054309415131,8.41308813651822,8.34858822883022,9.34601615645761,9.23952543860157,9.57342252095214,8.31289969646406,9.07512532205917,9.36765967185461,9.14686110399998,8.39527993314005,7.82405928370922,8.95783555075147,8.88289143367099,8.30907981399748,9.16762646592254,8.03148294719279,7.85028930050431,9.37369077273416,9.64757054938465,9.22597701066523,8.89894459306273,8.68666441768318,8.65175047639793,9.28905661920443,7.5043947111186,8.67406449453945,8.74548541918235,8.10187929269106,8.63211999869343,8.23812715718731,9.39891721725673,8.90794014268178,7.9319524460074,9.17585025527253,8.3998790225738,8.96331030958385,7.77634143072561,8.30694537801511
"TBKBP1",8.92803570332203,8.47272961576595,8.47246579513914,8.62562261962131,8.62433779262394,8.6007866004969,8.82303273604013,8.4573776582415,8.77347307521392,9.12727370597945,8.83184640346096,8.66256409953223,8.25784682409831,8.94002398093435,9.31462590900715,8.8163052009466,8.81243007756767,8.59801123470172,8.73419337186957,8.82087227785819,9.24241182939427,8.88656728541742,8.82134893136957,8.60244578171918,8.28622307942974,9.26407499318108,8.28707645472935,8.66958170138698,8.38761878784361,8.5020491529106,8.62663464754406,8.7360670681746,8.88710453824681,9.07454770238129,8.7713247246203,8.22244625687618,8.37080085066931,8.64246838066008,8.73214605761187,8.92289340188459
"ATG4A",8.94482442566348,8.66188443345876,8.67670715594287,8.68940885588059,8.83473827631228,8.74159639816621,8.47991363391244,8.37686412548941,8.77188846504078,7.68309186883789,8.58022014749911,8.71980793398367,9.24054569867633,8.60941230946585,8.80076616662463,8.63246849953994,8.7386474301168,8.92183962372684,8.76944075444836,8.44076517140698,8.67667578497584,8.4523541080461,8.23106899755453,8.6631450370251,9.18518783484515,8.55348021883742,8.69263388162117,8.53874536926468,8.86424294127889,9.06851231392663,8.82803127181108,8.93614341988046,8.43462297162655,8.51667578454721,9.15702666782557,8.63986688614178,9.13959305496928,8.61664060103638,8.72887050869064,8.94563585410972
"AK1",8.27398503140644,8.49979534079599,8.85203130001443,7.82467277654236,8.87199696107337,8.4970905967069,8.73217231058256,8.94445824280529,8.80929411867498,9.19074104817054,8.71610589884879,8.58158419769618,8.00038556628725,9.34775096549198,8.76425054523192,8.50312041414329,8.56467975694444,7.99502035425984,8.85542990719238,8.46719450582876,8.67310908676073,8.55038741486822,8.74457658013454,8.57164413693618,8.72712966027908,8.42159389331298,8.80443861329253,8.75192682469272,8.58596578653387,9.49628239997633,9.98969471927423,8.90037427262137,8.62395576582887,8.72124127242343,8.55737816875643,8.36601505950691,9.87286875901213,8.01958884445706,8.79078036738342,8.39479982659643
"COX10",8.77756219152482,8.81865904027278,8.86938453653314,9.13781013806517,8.81099149563559,8.60549286072596,8.99541100602464,8.46685545130417,8.89759200436701,8.53385031007234,8.76077387474197,8.42840383550573,9.17513544980213,8.46914281947725,8.57607452179701,8.66170798022429,8.37013452548357,8.51162806925996,9.13353444029644,8.95504114971546,8.58631587823736,8.7509904537601,8.206247625012,8.41544671648091,8.74399385981099,8.63409897069056,9.03634278447035,8.67822572147761,8.7658639556337,8.76583769767513,8.50017076021691,8.8261809868511,8.56170140303334,8.55277051218432,8.95430663919136,8.91445803964897,8.95995937600018,8.36755697282089,8.80159208752866,8.88017611323164
"RALGPS1",8.74805079940858,8.72163433305082,9.08504660923335,9.040656184452,8.96168188276353,9.45660367180393,8.32805190585423,8.2407343650157,8.19661027151067,8.23884098009797,8.22958330152419,9.20784530900737,9.12072665220492,8.55361283591172,9.34858246497104,8.64966282686538,8.46713087640028,8.6883122842566,8.86530794038453,8.57926004412495,8.73755759658246,8.8651526281718,8.58231484673974,9.13223542477098,9.33113039794633,8.04521170502192,8.36258885242647,8.99535832903156,8.71073722876328,8.21690151027504,8.45883983969751,9.08952538383038,8.83433575731771,8.47244309486052,9.30400582974434,8.76504870165512,7.70054802832123,8.83691530795631,8.35721108408176,8.77400570028873
"TMEM201",8.28156324008166,8.40091729816861,8.38634628009883,8.6687485350061,8.57821581990399,8.78949969855229,8.96608167310451,8.531553404766,9.07566349339696,9.31106689135031,8.83844291584769,8.91000908709205,8.33987837980388,9.16380817326771,8.51354402866377,8.17521894652005,8.75536006610097,8.53473013320811,8.72195547905284,8.78365126358647,8.8573849823759,8.70518875095886,8.81881633448864,8.67593872990218,8.70497933528589,8.88166181413695,8.6393506903955,8.70405088054922,8.66837847328838,8.77839676830762,8.79996425351532,8.40227828708479,8.76813731210046,8.73819730075672,8.64056719443668,8.99976410686626,9.20825845873011,8.64047991192354,8.91935755505362,8.16508036916422
"ARHGAP39",8.71160602039796,8.58806508973803,8.48963541933383,8.60793278595852,8.60125731294926,8.30562807457025,8.65273044016025,9.18900035637866,8.49768929099263,8.91922147370889,8.75447069294847,9.08732836664685,8.67602301193288,9.04549057682046,8.82759287117195,8.7462225265566,8.60772405929678,8.90427721899237,8.81770860411619,8.65830230874316,8.95999590108963,8.74486249776559,8.83959672939991,8.6882762878562,8.58261004880082,8.70878973792985,8.58002765626754,8.84077494708647,8.31065088207665,8.51474864909426,8.64901403976631,8.13254981946362,8.55192693121356,9.13621913692606,8.74230235949684,8.80694674353322,9.11377852242944,8.77063592227466,8.59566553767154,8.62502456008461
"CCDC22",8.86212330277446,9.0054322066894,8.52974368450307,8.36969654760174,8.47800734197545,8.52978463988172,8.56925713540224,8.6268417606924,8.60337963922058,8.53188061992449,8.68248540841208,8.6484339759718,8.99687603351168,8.47826293079939,8.92260132252313,9.06195735676205,8.55493934951932,9.00371603087437,8.84796414877706,8.72515730272683,8.61659196309339,8.57333931975441,8.57512340448356,8.85729788714776,8.79130496003473,8.55522442706731,8.66901150325574,8.61829057461296,8.84840550601243,8.81523668350122,8.77469700346637,8.84076620460544,8.86382339312775,8.78245209504994,9.03979364436463,8.65597059516173,8.7947193580286,8.63344265150986,8.60620696560084,8.55636163743196
"ZNF805",8.86390005801353,8.65888457629453,8.93213198061759,9.05706187961691,8.45061972027455,8.7960516476112,8.7981145455703,8.39807530527263,8.65768667106106,8.55596324411077,8.57496144126718,8.56651881172243,8.51197797041789,8.66086335882964,8.7355843045969,8.57218524339506,9.01116188865872,8.93248868574132,8.75237633251647,8.71385514331152,8.30479631608309,8.9573250339954,8.86247733624264,8.73872933611406,8.8097725756745,8.54960424422893,8.76141293858509,8.74166627519233,8.81702855256805,8.8424962930661,8.70580703011925,8.76860013924315,8.5235397679931,8.55207057315497,8.85124898230975,8.79136693596343,9.12478802391548,8.76306727477668,8.8082372619965,8.62576998580368
"CDKN2AIPNL",8.95814778374308,9.09862576560459,8.73735532418259,8.61887270478536,8.66533165692797,8.60898981435553,8.83623829180843,8.63548743388351,8.97787339015725,8.25857791546801,8.53068022177946,8.37925323050504,9.0612774146967,8.53446746218993,8.80068716350278,9.1002722652192,8.56213898459459,8.94133300999996,8.76759192485774,8.60939064114113,8.41781929596472,8.39392529604095,8.36283952745507,8.73489979922024,9.06816119375927,8.51001090255992,8.49737833125658,8.6284697052446,8.89626887945636,8.8387110771249,8.94667298702822,8.8861026452661,8.87387926501475,8.61704298003249,8.75587880294658,8.35287378415049,8.86745955544426,8.57246998490195,8.76663452405023,8.94762186464771
"TARS3",8.68458055951881,8.72100714866075,8.60538523513719,8.69517449568484,8.63801072595226,8.41755421106227,8.57897203873611,8.62042081339044,8.54837625176438,9.04978293683027,8.86864249800544,9.00822984769165,8.44966443871554,8.81740013379686,8.51927671976748,8.63573702186768,8.82752776870868,8.48150282623192,8.50091923226935,8.60639154117784,9.31240642206389,9.03476619002291,8.24488662877546,8.76904034438373,8.61089936940161,9.06469320111131,8.86257442782045,8.7974584253767,8.38989066018819,8.60800706054399,8.43846172047141,8.74490463753315,9.11038642523775,9.31309205513289,8.40396699756644,8.87772529850591,8.69612738340142,8.83001163835042,8.64795317899297,8.7645487869228
"SLC26A6",9.04973987310053,8.68725506340493,8.45278666840841,8.89173936512839,8.42403999334468,8.19014412272159,8.44141961467274,8.65242544370707,8.87454682207309,8.1690565145786,8.42694491164173,8.80297641770697,8.81061458903522,8.46236933776174,8.60975942289966,8.57314031411153,8.28406666394475,8.7864009297665,8.71257809410852,8.25691996705678,9.45701048837096,8.76021061999991,8.21471089472185,8.86681684490293,8.86569921627783,8.58703837337603,8.79661315449679,8.65684299797678,8.75487150157017,9.06478558496163,8.86613135862636,8.78293810626778,9.13712597887803,9.00997536139367,8.84308777400701,8.73650740135159,8.94469812832551,8.9589457133914,8.49272691489271,8.93263728483851
"NDUFAF8",9.04644657386924,9.08133274940222,8.72768036006034,8.91604938959026,8.61393399273881,9.0003670190068,9.24591890279352,9.35575434083083,9.02803061818888,9.61975841263363,8.51560177363745,8.0726242790646,8.44442115690827,8.68795975925022,8.31366200891465,8.68305383651939,8.39128355626703,8.71355058504774,8.4957153448829,8.90821172070054,8.67843119772852,8.66617404051836,8.42944693142975,8.40686119016855,8.79785578861414,8.38394555444561,9.1002186212999,8.60731976785676,8.72172035345899,8.61974598723241,8.168755604114,8.48940052783215,8.7000265648171,8.19733475547089,8.26813991758509,8.38596578470889,9.6160247700071,8.21964019005839,8.56842391345162,8.35150059898772
"TCFL5",8.85474705352971,8.79228454345334,8.49048716567819,8.81432380248485,8.8029278743581,9.28709994203788,8.88563112760787,8.69415663007392,9.09064150339089,8.67932887515341,8.78921134474315,8.40432798101227,8.77191725447642,8.69188913510655,8.74030790177871,8.87664357557462,8.73827513236562,8.55818265960958,9.04107764765118,8.94326120188282,8.90698565305208,8.32751808237725,8.86121218445018,8.66586392723603,8.84773292782929,8.80264146472185,8.52596192809307,8.89740087266905,8.91145556985428,8.74025809992187,8.81973670243264,8.60360860494967,8.53998239003887,8.35988059565339,8.58011740685509,8.3265688944976,8.02173606970753,8.51805542980861,8.94492892992743,8.16991448527845
"HSPA12B",8.9827658708553,8.4480397884156,8.94774868142371,8.52518230651583,8.69384149322733,8.92662083660403,8.66701660065324,8.37736923348156,8.19732405111899,8.26469890433456,8.86468690203768,9.0191913829224,8.68606633246354,8.52344815394628,8.53877457176238,8.52709540092508,8.61946221200047,8.3751775135464,8.34802090854762,8.90233211075225,9.48102770239487,9.06195896119359,8.87943757650451,8.80083078742656,8.55994522664505,8.48045542502557,8.21961146911159,9.407905630522,8.44107862905464,8.24005225153774,8.95920971099273,8.91101298455311,9.52946222923576,8.86883390939673,8.73656462973235,8.01888142218192,6.86741231153764,8.99789750487035,9.01204939435367,8.72084829975869
"PSEN2",8.47354637269579,8.59892988016393,8.60883497840937,8.51103953382122,8.46080208617119,9.31705061859308,9.00170354568726,9.40119339406964,8.56744502387428,9.12892153417905,8.66711760664769,8.73393798052356,8.77409192642916,8.87901387212535,8.56039846200815,9.09828108955099,8.86362278732488,8.55810715964955,8.68857561592837,8.91799719871512,8.21833208433296,8.73241370505085,9.05607727871192,8.64049098768953,8.13741658551841,8.65516527244143,8.75771637072063,8.74653491455682,8.30305051028015,8.40527421739326,8.14009032209003,8.76303793341685,8.65090536819873,8.64240035515018,8.54937633211966,8.96312741471232,9.1384379953139,8.89534411922673,8.68372214313997,8.34414834858538
"GCAT",8.56221159098185,9.39944198096782,8.35243640191787,8.16101419901231,8.26478736621435,8.2169880247002,8.73406063193796,9.32354345483992,8.8454997854135,8.49223544751011,8.05493174384233,7.82286836626093,9.15878588492753,8.65121042078616,9.09995605086228,9.23446620379149,8.7908751480698,9.3567528575365,8.80420627808981,8.04635930456423,8.98915386695232,8.31891290670153,8.47105588188123,8.58970175546643,9.17747738778745,8.39442914748439,8.9065422973109,8.02862640393594,9.47293030917165,9.48245256842704,8.31774641492918,8.72051488613647,8.8346409639965,7.99667289573708,9.19986459329235,8.30264681214487,7.15996660572517,8.49347411920011,8.67640402557022,8.76166388144141
"LRRC8D",8.23587081365808,8.1679232769961,8.44746269685443,8.87804155807452,8.47990264392908,8.61578121178455,8.46206536892942,8.63059865437363,8.8399274349718,7.91070550124834,8.34572709311939,8.49493181370643,8.61994263288222,8.55959224928937,8.24942997716937,8.57195906341809,8.26959406991469,8.19037758802252,8.71320336053305,8.5397914811873,8.51476554491975,8.3578258135244,8.55286543366897,8.44741217838773,8.77546142210782,8.32922901009354,9.07990896808788,8.71762357091818,9.04343093461123,8.88293963487902,9.04607287755112,8.63818025410573,8.05349877410991,8.26382980849282,8.61142547484064,8.89426288176516,11.2994581500123,8.4133418110039,8.67046704419372,8.39313130409121
"GREB1L",9.05508530271311,7.95420068132366,8.69188090815265,8.66333475537372,8.59148865870047,8.00812874156431,7.52730031199749,8.06000613263305,7.38614333240088,7.74771089157313,7.64490401690744,9.80866218743328,8.85855289108265,8.58256376524983,8.93667480467894,7.85724636065503,8.27716710481124,8.25684279333206,9.44050791529032,8.11085997338118,9.56322800860021,9.10500285539797,7.76535432062561,9.9558290046313,9.14256128139377,8.25307953227675,8.34606953052076,7.89900964377187,8.10547930914741,8.99894187223184,9.81647260813717,8.73678319813528,8.15887032865327,8.79469296324221,9.59773999618489,8.23117507604139,5.60915845861591,8.1065172401942,8.85945289735552,8.91632571708416
"NPIPP1",8.42124341263749,8.31252174392054,8.2088121196905,8.46171982804073,9.1219805404983,8.49529988454617,8.7937215717193,9.19665785774868,8.19289041230399,10.1613229479833,8.90752355925175,9.13856404636394,8.24974984918275,9.29148389155475,8.58678732696254,8.4969396557362,8.67539908274378,8.42649272830862,8.48577415162549,8.83091165518531,9.49807171520246,8.3668142176891,8.58362478345158,9.00605052204156,8.66776849812915,9.43353518797121,8.10537427854021,8.80682759805061,8.16957691934963,8.51959263789636,8.26544475028297,8.86121384603994,8.79932550251212,8.91123900851358,8.26799427852002,8.92032523482942,8.08520143426659,8.37560691126327,8.85882592319468,8.48730338273476
"DPCD",9.0152763849398,8.92484611067459,8.74014821800315,8.21727315219996,8.72789878994613,7.87990287079414,8.36393105191533,8.37888376141136,8.5842820852872,8.89364089498486,8.78663417578248,8.73030219577522,8.99292806226284,8.75766790792969,8.75028493509311,9.17045254466491,8.34769929506408,9.10614617886446,8.86004081553647,8.15706187195234,8.77312241900778,7.98518911254529,8.20095777499395,8.22147566194109,9.11047124678829,8.45183511689974,8.83774731364763,8.96379938694695,9.36993430604619,9.31242717904497,8.99531784083086,8.60509637382393,8.7217617688945,8.49658777666109,8.93032695474761,8.60713672252716,8.41125525147624,8.1493952633316,8.7086154545835,8.89087260352912
"SNHG17",8.53062270791767,8.62302533712439,8.21266735311265,8.76464238295431,8.58079699542558,8.86659901874116,8.74037667757509,8.89971354675125,8.92868348297543,9.94794785731188,8.57592304516689,8.42352424370502,8.36240532665857,8.86812198625545,8.41803571509956,8.11229643248877,9.43945357840932,8.05058056975626,8.64770745056908,8.41735122219287,8.82970770002636,8.36043091951778,8.59906044420312,8.27348366652419,8.62782115902437,8.81116019628631,8.84282080264756,8.28248033246673,9.37800466441926,8.69308125562365,9.45700787061077,9.30918833661588,8.1281238782241,8.55084738998755,8.38348457348667,9.05939570886601,9.11741459051493,8.43636508396818,8.86559005384911,8.25601895512865
"TMEM60",9.14574653001688,9.1327367840537,8.75075821340289,8.66508427803978,8.72387007157778,8.6567641610628,8.82018491683102,9.19615888270432,8.64712392977481,9.03364485113139,8.80557604299142,8.49741238875986,8.68905958027669,8.63157927789021,8.88871659755038,8.89688486395795,8.53736156879429,8.70769698557384,8.58770944805254,8.76554803950381,8.64011281299827,8.86570279139015,8.55674714496753,8.50175896711677,8.65509923724087,8.75025081908366,8.6603235629356,8.97960409771841,8.66733213972856,8.70975569653819,8.61197157969286,8.58997628227401,8.90368984334062,8.73738093098627,8.47915512275944,8.283915838329,8.57305006302156,8.67236609660973,8.42867442764252,8.71979224106619
"HAUS1",9.08997795993665,9.06518853873182,8.84607304693585,8.68440149334052,8.59763755117626,8.62774043253948,8.80089584737186,8.59954095923992,8.876756591766,8.43972350732438,8.58358648013578,8.28691362183715,8.71795248417988,8.84104017667062,8.8356986979364,9.04946942516681,8.69428234356748,8.96173215013298,8.75650438524118,8.82436581718262,8.9642012240907,8.5713665272746,8.49742882666852,8.45235462397457,8.9424771120398,8.61845107798837,8.69344696196449,8.61315741385241,8.89878341397471,8.92656600474801,8.33019863907109,8.79131612313389,8.91691325990715,8.56037393100589,8.7670023007241,8.25178086969848,8.56462484771225,8.45980109895355,8.46474946974731,8.93439882544974
"NDUFAF7",8.69582688327902,8.61816908122622,8.42396550739515,8.76372874076272,8.80176891097061,8.55553324708859,8.81170281530068,8.89977929502434,8.79893930480919,8.8392236769594,8.65067327781281,8.72874460124961,8.82659192244086,8.65793531021803,8.75050823675583,8.58641504049896,8.7023703994966,8.76693705478476,8.63972762532149,8.87011968515626,8.7409004142931,8.93587581025062,8.63925184730382,8.68873984060168,8.60561467550771,8.66429504653318,8.91270782324314,8.77532163045038,8.35023879961742,8.76975475334262,8.73888005013538,8.57272083270772,8.66772230624828,8.91212176326406,8.59300766799297,9.04453235021454,8.65952404385156,8.78747246762114,8.60584914041797,8.72869068042158
"PIGH",8.73291826139635,8.72276119825196,8.80263401364167,8.55603899973172,8.60377923574701,8.64995860309842,8.8836385785343,8.59997563926381,8.71861661505086,9.04098130557534,8.81939061106799,8.64847207749219,8.79718518123504,8.69763229003582,8.67667062446193,8.49359340702756,8.77749678204097,8.4834478127775,8.53762013799579,8.81033286572462,8.4892812570087,8.92354323044629,8.58233417957078,8.83542722808001,8.56604815215658,8.79746782379423,8.87061995726466,8.83211264466586,8.43762050354444,8.87082105104119,8.93232834574012,8.72317859289227,8.67823948005913,8.71622069878453,8.42643566404696,8.4995039597759,9.64177116049369,8.65524514272859,8.60200683229491,8.68423292230077
"CCNJ",8.64738022710724,8.31605698210827,8.73258013563482,8.94370075647485,8.36740886086293,8.82187912357059,8.90282326048176,8.89700973057328,8.98883692652723,8.65843324824039,8.62434470885939,8.56088163424625,8.35114538395997,8.78074453413138,8.47058618831932,8.32644776180619,9.07145205283377,8.44490043149988,8.77515335725977,8.76149455488679,8.60415568297156,8.97806868595577,8.88756566448661,8.76237994999777,8.53670855740688,8.61816650917881,9.11390045307568,8.88543428770098,8.39257347149935,8.7114835024566,8.65187213609269,8.55773513974676,8.13902066347327,8.52395489196585,8.8961035667052,8.98309595412641,8.94038335491859,9.13376851581444,8.8318510790234,8.65671146598767
"CLDN5",7.69983945789337,8.4403740519283,8.18694614197033,8.63384816307882,8.66871055760601,8.62138075394234,9.31230022618714,9.2485960687036,9.06181954469071,10.7007616940039,9.29730274635406,8.18651038563963,7.60007628535288,8.5818656663358,8.44416200306175,8.77234282533619,9.29241795349408,7.68923868036025,7.80468640212269,9.31344404667244,9.56556928244201,9.09948623355508,9.91007033487553,8.313095830479,7.71506069510376,8.96153842509259,8.43122398727556,9.10094592612563,8.43057602768581,7.40286021995165,8.85393891378482,8.14167320854336,9.42095469805805,8.43572010247727,6.87990546692474,8.02556720765141,8.24740623067953,9.00101499069946,7.94321078449556,7.95815632400806
"PGP",8.56706121179225,8.93389059837081,8.54000871686539,8.58921368558158,8.57643331093709,8.98082947515928,8.69635827936804,9.06210556499651,8.90431835275778,8.50712181207192,8.60889690920734,8.52241772900603,8.88535755142047,8.55488455318162,8.33243103126822,8.50000125564122,8.80533828674032,8.93042948590307,8.56489703969734,8.49574613647716,8.69518415738832,8.77917347007595,8.62888257621168,8.8665554490016,8.82955223505338,8.71672800327251,8.69584273451692,8.67526031790342,8.70519541349557,8.80461689619078,8.54493841274643,8.69683927141238,8.9051986873068,8.40754064719744,8.72906063437472,8.62301396792869,9.1657270008125,8.60234525775645,8.73218184118537,8.88978815006817
"TADA1",8.69296553846272,8.70651611873404,8.56349518187859,8.79263300530526,8.64400265889463,8.8548011471025,8.76190924771726,9.08494326114918,8.65041548078175,8.79142403822836,8.81966864051193,8.70012891431261,8.73206471109477,8.66613208266443,8.58701385178059,8.70553395148786,8.9143948346818,8.64818144570192,8.6129055403415,8.54274951937555,8.66305498332427,8.79141991786727,8.80084200690414,8.70776280345456,8.67321656350372,8.76171951337776,8.5002331162286,8.78344065459276,8.64445804497961,8.84814060333545,8.55163978169785,8.55130793984005,8.71459237946244,8.56714441937813,8.72307738358692,8.67986712233696,8.85478307037533,9.00014034209978,8.7363838897741,8.75197376464626
