"","SRR19525013","SRR19525014","SRR19525015","SRR19525016","SRR19525017","SRR19525018"
"UFC1",9.28075449048701,9.30296739225808,9.22460373308138,9.23957024208127,9.12246714136256,8.83836742734634
"PPRC1",9.47721558853041,8.76270869280777,9.20030983917331,9.21355988900017,9.01623026413889,9.32756712592258
"NBPF8",9.47298331507368,9.24523422903767,9.10253859240792,9.39067869517652,8.78867525067703,9.01868792887898
"TRAP1",9.11440469664763,9.13086408077138,9.13263537439543,9.33204396383445,9.09386075285409,9.23281035019891
"NFRKB",8.97634488771084,9.53849360641167,9.2491930766996,9.53167137200052,8.78954195154905,8.91022725562187
"MFAP3L",8.80299738487998,8.93990611931218,8.97294260066974,9.38623120581894,9.66630651034501,9.08935247435243
"PHAX",9.40485213323563,8.84134926230392,9.09589590108637,9.57371277600485,9.1696808773232,8.94148456048764
"NOC2L",9.4357306330158,9.17948748411734,8.99762869594382,9.39793715902084,9.03363185289422,9.00620626070142
"SEPSECS",9.32733377904656,9.06049967714375,9.17933771785789,9.26389850599734,9.39167866156782,8.82375499196677
"ACO1",9.0283984353054,9.00791106421816,9.31663952313403,9.01567514073234,9.2566184055371,9.32853870070805
"CD151",8.67380910568811,8.88126605500451,8.86390246906552,9.47426035277177,9.47220345281628,9.43486271548688
"RND3",9.72694122902043,8.72290818652885,9.19106460824505,9.06082503792688,8.99533662964532,9.17788675425796
"HERC3",9.10727557524358,9.33992179688508,9.12769307911465,9.43549411110419,8.78763665257836,9.16554436659019
"MED21",8.67739268522205,8.88903140672419,9.49694781902494,8.98480077967969,9.74314629253008,9.13299704321491
"KAT2A",9.16926396792437,9.09728112281017,9.22896702745288,9.11862336893243,8.9644913728079,9.40353349012263
"BCOR",9.20890901070469,9.03690102516832,9.41328971372389,9.34002427894678,8.75941693441414,9.17486248240355
"ENG",9.52328306903996,8.80297190146627,9.23525965663534,9.17780686789623,9.17300326863417,9.07112022734499
"KDR",9.63606647067735,8.94910567190133,9.29541882920207,8.84728911649409,9.17712927495981,9.0281246593957
"PRMT5",9.00296948133077,8.92305728938067,9.52628716976015,8.90932531107974,9.73276725683905,8.89799526008585
"SATB1",8.76084837484405,9.99728869058548,8.94871888132027,9.18704030719226,9.04258640883886,9.05364778345279
"RRAGC",9.12945862941884,9.27537676218047,9.13039091492981,9.26019451856293,9.35569400630428,8.78502833363674
"RAI2",9.12565897650894,9.0303060065971,9.41694149650936,9.07027335758569,9.20388519144941,9.07643612795452
"GRIPAP1",9.07643130627251,9.43088576376168,9.22969691386874,8.91003378552671,9.20303882630773,9.18673140610025
"BCL2L2",9.15684334674617,9.27386930013852,9.30868140096209,9.07050589624674,9.07864721593553,9.05602183115008
"LINS1",9.18239202637306,8.88110757784049,9.18045683810856,9.32221737520721,9.26953438066242,9.17136850120121
"VPS26B",9.07017308166295,9.49521238259135,9.19230330485062,9.02768763502524,8.89161612708189,9.27978069220791
"TRMT13",9.12727742943035,8.82931653616407,9.25840206077406,9.34788768267161,9.06139248302137,9.30576714058125
"MRPL30",9.30978442354144,9.42837602182717,9.42377241997879,8.82525346895887,9.1540968655268,8.81325041633919
"CCDC80",9.27010190143367,9.24484838614565,9.89595386983189,7.93344729907746,8.84931155081933,9.53327919966031
"CHKA",8.63949724671858,9.37426503129133,9.24802027571125,9.25023363226818,9.20553108907519,9.0475113027298
"ZNF430",9.11382248886568,9.41244041267754,9.01893683272465,9.12050744166842,9.27336011639822,9.10186086772401
"LARGE1",9.15529556239925,9.39482523961134,9.22022862936802,8.79145130360464,8.87028703248041,9.59989547365771
"GYS1",8.90130555627359,9.28064522281912,9.14554037801624,9.19154681298012,9.07326511697307,9.32693088181717
"STIM2",9.48054905940937,9.05956354120483,9.25773997740076,8.89829406929356,9.24901492958266,9.10239622906994
"TBC1D14",9.21540794236202,9.2475152616237,9.18724106723575,9.05842277827676,9.0464865259624,9.20369725199257
"GPD1L",9.24395083520424,8.9916133673418,9.07596195681991,9.35416571480964,9.23527826143606,9.1034238016102
"COX20",9.91547555823437,8.90035087084852,9.53291015885443,8.92686998823562,8.78571619465574,8.75166275379441
"RTCB",9.19303215666825,8.90795244699833,9.33584887836911,9.15180710661712,9.12699388016653,9.20821856144385
"GID8",8.95117841533236,9.78678352547395,9.11305830747119,8.80897905306672,9.01142890206418,9.27644019291693
"GALK2",9.45699320004598,9.09605158348613,9.14609610543448,8.97675290638731,9.02042775380283,9.34479559389015
"ZNF277",9.11916141386776,9.28659738564886,9.21818552180428,9.05013153415034,9.35985395547657,8.85604425990943
"ELOB",9.29197670883244,8.86384216616961,9.05814011829658,9.14036874941261,9.25450049720475,9.36845781429538
"ZNF275",8.85220759820986,9.44581726309497,9.13970096279846,8.77340377939001,9.15420258169248,9.42911020742282
"SRBD1",9.47207048315055,9.30554725224283,9.05149909804096,9.08751003501275,8.80601905344255,9.25300000167384
"CORO2A",9.07937159751762,8.89062341783833,8.88866092137082,9.58049459985135,9.48756636020045,8.93038630760588
"CTTNBP2",8.85258308062141,9.53146808898495,9.17495932037647,9.44163423742221,8.83952523254699,8.93888340199661
"CWF19L2",9.03443287073154,9.23687277266654,9.21352532376201,8.90303755812902,9.0892691742462,9.46227279765843
"ZNF142",9.39591925013399,9.04531433625379,9.09911970854843,9.16425097645228,9.24475157834197,9.05591893549893
"FOXN2",9.00828863676216,9.04962249116452,9.04704261886678,9.51881878590476,9.1857342717317,9.12362897684235
"GLT8D1",9.15909696325133,9.17126157796638,8.99558547535092,8.97122994159325,9.19532357983266,9.43393634736097
"IL33",8.27165888734089,9.29262772125989,9.57927320237389,8.90901309547574,9.11292670890279,9.21425623143502
"NAA16",9.73549873561706,9.08101772227972,9.22950953814923,8.69453620270467,9.20221196737276,9.00310775672405
"LEPROTL1",9.46063051694039,9.57073254511937,9.20112110848954,9.16323713022699,8.65730115012839,8.9494185978384
"ZNF398",9.3413904621315,9.06201471619766,9.24194591483492,9.22436894722448,9.04723433820764,9.02225287131381
"ECD",8.98157931138299,9.18473368992845,9.13395243907754,9.41290764722841,9.05883555806875,9.15217051003123
"TEX10",9.17425821968427,9.16137588958382,9.3356532481867,8.94777627079933,9.0260105482388,9.19160843215327
"ZNF429",8.97017431782087,9.16646742229391,9.01243423415386,9.25762605136419,9.01242190085669,9.44262971089261
"RRP1B",9.12728546809275,9.09847353965737,9.27809904840624,8.93756016277429,9.26908888302194,9.17336633564769
"ZNF124",9.33122314303331,9.26919117035573,8.92430295272769,8.99096357569663,9.35167643048061,9.06067416295917
"OSBPL11",9.21538820083053,8.77361948922812,9.27526869312719,9.34189550712227,9.05760992359671,9.18604369962774
"ALG10B",8.93859237437965,9.76981810666123,9.27786100150983,8.92261930412324,8.94619637573023,9.04210776793903
"AIG1",8.72191080789725,9.0600875707561,9.2281661526845,8.86426101021729,9.41887109034789,9.17551050155618
"CD109",8.87465022426521,9.26437426132626,9.02776872087814,9.07892735844432,9.65704740944942,8.88167825702854
"GALNT13",9.84199967490339,9.09588631017943,9.20866120423065,9.01411537040765,8.67773637704029,8.91678941967842
"EXOC2",9.09705877685476,9.41025206567951,9.12849528653656,8.93224723869164,9.24105838305901,9.08047091848767
"CYB5R1",9.22059943229115,8.68692746071438,9.46987202723211,9.44210586758897,8.73431580296045,9.09633917796972
"RAB30-DT",8.941143767055,8.91619287265071,9.36723345694083,9.38690579041963,8.9935834240463,9.1867694920505
"RNF8",8.85430237485135,9.23460017850685,9.2398408473121,9.30216828044051,9.32205122850611,8.83351281644097
"TUSC3",8.62483690012935,9.37923816606569,9.05481742373054,8.62712399913602,9.44947320892389,9.61367100088098
"MTERF4",9.2454087151096,9.22612647246291,9.28839423492876,8.93612212262414,9.29759452684412,8.88105729057648
"SDR42E1",8.63667871962649,9.57308500782715,9.08942121007732,9.31582777608759,9.22685127178018,9.04617676812951
"ELK3",9.13061769933611,9.01358393492936,9.30856772131558,9.15769149304841,9.35918883718051,8.89493900048294
"CNOT10",8.81791960979015,9.45457835631069,9.0890876373041,9.0414487175358,9.22433345447351,9.26510293074002
"GRB10",9.30450543128212,9.09527359909353,9.49111696071947,8.63505941186575,8.94130301567211,9.37263464868676
"GTF3C2",9.19090191936706,8.71054427886834,9.19335814815271,9.21262785501813,9.32178506144644,9.31420202212995
"SP110",9.32140864971912,8.97045732345727,8.98596331178451,9.30394816440257,9.39643431761651,8.88094567304377
"RBM15",9.33847045382393,9.09821939377979,9.09254591859813,9.18125430694459,9.02580767595716,9.21533797859413
"NAA30",9.59362948336546,8.97040115355535,8.93437158292681,9.17988963378351,9.04121805265462,9.24212680637051
"TBC1D8B",8.83634062430649,9.46957017387821,8.97473481450583,9.03087723316102,9.06716541829458,9.46561871943441
"PTPN21",9.28510736990593,9.10476714614393,8.86534320674762,9.16556079830967,9.21204964809451,9.28883123138963
"ARSB",10.5487494137249,8.56151001010363,9.32549634960733,8.56167599764157,8.70570434970535,8.47129503601622
"FURIN",8.89683572658466,9.16173387200481,9.11276991906488,9.36819425622976,9.12826669579796,9.12603530423629
"ZNF793",8.9063849352362,9.31797169836332,9.37279103190685,9.0625634451177,8.98677715411973,9.14555702846244
"CRNDE",9.03986814304955,8.87581461956516,8.81577418226569,9.48362002802776,9.61697351701313,8.87965436652471
"TRAPPC12",9.35134339357364,9.40295692135441,8.80669909543195,9.23340999221686,9.09850075356306,9.07155007350982
"IFITM1",9.25003540458646,8.71902353583493,9.4305361166376,9.18909489216643,9.02729257412714,9.04207415149619
"GNPAT",9.42685587346723,9.01364907712244,9.13426933519964,9.10686016842799,8.96341882867464,9.248357240529
"MINDY3",9.17791849322481,9.18802017751114,9.3490326498666,9.0918841853982,9.07458210891238,9.00567592728542
"PCSK5",9.14643862015964,9.04494716261673,9.26516913805997,9.06361196811327,9.30196832312306,8.97392367250168
"ZNF557",9.21460262140297,9.22497020975095,9.27415267900111,8.99749742289031,8.97251470976448,9.15180091956691
"PCNX2",9.56559543978608,9.23261644849516,9.11851384519357,9.13761833693741,8.83212794788355,9.04192871282604
"LINC00641",9.21071617208201,9.00891529207257,9.20388167541347,9.22688354330577,8.96246191218124,9.21540948569773
"MSANTD2",9.24896062922076,9.19498569812032,8.98736968170826,9.13890777002312,9.3236483985452,9.03243789449303
"MGST3",9.72353853875221,8.8617449260469,8.96418855216028,9.48224046747446,9.07449271005153,8.70750143316933
"ZXDC",9.30752693894877,9.19028285221265,9.08971730250124,9.26189455414118,8.93804023049378,9.12601021797778
"CSTF3",9.13622104156007,8.82280832474276,9.21818226267077,9.34548270174937,9.18514423769737,9.11895089706072
"ADAMTS2",8.44775891326633,9.09831407423389,8.95509879029601,9.14336311431475,9.48019843576744,9.57202940219041
"RNF146",8.95805943126612,9.06382312835656,9.20756857033228,9.10810107547283,9.2090154229031,9.27706131674921
"SHROOM4",9.00569697939953,9.6671284940261,8.92930636602869,8.79662715363366,8.92344177827019,9.44803734464677
"MTPAP",9.21942394964116,9.02092770312728,9.2955356982011,9.30652865513472,9.1902552729938,8.82432152958557
"PSMA7",9.13601044030621,8.77249210164192,9.25364602741826,9.28018592108257,9.32056407567296,8.99731826002531
"ING5",9.45479523957045,9.24061841300413,8.75534483033817,9.09200529266568,9.42455123283921,8.95477549588144
"RTTN",8.85849999196946,9.15497748867308,9.2501835180077,8.94228453958921,9.12949783114629,9.37194344055994
"ADAT1",9.37038643644923,8.50821095735303,9.26499768797007,9.58919124621252,9.07074108887766,8.97265342012756
"PPP1R15A",9.71527271635417,9.10865708302502,9.00717994020466,9.29807532807691,9.09959330918037,8.54674901343827
"PML",9.45792644903484,9.06473700328316,9.12601738045484,9.1068970573698,9.14733019077016,8.96824061586738
"HMCN1",8.94658686359448,9.09421147767821,9.84527359321831,8.85416782958198,8.76142387438811,9.23496627474502
"TP53",9.08269352490323,9.10555579128282,9.52258767303903,9.06971889266095,9.01135817095238,8.98521011814911
"TCEAL8",8.82014123398281,9.3984877528848,9.13411443020636,8.92187933867331,9.27877875479603,9.1662450462158
"GEMIN5",8.97422094732538,9.05020057055979,9.36206042491472,9.13541399255834,9.09199296618135,9.19801792476265
"ADAM33",9.24765197775104,9.42462318980082,9.08686954617936,8.79985033382239,9.03918445425952,9.22037258451958
"UBQLN2",9.1379290833425,9.14009217481898,9.16597810113529,9.0436702547561,9.20974272613655,9.13590961946984
"RFK",9.01452590139691,8.60757011653751,9.08081854672887,9.24364186461698,9.85070695578492,8.65893628260901
"ZNF766",9.30087267453607,9.5104184780793,9.05290423389892,9.11137512546665,9.02674469593758,8.81711602355602
"LAMTOR5",9.1980891168125,9.04346091720623,9.20845541247379,9.1616061330612,9.09558834901265,9.11314274333853
"INTS1",9.42830468251455,8.97432005753229,9.2964647215662,8.92981089696039,9.03312681920389,9.17289153546924
"RPS27L",8.90816725036394,8.92804303839312,9.36088882259251,9.22901397025883,9.42232389219699,8.82492052852038
"AP4E1",8.8831977583317,8.85164201753824,9.16339034870013,9.1549975624603,9.37304888380203,9.26752371637699
"EPB41L3",10.0143473009472,8.95712803829543,8.52394940016678,8.22651321725948,9.47620096610948,9.19723931433043
"ERV3-1",8.7952513170701,9.17189758366724,8.96091729765269,9.2223892515518,9.20484448220287,9.3476145100615
"DHX32",9.4727990604847,8.48377862244691,9.29255814373004,9.30460432734635,9.5882483639819,8.63220198159524
"H2BC4",9.4153550228594,8.95579564188672,9.23657129611236,9.11804365348823,9.19763352926057,8.88153807361464
"PROS1",9.44540553325352,8.92995099394808,9.25101513748788,8.99523847672008,9.16258935373121,8.81300734747293
"RUNDC1",9.08358155175308,8.96338284043301,9.31799285598182,9.48290509776879,9.08336987357164,8.86993499475608
"PPP6R2",9.0283815388829,9.17591065537165,9.04447355851254,9.15091188657959,9.29668820928157,9.08496984367982
"CLDN7",9.19736941106182,9.28662764490264,8.93330306788139,9.52291234934533,9.23162415015398,8.61421539150403
"GABRA2",9.72001200948223,8.20061963202396,9.48123430065506,9.13726303670937,9.42778019667895,7.69411180435619
"IDH3A",9.00909115416438,9.36825285013748,9.10784868866005,8.96980581842977,9.25890602298684,9.03038509274237
"ZNF283",8.92675904141358,9.47075894270506,9.00652782730792,8.96681720780966,9.24870634723754,9.18689033030828
"NEDD8",9.27586413034081,9.2385403955969,9.09049979951198,9.22572220223391,9.09425299089223,8.88385343060602
"GOLGA6L9",9.16113171760804,9.20519387888764,9.09042305956579,9.29395911836323,8.97328448819629,9.08260676349618
"HAL",10.047220256277,8.99468141581479,8.67561999408377,9.54637618756959,8.92046718306156,7.93005024685719
"LIPA",9.45414566371199,8.72413231505362,9.22994491030311,9.10832866335897,9.04009831366121,9.20272749023229
"PLA2G12A",8.58546027664824,9.09455847282189,9.97202411246178,8.45747605525716,9.7201324985265,8.90420006637036
"PLXNC1",9.85519808186965,8.94479576791447,9.04834768328487,8.92709901904712,9.1457952301984,8.89368061575458
"ZNF846",9.29749393058212,9.30608047842348,8.82158546594862,9.07656948403913,8.99400917650669,9.33526195997687
"HCP5",9.85141792046131,8.66524060053916,9.31256531556063,9.22072861019325,8.49135141143249,8.92894909424256
"SBNO2",9.66163043431886,8.57979588040938,8.83088128312483,9.20741969496652,9.50975765480292,8.92905431546959
"SPIN3",9.03455201475862,9.02474953268826,9.03275398317202,8.88391279506108,9.52420784918636,9.2593020114084
"SMNDC1",9.1006217921996,8.81102448783704,9.4898665930827,9.20118908243206,9.41180898260747,8.69168122054425
"RBM19",9.13197869981545,8.91472416030924,9.34887653909911,9.14862213095296,9.1442456407613,9.1109045124979
"PFKFB2",9.05905831926906,9.9082519489978,8.48767081185471,9.33362004400122,9.48200395268415,8.60920604271191
"KLF4",9.4771000187725,9.25297577297987,9.01439827299811,8.91505171659986,9.0515955074626,9.11606566721201
"AAGAB",9.13358468754068,9.26849026983522,9.13475579549551,9.25905496879219,9.18624670869466,8.81855616072062
"YTHDF1",9.16825541035345,9.01352606174087,9.14930971895109,9.10010688203037,9.34030331376272,9.00068388909643
"TTC9",9.04881366550895,8.65867949254954,8.92399837813944,9.60132139846169,9.64093251251964,8.56180481036725
"SLC38A10",9.41161551630483,8.69359638520489,9.12048143857658,9.32859253165817,9.10485285724669,9.07308127707663
"PIP5K1C",9.26123966070166,9.04423544571384,9.13068485724936,9.05256164801542,9.03743629397017,9.27124893530885
"TRIP4",9.2069778909847,9.24576532471336,8.7992188942025,9.52524370023766,9.01192145424548,8.91409356399068
"FH",8.97301847555317,8.87646565862583,9.26053868145246,9.28088104455167,9.0029042712905,9.30105231839316
"PDHX",9.19608314974579,8.89426849145644,9.2314184339785,9.25123468746768,9.16309659600379,9.03165091568662
"BABAM2",9.30583388207917,9.13452054813217,8.99591815712473,9.24906530678077,9.11980457142058,8.99132721003159
"IL17RA",9.17790790459644,9.05407982694243,9.30441634814716,9.52472450176087,8.79886983664345,8.95284461453296
"ALG2",9.20892562613749,8.95630794388829,9.23621882394883,9.26928466701209,9.25042127325452,8.80427475577257
"SLC35F6",9.32835919581397,8.87000777935215,9.22253657717873,9.20204485626687,8.92303757890798,9.20364052791005
"RSPH3",9.01953462688877,9.26333554815804,9.12893802288925,9.32451461265063,9.09096630786635,8.86753251312093
"GTPBP10",8.7664306333889,9.07397106917935,9.09546068147768,9.64846968042545,9.05936811720957,9.10232571635459
"OTUD5",9.28377847677656,9.12284973266832,8.97285211710876,9.05917235390702,9.28623609639308,9.0856746584751
"ZC2HC1A",9.28834689561782,9.33401770585164,8.78311114264176,9.27082304765054,8.96315246035149,9.10906724698052
"PPA2",8.93641331841171,8.96801481320796,9.2003648698327,9.20063150332883,9.14554363813784,9.21648465524567
"RAB4A",8.87998700805912,9.49473694738054,9.18918318653288,8.97342302952269,9.102070468198,9.09946002830449
"DPY19L2",8.94653342989907,9.76196799500486,8.88460111916631,8.76776630492997,8.87730551214568,9.32867263002339
"SDCCAG8",9.07530136032635,9.23680314812781,9.08198782757984,8.98766968470171,9.21209410136933,9.11879661694407
"ADA2",8.84947524325155,9.93794224605278,8.59058707989446,8.8322934022968,8.96030504972128,9.22336017593678
"ITGB1BP1",9.40388625423585,9.02931279786209,9.26218939206217,8.94218417164023,9.01389469299492,9.08701359469478
"SLC25A16",9.45131981162063,9.25509006837053,8.8476928379303,8.92820332432161,9.10559396729602,9.09046867787961
"SRSF8",8.93480875166533,9.20415483795156,9.27978976816379,9.26409783880599,9.02700749982314,9.00715051503823
"ALAD",8.69727182056084,9.16216252587509,9.11062072019462,8.84466502561792,9.13882868029879,9.62717353539653
"GPR180",9.26260217043542,8.99061008179855,9.11480160120204,8.99541382143146,9.15181753636062,9.23771604318562
"OXA1L",9.2331880108086,8.96331253869362,9.20172656682586,9.06965556122442,9.11961978133502,9.1531876422823
"TM2D1",8.94050907343612,9.27365403052807,9.19749564974938,8.96771388387336,9.05044958538718,9.23434066777338
"TOM1",8.91737904947036,9.27532000662918,9.02670477771526,9.31782821097787,9.35273232070068,8.79790734338049
"PPP1CA",9.17437901128694,8.97976705289827,9.12345076475091,9.17506128768713,9.37712203575964,8.922856259138
"STYX",9.19729201010013,8.93317783772704,9.09818559365068,9.07349564711295,9.24639651792996,9.16287370965116
"RWDD1",9.45769338829811,8.91367489401079,8.94829473361356,8.98127199176322,9.56957911844327,8.84013378717346
"PRPF19",9.49544590230038,9.29372593409158,8.70920396428061,9.0784510058504,9.05278613835867,9.16537180157125
"MDK",8.98823026853622,9.36461946865589,8.78927727018138,8.88109461542768,8.84480445363588,9.64773956832112
"ZNF267",9.37582395853625,9.17048109928745,9.20362008524477,9.13039259237019,8.94855052523685,8.91283959319269
"VAMP2",9.08652343183415,9.20972823644321,8.95546365707701,9.16839287362313,9.13292340239679,9.21448134323403
"MTM1",9.0698906720944,8.89923293167493,9.09244418533463,9.20235939257048,9.32239720344368,9.13562183657074
"COG2",9.13614482714227,8.98034316620051,9.26777957822004,9.20835930534226,9.17557491383391,8.97310422712311
"ZNF606",8.91330709052957,9.11657035248488,9.02872022881653,9.10045634537968,9.2222077080865,9.31651075350766
"MARCKSL1",9.61524162023884,8.73500231765154,9.20007841473491,8.84440852565867,9.18733512037183,9.07668026883257
"PSD4",9.63050686945184,8.97112303559665,9.38570571483487,9.46656846281057,8.69643555867944,8.58430889289776
"RMDN1",8.96787365991777,8.93749709801251,9.04731148153247,9.20479758688017,9.17098122143264,9.38277301709724
"KMT5A",9.31624892549984,9.15768564799352,9.08059177577943,9.21932795741129,8.73903055694328,9.21086974972322
"GPX8",9.19664746294779,8.95993034748764,9.26017614331747,8.82354649920576,9.06700007208015,9.25732012142683
"TMEM37",9.13451212055992,9.0807227396096,9.63781646402514,9.24363646816101,8.54789072810947,8.68641527313244
"PNP",9.83810456356898,8.5489906523905,9.25160739158607,9.56166382248881,8.97161854942117,8.14014426799242
"ITGB5",9.68214219846934,9.05439015257087,8.83057232812397,9.40172844953568,9.04971376955571,8.76831190200485
"FBLN5",9.1450064283584,8.55143915725511,9.69222861435431,8.96664566074786,8.87843156412465,9.02651519890957
"SUSD6",9.16478487520259,8.98640473170778,9.03137574019349,9.56174390099556,9.08363431489001,8.89666161068188
"KIZ",8.89930602914291,9.16583797741561,9.19349988203053,8.91812500809033,9.31694485669159,9.12496806435965
"DCUN1D5",9.48168611109562,8.55586586900213,9.35418289538211,9.01720841077567,9.29699286544441,8.97808456674091
"PSMC3",9.29822784915986,9.12705344846781,9.24910254925897,8.67699499217474,9.40728007910513,8.91286584660771
"RIC8A",9.13349444340129,8.78217365923402,9.03970669700006,9.21839947118687,9.08326302663627,9.50574098211613
"COMMD2",8.97999697153203,9.26753376921219,9.00121364808458,9.18501740960018,9.36352337006283,8.80219881757968
"PYGO1",9.16805208143577,9.37955672747912,9.0115380107165,8.79924116380472,8.78373647935351,9.51998987702159
"JPT1",9.13674822308937,8.5208468877931,9.31013748192872,9.15755639154067,9.62689407695381,8.40904656659186
"DEPDC5",8.82126356354611,9.24803161056913,9.15792797061349,9.08157314089649,9.25177026038471,9.07341898096895
"HMGXB4",9.21694638718658,9.05554246379388,9.01313069023547,9.17230029341015,9.02494900385265,9.22816909923351
"CMTR1",8.90730182929985,9.37888394410253,9.37678828994279,8.94298655388321,8.90753063231366,9.14186542791578
"SNRPE",9.15986111539151,9.30491209031073,8.94009437135918,9.00768274737852,9.2743703581762,8.89962570806058
"BTBD9",9.50822179536994,8.62999293354657,9.07032373964865,9.39098283185271,9.10361213630899,9.04743542540364
"CLPTM1L",9.27782511944822,8.993321267613,9.08016151828867,9.31445036995107,9.10692910003474,8.92053948337766
"PFKM",9.12861573078868,8.92939740639116,9.37830220706715,9.04746714915863,8.97651433607798,9.15857506190612
"CDCA7",9.27985020826186,8.77731103195029,9.36776989080786,8.84751994521728,9.30915011335379,9.02897421866325
"ZNF75A",8.98915165035719,9.09726652447857,9.23675984120413,9.18061175825421,9.13340245309394,8.95756741512712
"MED25",9.25827981330367,9.26388936579602,8.73797004816485,9.39220762153609,9.15969142927129,8.88942994650901
"PNKD",8.74439028973663,8.9314665358274,9.23390114092929,9.01247884715672,9.28004261169778,9.30988885384398
"LSM3",9.28464267499154,9.08276549997488,9.22511200468132,8.87779116678305,9.23254640303322,8.92759586618938
"EXOSC6",9.34011096993826,8.70666792421216,9.34321825561537,9.08418862701859,9.26777788356022,8.75044599746511
"CASP3",9.2350937724264,8.88368663236572,9.31159079875907,8.99107996659007,9.36117231562368,8.8153625930318
"ARL17A",9.23440205672857,8.55518877706875,8.58259983474324,8.99682781142267,8.92195658225625,9.95925488489615
"LRRC37A",9.29445724718919,9.19092981451339,9.06465634556094,9.20152821391522,8.82033920770748,9.10821460816696
"HPS5",8.92555241679501,9.35390252800473,8.68722433588371,9.24982812283106,8.98209497537377,9.41098614996817
"SNX4",9.09449611910669,9.0642198630053,9.31623921974963,9.1079388075158,9.14993501160204,8.85517501840675
"WDR44",8.97880764876934,9.22959595160665,8.93628871126287,9.30895337263751,9.05130812917245,9.1280401728535
"CAPN3",9.0476334166083,9.10098541685505,8.91601544965466,9.32668736061724,9.35886593183371,8.70038642105144
"HCFC2",9.20191897633112,9.01668375289082,9.15205908931978,9.10392214216635,8.95252170472338,9.20545684158354
"GCSH",9.22308153837408,8.93606421428183,9.05329629845221,8.87449287991477,9.3412843674921,9.158271103963
"ZNF484",8.99027436925477,9.19063977928246,9.2745417695901,8.96546155325186,8.93605992395179,9.17944998483446
"GPR160",9.88714297224008,8.62081345171282,9.14627664312413,9.11578598790529,9.29608301581582,8.14908886086448
"LRRC57",8.59443904669449,9.34698363221948,9.14444983515452,9.03474813516071,9.2985689287686,9.21993985594658
"NOM1",9.41153165032653,9.52577431652352,8.7865449212093,8.98593834412302,9.19816525044527,8.73385196692841
"TYW5",9.16878924372515,9.12868813910463,8.97161083747005,9.17573449993153,9.05501762377683,9.17291037315625
"EXOC3",9.39654943255463,8.92197108826855,9.10527429448819,8.97962049606971,9.15574580532598,9.12447904150631
"POLR1B",8.90527893091174,8.72815997714984,9.06457661306522,9.56607807242995,8.77426292147646,9.62964638485591
"PI15",7.89338904098952,10.0179660638699,9.01469678695315,6.87785102903124,8.2120998442112,9.96823182085552
"DIPK2A",9.26986154998817,8.78967963877916,9.12943449318932,9.02252789314789,9.21860530850004,9.13957003756848
"SMAP1",8.94844487277635,9.04602240583694,9.15889130223576,9.15312025796088,9.19195615199109,9.04684307058302
"RAP1GDS1",8.97831625807796,9.06160538392053,8.99466062398727,9.25403319042297,9.19077600973615,9.14012028882974
"RABL3",9.05062757768421,8.99388891618848,9.16702510484332,9.0296439768197,9.20518255849878,9.13958990126594
"ULK2",9.30340856002383,9.46981460569903,9.18376908757027,8.89765580610406,8.82349368489776,8.89585314998947
"ZPR1",9.34727239348698,8.59244202987077,9.44662397319465,8.96824053504297,9.4656339915373,8.78412657019317
"TBX2",8.78862566984551,9.20723599663203,9.16311399265696,8.76667179351407,9.29146151830941,9.28491430034074
"SCRN1",9.13596138840359,9.01325447994716,9.07727944027136,8.72132010398578,9.25424682134737,9.37950899220743
"QPRT",8.66558146218517,9.30181843309916,8.86776503860741,9.0029392840212,9.04912243547589,9.56484905599523
"LRCH1",9.10655708705288,9.13411589279167,8.91392324286538,9.24668205418939,9.10568957880674,9.16847739556069
"HIBCH",9.29830152140385,9.14192325455767,8.92237998720712,8.74723825567724,9.02991003119223,9.45892568756563
"ALG8",8.8988623620928,9.07682546797636,9.04523969131274,9.0410523307515,9.35218511096167,9.11128693693477
"TOM1L2",9.01334263177391,9.12680025559442,9.12397545055958,8.83768339205177,9.15507510558423,9.3405678157549
"ADSL",9.30495836335091,8.69444026938196,9.1770541060794,9.31186231021642,8.76427160682082,9.27662093664537
"PEG10",7.47986142650385,7.93623825191885,8.01929376715498,8.28295110885076,10.4519216954721,8.76389122480931
"EXD2",9.1273283263593,9.43599877219001,8.66929902117027,9.35722729698933,9.01353181572108,9.03752553470659
"IRF1",9.51405265283434,9.73979866027956,8.47341845433823,9.91468067365832,8.46134903280548,8.58337963670515
"TBC1D12",8.99780064384335,9.11627382519843,9.03777508505925,9.08841643048111,9.2240042341361,9.10519899341162
"AP3S2",9.08299544107662,8.73969284601949,9.06868211813795,9.29675588857567,9.05203985686926,9.24123880588654
"IGF2BP2",9.65178040675991,8.32780020457733,8.79243695173056,9.67896096827882,8.91556186458827,9.11990816495643
"LSS",8.46533003605725,9.21984468356709,8.98351538596838,9.10864378411356,8.83950362374288,9.7740329186576
"METTL8",9.07153576317477,8.7847328028279,9.11450586382081,9.43796710179444,8.79876539678411,9.30460791686883
"AP3S1",9.25876058507402,8.79658539699563,9.13674930526623,9.00521259363159,9.34565641119048,8.97479150170099
"CLDN10",9.97499387374165,7.95093322567091,9.30720820850119,9.31098802636854,9.02369274123864,8.05692660227479
"CDC23",9.06598472031967,8.9582483350986,9.07730261694626,9.16373340098222,9.04809092142457,9.24746892728137
