"","GSM5680942","GSM5680943","GSM5680944","GSM5680945","GSM5680946","GSM5680947","GSM5680948","GSM5680949","GSM5680950","GSM5680951"
"PARP4",11.26133,12.0483885,8.868709,10.018369,12.364662,10.936584,10.038576,11.637792,11.510329,11.792705
"PARP6",6.134309,5.9441285,6.2007833,6.469057,6.7903395,6.354521,5.9882298,6.340977,6.2929964,5.553734
"PARP8",8.000251,8.91935,6.1414957,7.1269226,10.378591,8.1811075,7.556351,7.3446403,7.4782667,8.487583
"PARP9",5.8324647,5.8853264,5.5667133,6.3434696,5.6010036,5.8634114,5.87245,5.942938,5.9589143,6.06914
"PARPBP",5.2632284,6.159325,6.254471,6.135014,4.9063587,5.900794,5.2526674,6.879182,7.333522,5.502742
"PARS2",9.266002,10.28454,7.6183367,8.929134,10.440875,9.11604,8.507638,9.2854,9.372688,9.661706
"PART1",6.1727443,7.8620296,9.686499,10.10593,7.1747966,12.092221,6.602064,12.527213,9.569,7.4629154
"PARTICL",7.455958,7.878605,6.10544,7.110602,7.836358,7.4510903,6.944549,8.075029,7.3775444,7.436555
"PARVA",8.756792,9.116594,7.2836447,7.875878,9.218068,7.826501,8.279876,8.035166,8.357839,8.561138
"PARVB",6.6568303,6.5061045,7.099224,7.750888,6.9131584,7.5909925,7.2763352,7.261579,7.399591,6.653176
"PARVG",4.4238143,4.1275396,3.9289305,3.7016985,4.1119623,4.3022327,4.1523027,4.0827603,4.223751,4.556524
"PASD1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.6435385,2.333692,2.3423035
"PASK",5.0065694,4.6926064,5.744918,5.33397,4.1608815,5.222682,5.211879,5.1807504,4.9652886,4.0441976
"PATE1",4.98485,5.3923545,4.9598603,5.1290154,4.784651,5.1098347,4.929128,4.949021,4.735072,5.0472083
"PATE2",3.944402,4.1422105,3.7404246,4.3212633,4.614151,4.0092897,4.407912,3.7909298,3.7946444,4.389061
"PATE3",8.612678,8.026951,8.692467,8.308371,8.051732,8.438077,8.615513,8.393044,8.046392,8.298178
"PATE4",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3568676
"PATJ",6.6251354,7.0013285,6.981942,7.3999577,6.6409864,6.9102955,6.8988423,7.1430254,6.930462,6.5669947
"PATL1",7.1198516,7.3450856,6.365634,6.960696,6.865415,6.869343,6.744501,6.57882,6.8804617,6.6039453
"PATL2",4.5681024,4.5419426,4.461354,4.842276,5.2928925,4.4335217,5.007438,4.8372903,4.5854545,4.544225
"PATZ1",9.891123,9.631616,10.177634,10.203315,9.631354,9.861033,9.950145,9.532259,9.4207535,9.784486
"PAUPAR",12.753137,11.372627,12.023954,10.790063,13.184893,12.437519,12.606194,12.800686,12.953964,13.214846
"PAWR",10.700597,11.043455,9.740724,10.469273,10.455897,10.06617,10.724472,10.128059,10.865806,10.71927
"PAX1",5.3768106,5.3790274,5.820243,5.742701,5.680052,5.4896235,5.606325,5.1662955,5.507787,5.502165
"PAX2",6.9427123,7.0501404,8.5325575,7.862655,7.0196524,7.8221984,7.173909,8.046236,7.2730947,7.0345497
"PAX3",3.0874233,3.6418562,3.5940695,2.5769746,3.1507902,3.53588,3.8423977,3.7060142,3.475987,3.2237916
"PAX4",6.011983,5.3186455,6.6081944,5.9634695,4.7739806,5.6152573,6.0678964,5.930986,5.786585,6.085181
"PAX5",4.6090684,4.4894257,4.327257,4.105907,5.365235,3.6214333,4.393818,4.868926,4.661606,4.615974
"PAX6",2.9135191,2.9780092,3.2543235,2.5769746,2.9689958,2.5844393,3.6701777,2.6961043,2.61967,2.6421301
"PAX7",4.0211763,3.5527384,5.8595667,4.0697627,4.046279,4.080163,4.9232845,3.9390612,5.213556,4.32041
"PAX8",8.713917,8.059487,9.543146,8.926361,7.0603337,8.519491,9.008839,8.815532,8.223733,8.55459
"PAX8-AS1",11.484873,10.65845,12.494519,11.976107,9.154734,11.545484,11.74274,11.093266,10.503712,10.924291
"PAX9",2.352362,2.42625,2.433,2.5769746,2.8511157,4.19319,2.3484516,5.97527,2.333692,2.3243332
"PAXBP1",8.882936,9.440884,7.8828506,8.91935,9.159938,9.34287,8.854535,8.797309,9.337616,8.602921
"PAXBP1-AS1",11.262162,11.672304,10.910491,11.283725,11.981744,11.404373,10.954119,11.230032,11.552296,11.612658
"PAXIP1",7.193401,7.225295,6.9246664,6.8538165,7.174321,7.250848,6.676599,7.061374,7.2382746,7.3068547
"PAXIP1-AS1",7.660758,8.583599,6.497042,7.523189,8.540013,8.827173,7.3917494,8.541963,7.9406962,7.3755574
"PAXIP1-AS2",8.057938,7.4382706,8.645622,8.352647,8.617666,8.78135,8.472622,8.612678,8.813498,7.717636
"PAXX",6.083433,6.3487673,6.471035,6.1790123,6.0455756,6.306786,6.2341423,6.285363,5.993803,6.1752014
"PBDC1",9.444513,10.090348,8.468532,9.11604,9.618746,9.1677,9.201608,9.312363,9.467691,9.331827
"PBK",6.4912524,5.98721,6.5501766,5.982903,6.491749,6.562945,6.424334,6.271909,6.2618985,6.479236
"PBLD",10.126793,10.526742,8.445292,9.228467,10.806909,9.587691,9.571369,9.775763,9.937916,10.465977
"PBRM1",6.015746,6.179468,7.0511913,6.5646567,5.9294558,6.3108225,5.8889856,6.070343,5.823581,5.844899
"PBX1",8.046684,7.4081182,8.339644,7.8543077,7.234484,8.136347,8.171179,7.5394516,7.4612813,7.714197
"PBX2",7.993392,7.3635874,7.8601217,8.741993,7.6832094,7.328521,7.6365404,7.520731,7.579746,6.692846
"PBX3",6.121002,6.993788,4.3110356,5.020621,7.045361,4.791786,5.042348,5.3061285,5.3068027,5.9066553
"PBX4",4.9532456,4.9909925,5.671831,5.4623704,5.3719363,5.1062756,5.181125,5.1584244,5.3391085,5.6527205
"PBXIP1",4.8843513,5.036747,5.311107,5.4574246,4.7643538,4.968614,5.0920224,4.6161613,5.0194974,4.753415
"PC",7.5116644,7.3171034,7.8669286,8.594232,6.381914,7.3911166,7.690584,8.560716,8.000654,6.8275385
"PCA3",8.04983,7.364683,9.075109,7.8722067,7.688122,7.975255,8.4367,7.8479085,7.8235383,8.325273
"PCA3_1",3.179568,3.8316283,2.433,2.5769746,2.4481282,2.350215,2.3484516,2.9858322,3.120734,2.3220553
"PCARE",15.68534,15.1692915,15.999856,15.902232,13.28945,15.509802,15.790192,15.1002035,15.214486,15.430843
"PCAT1",11.539453,11.211755,12.120175,12.026604,11.046302,12.052528,11.879184,11.831365,11.935141,11.045314
"PCAT14",8.125219,8.549239,7.6487184,8.04899,8.098569,8.333832,8.041547,8.4367,8.405068,8.096406
"PCAT18",3.1597083,3.42273,3.820128,3.85859,3.3232884,3.072016,3.1973326,3.358769,3.743761,3.1266663
"PCAT19",12.0695305,10.715993,11.885306,10.7616005,11.68008,11.761244,11.818437,11.385458,11.739584,11.737098
"PCAT4",2.352362,2.42625,2.433,2.5769746,2.4122028,2.6581347,2.3484516,2.36195,2.333692,2.3424306
"PCAT5",2.6825328,2.9193316,2.433,2.5769746,3.7080088,2.350215,2.3484516,2.36195,2.4589698,2.4134035
"PCAT6",15.219611,15.400757,15.10565,15.198223,15.632619,15.459154,15.302453,15.372351,15.341287,15.721181
"PCAT7",9.44674,8.637742,8.334276,8.059995,8.728088,8.875844,8.870252,9.103931,9.151089,8.165279
"PCBD1",12.194761,11.408594,12.475824,11.914268,9.963153,11.678799,12.063625,12.014224,11.203672,11.599781
"PCBD2",9.1351385,9.423355,7.909611,8.660443,9.40377,8.970472,8.952502,9.201608,9.323572,9.287413
"PCBP1-AS1",15.734923,15.323589,16.23446,16.074802,14.309038,15.980037,15.980037,15.517314,15.363441,15.60283
"PCBP2",7.2723317,7.2774296,7.4680095,7.600642,6.7082276,7.5017886,7.438042,7.2287264,7.2375655,7.4232554
"PCBP2-OT1",5.7402954,5.589362,6.695827,6.371593,4.880178,5.963729,6.393317,5.7580953,5.654042,5.3729544
"PCBP3",7.6530724,7.918572,7.230387,7.4627414,7.3852415,7.5765004,7.416497,7.179188,6.9809365,7.2628365
"PCBP4",4.9538035,4.593026,5.3411536,5.5954757,4.2429867,5.3498306,4.752075,4.574119,4.7754498,4.6520376
"PCCA",6.772884,8.270555,5.8271766,6.876406,8.970769,7.1381197,6.0089297,7.1854906,7.5101757,7.8304343
"PCCA-AS1",5.134542,4.3820906,4.972687,4.318078,5.9682775,4.799088,5.842122,4.864589,4.710959,5.576829
"PCCB",16.58233,16.64943,16.266014,16.59278,16.733553,16.551792,16.471582,16.538902,16.638702,16.591024
"PCDH1",5.9027767,5.998225,6.2531214,6.5575438,5.628236,6.0256724,6.1267333,6.1174207,6.1980443,5.900935
"PCDH10",3.670029,6.2776213,4.9919343,5.7623377,4.7377663,6.383694,3.7578068,6.1091123,5.324934,5.8543057
"PCDH11X",3.9313848,4.27811,4.0579953,3.9178274,3.6473799,4.0378113,4.314788,4.495857,4.339722,3.9708343
"PCDH11Y",2.352362,2.42625,2.433,2.5769746,2.5125654,2.350215,2.3484516,2.36195,2.333692,2.3408208
"PCDH12",6.8704658,6.951757,7.246627,6.861115,6.9389024,6.853076,6.768004,6.7027774,6.7383866,6.7543015
"PCDH15",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.4495077
"PCDH17",10.105519,9.626225,6.1026015,7.5367465,10.461407,6.562377,9.798616,7.4109344,8.373302,9.300414
"PCDH18",6.638645,7.9029694,4.7173285,5.41167,7.7378097,6.5469866,5.3756804,6.380047,6.7669725,7.559344
"PCDH19",5.2527943,3.8055625,6.2644877,5.9723854,4.1836376,5.431779,6.2648964,5.666267,5.095486,5.028642
"PCDH20",6.0448074,6.676163,3.5795047,5.102318,7.4772387,5.72141,5.1471896,6.7251215,5.3854017,7.033377
"PCDH7",6.487244,6.9629345,7.081283,7.373563,8.412466,9.076222,6.609763,8.313847,6.5607657,6.9598675
"PCDH8",2.352362,2.42625,2.433,2.5769746,3.222786,3.1756952,2.3484516,2.796459,2.7248642,2.924556
"PCDH9",7.057755,6.1132946,7.760831,7.047996,6.30795,6.9711347,7.3174405,6.8144894,6.6847353,7.084657
"PCDH9-AS1",2.7973218,3.0234005,3.4379625,3.7047284,3.6772346,3.1769307,4.575832,4.273356,2.834395,4.0454354
"PCDH9-AS2",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.345272
"PCDH9-AS3",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"PCDH9-AS4",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"PCDHA1",5.2831817,5.8050113,5.5953016,5.8632774,5.7341943,5.8695803,5.4492965,5.8207912,5.577947,5.874481
"PCDHA10",4.251576,5.0689573,4.1834674,5.014978,4.855608,4.7842765,4.245346,6.0301857,4.685947,4.0196037
"PCDHA11",5.1231313,5.097576,6.0667205,5.329586,4.4694643,5.2709413,5.2990785,5.2993217,5.1846733,4.8865867
"PCDHA12",4.4415298,4.751569,4.9395604,4.5807595,4.685226,5.094885,4.3557115,4.699695,4.810593,4.8652425
"PCDHA13",4.9501023,5.4454846,3.9949841,4.739746,5.00148,4.9286304,4.685781,5.2457438,4.571828,4.680378
"PCDHA2",4.3471203,5.08248,4.495857,4.6484246,4.849484,5.09299,4.448496,5.1084247,4.954475,4.4796076
"PCDHA3",5.622297,6.0060706,5.9576106,5.7841444,6.074109,5.653866,5.616682,6.005196,5.8360376,5.344578
"PCDHA4",4.243793,5.468339,4.4013643,5.14042,5.765236,5.2237473,4.2402644,5.073558,4.8480697,4.929128
"PCDHA5",8.854535,10.143775,8.375815,8.256585,10.641142,8.887417,8.278754,8.979673,8.9907255,10.16804
"PCDHA6",4.4196396,6.1591625,4.0374813,5.2316513,5.0299144,5.6880803,4.1304502,5.4783597,5.175042,4.315688
"PCDHA7",7.3354697,7.5280914,7.3828306,7.528374,8.05774,7.7663336,7.200573,7.543173,7.4072943,7.72883
"PCDHA8",3.5411181,3.6864614,2.9294908,4.742916,4.4802785,4.0831814,4.0181475,3.6551867,3.7698889,3.2932622
"PCDHA9",3.656866,3.1469026,2.433,4.187555,3.8432026,4.361807,3.4073539,3.5436134,4.0988345,4.4424615
"PCDHAC1",4.3893847,4.948908,4.4223237,4.779011,5.15794,4.8532343,4.495997,4.8004107,4.770005,4.336461
"PCDHAC2",16.246317,16.152742,16.289623,16.122576,16.077526,16.231333,16.254297,16.120077,16.045626,16.429356
"PCDHB1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"PCDHB10",9.226167,10.49808,6.7377605,8.524063,10.447573,9.374976,8.235253,9.129694,9.245017,9.605831
"PCDHB11",4.787966,4.500788,4.040284,5.273193,3.3590703,5.1324596,3.9393878,4.0267887,3.8463006,4.552264
"PCDHB12",3.772057,4.5535436,3.1296933,5.0069933,3.404471,4.866568,3.4912198,4.056206,3.3910604,4.4752812
"PCDHB13",4.035033,4.547941,3.5535216,5.985539,2.9221199,5.2158933,4.6042914,4.8777056,4.7158847,4.327257
"PCDHB14",9.727297,10.644006,8.240729,9.783965,10.655465,10.350003,9.198489,9.683605,10.533666,10.235949
"PCDHB15",4.6593847,4.2158594,4.8212233,4.708322,4.241406,4.6862197,4.708461,4.187842,4.615859,4.521298
"PCDHB16",6.257185,6.025258,5.7849298,6.883969,5.175793,6.6304884,6.3722477,6.023941,6.14009,6.25954
"PCDHB17P",3.0263214,3.3187234,3.1015978,4.5541162,3.221298,4.7376423,3.2694826,2.73761,3.8943253,2.669101
"PCDHB18P",2.352362,2.42625,2.433,2.5769746,2.3236892,2.5529044,2.6240826,2.36195,2.333692,2.4011059
"PCDHB2",6.6071215,5.838762,7.6729803,6.68923,4.718934,6.081583,6.7301154,6.5849504,5.8400645,6.152713
"PCDHB3",5.7583666,6.9313917,3.139359,4.663413,6.62606,5.7365146,4.149106,5.403125,6.280955,6.6981273
"PCDHB4",5.9550095,5.6997695,6.375965,6.7287364,5.3705463,5.787003,7.0288305,5.81271,6.642737,5.8260098
"PCDHB5",5.06413,5.4207067,5.3837185,6.706033,4.571716,5.884285,5.4058967,5.0491977,5.050943,5.007847
"PCDHB6",2.352362,3.3770447,3.0739136,4.4531364,2.3236892,3.4265127,3.1088493,2.6947458,2.4919684,2.8406148
"PCDHB8",4.4171157,5.5291405,3.5278888,2.5769746,4.3544908,3.5109138,3.3967576,5.5188384,4.1849194,4.75845
"PCDHB9",3.0937037,2.42625,3.0428627,5.154115,2.3236892,4.259231,3.7690578,3.0283852,3.358075,2.900958
"PCDHGA1",5.0265827,4.97635,5.3128467,5.341038,5.5181646,5.37635,5.2129517,5.0549974,4.890609,5.0056934
"PCDHGA10",10.479498,9.666037,10.858765,11.072842,8.343609,10.509598,10.627761,9.795948,10.130195,9.569
"PCDHGA11",5.247884,5.247367,5.5806985,5.6177564,4.8598447,5.381651,5.6719484,5.103516,4.863474,5.054805
"PCDHGA12",6.1848745,6.2276144,6.8552485,7.4336348,5.2863655,6.4346848,6.6613016,6.0798798,6.3983574,5.8435693
"PCDHGA2",5.731177,5.326583,6.2716823,5.8477826,5.145682,5.5798044,6.026184,5.4275413,5.388758,5.5339165
"PCDHGA3",5.7400336,6.0819697,6.1722064,6.1473846,5.4629736,5.7289925,6.144114,5.381754,5.7205944,5.3808994
"PCDHGA4",5.2977357,5.59397,5.8136287,5.945477,5.0025496,5.341616,5.609816,5.1452465,5.246771,5.4061146
"PCDHGA5",5.0217366,4.924061,5.379923,5.6324244,3.6846275,4.812642,5.1393456,4.1417165,4.748887,4.744415
"PCDHGA6",5.569577,5.32282,5.5168242,6.1124253,5.029643,5.473193,5.72107,4.8132076,5.440852,5.344186
"PCDHGA7",5.9276085,5.843283,6.38942,6.8309445,5.278072,5.878109,6.330984,5.466853,5.605702,5.793138
"PCDHGA8",5.9151874,5.8271766,5.827686,6.7090197,5.061667,5.8576775,5.7938223,5.32369,6.0783567,5.639708
"PCDHGA9",6.855102,6.510715,6.777417,6.8508415,6.2237396,6.6012053,6.9462304,6.8516216,6.9223256,6.8746524
"PCDHGB1",6.010706,5.8277984,6.312623,6.209216,5.8765626,6.0740113,5.926802,5.5683746,6.022268,6.200381
"PCDHGB2",7.0773625,6.5452924,6.8538165,6.9028635,6.987243,6.865563,6.8475213,7.070627,6.6966476,6.8157988
"PCDHGB3",6.5335608,6.033701,7.3265615,6.73126,5.7730575,6.650804,6.986835,6.132224,6.157666,6.5450835
"PCDHGB4",6.798886,6.7252436,6.405861,7.229406,6.098799,6.7001925,6.665508,6.2267346,6.331337,6.777526
"PCDHGB5",6.5772924,6.866278,5.7184253,7.313956,6.1270385,6.64592,6.3154087,5.990696,5.783743,7.1015863
"PCDHGB6",5.6490912,5.9159327,5.9372807,6.1690097,5.5109653,5.8133297,5.6761227,5.544903,5.7876096,5.9254603
"PCDHGB7",6.8561893,7.131942,6.670912,7.4282327,6.0259967,7.098471,6.9487634,6.6791635,7.054866,6.654163
"PCDHGC3",7.2024903,7.3895493,7.0104985,7.194644,6.887376,7.0961437,7.1827097,6.82493,7.0961437,7.146304
"PCDHGC4",7.2838383,6.925809,8.323277,7.965427,6.6287146,7.478669,7.8836584,6.9852166,6.8936353,7.0975986
"PCDHGC5",9.282742,8.939264,9.913057,9.789146,9.701218,9.673454,9.615263,9.78128,9.639615,9.090096
"PCED1A",5.1324596,4.975214,5.0012565,4.8938723,4.2691627,4.237096,4.9930654,5.0087514,4.6366625,4.4589076
"PCED1B",6.691138,7.034734,6.920976,7.4385467,7.145223,5.452113,7.467363,6.5459356,7.321695,6.620442
"PCED1B-AS1",9.677521,9.7103,9.812348,10.250545,9.763649,10.087007,9.773994,9.73159,9.6807785,9.566466
"PCF11",13.311405,12.299004,13.806411,13.01069,9.856882,12.985264,13.24675,13.01069,12.335144,12.844845
"PCF11-AS1",8.182648,8.596266,6.7677426,8.151156,8.822235,8.313545,7.374065,8.071015,8.330381,7.3168006
"PCGEM1",4.4270024,3.3041248,4.5468583,2.5769746,4.3541136,4.318232,4.3353252,4.303578,4.2125406,4.7752824
"PCGF1",4.4602876,4.5241475,4.334296,4.482151,4.0028086,4.0645504,4.0807047,3.9825428,3.6675615,4.022289
"PCGF2",7.147396,6.492864,7.7859945,6.5504827,7.0552597,7.1783934,7.3490396,7.3226643,7.1209583,7.646923
"PCGF3",6.7560472,8.0391035,4.7150536,6.2233,7.7707515,7.1118083,5.6982193,6.679821,6.728857,8.046684
"PCGF5",2.352362,2.42625,2.433,2.5769746,2.5685086,2.350215,3.310851,2.725591,2.333692,2.333228
"PCGF6",9.475159,9.798616,8.680982,8.959191,9.166403,8.89649,9.218068,8.97324,9.753625,9.001007
"PCID2",6.285259,6.0958543,6.597953,5.975958,6.5944877,6.2771955,6.3751173,6.4170012,6.4576936,6.5377855
"PCIF1",6.199943,5.936671,6.440458,6.1941414,5.582904,5.8009715,6.001422,6.0219717,5.741944,5.7858005
"PCK1",2.8584166,2.895332,3.1282463,2.5769746,2.397704,3.0079746,4.2957444,2.36195,3.1295562,2.5196571
"PCK2",12.3572035,12.532855,13.26998,13.170459,11.770425,12.611813,12.825656,12.299004,12.003508,12.644204
"PCLAF",16.631207,16.728632,16.565742,16.72739,16.885561,16.74062,16.551792,16.66664,16.716639,16.573397
"PCLO",5.2353215,3.9219327,5.6169267,5.3069386,5.142317,5.1607656,6.447145,5.6298966,5.3260326,5.6805253
"PCM1",9.846491,9.866698,9.675028,10.639315,9.455272,10.142734,10.446042,10.013451,10.212012,9.00262
"PCMT1",11.1672735,12.301427,9.119819,10.054507,12.555061,10.626565,10.224051,11.254963,11.367091,12.044925
"PCMTD1",7.0852623,7.5687747,6.7022457,7.3765597,6.5636683,7.739045,7.010152,7.138913,7.3642626,8.077942
"PCMTD2",10.828876,11.794119,8.953243,10.501238,12.1921835,11.252671,10.475832,10.776783,11.323019,11.491414
"PCNA",10.412646,11.481746,8.30481,8.774984,11.834089,10.664108,9.55263,10.326184,10.240808,11.253195
"PCNA-AS1",4.714194,5.112343,4.557356,4.258912,5.318407,4.9232845,4.595624,4.4589076,4.737102,5.348628
"PCNP",8.3463335,8.931868,8.062241,8.766196,8.64545,8.338572,8.304632,8.574955,8.645948,8.444024
"PCNT",5.7334156,5.2167277,6.320972,6.497123,4.575254,5.680442,6.2273326,5.4242296,5.639802,4.8990545
"PCNX1",11.622188,10.814963,12.653285,12.702463,9.600944,11.955048,11.791239,11.142401,11.14949,11.378832
"PCNX2",7.048937,6.4879556,7.0580063,7.335336,5.174382,6.845178,7.4411182,6.195446,6.385436,6.3154087
"PCNX3",5.243513,5.697172,5.800205,6.261137,6.658249,5.023889,5.067088,6.1976776,5.509744,5.805588
"PCNX4",6.723334,6.547857,6.799876,6.3427134,6.830243,6.3802376,7.0180016,6.506362,6.5779643,6.515934
"PCOLCE",15.889424,15.722639,15.848001,15.721181,15.5427885,15.677269,15.813599,15.732462,15.750265,15.879841
"PCOLCE-AS1",13.679804,11.220779,13.804164,13.631636,12.404468,13.767357,13.762057,13.642409,13.292995,12.998926
"PCOLCE2",7.944816,8.2806015,6.606531,7.9941792,7.092839,6.2760205,7.461494,7.5508046,8.376872,8.184974
"PCOTH",5.2104216,4.853695,5.3562593,4.9193153,4.901867,5.059645,5.069736,4.9124765,4.9284906,4.896265
"PCP2",3.621068,3.4430866,3.8632607,4.674408,2.901839,3.0189395,3.0857038,4.55902,3.32957,2.4673133
"PCP4",7.98663,7.1015863,8.304632,7.993884,4.125045,7.354272,7.825057,7.5371594,6.8399925,7.2349563
"PCP4L1",3.4005766,7.5777106,5.1598573,7.777001,5.4053044,5.291093,3.6756816,5.662142,8.469,6.8583236
"PCSK1",7.3767667,6.997127,6.9545736,6.2356234,8.171179,7.5439034,7.2465167,7.073783,7.166977,7.484545
"PCSK1N",14.981847,14.642401,15.166935,15.363441,12.406848,14.986876,15.181188,15.231942,14.724056,14.638162
"PCSK2",10.501741,9.619301,11.335418,10.668698,9.5833435,10.786032,10.540015,10.33576,10.134985,10.596705
"PCSK4",9.547659,8.197504,11.890758,10.509598,7.337739,7.66329,9.957735,9.270252,9.080961,8.764481
"PCSK5",5.481718,3.6508904,5.666969,4.634039,5.36586,5.1606913,5.4891834,5.327544,5.166737,5.1686206
"PCSK6",5.9936647,6.1761045,6.4503493,6.541531,6.3455696,6.524197,6.118196,6.244874,6.2195125,6.0228653
"PCSK6-AS1",7.5194697,7.0202613,7.358626,6.6490593,7.9565215,7.462331,7.3900876,7.1207533,7.2189884,7.648494
"PCSK7",14.601805,14.101483,14.181053,14.184109,15.153803,14.853481,14.600317,14.890907,14.966431,14.972752
"PCSK9",9.44393,8.729135,9.416746,9.469289,9.524155,9.182224,9.542306,9.097501,9.686875,9.430645
"PCTP",5.1328998,6.2994666,5.346568,5.4509287,6.928971,6.750384,4.4018764,6.3390408,5.7880335,5.724574
"PCYOX1",4.8693194,5.020621,5.154329,4.7893405,5.2078857,5.15223,5.193432,5.319078,5.0530324,5.5878825
"PCYOX1L",8.245484,7.40236,8.803605,7.5441895,7.9086037,8.396666,9.320178,8.081244,9.264875,7.769761
"PCYT1A",5.573536,5.767523,5.5466814,6.267306,4.3729725,5.374233,5.789948,5.4534564,5.515897,5.0439606
"PCYT1B",5.0777307,5.2952685,5.430076,4.9413404,6.1163116,5.171645,5.612452,5.289446,5.320731,5.2696924
"PCYT1B-AS1",5.5959253,4.645047,7.244,5.963077,4.601389,5.182598,6.156828,5.576755,5.6935825,5.940553
"PCYT2",9.676356,9.83591,11.265151,10.937708,8.294585,10.144341,10.719647,9.517021,9.2803755,10.1209955
"PDAP1",7.7208433,8.036042,7.427544,8.102603,7.1558447,7.6130457,7.7748446,7.5922875,8.107168,7.445962
"PDC",2.6957285,2.42625,3.8869379,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.5149057
"PDCD1",8.631421,8.188143,8.571775,8.356042,10.946531,8.631421,8.737707,8.255833,8.30107,8.600907
"PDCD10",5.1241093,5.7855916,5.7049675,4.7772713,5.228266,4.4243336,5.307377,5.2128367,4.9162803,4.949809
"PDCD11",7.505386,8.295129,7.023246,7.49809,7.949226,7.2996683,7.319155,7.259766,7.6544476,7.218063
"PDCD1LG2",2.352362,2.42625,2.433,2.5769746,5.004209,3.1922255,3.0495243,2.8740172,2.9183354,2.4632862
"PDCD2",12.187999,12.992004,10.353018,11.216802,13.114916,11.71752,11.414136,11.957656,12.344107,12.333869
"PDCD2L",5.1138864,4.957488,5.288004,5.1164074,3.2008138,4.8613696,5.2660494,4.622092,4.62273,5.229486
"PDCD4",9.038685,9.177549,8.509063,8.833303,8.946737,8.867705,8.747302,8.298365,8.71423,8.425586
"PDCD5",14.13706,14.992683,12.612639,13.093016,14.742595,13.296011,13.617265,13.720117,14.073833,14.27359
"PDCD6",4.5425754,5.15794,4.163236,4.673827,3.879205,4.407643,4.296697,4.0973988,4.349333,4.628428
"PDCD6IP",8.8038645,8.733991,9.123825,8.774696,8.433384,8.981709,8.947521,8.428048,8.561796,8.608803
"PDCD6IPP2",5.440504,5.147701,4.817856,5.4766426,6.1174207,4.7435575,5.3037996,5.6177564,5.0821624,4.7149343
"PDCD7",5.745714,7.0155826,6.6177626,6.2077675,6.891685,6.2828436,6.6394753,6.6546826,6.6656632,6.4329658
"PDCL",7.6206245,8.274002,7.7863503,8.360285,8.684145,7.7584996,7.5278177,8.821139,8.122047,7.9299326
"PDCL2",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"PDCL3",7.7812014,8.460227,7.6610584,7.702813,8.46038,7.947407,7.4949317,8.159486,7.9500666,7.524308
"PDE10A",10.213242,9.134554,11.111735,10.346478,7.135075,10.486969,10.642418,9.387433,9.459167,9.095147
"PDE11A",2.738771,3.2019577,3.0603368,2.5769746,4.157529,3.8648844,2.822633,4.044425,4.1275396,3.7948258
"PDE12",8.090689,9.326645,6.272523,7.1328936,9.573689,7.9621086,6.959053,8.102491,8.751151,9.149053
"PDE1A",2.9667282,3.0627937,2.433,2.5769746,2.5294125,3.680784,2.3484516,2.36195,2.4352436,2.5718427
"PDE1B",5.662142,5.845974,6.339691,7.027729,6.3377056,6.191888,6.2261887,6.390736,6.4095144,5.723483
"PDE1C",2.352362,2.42625,2.433,2.5769746,2.9218302,2.350215,2.3484516,2.36195,2.5996013,2.3220553
"PDE2A",2.883831,3.2329774,3.7686625,3.4473476,3.2548966,3.1954327,2.691761,2.9742372,3.0864577,2.47467
"PDE3A",3.0646524,4.024992,2.433,2.5769746,4.16996,3.078578,3.899854,2.7962599,2.6210265,3.1645722
"PDE3B",7.603049,8.033653,6.605978,6.95225,8.611514,6.9669914,7.0708694,6.7077394,7.4779496,7.642281
"PDE4A",12.718271,13.312711,11.854916,12.859373,13.35425,12.429817,12.068431,12.658348,13.041706,12.585345
"PDE4B",6.813324,6.431722,7.2322264,6.9650774,6.6172686,6.6113687,6.911499,6.405605,6.570785,6.686276
"PDE4C",3.0334067,2.42625,3.8607225,2.5769746,2.6345487,3.04094,3.5586784,2.9691503,2.8661308,2.8556168
"PDE4D",10.176289,9.726875,10.785563,10.449318,9.07754,10.30915,10.511297,9.682317,9.738303,9.918337
"PDE4DIP",5.534834,5.8239174,6.858723,6.2555513,6.47364,6.5437803,6.075658,6.723917,5.748204,5.2233047
"PDE5A",5.2455397,5.427784,5.7127857,5.3801546,5.0061636,5.88297,5.3635716,5.064774,4.641898,5.2062654
"PDE6A",3.9824731,3.3793116,2.433,2.5769746,4.262511,2.5617218,3.4160364,3.2336435,3.221904,3.5122359
