"","GSM1832695","GSM1832696","GSM1832697","GSM1832698","GSM1832699","GSM1832700","GSM1832701","GSM1832702","GSM1832703","GSM1832704","GSM1832705","GSM1832706"
"ACKR2",9.5724716,8.2938347,9.1826096,8.9633932,9.1585426,9.6162701,9.6675836,8.4168063,9.6834526,9.4550658,9.8962966,10.1431504
"ACKR3",7.8241339,7.21023945,6.6355925,7.054399525,7.39165882,6.9384766,7.56470874,7.045964276,6.20760635,7.6879988,7.116141354,7.28623775
"ACKR4",3.8230811,4.9762078,4.6618538,4.4596253,4.8610883,4.9618816,4.8462401,4.3294411,4.3158876,3.9103008,4.8653589,4.8517003
"ACLY",12.0781222,11.0653456,11.3434906,11.1623956,10.163497,10.6181526,11.2665376,11.1929616,11.2100449,12.0499649,11.2333326,10.4356089
"ACMSD",0.8318366,0.6497259,1.646535,1.8824101,1.7162829,2.2575656,1.5889979,0.9784606,2.4120686,1.5916281,2.0996426,2.6663251
"ACO1",7.79592994,7.08191017,7.3758507,6.928709065,6.3027592,6.47838215,7.27378086,7.125859295,6.76314262,7.37422947,6.12533,5.6480308
"ACO2",10.4364844,9.6987963,9.9110213,10.1309243,9.45922,10.1779337,9.9349442,9.7037974,10.2766552,10.4250756,10.0806208,10.2828284
"ACOD1",1.0357724,1.1396076,1.8191776,1.9829806,2.2221176,1.8868246,1.6689692,0.894477899999999,1.1655379,1.0924746,2.0077582,2.4254523
"ACOT11",8.3722468,7.44261078,7.46404365,7.19918827,7.9163075,7.25887588,7.98236946,7.09927276,7.29976658,7.86555484,8.8014803,7.22775558
"ACOT12",2.7436926,3.2900162,3.3203807,3.3214593,3.8019553,3.6941038,1.7142146,2.7203169,1.5940142,2.3070898,2.9998322,3.1253929
"ACOT13",9.3020983,8.5918961,8.8634997,9.3487645,9.0353413,9.4164973,8.8978215,8.8725024,9.2845612,9.3735076,8.4456187,9.5235176
"ACOT2",8.3447314,7.5382729,7.80906204,7.5604725,6.92657665,6.63360218,7.8545914,7.34304527,8.35497,7.8412829,5.3298288,6.68879894
"ACOT4",8.0027657,6.62503055,6.80407051,7.28777507,7.31801418,7.52781776,7.019676243,6.11857227,7.40640262,7.49787143,7.71204,7.46349052
"ACOT6",3.3370834,4.4796286,3.534864,4.2506666,4.6759229,5.3467322,3.3912158,3.5008369,3.5664969,3.6307478,5.1696968,5.2214051
"ACOT7",7.44781974,6.3900719,6.37128166,6.40489486,6.38541607,7.1456652,6.15295414,6.905879056,6.53180317,6.77603725,7.28054432,6.85635332
"ACOT8",7.89038757,7.7602215,7.5157986,7.8072758,8.0182743,8.5532179,7.6201172,7.84251693,7.78514484,7.8322659,8.3624707,8.5750742
"ACOT9",8.1032286,7.32664875,6.94806007,7.7648659,7.11275104,6.69318346,7.5623713,7.5521441,7.6349764,7.9320069,6.902509724,6.46811966
"ACOX1",7.96555904,7.5256968,7.953332,7.5755406,7.6018353,7.2957125,7.7868004,7.8297053,7.47083286,8.3246956,7.43380455,7.5651217
"ACOX2",7.79774765,7.4653893,7.954752,7.53338245,7.9782677,7.9837294,7.61306194,7.67774013,7.7877007,7.6242199,8.00253395,7.9118319
"ACOX3",9.2518206,9.673851,9.3893481,9.6272498,9.2831364,9.4286013,9.1749706,9.4721995,8.3484364,9.242075,9.0069666,7.96570305
"ACOXL",2.8585391,3.754642,3.677403,4.6078386,3.8746357,4.1340719,3.1247606,3.1643401,5.2723422,1.3923076,4.6839137,3.1435714
"ACOXL-AS1",5.064951,5.888958,5.2735029,4.7182479,6.56678203,6.947546994,6.0607014,5.4762454,5.1418281,5.0067067,6.36594585,6.3491445
"ACP1",8.8544836,8.3321858,8.8046074,8.3631525,7.99439815,8.2517252,8.5658312,8.2113371,8.360878,8.6255398,7.53820995,8.4255266
"ACP2",10.3892279,9.6167374,9.4393759,9.6838704,9.6819229,10.3019448,9.6129208,9.6658678,10.1403886,9.7887536,10.3547631,10.3699904
"ACP3",5.756424,6.52395443,7.49432853,6.1778851,3.6993523,4.3423372,5.8926783,5.5379515,5.2757259,6.43581966,2.1708303,3.1440192
"ACP4",2.9776686,4.0485306,3.652802,3.5902396,4.3156481,4.3769203,3.5299592,3.8236556,3.1945429,2.9972476,4.3911753,4.1749611
"ACP5",9.0294428,9.4833174,9.3194066,9.4792109,10.010418,10.4524241,9.6257076,9.6838141,10.1117039,9.6172123,10.5816622,10.6658287
"ACP6",8.5614329,6.4922295,9.4628696,6.70748428,6.981786763,5.6155987,7.80552486,5.8858443,6.37993816,6.11202434,5.6673346,6.81473688
"ACP7",5.4755779,6.72008136,6.3300467,6.3953343,6.959497487,6.55061296,6.4708767,6.50552276,6.36330036,5.9903307,7.37243847,7.13760856
"ACR",4.8451472,5.9814902,5.4494439,5.770423,6.1793595,6.5082493,5.5027809,5.6831846,5.3862281,5.1932955,6.959940945,6.46833566
"ACRBP",7.7711039,7.42880062,7.04197601,7.26916603,7.22195247,7.10540489,7.7246399,7.5809765,8.3036652,8.3316288,7.66091636,7.46646408
"ACRP1",2.7059431,4.5072203,3.3405696,3.4537406,3.941782,3.9548798,3.8946466,3.3456531,1.4731266,2.4199286,4.735446,3.7496306
"ACRV1",3.804266,5.2515436,4.4692259,4.8128014,5.1058822,5.5639401,4.4971866,4.7020002,4.5672608,4.0592862,5.8521266,5.5005374
"ACSBG1",3.7413273,4.5766454,4.0844226,3.8288231,2.9615806,2.891675,3.3089462,3.7744217,3.5207786,2.8306761,4.154933,3.1692753
"ACSBG2",3.918984,4.8182459,4.3664676,4.415361,4.6697703,5.2739358,4.2099042,4.4574013,3.5174175,4.0163594,4.9178963,5.4188452
"ACSF2",8.7244273,6.8776789,6.86653236,6.07504276,5.1676646,6.04283146,7.95135883,5.9619646,6.2283764,7.3912392,7.039603268,6.3145137
"ACSF3",6.95167068,6.167141,6.72516063,6.8670998,7.13995079,6.69186262,6.72394184,6.40865806,6.46215824,6.937557255,7.36470798,6.96850971
"ACSL3",7.7540751,7.2968016,8.2460547,6.51752285,6.7154999,7.5752583,8.0946885,7.5262814,6.76645855,7.97973255,5.0641289,7.16975835
"ACSL3-AS1",1.7716422,2.2187543,2.0033656,2.2491986,1.8007516,2.6760226,1.9936356,1.9037526,2.654574,1.6786336,2.8258506,2.5430012
"ACSL4",10.4552594,8.1820526,10.4221793,9.1453371,8.5184956,7.7450533,9.6655074,8.7170477,9.8853216,8.5540056,7.36347202,7.78748706
"ACSL5",11.741333,10.7636662,11.8178873,10.9356442,10.6343241,10.4245291,11.3874606,10.5205584,10.7962618,11.1615686,9.6003371,10.0448446
"ACSL6",0.798316,0.622492599999999,2.591075,1.7956972,1.709589,1.8415022,1.5275986,0.7784996,1.1508742,1.4239186,2.0797053,2.644001
"ACSL6-AS1",2.4402706,3.8871374,3.0471263,3.1021772,3.3084036,3.1199946,2.3512156,1.351408,1.2090073,1.1886386,4.5714416,2.9674256
"ACSM1",4.9929766,4.767478,4.2378646,3.9346486,5.1583667,4.3277283,4.5902048,4.4350406,3.293695,3.639329,5.7843399,4.3698006
"ACSM2B",1.8880626,3.4995566,2.449729,2.7708164,3.7094106,3.3480311,2.999094,2.8822441,1.1644726,2.686637,3.2646628,3.2479586
"ACSM3",9.8344926,7.6836758,10.1873074,9.0275021,9.1531449,6.71552566,9.1809883,6.62737945,10.0231086,7.6356373,7.92246345,8.5091391
"ACSM4",0.938961999999999,2.7284303,1.7286063,1.8871003,1.8134332,2.9417172,1.6101906,0.8214484,1.1741701,1.0912036,2.9953041,2.518157
"ACSM5P1",6.0318957,6.3252659,6.7401705,6.1350289,6.92442707,6.8435202,6.5987015,6.48271564,7.38105014,6.2348919,7.8547211,7.2743483
"ACSM6",5.2029295,5.777422,5.2593518,5.4675303,5.9771715,6.0659504,5.3447552,5.5268112,5.2098999,5.1816078,6.186904,6.3959141
"ACSS1",9.0317936,7.5946026,8.2359848,7.9341059,8.1626892,7.7971869,8.7281943,7.5748377,8.2303582,7.7771664,8.1331759,8.229826
"ACSS3",7.78261284,7.35419277,7.68489174,7.8648596,8.083437,7.016127621,7.2105904,6.73052505,7.14730457,7.18390373,6.69455722,6.79237369
"ACSS3-AS1",1.2436653,3.4421296,2.5775056,3.5168916,3.2639576,3.5389396,2.9979426,3.3591256,3.0488506,2.403801,4.6846766,3.4624062
"ACTA1",1.0543719,2.5974732,1.6409696,0.6238509,1.663086,2.4130006,1.559937,2.0833712,1.1463313,1.7614723,2.3368866,2.5597248
"ACTA2",11.7055731,10.4444142,9.9496776,11.5913256,10.0854073,11.1244641,11.1617003,12.1170056,11.1870516,11.3951912,11.4579239,9.9122726
"ACTA2-AS1",5.8864994,6.4535542,6.23747924,6.3421116,6.88697246,7.057827984,6.2380295,6.2262631,6.29051975,5.8604427,6.74428943,7.1727114
"ACTBL2",10.7290536,9.2603312,9.7521086,10.5264902,10.3645048,11.0578766,10.0492611,10.2040463,10.6183234,10.6509219,8.6424466,9.5174952
"ACTBP11",13.7335176,13.1553336,13.4364636,13.2475366,13.5404063,14.1784869,13.5970696,13.3529656,13.6677436,13.8192273,13.8460303,13.2601481
"ACTBP12",12.2024756,11.7065076,11.7101966,11.5512133,11.4391746,12.0976591,11.8937703,11.8861742,12.133152,12.1001673,11.8694916,12.0582456
"ACTG1P17",3.6484118,4.3043981,3.625443,3.9906206,4.7400823,4.6243444,4.1694141,3.7419944,3.521967,3.5015593,4.7274966,4.9251762
"ACTG1P20",13.0513256,12.7497016,12.6890679,12.3119221,12.76927,13.7208472,12.9975186,12.8718043,13.0115946,13.2945099,13.2263326,13.9785872
"ACTG1P25",1.4675789,2.0901316,2.0975266,1.5392499,1.8109616,1.8494206,1.770834,1.3608809,1.2701856,1.1969756,2.0860949,2.2666083
"ACTG2",9.3547907,7.155695,9.0030995,7.6767483,8.5625639,7.92267517,8.3121758,7.08735946,5.8036242,6.81861595,6.849556,6.12510494
"ACTL10",7.11628345,6.3714314,6.73174957,6.7522774,5.8739348,5.3770547,6.45248417,6.54870895,6.86742595,6.83847526,6.81593994,5.7742715
"ACTL6A",8.2524681,7.68750766,7.92643837,7.8710156,6.81905368,7.40820602,7.7288323,7.8769446,7.79677204,8.1805611,6.52814773,7.6662474
"ACTL6B",5.2155319,5.2574959,4.999271,5.6073075,5.9123922,6.51433567,5.5234132,5.3977929,5.4848376,5.7063575,6.0907293,6.11997083
"ACTL7A",2.812193,3.1292935,2.220871,2.4068576,3.3062706,3.3228826,3.0308814,2.7844806,2.3664806,2.884655,4.3327876,3.285471
"ACTL7B",0.867410199999999,0.668531,1.6621266,0.0749215999999997,1.6247712,1.7832051,1.5424381,0.7908621,1.1557799,0.9391716,1.7114153,2.1306256
"ACTL8",4.9803281,5.9033566,5.2040215,5.6199227,6.0115872,6.4989586,5.5665369,5.8058339,5.1461716,5.1108075,5.7957373,5.9991451
"ACTL9",0.8555341,2.8694916,1.6557513,1.0944281,2.1663151,2.2019766,1.5875659,1.4902656,1.4701844,0.956405599999999,3.9823856,2.6426373
"ACTMAP",8.820097,8.6205426,8.6897345,8.4661904,8.3309193,7.7060805,8.5256939,8.2719937,8.6177273,8.6369286,8.5342436,7.46910576
"ACTN1",13.4170103,12.0678206,13.2383766,11.8194313,12.6043311,12.1587601,13.0240202,12.3620654,12.4635146,12.3634366,12.9948656,12.6935549
"ACTN1-DT",3.7292296,5.0409189,4.5253339,4.9811602,5.7076969,5.7285867,4.7582851,4.941257,4.6314273,4.6742082,6.179832,5.2818652
"ACTN2",0.857859599999999,2.3442686,1.6957379,1.1794886,1.6415826,1.8489196,1.578353,0.890409,1.212925,1.0443192,2.9257056,2.4875336
"ACTN3-AS1",0.8579193,0.6818706,1.7515546,0.1331956,1.8026696,1.8550711,1.5962426,0.8071471,1.229353,1.0476189,1.9601384,2.5909243
"ACTN4",11.7233746,11.0732156,10.8249703,10.9526539,10.4254837,10.9835539,11.4931966,11.5349293,11.3013983,11.7413026,11.3342486,11.4245386
"ACTR10",4.6667772,5.049161,4.5172806,4.8447186,4.6330881,5.4453278,4.6761971,4.7366619,4.698802,4.9086113,4.1826736,4.963378
"ACTR1A",9.3906508,8.8201504,8.9988318,8.9698592,8.9458294,8.6114474,8.9953499,9.071496,9.0854454,9.4784813,9.8489962,9.6015778
"ACTR1B",9.2540216,8.93429,9.0203991,8.9572945,9.1370278,9.3142882,9.0991546,9.1278468,9.0805226,9.0495243,9.3320771,9.6912995
"ACTR2",8.0089808,7.84629635,8.2223044,8.00651935,7.062284505,7.9503012,8.3093376,7.9319039,9.1355686,8.2700863,5.4778853,6.94671825
"ACTR3",1.3080402,3.5424486,2.3469339,2.7476659,3.3509679,3.5067139,2.316442,2.0415336,3.159854,1.1877426,3.979662,3.7032318
"ACTR3-AS1",3.5759196,5.1713038,4.4403191,4.2823386,4.9874859,5.4030023,4.6986695,4.5315814,3.1096802,3.9962983,5.0959788,4.6824684
"ACTR3B",7.46957306,7.44025615,7.50064472,7.42711738,7.061030423,7.1503897,7.50354103,7.17247776,7.22670273,7.5601206,7.26183418,7.103631055
"ACTR3BP5",1.8046179,3.3274198,1.9070492,2.8023339,3.0453873,2.6224556,3.0143957,3.4535823,2.7106216,2.1268621,3.3339014,2.6725466
"ACTR3BP6",0.8508356,3.631011,1.6513963,3.1906643,2.8889599,4.0842839,2.4025266,2.7629166,2.868289,1.3342396,4.6351366,2.8110023
"ACTR3C",7.16341499,7.96691135,7.4176474,8.0531998,7.9974671,7.67610077,7.77048496,7.7709971,7.32881168,7.718401,7.70954326,7.2676287
"ACTR5",5.7942276,5.6321392,5.7010107,5.6561032,5.277597,5.3910165,5.3441854,5.8168164,5.3269272,5.8997145,5.9427386,5.2596393
"ACTR6",6.72785095,6.6336346,6.81920913,6.40870956,5.3740874,5.274148,6.951365506,6.43276886,5.3050709,6.98642162,3.9567538,5.3652974
"ACTRT1",4.1870175,4.232728,3.5279942,4.5643049,4.9763937,5.2082925,4.6961527,4.7955261,4.5426274,4.5885711,5.3197637,4.7552576
"ACTRT2",2.5248533,4.0075246,3.2089033,3.5567332,4.4297514,4.9823094,3.4037906,3.8706389,3.5926848,2.3983706,5.3436466,5.5742693
"ACTRT3",4.3776046,4.8680368,4.5226269,4.6299076,5.4033289,5.6306563,4.8505446,4.3854661,4.4929152,4.1217943,5.446713,5.3632107
"ACVR1",8.4562989,8.2709446,8.2052832,8.6366501,7.40249923,7.22329906,8.0854979,8.4939528,8.4088335,8.4581251,8.108943,7.7390204
"ACVR1B",7.8648367,7.8988581,7.26822952,8.3676014,7.5495854,6.68641523,8.01210884,7.7960034,8.2838812,8.1762638,9.0041733,6.7998257
"ACVR1C",4.3271646,5.7782441,4.4831,5.0896268,5.093761,5.819747,4.9522176,5.180346,4.524271,4.1651111,5.7527933,4.9306516
"ACVR2A",5.7965165,5.4927817,5.1680131,5.2813921,5.2862759,4.9809809,5.4812985,5.6826229,5.3253603,5.6286126,3.9218716,4.8022146
"ACVR2B",4.6114068,5.6202298,5.7303896,5.7729073,4.6290556,4.3191596,5.0459137,5.6418372,5.0031028,4.9917775,3.2141133,4.2492142
"ACVR2B-AS1",4.9989968,6.20873455,5.5555039,5.8990202,6.4118233,5.5067711,5.4330907,4.9924346,4.9380393,5.393683,5.1800719,5.9441333
"ACVRL1",8.7405768,8.0564919,7.9439345,8.190897,6.69472412,6.8894606,7.99223236,7.94481186,6.55404285,8.6739178,7.54494575,6.5580807
"ACY3",2.0892921,1.0239773,1.5832501,3.9936371,1.6570496,1.8464196,1.5274866,1.8390761,4.5929079,1.5837002,2.03049,2.5924263
"ACYP1",7.7514973,7.33992485,7.5827923,7.6359463,7.370225,7.56701664,7.6743641,7.44571975,7.379262,7.63774494,6.62049965,7.14161304
"ACYP2",8.3826285,8.0306588,8.1504813,8.2935019,8.5746088,8.095397,8.1747847,7.876792,8.234253,8.0402117,8.3828669,8.1060763
"ADA",7.040672337,6.58703998,5.3033567,6.67406372,5.2802778,6.4484172,6.02080635,6.60779384,7.002203023,7.45710376,7.20446209,6.14250425
"ADA2",8.2748433,7.068295514,8.6678343,7.3597031,7.3718529,6.38739303,8.1946669,6.4716845,8.2069178,6.77253345,5.6962333,6.2808843
"ADAD1",0.953198599999999,0.6227389,1.6141346,0.4539426,1.717516,3.7407636,1.5451861,1.5192919,1.1485882,3.6660356,2.7471706,2.8500233
"ADAD2",12.3114576,11.8358366,12.0383263,11.8501749,11.5318776,11.368886,12.3209,12.1751643,12.2740976,12.101141,12.1940126,11.2687941
"ADAM10",8.4690762,8.1103249,8.235858,8.3485852,8.3426266,8.3544865,8.1566315,8.1471854,8.6239109,8.6484146,8.5467902,8.424182
"ADAM11",4.9728446,4.8428078,4.8078013,4.839551,4.3943019,4.1424036,4.8639431,5.2002354,4.9012571,4.9825411,5.28963,5.0369149
"ADAM12",9.7363291,9.0911646,10.1866284,9.7247639,10.4460774,10.0352506,9.6889534,10.3193283,9.2787342,8.9605046,10.1989012,9.7510443
"ADAM15",9.6957398,8.9801789,9.6433688,9.1261721,9.1778298,10.166997,9.1793194,9.5196152,8.8531113,9.8569641,9.8404676,10.2396346
"ADAM17",7.5584145,7.29796413,7.060939824,6.64909748,5.6698361,6.3118773,7.19172863,7.28882316,7.586134,7.043611561,5.2189041,5.9665947
"ADAM18",0.9268826,0.775742999999999,1.7591746,0.181166599999999,1.7277746,1.8259696,1.6067191,0.8780198,1.1742486,1.0185671,1.9076016,2.3350211
"ADAM19",7.47185138,6.84796146,6.6087933,7.74302677,6.85186962,7.26517776,6.36511615,7.97730545,8.610611,7.72678474,7.69366363,7.8704062
"ADAM2",1.067349,2.2646661,1.7600796,0.717720099999999,1.8819552,2.6501632,1.7737046,0.924613999999999,1.5627203,1.152175,1.9102986,2.3023346
"ADAM20",2.373569,3.9258018,3.4244323,3.7657943,3.5588951,3.5346986,3.5347386,3.4203735,2.2996149,3.0196901,4.4354358,2.9130679
"ADAM20P1",2.9347316,4.0090646,4.0651846,1.8049851,3.926982,1.8383532,2.8223836,3.3044029,1.8258476,2.6079236,3.970769,3.0500803
"ADAM21",5.2032333,4.047309,4.1949931,3.9930029,4.8119469,4.3366956,4.6473317,3.5603752,3.524674,3.6035766,3.9579526,3.6663881
"ADAM21P1",4.1658774,3.7229133,3.387435,3.2965336,4.3823982,4.5716248,3.9217458,3.2959214,3.0111261,3.2240548,3.9550305,4.2879801
"ADAM22",6.2742081,5.295651,7.23153213,5.6639986,6.0031986,4.3106771,5.9570618,4.9852916,3.8858566,5.0649634,4.1070547,4.7822752
"ADAM23",7.6186896,7.8740025,7.16102127,8.0682583,6.4947806,7.14141945,6.77115444,8.5820179,6.93928531,7.31790355,7.67626384,8.2258177
"ADAM28",4.3319259,4.7761556,5.0260477,5.2824297,3.9495941,3.1861206,3.873014,4.0905643,5.6159578,5.0848055,3.1970973,3.33038
"ADAM29",0.9017263,1.6326106,1.6958696,0.1680351,2.1182022,1.8333021,1.6759911,0.8766871,1.2577992,1.0523576,2.311554,2.4973383
"ADAM30",1.2650336,3.9907226,1.6813786,2.5321436,2.1454086,2.3447781,1.5577766,1.4394836,1.696568,0.9363826,5.2126499,2.820551
"ADAM32",5.5800576,6.64849476,6.6137381,6.955276524,6.3481217,5.9724341,6.88351253,5.9323998,6.2920628,6.54498485,2.5587569,5.7774248
"ADAM33",9.4237156,9.2893582,9.4073058,9.4888821,9.5507098,10.0288153,9.6176396,9.8432056,9.6265641,9.419775,9.9263811,10.5057669
"ADAM3A",3.4634066,4.0745573,3.6146613,3.4740686,3.3648444,2.8244616,3.4728666,3.5199686,1.1948066,3.5378409,4.6675058,3.9221754
"ADAM6",3.4999562,5.5230079,3.9863425,4.2332011,5.0325151,4.9409404,3.9945116,4.2204571,3.7803092,3.328136,6.14079336,3.9640007
"ADAM7",4.0401706,4.503397,4.1718293,4.4747157,5.3850799,5.4285593,4.4104071,4.2252908,4.3628421,4.5640641,5.0242143,5.0441666
"ADAM7-AS1",3.3566842,4.9741521,4.4667054,4.7105026,4.7554346,4.9931722,4.0294309,4.7301703,4.0944758,4.1687422,4.7839427,5.0692816
"ADAM7-AS2",0.819759599999999,1.197876,1.6400233,0.0978135999999994,1.7623826,1.7879391,1.53261,0.807768899999999,1.1575981,1.5832006,1.7915366,2.2841046
"ADAM8",5.7426944,5.8636189,5.3508578,5.9239445,5.828177,6.03281215,5.3473492,5.5992117,7.48207668,5.6667266,5.5681963,6.3443175
"ADAM9",2.7764459,2.2446924,2.0771266,2.503726,1.7159076,3.0557127,1.7274836,3.4861666,3.5336671,3.5304108,1.9954806,2.3786746
"ADAMDEC1",0.9470353,1.2041402,1.7431622,0.995472599999999,1.6743269,2.0419259,1.6691816,1.0367022,2.2570639,1.0452866,1.8834126,2.1560976
"ADAMTS1",10.4415465,10.3338586,9.6389456,10.746439,9.100503,9.7765456,10.1134758,10.7976733,10.5341149,10.4835673,9.7676001,9.8024721
"ADAMTS10",6.3278523,6.8689833,6.3133383,6.7591801,6.8767443,6.6769505,6.37219623,7.007322346,6.92212108,6.7540112,6.7532716,7.2942162
"ADAMTS12",10.1180859,9.1933518,8.9741726,10.0541973,8.89954,9.9286909,8.8890248,10.1983806,10.4365101,10.2937699,9.6793986,9.4295836
"ADAMTS13",5.7667179,5.8191862,5.8040915,5.675643,6.55022434,6.8495436,5.9869728,5.7990008,5.6601019,5.7170511,5.9263606,6.43793443
"ADAMTS15",8.6731882,6.93115238,7.9312058,7.0819712,7.67025,7.8948813,8.1798859,7.32729343,7.5385113,7.09366039,8.0543585,7.13798431
"ADAMTS16",2.892107,1.3814412,4.6165061,2.4914016,2.6189336,2.5528069,2.3084169,4.6619482,6.55500892,1.1431446,2.3187346,2.7287186
"ADAMTS16-AS1",3.6771584,5.3882266,4.8273177,5.2561522,5.1178742,5.5356856,4.1824618,4.9774786,4.6212349,4.4377066,5.3385115,4.5316396
"ADAMTS16-DT",4.3485656,4.9336801,5.0571304,4.8400908,5.3530784,5.2947402,5.0741725,4.7494192,5.4742799,4.4424816,6.10686735,5.3229075
"ADAMTS17",5.1147118,4.6351271,4.469163,5.2290588,4.7410059,4.3811246,4.7470322,4.3191376,5.4706555,3.751338,5.1491785,5.4658003
"ADAMTS18",2.4894753,0.7105351,3.6174684,2.4577322,1.6260296,2.7648486,1.973897,5.6905194,1.8076216,1.546166,2.0027418,2.2222176
"ADAMTS19",5.0399561,5.7480393,5.8623743,5.5579491,5.8607846,5.4431372,5.5052596,5.7290955,5.4588146,4.9877982,6.66581348,5.4642382
"ADAMTS19-AS1",5.8990469,6.02485756,6.1450081,6.1127892,6.82620338,6.8809977,6.15773777,5.9900446,5.7751346,5.8339687,6.84718898,6.66547922
"ADAMTS2",9.003851,8.782341,9.2920332,8.4110642,9.1801358,8.6614428,8.2594242,9.9364357,11.0979156,9.0964995,9.9080506,6.3721743
"ADAMTS20",0.870041899999999,0.711756599999999,2.5822896,0.1329116,1.764978,1.8275956,1.5966786,2.668396,1.1399516,1.0191069,2.2503696,2.637919
"ADAMTS3",2.3366986,2.4385243,1.6986166,2.1895481,1.6347514,1.8216429,1.9759961,2.9351831,3.0804448,3.3828802,1.6468616,1.9240933
"ADAMTS4",6.56123165,6.02180294,5.5936079,6.43585876,6.49716095,6.9288216,6.02940944,6.39839843,7.23220256,6.2971707,6.961067235,6.55949644
"ADAMTS5",8.3541279,8.047822,8.1490622,7.26307968,7.46271137,9.1552878,7.90135196,8.8171702,9.6784478,8.0374909,6.2945242,9.2153883
"ADAMTS6",5.3068881,5.264102,5.159844,6.43049625,5.9651089,6.1325431,4.7149124,5.1111865,6.0036669,5.2369786,5.4852667,5.6125231
"ADAMTS7",12.0715208,11.7331639,11.7276776,11.7950136,12.0549126,12.3619633,11.6981966,11.9789856,12.3541251,12.1539916,12.4449806,11.9491166
"ADAMTS7P1",6.72292713,6.1787911,6.49164203,5.6243573,6.1031552,6.2030964,6.1238766,6.6671,7.17172435,6.17899135,7.5488091,6.5792294
"ADAMTS7P4",7.58219246,8.0364781,7.8810549,8.3012181,7.9270611,7.71944336,7.81678775,8.6833544,8.3609114,8.0921612,8.301055,7.958931
"ADAMTS8",10.2164374,8.1358958,10.8524646,7.26031116,9.4716396,7.7281323,10.7959176,7.66830734,5.6812172,8.1955624,7.82277015,7.031390225
"ADAMTS9",8.958602,7.8090067,7.5644579,8.6686421,6.73394397,8.2160626,8.4383946,9.3466101,10.3549319,9.2891941,6.983677899,7.86598304
"ADAMTS9-AS1",5.7618618,5.7207861,5.2819043,6.65877918,5.5924878,6.946210896,5.6094141,6.83634666,6.29338554,7.283392,5.612341,7.20144943
"ADAMTS9-AS2",4.6115809,6.1721993,5.837307,5.8334408,7.16744522,5.7166629,5.2013417,5.2448988,3.7332259,4.5179973,4.0577503,5.0368762
"ADAMTSL1",7.20093445,7.3464432,7.022913968,7.8772488,7.6220141,7.98328594,6.71747116,7.46978286,7.6406727,7.08219055,7.35001854,8.1040602
"ADAMTSL2",6.6381598,6.977981602,6.70092872,6.971111333,7.2857857,6.77525238,7.10812477,7.24815754,7.084405934,6.998670613,8.00318626,7.3862677
"ADAMTSL3",4.8840914,4.8419018,4.5427409,4.9228406,5.5639301,5.7948647,4.8364787,4.4270016,4.7805338,4.4799404,5.3989535,5.2738319
"ADAMTSL4",8.0659266,7.64849285,7.27104477,8.1132069,6.3047848,7.6188498,7.7415619,8.2424975,9.3492222,7.9909859,5.8862305,6.74636463
"ADAMTSL4-AS2",8.862114,8.8323689,8.7312746,9.2844849,9.6936274,9.9621268,8.977685,8.991107,9.4587717,9.3563566,9.5507613,9.8204394
"ADAMTSL5",12.8609656,12.7432406,12.8215626,12.6523306,12.9767826,12.7049876,12.8671616,12.8908453,13.0482273,12.8745956,13.1328211,13.0831671
"ADAP1",6.1167956,5.4999547,5.5844584,5.2940569,5.2473498,5.6062308,5.7053547,5.8670416,6.0238915,5.770083,6.26676086,6.2938304
