"","GSM2771795","GSM2771796","GSM2771797","GSM2771798","GSM2771799","GSM2771800"
"EIF4A2 /// SNORA63",6.89297171183333,6.566469376,5.91682431983333,6.93849680983333,7.5811188465,7.76058383533333
"EIF4A3",8.16843865466667,7.68863216466667,8.242446705,7.605984684,8.22713640683333,7.73891709408333
"EIF4B",8.98740720733333,8.55455659433333,8.803151032,9.14358944616667,9.58992250683333,9.30483141816667
"EIF4E",7.27983691833333,6.676078386,7.57239779766667,6.64294502416667,6.88541226733333,7.26689240883333
"EIF4E1B",3.96639022116667,3.85849881666667,3.06613227316667,4.15483233866667,5.00136012608333,4.02968118883333
"EIF4E2",7.65204928066667,7.054034073,7.57320868483333,7.44083956566667,7.77849796283333,7.6250115625
"EIF4E3",7.56455257133333,8.037833892,8.096636886,7.52755637416667,6.63669623866667,5.65894085766667
"EIF4EBP1",8.21635671316667,7.6433138235,6.19629068933333,7.56133809083333,7.64016584583333,7.59750728566667
"EIF4EBP2",7.0844221365,6.300492823,7.08777020333333,6.4694397,6.70539530783333,6.11156119733333
"EIF4ENIF1",6.20840969083333,5.9167594395,4.9589424935,6.1034047875,6.36015911283333,6.347892099
"EIF4G1",4.9222187995,5.87146081516667,4.75834556383333,6.38879904816667,6.1356173125,6.49413825183333
"EIF4G2",9.80970708683333,9.70920341216667,10.3886332966667,9.77065305283333,9.7604795675,9.8854756235
"EIF4G3",7.7582011485,8.57062276716667,6.90942224216667,9.4369585795,7.87740559466667,9.19834802683333
"EIF4H",10.3201380658333,10.8904194416667,10.1460694918333,9.99524587883333,10.2439679116667,10.2639096528333
"EIF5",8.21199115983333,8.18745806533333,9.145580266,7.57158826783333,8.25930218066667,7.86619435983333
"EIF5A",8.92050775783333,9.11400970366667,8.65498303383333,8.465670348,8.95626396716667,8.075437893
"EIF5A /// EIF5AL1",7.83490432766667,7.21013550166667,5.88785650116667,7.48555777016667,8.2130417045,8.55009621433333
"EIF5A2",3.17401624016667,3.9531043795,3.78014145416667,2.867415431,3.21417618383333,3.83778319766667
"EIF5AL1",2.28459007716667,2.12796852933333,1.8799572755,2.24063962866667,2.029483888,2.327820836
"EIF5B",9.59832207483333,9.648286228,6.3212430015,11.0713337866667,10.1313893698333,11.0929911483333
"EIF6",7.9549544915,7.50579321433333,8.00716522433333,7.60009329475,8.11080637916667,7.57471016783333
"ELAC1",3.113399522,3.34320284083333,4.32909478783333,2.92922676166667,2.8197853865,2.488473913
"ELAC2",8.93608505683333,9.5918221845,8.16843865466667,9.289025401,7.28629470583333,8.75385153266667
"ELANE",3.7881226105,4.01067534283333,3.42115373733333,4.4853110045,4.93482349116667,4.58075152783333
"ELAVL1",7.21183290683333,6.79005949983333,7.549359764,6.986672327,7.298274262,7.175260054
"ELAVL2",1.90064018383333,1.99765873766667,1.90614177666667,2.129200114,2.02531257233333,2.370305317
"ELAVL3",5.79408157683333,4.77765507,3.25896847166667,5.67769562816667,5.9877614035,5.70397262116667
"ELAVL4",3.19897711683333,2.80184039158333,2.20177201366667,4.08312641116667,3.2296910155,3.19007390183333
"ELF1",5.05864087516667,4.228782665,5.21663694016667,5.35412481816667,5.70218854233333,5.737416788
"ELF2",5.11259031733333,6.0902020395,6.825818053,4.90770852216667,4.649456537,5.55371760583333
"ELF3",4.530667299,5.04989554183333,5.8906284265,4.7724024265,4.77128709183333,3.47159986083333
"ELF4",6.07475369883333,5.85749618583333,5.63557623766667,4.14299620633333,4.66473008383333,5.00015780366667
"ELF5",2.1086329915,2.25252744083333,1.99866370333333,1.99387110466667,2.24063962866667,2.370305317
"ELFN1",5.56579885283333,6.41676933883333,4.85500683066667,5.82768392583333,6.2679357895,5.8880711035
"ELFN2",3.41328734716667,3.58562402616667,3.3825810295,3.286504773,3.25402191283333,3.2758931305
"ELK1",6.38054560866667,6.36393801533333,5.591123162,6.72224306133333,6.46295426283333,7.11011670033333
"ELK3",6.6495832025,6.65902495716667,7.33439233083333,6.9317075785,6.22967435883333,5.37416295733333
"ELK4",3.95121201166667,3.24425158616667,4.79975662833333,3.31514412883333,3.64952839666667,2.961559901
"ELL",4.69197900616667,4.61777573466667,2.9467767275,5.17613775366667,5.45305050333333,4.784805158
"ELL2",3.94367683216667,3.18233039683333,5.39062346033333,3.075370269,2.622668928,2.9317195825
"ELL3 /// SERINC4",3.64217118233333,3.929130238,3.85042353833333,3.754438508,3.76495445583333,3.92980664133333
"ELMO1",6.29420271633333,5.746946153,4.33078905616667,6.18278655766667,6.857332206,6.83267010016667
"ELMO2",5.37205272433333,5.233703513,5.965201833,4.81767598083333,4.41361958916667,4.0028577145
"ELMO3",4.309320596,4.06948027533333,4.19649914366667,4.32648099383333,3.49110737816667,3.77002943916667
"ELMOD1",3.18696304816667,3.305935361,3.61322553683333,3.58162937366667,3.15954854733333,3.80718230966667
"ELMOD2",4.765183871,6.73558118766667,7.04248746566667,6.51762012366667,5.082368278,5.7763337785
"ELMOD3",6.13725145883333,6.52308330666667,5.32736374433333,6.26770838183333,6.38016477483333,6.03248219283333
"ELN",7.6407654915,7.86971816683333,9.52517679116667,7.70602124133333,8.7918063785,8.80641781733333
"ELOF1",7.825985091,8.233358131,6.70002843416667,8.01200161633333,7.39529974816667,7.29903818533333
"ELOVL1",6.06436597233333,6.0022313575,7.43271560483333,6.23202528466667,6.33639303066667,5.86088828416667
"ELOVL2",1.9513509885,1.95692475233333,2.478545441,1.81289104666667,2.15140640766667,2.13616301716667
"ELOVL3",4.98218439083333,4.50979766433333,3.747747732,4.90929900233333,4.9588237625,5.62626877666667
"ELOVL4",2.95820321933333,3.91887917733333,4.58125286166667,3.509611547,3.20530279183333,3.62710873716667
"ELOVL5",7.2509493595,6.36569904233333,8.74903666083333,7.37352461666667,7.65803611866667,7.59903552866667
"ELOVL6",5.31408563283333,6.2258782375,5.32891930833333,6.0448542495,4.96505791433333,5.24224594383333
"ELOVL7",2.62549137233333,2.3357787915,5.35011227583333,2.64667515166667,2.72536567683333,2.87488580283333
"ELP1P",3.01646025333333,2.76109654583333,2.78009108333333,3.40156286783333,3.52065794816667,3.984436471
"ELP2",5.33519333533333,6.70040356416667,5.95502507683333,6.42767155533333,5.74248338516667,4.947913503
"ELP2P",2.43747275233333,2.01255527833333,2.13504547383333,2.22722679416667,2.46760554083333,2.24081355016667
"ELP3",5.08045237816667,5.98436082133333,8.13993620283333,6.10246771616667,7.77925726516667,7.06772834233333
"ELP4",4.90739995983333,5.57402872233333,4.96391791616667,4.8637213415,4.74091613983333,4.69961872033333
"ELSPBP1",5.8031550355,5.20476626016667,3.677419825,5.65657617616667,6.0107582715,5.76715014616667
"ELTD1",5.388039871,5.81074351883333,6.730458418,5.4614074985,5.225651662,4.7300538975
"EMB",2.44353014116667,1.81217909733333,2.62020754016667,1.79036402366667,1.75895409033333,1.80888057816667
"EMB /// EMBP1",4.2057818895,3.08510141966667,4.41654547733333,3.6914152475,4.2590734315,2.99608905616667
"EMCN",4.0529046475,4.5424874745,5.47630884166667,3.80450349266667,3.56890964116667,3.89204746733333
"EMD",6.57592820933333,6.49766485891667,6.07100996733333,6.01018971233333,6.91566116616667,6.08275503433333
"EME1",5.94479340783333,6.152058502,4.928347612,5.55438148866667,5.815984837,5.59052801333333
"EME2",4.96595090016667,5.54027970833333,3.34246195116667,6.66697159833333,5.71274026416667,5.4536014385
"EMG1",7.76424109683333,7.42829660266667,7.06229913083333,7.01832965433333,7.47872101,7.19153548816667
"EMID1",5.43659355433333,4.8240921565,4.68771659016667,5.3304625795,5.2474675935,4.803259148
"EMID2",3.8802389935,3.87000487433333,2.5604102555,4.22309008466667,4.383983669,3.788979718
"EMILIN1",6.84043528316667,8.283740871,6.30059072466667,6.89963150983333,5.71678578533333,5.56182204916667
"EMILIN2",6.2499294815,5.81993747866667,7.09588564283333,5.44517095033333,5.44222781966667,5.170870797
"EMILIN3",6.284398152,5.80601770366667,4.5055615555,6.619483603,6.31367549566667,6.42043006083333
"EML1",5.53383958283333,5.92406376483333,5.40296325833333,5.3092910865,5.8132015275,6.42512909016667
"EML2",4.80731311566667,4.591954226,3.91246571633333,4.44545586716667,5.37016775583333,5.81711510316667
"EML3",8.9213924405,8.5280177135,6.441747055,9.13604698583333,6.73274830983333,7.54526051433333
"EML4",3.402495256,4.0743805375,4.5889597165,3.418685866,3.17719369466667,2.21356667516667
"EML5",2.27675223408333,2.51406241416667,3.10733833216667,2.22722679416667,2.40830177316667,2.334418008
"EML6",2.36054266733333,2.2959834475,2.34375480366667,2.13455723916667,2.31731852233333,2.7622831265
"EMP1",6.21684647616667,5.56859741916667,8.1013210695,6.274396565,6.55342056833333,5.913783107
"EMP2",5.20331817616667,5.595874782,5.96789594566667,5.57091381866667,5.74809876983333,6.32863975583333
"EMP3",5.736441343,5.809943722,6.3614855975,5.635654529,5.691679702,4.53379984183333
"EMR1",2.2124421165,2.36327668083333,2.2399009575,2.503749385,2.472109058,2.56479045583333
"EMR2",6.164590843,5.82212053466667,4.95864461533333,6.31260343866667,6.30643536433333,6.67244981383333
"EMR3",2.6734125845,2.5471494145,2.144646927,2.44818600916667,2.96758333333333,2.52661474516667
"EMX1",3.31308050433333,3.58387807616667,3.12712649916667,4.15876472383333,3.8114854905,3.14338738416667
"EMX1 /// TARS2",5.18609202833333,5.52816821383333,5.00357810116667,5.709333043,6.2697984295,5.66687888783333
"EMX2",6.31112739366667,6.67658079916667,6.78407304016667,6.850423451,6.95681611416667,6.80865956533333
"EN1",2.06277852716667,2.003726252,1.72148103733333,2.62914414816667,3.123257599,2.40309667216667
"EN2",5.3152960045,4.57932233266667,4.23478290716667,5.53130633683333,5.632184676,5.45168735283333
"ENAH",6.31693435591667,7.377666294,7.07918558066667,6.48809071466667,6.673405847,7.44181704483333
"ENAM",2.53676955016667,2.320157546,2.409706596,2.89286755316667,3.4569352145,3.50099249216667
"ENC1",5.44625029066667,7.124192123,4.85247690466667,7.583868551,5.320211811,6.35016265333333
"ENDOD1",3.3199848825,3.08510141966667,6.64152416666667,3.3281983275,2.8907244225,3.940995018
"ENDOG",5.52366679433333,5.67449781933333,5.31569849466667,5.29742189816667,6.04589928483333,5.3882086125
"ENDOU",2.939294567,2.79646789433333,2.728356474,3.21873582833333,3.880583478,4.3024096425
"ENG",8.54927210716667,8.00209357483333,6.41612056916667,8.099199194,7.6465795,7.20680868416667
"ENGASE",5.52426478316667,5.59978914616667,4.53456938533333,5.75516988216667,5.189407519,5.5566764335
"ENHO",5.38217733216667,5.242595483,3.81473082741667,5.208534192,5.97352082875,5.43072728366667
"ENKUR",3.664805845,3.813439726,3.85977480966667,3.61322553683333,4.308263333,4.48855421233333
"ENO1",8.13729380783333,7.281345704,8.34889602383333,7.26133415883333,7.57091798566667,7.46934234716667
"ENO1 /// TMEM11",5.4718405495,5.13391472966667,5.3157877385,5.44517095033333,5.50287006933333,5.44491488866667
"ENO2",5.34866680716667,5.86105183408333,4.69702337666667,5.86805272666667,6.23159536,6.35742754275
"ENO3",4.85699076733333,5.96257827583333,3.604593868,7.137971686,4.36189153366667,5.708787303
"ENOPH1",6.87488460216667,6.78209925925,7.25411308883333,6.10079618883333,6.9660509575,7.07135726266667
"ENOSF1",5.9024497005,6.8038947365,6.54629242566667,5.1558715015,5.93587709983333,5.89163594583333
"ENOX1",2.52241470833333,2.59329503483333,3.01903435833333,2.6640144275,2.94389633583333,2.70731499733333
"ENOX2",3.9366220565,3.94824418366667,4.186187784,3.8814551455,4.678044191,4.10911784766667
"ENPEP",5.836893484,6.54533885216667,7.10046547833333,6.18626950033333,5.14903348233333,4.81511322533333
"ENPP1",4.15664153516667,3.63056772333333,4.38431595383333,4.45857710483333,3.9757056335,4.275819783
"ENPP2",6.22660573333333,7.76821857283333,7.04752278783333,7.83520354316667,6.09442661883333,5.25818672516667
"ENPP3",5.47351872283333,5.55192868283333,10.0601970976667,5.0367127915,7.39325899566667,6.4210602435
"ENPP4",2.3625890025,2.082322468,5.79311572283333,2.90330174383333,2.3496771535,2.5132078085
"ENPP5",2.07022618216667,2.02764937383333,3.76632861383333,2.026515738,3.05033372583333,2.18170799183333
"ENPP6",2.86491024066667,2.75648910616667,2.94648534633333,2.73583834516667,2.8127527575,3.7836594895
"ENPP7",4.55358427966667,4.94225040516667,3.64510607866667,4.907251403,5.5566764335,5.51424816783333
"ENSA",7.19851174583333,6.35393565733333,7.0023247175,6.30016176933333,7.21313593383333,6.82877008266667
"ENTHD1",2.1773518985,2.3508904215,2.123346577,2.32492510683333,2.4027971005,2.75073532133333
"ENTPD1",5.65302626916667,5.19819948866667,5.35329251033333,5.817009306,4.17833147366667,5.26139960033333
"ENTPD2",5.0568214865,5.940274255,4.50992064625,5.32030012258333,5.691679702,6.207725542
"ENTPD3",2.8112480015,3.1181557655,6.921255243,2.773666268,3.96538344183333,3.29193553116667
"ENTPD4",6.503760037,7.01665589033333,6.69371447083333,6.46021376483333,4.74953820483333,4.57999416133333
"ENTPD5",4.08965155316667,4.05410099316667,3.7230108395,4.24972283983333,3.61395236666667,4.02803182633333
"ENTPD6",7.6570566765,7.169300748,5.63195525983333,7.416910965,7.338268721,8.27442265983333
"ENTPD7",4.24998597033333,3.99893766733333,3.69383071216667,4.19102398533333,4.90437164466667,4.362279808
"ENTPD8",4.95822150783333,5.218604815,4.47130771866667,4.94735152183333,5.4132023545,4.9179111635
"ENY2",8.49416721433333,8.2086384425,7.82129054183333,8.18604571066667,8.32543182066667,8.55455659433333
"EOMES",6.36197159033333,5.77469736566667,5.47280770066667,5.92697116183333,5.691679702,5.839959172
"EP300",2.24665836833333,2.2620982525,4.50171086233333,2.8336987625,3.05059936083333,2.44895566083333
"EP400",5.410037048,5.885142471,3.80466090533333,7.3517406565,5.74226942133333,6.95681611416667
"EP400NL",3.55707120216667,4.36911323433333,3.34201366433333,3.02187650183333,3.26178259966667,3.76632861383333
"EPAS1",7.68819839716667,5.87264831033333,7.93347466966667,6.62369773383333,5.4861368405,6.35742754275
"EPB41",4.751791475,4.73533178466667,5.03682486416667,4.81565290516667,4.717236586,4.85831688816667
"EPB41L1",6.11466444933333,6.59438582916667,5.02028714933333,6.990811024,6.05014194183333,6.97486470533333
"EPB41L2",6.22469702283333,8.49168181133333,6.68847927466667,8.03237185766667,7.25883518266667,7.437108523
"EPB41L3",7.560084606,7.330794521,6.55666625566667,6.55592054216667,7.02569528616667,6.40203653916667
"EPB41L4A",4.3464355195,4.48357774766667,5.89081989016667,4.54873866133333,3.32367167466667,4.767219658
"EPB41L4B",5.62623501183333,5.02278619716667,6.87572280416667,4.84687352133333,4.60876217833333,5.276325867
"EPB41L5",4.1282709635,4.40977102183333,5.419046313,4.229858932,4.247880367,4.502174734
"EPB42",2.3170841055,2.229878024,2.2064622085,2.22722679416667,2.80094004833333,2.20674910733333
"EPB49",6.09394372083333,5.632184676,4.631148002,6.3419879415,6.37253818366667,6.53552777433333
"EPC1",3.67592759766667,5.17919151116667,5.833657198,4.03258453416667,3.61417537483333,5.13982736983333
"EPC2",5.62994429383333,5.84683910816667,6.74313414583333,6.43084457333333,6.3618331625,5.7505509895
"EPCAM",4.19849381908333,5.90744874566667,9.48184409366667,6.78950883033333,4.93830857366667,6.80187785866667
"EPDR1",5.29415262583333,6.32482181766667,6.246503187,6.33375708,5.94089967216667,6.3876922095
"EPGN",2.6781074325,2.73754244166667,2.224165794,3.62165574016667,3.42968608,3.65321739891667
"EPHA1",5.79785184416667,5.4161889255,4.29973334316667,5.59052801333333,6.12700902783333,6.0031285895
"EPHA10",3.87479147033333,3.355124986,3.619742041,4.3078035965,3.682218326,3.799122509
"EPHA2",4.72316291783333,4.99767253091667,4.74677800283333,5.0367127915,5.21295069383333,4.765183871
"EPHA3",4.34913549983333,4.06948027533333,3.601722717,4.4366217955,4.77337069283333,5.67769562816667
"EPHA4",3.92776651266667,4.076397278,3.41321942633333,4.73950114916667,4.22803223,4.0671288565
"EPHA5",2.16752968483333,2.825569618,2.92838483866667,2.624209193,2.16189265533333,2.079649078
"EPHA6",2.62448380783333,2.72564542683333,2.03334307533333,1.96654697833333,2.54726481516667,2.20533317666667
"EPHA7",3.33957493566667,3.22149341083333,3.34685126108333,3.60672502083333,3.98935438783333,3.44691654516667
"EPHA8",5.234523426,5.195447083,3.7886659565,5.366798765,5.11299208633333,6.29706027183333
"EPHB1",6.29706027183333,6.15638605433333,4.299180174,6.90127391183333,6.58222190566667,7.201847768
"EPHB2",6.29294113716667,5.86105183408333,4.22457492833333,6.29207116583333,6.1832072745,6.00121303966667
"EPHB3",6.10476878466667,6.10165616833333,4.68836085766667,6.498810954,5.527061694,6.35350959433333
"EPHB4",6.3944955715,6.07700612633333,4.4286401295,6.45321438466667,7.37973469933333,6.7439573985
"EPHB6",6.193034758,6.46895873033333,5.17315735133333,6.55253432866667,6.057127679,6.1990984565
"EPHX1",3.809059649,4.32866266125,5.20604271625,3.6713016905,4.2072685375,4.20214030533333
"EPHX2",4.8607230715,6.8305639225,4.897793365,6.34757617783333,4.8698995215,5.84994735433333
"EPHX3",4.09473507883333,3.32674653566667,3.14457175916667,3.842321909,4.00169396183333,3.97561728483333
"EPHX4",1.91833593033333,2.00509289466667,2.56916249733333,2.61637098033333,2.100174319,2.05602847916667
"EPM2A",3.2844964955,2.50704557766667,2.82738062216667,2.73392054116667,3.8811232645,2.45544076583333
"EPM2AIP1",8.14858253966667,9.81341321333333,7.00627301933333,9.27437403216667,6.9420945385,8.18818247983333
"EPN1",9.207185436,9.063083154,8.06420893666667,8.98375576816667,8.91598596683333,8.9643704155
"EPN2",5.165626635,5.27780958366667,4.70261779966667,6.25448578183333,6.16860344133333,6.3792418625
"EPN3",6.7294174725,5.7427104615,4.69684068933333,6.9980738515,6.91069631866667,6.847431484
"EPO",4.20976996783333,4.54049686883333,3.7158443,4.29628812366667,4.4305746265,4.74386200816667
"EPOR",3.0908127785,3.0648172005,3.2425646325,2.38540466683333,3.33288804166667,3.07942756866667
"EPPK1",3.08770361516667,3.07780850616667,3.9335164115,3.8336921665,2.72006822783333,2.95119345383333
"EPRS",6.59638521816667,7.70482776983333,6.48292757616667,7.94891897116667,7.15604398658333,7.3897602005
"EPS15",7.29317612983333,6.30583445333333,7.71103091566667,6.71915003483333,7.7920881855,7.68139108283333
"EPS15L1",5.98161834683333,5.2121922355,3.95731120533333,5.57091381866667,6.0292819685,5.9943433715
"EPS8",6.210455355,6.50581796633333,8.2951976,5.280002138,6.89550584133333,6.619483603
"EPS8L1",7.87713278883333,8.16168621983333,5.82865946016667,8.63168447166667,6.49197843166667,8.254867595
"EPS8L2",7.13399115183333,6.52374695266667,6.60443552766667,6.35524609333333,6.66870640233333,6.47151151416667
"EPS8L3",6.284398152,5.69085037933333,4.6854519845,5.6926388085,5.8669505845,6.31940654516667
"EPSTI1",5.57479106116667,3.89442424533333,5.6671396835,4.23753426166667,4.0722515815,4.2072685375
"EPT1",3.05276666433333,3.5227253125,4.783314164,2.85071519966667,2.976075798,2.98514129466667
"EPX",4.02158228916667,3.814804734,2.8583786435,3.81756989666667,4.23335852433333,4.2807379035
"EPYC",2.04811521416667,2.05832407516667,1.9014014485,1.953885844,3.20710645133333,2.1398310515
"ERAL1",4.34544673866667,5.05674895408333,4.529527787,4.36946515366667,4.09742673966667,4.33773408533333
"ERAP1",5.7932293755,6.31137091516667,5.52988745133333,5.55013126983333,5.702011422,5.92391959716667
"ERAP2",4.28520144733333,3.015946881,6.21245063766667,3.69229690333333,3.363549402,3.7839229955
"ERAS",4.37178781116667,4.375460021,3.949164051,3.95524693583333,4.252639873,4.64596856
"ERBB2",6.8814942115,6.671221883,6.75193081816667,6.5456167495,6.29230212366667,6.64529032833333
"ERBB2IP",6.68120979233333,7.26586850566667,7.54655544866667,6.9695944635,7.23132248966667,6.90961023733333
"ERBB3",5.95371651066667,6.51399003716667,7.80592572083333,5.85343298633333,4.86711482316667,4.68861617833333
"ERBB4",2.7289570735,2.72718363416667,4.67414024216667,2.33726630816667,2.41533881733333,2.8248104475
"ERC1",4.7093953485,4.4408431635,3.72147867966667,4.75113034766667,4.50944657916667,5.04306070766667
"ERC2",3.0485528645,2.63839854983333,3.12185202816667,2.69359268433333,2.86491024066667,2.60899145416667
"ERCC1",7.1709549655,6.81242057775,5.552517715,7.93548759616667,7.2963750305,7.36314715033333
"ERCC2",5.88423214533333,5.58235622983333,4.2697529515,5.8138701205,6.05548367066667,4.84390921016667
"ERCC3",5.80920839333333,5.53516932333333,4.5663326435,6.28646423333333,5.691679702,6.533129021
"ERCC4",5.091713778,4.85296877766667,4.2012247995,5.27132689766667,5.86503070783333,6.12796482383333
"ERCC5",7.45293707866667,8.63186815033333,6.30473520116667,8.73808734016667,9.3432425365,8.48786563883333
"ERCC6 /// PGBD3",4.59191039616667,4.228584624,4.41141114883333,4.952110677,4.780621292,5.03631957383333
"ERCC6L",1.75673221233333,2.5171361015,2.29149441316667,2.19114123133333,2.139042697,2.19651607333333
"ERCC8",5.922151443,5.44790974,5.0038110075,4.3013540045,5.00136012608333,5.55677483416667
"EREG",2.94966678383333,2.92150892716667,2.531469503,2.60235660416667,2.73007451483333,3.7520814685
"ERF",6.26651800216667,6.7120740355,4.99742435866667,6.2959387085,5.20308177416667,5.77418386333333
"ERG",5.02391567866667,5.24927588116667,5.03098194316667,6.3057240555,5.0788477175,5.02876434183333
"ERGIC1",5.0522841755,5.62403292083333,7.12886723783333,5.4718405495,4.67119175216667,5.65963729666667
"ERGIC2",5.79221103516667,6.31860680133333,7.22792641,6.182181021,5.53860744483333,5.91277548766667
"ERGIC3",8.29263652716667,8.22943198508333,8.42180825866667,8.60413109733333,8.88459770633333,8.62630169083333
"ERH",10.86009253,11.9088242866667,10.41469199,10.498413765,10.169239073,10.5014398466667
"ERI1",5.79271947516667,5.67171433766667,5.572658264,4.65755226233333,3.409045399,4.07705455116667
"ERI2",4.90235456183333,4.7505225775,5.4907581835,4.32648099383333,4.55612719716667,5.37644343633333
"ERI3",3.59388230433333,3.62480488383333,4.33352745433333,4.04676059866667,4.4095564475,4.45185729566667
"ERICH1",8.417100297,8.492907853,5.032071135,9.95010107133333,8.759751369,9.36409828133333
"ERICH1 /// FLJ00290",2.8654251775,3.048094387,2.86651719483333,3.41144063666667,2.571204942,2.80628865633333
"ERLEC1",5.52601259083333,5.98599692583333,7.66703273683333,5.265110464,5.09315228783333,6.37916723766667
"ERLIN1",5.42401364316667,5.81829300533333,7.59951397683333,6.52978723133333,5.48067765833333,6.070387764
"ERLIN2",4.04978618116667,5.2786424885,6.76658424883333,4.88804164166667,4.17707941883333,4.11874145883333
"ERMAP",4.08186748066667,4.10796976033333,4.20660174916667,4.1390864615,4.08074211166667,4.4724325745
"ERMN",2.51933297566667,2.546284104,2.15862037433333,2.218583214,2.54282360533333,2.370305317
"ERMP1",5.83324553216667,6.803845045,7.45851302233333,6.81339417616667,3.4348700815,3.82371551183333
"ERN1",3.14762665966667,2.58537374633333,2.59378431216667,2.80949023933333,3.523482722,2.9877357
"ERN2",6.1446338,5.184464038,4.46315959383333,5.73550887816667,6.18308885133333,6.19689079683333
"ERO1L",3.411762537,3.88350266883333,5.7796882515,3.8129989715,3.69953045666667,4.17258066883333
"ERO1LB",2.89229962416667,3.1094994765,4.539259596,3.92509572,1.86637042783333,1.88905315766667
"ERP27",5.08045237816667,4.1693665655,6.026315069,4.108689533,2.96808474233333,4.41553213216667
"ERP29",8.55801976466667,8.52424215916667,8.56710285016667,9.71907637016667,8.93506095016667,9.37562419166667
"ERP44",5.87929792366667,6.4057399165,8.3201292525,6.80865956533333,6.2585013185,6.25223298616667
"ERRFI1",6.3423782155,6.68194357016667,9.54258255416667,5.736866078,7.22792641,5.03631957383333
"ERV3 /// ZNF117",4.976628591,5.0901325065,6.60033408466667,4.78806283733333,4.84556453766667,4.89395998
"ERVFRDE1",3.19549855483333,3.37087755983333,2.86514701416667,3.30471922533333,3.59232740516667,3.67605340533333
"ERVWE1",2.68508494533333,2.650038401,1.99866370333333,2.43622432283333,3.13083279633333,2.66780849983333
"ESAM",5.64612494966667,5.35113931766667,4.71592537933333,5.629029667,6.28120441333333,6.062303732
"ESCO1",6.20235253416667,7.08272100033333,4.0247427125,8.2199092575,7.19082920616667,8.26250100683333
"ESCO2",3.12371228883333,4.318862348,3.14286631833333,3.467886554,1.9771858655,2.678162611
"ESD",8.95626396716667,8.20934337116667,8.62630169083333,8.671177139,9.5438956075,9.0994251465
"ESF1",9.23857157583333,9.26264759933333,6.28165745308333,10.84272455,10.2080622361667,10.7597628816667
"ESM1",2.7983623535,4.30145432533333,3.80961030566667,3.22528947516667,2.4999819875,3.23210153066667
"ESP33",4.80877950066667,3.97546205033333,3.63738290766667,4.72421066916667,5.04989554183333,4.71830584283333
"ESPL1",3.85224946966667,4.25868913516667,3.47088869633333,3.9795326825,3.56596396483333,3.99402149016667
"ESPN",7.04262912916667,6.45685596666667,5.051218886,6.59615335766667,6.884353875,6.880055915
"ESPNL",4.765183871,4.8179456855,3.82654436166667,4.36501561916667,4.1352364295,4.59555411933333
"ESPNP",6.07398356283333,5.7207509505,4.25789471066667,6.0954645945,6.417226471,6.1446338
"ESR1",6.0983159835,7.76398602733333,7.5417211075,8.57850491716667,7.36259587633333,8.19203367933333
"ESR2",5.34290630316667,5.32850312383333,3.96596863433333,5.61197032783333,4.89417277883333,5.64443257133333
"ESRP1",3.28158894216667,3.40568683333333,6.264966774,2.98643102316667,3.64960261216667,3.30227945683333
"ESRP2",5.931325714,5.6128942305,5.4200205615,5.33890287383333,3.62295123333333,6.02984951066667
"ESRRA",6.31076281883333,6.16826697016667,5.47206314566667,5.80304087983333,5.7791742075,4.81250314283333
"ESRRB",2.00313763466667,1.912845237,1.84598812966667,1.97118302116667,2.28429195616667,2.197349952
"ESRRG",2.95947224083333,2.743228376,1.84598812966667,3.06165974083333,2.73575147566667,3.26083504366667
"ESX1",1.920046578,1.65959359683333,1.83509559,1.73033859283333,1.79765542133333,1.67977456633333
"ESYT1",5.95371651066667,7.07051394433333,7.16211848416667,5.88497218825,2.803567964,4.037152349
"ESYT2",5.45731441066667,5.63099523166667,6.717271463,4.80398234116667,3.45395185566667,4.5397197665
"ESYT3",3.23447263933333,3.14327544316667,2.428158546,3.54664935433333,3.39636812133333,2.72726881566667
"ETAA1",3.344232545,3.94055814083333,5.143095522,2.83646312066667,3.97263834233333,2.68996956216667
"ETF1",7.091690017,5.75879811,7.71377203433333,6.51541243733333,6.926213274,6.56223076583333
"ETFA",6.84640851966667,6.19689079683333,6.8319783515,5.628605154,5.610742676,6.12638843716667
"ETFB",6.277670355,5.55972200833333,5.66977101116667,5.81443229266667,6.1502091015,6.27863092616667
"ETFDH",3.08696720516667,3.7376711955,4.93434885716667,3.897786739,2.62530441783333,3.63743617166667
"ETHE1",7.1561730965,5.68186945633333,7.18171485066667,5.95695871433333,6.80612495083333,6.46997121033333
"ETNK1",3.84301317483333,3.06199798883333,6.80625988583333,3.29058259866667,2.1181209215,3.3204115525
"ETNK2",4.37766207216667,4.43848234416667,3.11844477116667,4.38448916083333,4.4830597455,5.11317531633333
"ETS1",7.5751862185,8.4922269535,7.51275123916667,7.78995603916667,6.7088211785,7.23719120658333
"ETS2",5.921195048,5.95659481366667,7.26000378016667,5.7251028625,6.25683410216667,6.09823933983333
"ETV1",4.54190899483333,5.23177249266667,4.41454547733333,6.36447110616667,4.7300538975,4.47981288416667
"ETV2",3.66534245116667,3.9427860145,3.04867258433333,3.45483526766667,3.87479147033333,4.05205117516667
"ETV3",7.05498419366667,6.18512024816667,4.13826983216667,6.55360295016667,6.149291099,7.04492117016667
"ETV3L",5.4594824815,5.16828044816667,4.54808209525,5.50826697383333,5.56023526466667,5.96515949908333
