"","GSM3045867","GSM3045868","GSM3045869","GSM3045870","GSM3045871","GSM3045872","GSM3045873","GSM3045874","GSM3045875","GSM3045876","GSM3045877","GSM3045878","GSM3045879","GSM3045880","GSM3045881","GSM3045882","GSM3045883","GSM3045884","GSM3045885","GSM3045886","GSM3045887","GSM3045888","GSM3045889","GSM3045890","GSM3045891","GSM3045892","GSM3045893","GSM3045894","GSM3045895","GSM3045896","GSM3045897","GSM3045898","GSM3045899","GSM3045900","GSM3045901","GSM3045902","GSM3045903","GSM3045904","GSM3045905","GSM3045906","GSM3045907","GSM3045908","GSM3045909","GSM3045910","GSM3045911","GSM3045912","GSM3045913","GSM3045914"
"A1BG",8.38195,8.21615,8.5276,7.86665,7.7383,8.39335,8.69535,8.61825,8.37045,8.6215,8.56785,8.49005,8.29665,8.52045,8.5252,8.26455,8.17225,8.3349,7.99785,8.9399,8.52605,8.214,8.5332,8.6939,7.82235,7.9825,7.58785,8.40885,7.94055,7.76345,7.81755,8.32135,7.94555,8.4586,7.80125,8.058,8.27075,8.2705,8.1246,8.3506,7.9772,8.85655,7.468,8.30175,8.2237,7.7489,8.60215,8.24265
"A1BG-AS1",7.8173,8.5262,8.9381,8.0313,8.2635,8.5067,8.769,8.8667,8.7902,8.5431,7.5826,8.8169,8.5468,8.64,8.933,8.5399,8.202,8.9748,7.2231,8.5939,8.3184,8.3133,8.6509,9.2303,8.3475,8.6706,8.2805,8.8485,8.384,8.1197,8.5591,8.529,8.7494,8.9695,8.5933,8.6581,8.6128,8.4269,8.7988,8.7756,8.3554,8.9488,8.2279,8.677,8.7294,8.4957,8.8955,7.7695
"A1CF",4.635187222,4.849494396,4.951977003,5.017830338,4.879854578,5.058880228,4.677304994,4.813066012,4.839587996,4.788596962,4.688225788,4.695551892,4.735052767,4.762807839,4.59734758,4.697173757,5.039820576,4.690792801,4.909089665,5.00355823,4.818078136,4.963440726,4.647476536,4.932934722,4.627476571,4.559625318,4.684660975,4.550462941,4.699580961,4.748157887,4.700031864,4.97022189,4.863757516,4.756112533,4.535023986,4.705021311,4.641884779,4.947895853,4.724018372,4.766712106,4.614037093,5.208108783,5.392078054,4.758453831,5.377297069,4.723550193,4.435886377,5.19073998
"A2LD1",7.8689,8.89315,8.7512,9.01315,8.7099,7.75525,9.0071,7.83645,8.2472,8.05105,8.2517,8.57675,8.0494,8.4203,9.557,9.2513,8.16695,8.3708,9.14815,8.7723,8.2747,9.2792,8.78985,8.61825,9.2235,8.876,8.3167,8.88595,8.906,9.0189,8.0462,8.0863,8.5404,8.2888,7.6725,8.7014,8.54985,8.8787,8.8234,8.78395,8.5589,7.4423,8.8121,7.98805,8.2671,8.88065,8.96,8.61165
"A2M",15.187,15.677,16.327,15.036,15.054,14.964,16.128,15.594,15.051,14.999,14.918,15.83,15.108,15.994,16.161,15.137,15.34,15.518,14.327,15.524,15.078,15.542,15.719,15.727,15.855,16.147,14.994,15.756,15.184,15.083,14.863,15.838,15.943,16.101,15.164,15.182,14.96,14.539,15.887,14.886,14.777,15.349,14.912,15.4,15.304,15.236,15.67,14.399
"A2ML1",5.1396,4.7212,5.2958,8.5501,7.7511,4.7109,6.4284,4.3642,4.824,4.875,7.2666,4.4758,4.7057,5.5812,4.59,7.9904,4.9347,4.2385,6.2967,4.6403,4.1362,6.2672,5.5708,4.3995,6.1987,7.416,5.9904,7.1862,8.6095,8.0879,4.4622,6.1436,5.6775,4.5164,4.7555,6.7867,6.6147,6.8657,8.353,6.2556,7.4624,4.9586,8.193,5.4172,6.0952,8.4384,5.7272,5.9574
"A2MP1",4.5517,4.4773,4.88945,5.1229,5.1085,5.09845,5.132,5.2942,5.2183,5.12745,4.71065,4.7884,5.1354,5.33705,5.2991,4.91125,4.50945,4.885,5.129,4.6342,5.04495,5.1111,5.00155,4.71445,4.64845,4.9137,4.35205,4.895,5.14115,5.21915,4.889,5.5121,5.08245,5.02865,4.64745,5.03185,5.0712,5.15035,5.5625,5.54845,4.84595,5.42715,5.53505,5.04405,5.1926,5.2231,4.80415,5.25415
"A4GALT",11.998,11.581,12.484,12.525,12.86,12.383,13.233,12.834,12.773,12.763,12.475,12.795,12.757,12.862,11.863,12.693,11.919,12.464,11.721,11.795,12.356,12.844,11.986,11.769,12.969,12.425,11.951,12.783,12.596,12.101,12.788,12.252,12.781,12.415,13.629,12.234,12.312,12.576,12.47,12.782,13.051,13.601,13.416,13.931,13.874,12.525,13.059,12.355
"A4GNT",3.6331,4.1473,3.9721,4.4081,4.6319,4.5932,4.7588,4.0977,4.9337,3.8929,4.3547,4.8319,4.1625,4.049,3.9514,4.0262,4.434,3.3385,4.1679,4.6403,4.4513,4.7677,4.2504,4.8372,5.2835,4.3422,5.2381,4.2417,4.6607,3.913,4.6105,4.6445,3.5458,4.0151,4.8245,3.704,4.4785,4.9288,4.4906,4.2863,3.4403,4.7874,4.4123,5.561,4.4906,4.2684,3.8664,5.001
"AA06",5.102,5.1212,4.4622,4.9523,4.2441,4.4221,4.7588,3.8192,4.8786,5.2353,5.088,4.547,4.523,4.4534,3.8498,5.1068,5.6027,4.5981,4.9435,4.6403,4.5579,4.009,4.864,3.7694,5.3837,5.2293,5.1366,4.979,4.3606,3.8736,4.2962,4.5534,5.2404,5.0485,5.0531,5.1055,5.3881,4.6778,4.4277,4.3693,5.4471,4.9268,5.7912,5.0024,4.7109,4.7765,4.5046,4.5308
"AAA1",4.2746,4.1943,4.8607,3.74985,4.53275,4.3283,4.2636,4.61175,4.9262,4.58725,4.1838,4.00775,4.48005,4.88145,4.286,3.812,4.22475,4.7668,5.02495,4.4362,4.0775,3.8019,3.19835,4.0507,4.3891,3.81025,4.0038,4.74975,4.35485,4.6497,4.4299,5.10765,3.7048,5.0241,3.8874,4.0093,4.29865,3.94965,4.5129,4.72565,4.6243,4.5536,4.5867,5.25025,3.09775,4.30245,4.175,4.20485
"AAAS",10.406,10.324,10.372,10.458,10.551,10.399,10.31,10.647,9.841,10.295,10.185,10.31,10.063,9.7428,9.9769,9.8608,10.207,9.9698,10.129,9.9718,10.144,9.656,9.8797,9.8355,10.154,10.166,10.646,10.279,10.688,10.535,10.767,9.9682,10.492,10.34,10.319,10.343,10.195,10.913,10.376,10.472,10.358,10.182,10.376,10.13,10.073,10.332,10.097,10.49
"AACS",8.84385,9.4343,9.32185,8.90125,9.0066,8.9785,8.94955,9.6033,8.26455,8.8167,8.9853,9.13305,9.5798,8.9991,9.57255,8.76275,8.9817,9.4798,8.6967,9.28185,9.1414,9.2991,9.5909,9.7235,8.93545,8.678,9.2222,9.0762,9.16855,9.1674,8.98985,8.486,9.25425,9.50775,9.0804,8.8208,8.4225,8.86095,8.6661,7.92265,8.36165,8.57155,8.6172,8.3449,8.4728,9.16685,9.25745,8.92705
"AACSP1",4.3206498565,5.08129862,4.828467205,4.6841056835,4.4050383595,7.758570116,4.674472695,5.476228579,4.4927711235,4.995070285,4.1704107525,4.98709968,5.4046572615,4.9421432675,5.0147424155,4.9966637155,4.938981382,4.9858664455,4.105303114,4.932920883,4.959176581,4.1989226325,4.775365845,5.0267865115,5.157083077,5.0370643085,4.4847761735,4.92278269,5.0841881705,4.8019848095,5.1663383765,5.083690644,4.6359193,5.062480284,4.7913670055,4.9594764835,4.688650596,4.7924312605,4.4792642505,5.184403858,4.550261465,5.589152308,5.162597184,4.821762134,4.2576375115,4.390770648,4.740335157,5.1306125195
"AADAC",4.9069,5.4775,3.4575,4.1541,5.717,4.6535,5.3343,5.4301,4.1667,4.9019,3.8622,4.2504,2.8942,4.1767,4.7743,5.9844,3.9318,5.4253,4.9435,4.7387,4.6877,4.8277,4.2962,6.2186,5.106,4.8929,5.2958,5.6448,8.3663,7.7275,3.6948,5.0029,5.3268,4.1473,4.1583,5.3141,4.8658,4.0876,8.2148,4.5572,4.0399,3.2856,6.4644,4.6264,4.4906,5.5731,6.1044,4.3867
"AADACL2",3.397488838,4.290876607,3.522408772,3.401049702,4.316746819,5.115527895,5.118126475,2.666327543,3.451374086,3.708643745,4.192388913,3.432706997,3.70057507,1.530626206,4.716028837,3.351854438,2.876930835,3.665474604,3.8999781,2.870783461,3.666658483,3.903999225,4.010404003,4.4354042,4.315992515,4.34216129,4.113843642,3.780394273,4.393116484,4.351761486,4.462241115,1.980870085,4.475812388,3.532833682,3.725783288,3.413796692,3.455489728,3.171811624,6.059821428,3.482631293,4.039939766,3.941651086,4.217648295,3.449999591,4.328014311,3.115707326,8.378887136,3.540603228
"AADACL3",5.98365,5.91795,6.13765,6.00775,5.9844,5.9654,5.64435,5.6243,5.8104,5.4549,5.7681,5.96615,5.62045,5.94375,5.80405,5.98645,6.0139,6.0967,6.1376,5.76435,5.7548,5.6836,5.7899,6.05375,6.59515,6.30895,6.05055,6.1504,5.8731,5.80465,5.7521,5.78045,5.73275,6.23965,6.20315,6.0725,5.8843,5.6117,5.6815,5.6681,5.96335,6.49835,5.39195,6.4396,5.623,5.39595,5.89155,5.8592
"AADACL4",5.787934357,6.283110913,6.616413589,5.602735018,5.414726421,6.352800615,5.913417256,5.249554731,4.987793095,5.757144651,5.525558949,6.210492143,5.602735018,7.633685256,6.742887199,5.532231524,5.618115325,6.359862443,6.629677928,6.411001913,5.35722828,5.756588819,6.730911186,7.530171958,5.777561333,5.001463041,6.712113808,6.311959597,6.301708983,5.579824062,5.521638684,5.614592346,5.602735018,5.083087865,4.866823979,6.413295934,5.57194755,6.050555411,5.832129685,6.527088733,5.73417808,6.332617856,4.987793095,6.044420738,5.622087491,6.088372395,5.865505665,7.032862713
"AADAT",9.821003557,8.74539831,9.085475693,10.51346152,10.25307331,9.676400034,8.621388635,9.601995455,9.575462763,9.69430559,9.503103483,8.736159379,8.995711715,8.287693956,8.111902735,10.33368667,9.502316281,8.340458275,10.7098926,9.126788265,9.163416883,8.313290116,7.654943039,7.974660569,7.529399392,8.609144753,9.186633148,8.364596,9.064409243,10.15421313,9.292851638,8.793370187,7.853869427,8.076822104,9.51175506,10.97532642,9.816427326,10.5158858,9.333134775,10.51966816,9.729560858,9.441260859,9.919423839,7.417247478,8.267280085,9.518635063,8.082488209,10.25021349
"AAGAB",12.63248199,12.76657014,12.81496024,11.44731529,12.65258386,12.32211041,12.36895575,12.40521105,12.68154525,12.6799316,12.90200823,12.5669908,11.63577062,12.58450287,12.45522183,12.05318743,12.62051844,12.35193596,12.5781641,12.38682272,12.56171833,12.40152848,12.42629374,12.31163337,11.40738184,11.4753488,11.1035106,11.92481875,11.39318439,12.20166167,11.76250366,10.85785238,12.09225514,11.28639903,12.46297646,12.6725925,12.3131491,11.56824125,10.71282804,11.08988572,11.94240995,12.15828791,11.21885404,10.87422988,11.68915907,11.58163761,11.51978528,11.27787833
"AAK1",7.33178333333333,7.58141666666667,7.83311666666667,7.85715,7.64573333333333,7.57005,7.71691666666667,7.49675,7.8972,7.35405,7.59123333333333,7.60798333333333,7.27393333333333,7.89741666666667,7.74823333333333,7.42066666666667,7.5318,7.60133333333333,7.15496666666667,7.7164,7.34998333333333,7.77028333333333,7.62801666666667,7.75875,8.22281666666667,8.11038333333333,7.62931666666667,7.87616666666667,7.80566666666667,7.76393333333333,7.52826666666667,7.95853333333333,7.86808333333333,7.94931666666667,7.903,7.66805,8.30503333333333,7.405,7.42863333333333,7.56438333333333,8.11746666666667,7.81461666666667,7.97133333333333,7.97671666666667,8.15365,7.97263333333333,7.82501666666667,7.54536666666667
"AAMP",11.63275914,11.80201401,11.66262256,11.90848104,11.947274,11.19389182,11.71516264,11.59959868,11.22778587,11.42590494,11.49141532,12.02261025,11.96313547,11.63256036,11.96979165,11.76203643,11.52160104,11.95861735,11.88178758,11.72348816,11.76399951,11.75283193,11.58811493,12.10249389,11.93640835,11.82442892,12.17333268,12.20181958,12.0241914,11.97741826,12.00853665,11.70412482,12.08967156,12.14826179,11.74227266,12.13676293,10.94870271,11.56587369,11.93530173,11.02959722,11.77892891,11.31283934,11.47207794,10.84605853,11.04805482,11.74906245,11.92956517,11.83076325
"AANAT",5.742903602,5.698449121,5.238053141,5.405537513,4.68247785,5.451938083,4.876576753,5.821273576,5.633182004,6.10440588,6.14308914,5.503036247,6.108767696,5.550463638,5.609522562,6.143726925,6.10440588,4.948424133,5.306106096,5.529143192,6.260354437,5.095008781,5.503201927,4.568663567,5.73417808,5.121152247,5.485029906,5.369458088,5.051715089,4.779236135,5.846173837,5.484862126,5.326847742,5.566091122,5.417190391,5.326473271,4.840314731,5.661961215,4.75773274,5.669510166,5.267612616,6.663797778,4.503903173,5.456052121,5.95301222,5.243617082,4.876576753,5.338779794
"AARS",10.13145665,9.983604026,9.782914911,10.46584926,10.21636843,10.40079181,9.992895816,10.77317027,10.45638775,10.26834848,10.38259157,9.870326457,10.99361007,10.17040912,10.4887253,10.53525631,10.1534876,10.27832987,9.735840109,10.26396134,10.10259248,10.17655129,10.26601928,10.66244694,10.87304446,10.17477119,10.86363875,10.43527,10.97758639,10.87478622,10.55386041,10.3018786,10.2610067,10.64201517,10.25216174,10.30884995,9.977311484,10.36623246,10.31258894,9.953879912,10.09583814,10.55302041,10.48332368,10.32899178,10.14182265,10.56256161,10.46541353,10.11051888
"AARS2",11.81205242,11.45420351,11.34169322,13.02263352,12.36024731,11.1746014,11.11627029,11.48465046,11.29444795,11.75897623,11.16083074,10.64392303,11.57414812,10.84575234,11.58267917,12.86278387,11.21286439,11.0596199,13.15062346,11.31407642,11.219081,11.021805,11.19575101,11.32079536,10.33525213,11.77149857,11.53725944,10.74073486,12.28967106,12.77775641,11.13998506,10.7783648,10.87718919,11.14952298,11.38398614,12.67405227,12.02949975,13.11922673,12.01389553,13.37135001,12.56436566,11.53239711,12.7852441,11.0219098,11.8415894,12.14657901,11.07167965,13.56511834
"AARSD1",10.20100943,10.36616043,10.18267843,10.53025806,10.12334957,10.05987575,9.90795215,10.21322282,9.639223156,10.17960602,10.35391746,9.810837572,10.74234257,10.07176046,10.44190322,10.49370286,10.53784772,10.26853815,10.40958393,10.3123396,10.40954538,10.11474838,10.33387179,10.72868807,9.975499499,9.761093026,10.20663541,9.918619367,10.02280773,10.03681508,10.09193115,9.651999843,9.899152983,9.815411097,9.791876403,9.820784519,9.277368389,9.687068137,9.423984372,9.352121242,9.750046658,9.581127001,10.03672372,9.239648112,9.26315177,9.696964343,9.699282882,10.23206139
"AASDH",7.7355,7.8429,8.0241,8.0718,8.0346,7.7689,8.0885,7.9599,7.9432,7.7954,7.5793,8.0475,7.3483,7.5795,7.3239,7.9096,8.3364,8.1626,8.4305,7.6949,8.0152,8.0015,7.5041,7.2778,8.4426,7.4999,7.8838,7.8308,7.9,7.8024,7.6619,7.1535,7.5667,7.5893,7.8071,8.121,7.7546,7.499,7.6999,6.5595,8.1071,7.4422,8.0512,7.5693,7.6251,7.7649,7.5767,7.9779
"AASDHPPT",12.064,12.354,12.194,11.981,12.869,12.02,12.579,11.768,11.855,11.895,12.051,12.481,11.669,12.261,11.953,12.924,12.133,12.373,12.06,12.351,12.279,13.279,12.055,12.188,12.022,12.593,12.187,12.627,13.192,13.109,12.242,12.221,12.669,12.552,11.83,12.878,12.874,12.51,13.165,12.969,13.503,12.05,13.195,11.618,12.122,12.762,12.18,11.56
"AASS",8.9335,9.936,10.276,9.8305,9.8773,8.9907,9.4674,8.1633,9.0311,8.6293,8.4943,9.4156,8.9872,9.7826,9.6979,9.8178,8.1846,9.6917,9.624,9.5267,8.1536,9.5771,9.7235,10.821,9.7056,9.8726,8.7875,10.273,10.026,9.7005,8.1736,8.6606,9.7316,10.391,8.2031,9.3451,10.455,9.3835,9.8479,9.5616,10.023,8.375,9.6784,8.6708,9.6855,9.8503,9.5704,9.4897
"AATF",11.714,11.638,11.855,11.875,11.643,11.574,12.108,12.05,11.737,11.682,11.565,11.815,11.753,11.733,11.72,11.526,11.3,11.661,11.226,11.391,11.293,11.254,11.367,11.736,11.93,11.809,11.95,11.871,11.837,11.73,11.944,11.587,12.018,11.684,11.534,11.679,11.462,11.777,11.701,11.565,11.721,11.48,11.752,11.81,11.369,11.702,12.061,11.681
"AATK",5.8846509225,5.834440003,5.447181238,5.676275462,5.2482998475,5.983254797,5.6896577945,5.5271868485,5.0684088015,5.3561364945,5.6839496955,6.2422655205,5.437206163,5.359635405,5.791157565,5.581419297,5.577612553,5.4128886125,5.495036117,5.57487211,5.6988005485,5.8489104565,5.476736367,5.899709204,5.63515335,5.209559853,5.062765851,5.585864491,4.9849485235,5.2364145285,5.098050466,5.3161196785,5.043606465,5.0809017335,5.2694195025,5.191434176,5.19773377,4.9936954015,5.392863995,5.2144922275,4.8120672205,5.588270457,4.610915206,4.809502781,4.9668376055,4.8527775765,5.3541823315,5.237308408
"AATK-AS1",4.9308,4.8277,4.7727,5.5715,4.7522,5.2005,5.6273,5.5812,4.9601,5.0196,4.9059,5.2476,4.3175,5.1332,5.358,5.1068,5.2835,4.5321,4.5499,4.3122,5.1523,5.1878,4.9347,4.5366,5.6335,4.6457,4.4375,4.9396,5.2009,4.9273,5.0553,5.0594,4.8668,5.4574,4.8668,4.5052,5.2808,5.469,5.1181,5.3963,5.6314,5.2637,6.6,5.2005,5.8438,5.467,4.8766,5.9904
"ABAT",7.8184,9.22865,8.8653,8.5739,8.1623,7.3683,9.11225,7.93875,7.59175,7.8648,7.52665,9.1458,8.09485,8.6072,8.7567,8.6384,7.7462,9.03905,8.0325,8.27505,7.4491,9.1574,8.13365,8.63705,8.52075,8.63915,7.9923,8.6421,8.5438,8.81875,8.28335,7.9611,9.02215,8.70525,7.52615,8.3937,7.67955,7.54275,8.73255,8.51495,8.30825,7.6132,8.6228,8.06505,7.7441,8.5709,8.44235,8.4486
"ABCA1",8.42305,8.51905,8.9452,9.1052,9.1067,7.76755,9.33765,7.6527,8.45485,7.65775,7.44695,9.48915,8.2685,9.48675,8.5821,8.77545,8.09775,8.5824,8.7644,8.7519,7.74365,9.24735,8.57345,9.46145,9.0129,9.1433,8.3738,9.5402,8.9848,8.7891,7.6571,8.84975,8.97725,9.6686,8.03035,9.2338,9.1478,8.62,9.0783,9.20695,8.97625,7.4395,7.77745,9.21695,9.4569,9.2896,10.06865,8.9759
"ABCA10",5.8382,6.2258,5.5737,5.8421,5.9347,5.8969,6.1966,6.0444,5.9993,5.7106,5.8298,5.8186,5.94,5.4994,5.4328,5.6629,6.0007,5.5082,4.8868,5.7039,6.1639,6.1977,5.1708,6.1741,5.2054,5.6309,5.5762,6.1175,5.2758,5.5928,5.8796,5.8559,5.6027,5.931,5.9159,5.7612,5.8054,5.4105,5.6783,5.4509,4.9601,6.1371,6.3218,5.1368,6.0952,6.2896,4.8766,6.197
"ABCA11P",8.5413,7.835,8.0086,7.4747,7.6817,7.8212,6.5989,7.4201,8.6919,8.4005,8.5755,7.4053,7.8062,7.7683,7.362,7.3406,8.5067,7.3911,7.6785,7.9047,8.4051,7.3647,7.2953,8.3386,9.6585,7.6491,7.8906,7.9244,7.085,7.295,8.1973,7.7851,7.6239,7.4986,8.1498,7.8133,7.2236,7.0678,7.4563,7.207,7.6953,9.4719,8.3929,8.2669,7.0889,7.3651,6.7129,6.9558
"ABCA12",8.6626,6.7087,6.4734,10.771,11.235,5.5304,9.4511,5.6046,6.049,7.2685,7.3596,6.3464,7.2169,7.1978,7.7058,12.743,6.143,7.07,10.468,8.3325,6.5721,11.83,6.6829,8.5915,9.1977,10.486,7.2701,6.4552,11.392,11.788,5.4242,7.3951,9.2575,6.7394,5.7558,9.9157,8.322,11.052,10.419,11.869,10.924,5.962,11.486,7.7606,10.929,10.817,9.3713,10.785
"ABCA13",6.1609,6.5157,7.2591,5.9154,5.8526,6.3152,7.2228,5.7237,6.2916,5.4168,5.9622,6.7187,6.1366,6.2133,6.3388,6.1082,5.8788,7.0659,5.9154,8.2514,6.1521,5.9135,7.1972,6.7649,6.783,5.3999,5.4277,6.2599,6.005,4.9605,6.4551,6.534,6.9704,6.4449,6.3767,5.261,6.3044,6.4843,6.2359,5.9269,5.3103,6.4613,4.4123,7.096,5.8082,5.7787,5.6615,5.6071
"ABCA17P",4.09955,4.57505,4.7013,3.9309,4.965,3.53945,4.4717,4.44875,4.31135,3.9795,4.49925,4.4798,4.19035,3.91095,4.63825,5.8286,4.48325,4.5511,4.41985,4.26575,4.61715,4.44335,4.64765,4.43495,4.2315,4.30455,4.0586,4.07135,4.0931,4.429,3.8181,4.49875,4.2496,3.87055,4.33575,4.322,4.1845,4.048,3.98105,4.32405,4.39875,4.2522,4.3653,4.6758,4.5674,4.1267,3.6188,4.03415
"ABCA2",5.71295,5.6989,5.9189,7.17765,6.52105,6.06885,6.15595,6.2831,5.4583,5.58795,5.386,5.7017,5.8727,5.49145,5.7792,6.28895,5.63265,5.75895,5.98425,5.7933,5.76485,5.687,5.44095,5.4532,6.31975,6.7338,6.6998,6.02865,7.0122,6.66295,6.08935,6.0946,6.22285,6.2818,5.7376,6.77485,6.716,6.93795,6.7523,6.83465,7.06025,6.11235,6.7336,6.4594,6.41025,6.9146,6.69865,7.2868
"ABCA3",7.4896,10.271,9.7481,9.4672,9.7276,8.3577,10.152,9.8309,8.2553,9.6001,8.5545,9.9761,9.6349,9.7679,10.328,9.502,8.7884,9.4355,8.694,9.4288,8.2933,9.9587,10.164,10.134,10.216,10.04,9.5228,9.8878,10.045,10.261,9.3798,7.6315,10.485,10.385,9.8958,8.769,9.2932,9.5191,9.2166,9.2611,10.098,9.1472,10.185,8.0619,9.379,9.5247,10.024,9.217
"ABCA4",5.7199925,5.346926207,5.656906547,5.334316832,5.325724036,5.707967865,5.913417256,5.515081142,5.791194615,5.611368182,5.689158456,6.490034707,5.710266012,5.736716737,7.523285618,5.253696593,5.042168661,5.743464731,5.60921473,5.950219765,5.238053141,5.044902664,5.780845089,5.147678496,5.751297704,5.851258927,5.576206207,5.311792547,5.387700326,5.858011285,5.729937033,6.014396421,5.554945934,5.820210057,5.811138347,6.101563611,5.089943391,5.776465084,5.626961345,4.75773274,5.959788724,5.798503367,7.348277878,5.698449121,6.877171243,5.508163492,5.97945304,5.813411628
"ABCA5",9.63838155,10.12563029,10.04307168,11.93131701,11.67811693,9.556747859,10.02119857,9.300188491,9.229535274,9.434619908,8.725831916,10.14695466,9.797815461,9.507435757,9.553071596,11.55456945,9.267179679,9.401704342,11.07777622,9.827377721,9.121455728,11.43101391,9.769684919,8.854060501,9.467459441,11.22520817,9.114070818,9.508952594,11.60000055,11.58681105,8.995888339,9.91172929,9.55890131,9.636286957,9.921354641,10.63545472,11.22084507,10.53446619,11.61972859,11.55863554,11.47338928,9.9420886,12.06440286,10.33164146,11.51143928,11.72216766,10.30289017,10.69961869
"ABCA6",8.0267,10.164,8.3152,6.7732,7.222,6.5488,7.9937,5.6686,8.3231,6.498,6.5811,8.742,5.9209,9.5376,9.552,7.0118,5.6645,8.2304,8.1647,8.3679,5.9594,7.4559,9.3984,8.0798,8.3648,6.5632,6.3745,8.8495,6.3784,6.4543,5.295,7.0442,7.8964,8.9273,6.2615,8.0755,6.2266,7.4442,7.5263,8.3278,7.174,6.3326,6.0175,8.4713,8.0116,6.7686,7.1669,8.0853
"ABCA7",7.9607,8.7344,8.1566,8.3232,8.8005,8.4349,9.5864,7.7858,7.7766,8.5646,7.8823,8.4057,8.5543,8.5484,8.8848,9.0804,8.0771,8.4324,8.6245,8.0285,8.0892,9.315,9.0485,8.7075,9.059,9.5358,8.1229,8.8451,9.5919,9.2161,8.6407,8.0825,9.0591,8.8635,9.1657,7.9173,10.022,8.9734,9.2058,8.7878,9.8824,8.618,9.3214,8.8959,10.076,9.0299,9.8689,9.1825
"ABCA8",5.502265593,6.3663739435,6.926741113,6.007438391,6.388666748,6.05837897,7.446181011,4.98010797,6.7114508735,6.334275849,5.089288162,7.857246687,5.1475313355,9.2663803445,5.952402357,6.2972757695,5.224187733,8.2060756425,6.4246700985,6.001662491,6.40907731,7.058805409,6.209974182,6.2566873095,8.121511121,6.8651167,6.8730214225,7.471868732,5.906922117,6.917775617,5.9874249165,6.6138957715,7.0791267645,7.8292296665,5.6441662205,6.5001995055,6.325922662,5.7246313715,6.703632745,6.774327907,6.3276696815,5.304341036,6.246762718,6.402451314,6.6190092815,5.545169645,7.118857043,6.6047578285
"ABCA9",13.87726228,13.7379142,13.48521102,13.33544141,13.77719282,13.78674409,12.77471654,12.96974272,14.55073559,13.98880035,13.53505145,13.7452094,13.17808468,14.20345245,13.48608292,13.75508547,13.54041202,13.2561336,14.11578717,13.45980929,13.30275362,13.75845109,13.51984625,13.23194477,14.93564712,13.95265132,13.45195309,13.72100917,13.30059256,13.49646387,13.76017862,13.51202555,13.41307297,13.5272175,15.09733095,14.23414469,14.52989446,13.29837306,13.13232587,13.12196028,14.25433904,13.51140923,13.03246571,14.59804288,13.86219653,13.89087987,13.34621233,13.07270768
"ABCB1",7.334105736,7.6435274955,7.9485851695,6.75160275,6.888721889,7.111843868,7.777615944,6.8525477705,7.1961398805,7.1610370765,6.924109153,7.7973850955,6.7492662365,7.8480404125,7.806924536,7.329364035,7.17648231,7.9559137995,6.981472506,7.806739004,7.268585798,7.305514007,8.005232651,7.790952876,7.8053877545,7.184483578,6.7719328195,7.374860739,7.672437334,7.364758445,6.9915292395,7.30270079,7.643245194,7.748427321,7.073142498,6.9671666555,7.0470953785,7.05571654,8.103911183,6.9533756665,7.165998239,7.569852934,7.5109844335,7.8432142925,7.327688596,7.0006269975,7.7218157835,6.524470665
"ABCB10",9.08291617,9.027011945,9.07436543,7.8658738825,8.7598331635,8.5334226,8.80636706,8.704785705,8.689475595,8.716036475,8.90708752,9.455188955,8.38864464,8.998945785,8.483595533,8.314940614,8.88600377,9.440519345,8.552949271,8.601654,8.78198103,8.90478078,8.813588055,8.893355805,8.638086049,9.279737555,8.909840535,9.46063489,8.4557257595,8.62497645,8.37108236,8.77064122,9.212393945,9.95837766,8.8192038,8.551483465,8.519941851,8.2585920175,9.00304046,8.606035035,8.618598798,9.009491735,8.051923275,9.7923027705,8.345032175,8.559163646,8.47766672,8.405924686
"ABCB11",4.374399713,4.553384123,3.776012897,3.469124313,4.345861237,4.060801208,4.484565747,4.013198811,4.600604838,3.370863838,2.180924424,3.785852347,4.162489439,4.521676926,3.733712494,4.841625621,4.226506045,4.317500729,3.85706548,4.177516632,3.781487541,3.903999225,2.685116223,4.360566859,4.517746084,4.200994132,4.113843642,3.726918716,4.360566859,4.290876607,4.586912893,4.477162521,4.475812388,4.371498535,4.421445568,4.505227283,4.594397331,3.918979404,3.18178271,3.550897448,4.039939766,4.233713061,4.217648295,4.200585521,4.001986947,3.729186804,4.678962105,3.995406228
"ABCB4",7.0451,7.2249,7.3852,6.8215,6.6086,6.5694,6.8663,6.7642,8.1768,6.8383,7.3557,8.5713,7.0669,7.8218,8.0202,6.7245,6.9219,6.5801,6.6049,7.7332,7.4815,6.4972,7.7124,6.6272,6.6859,6.7409,6.325,6.577,5.9077,5.8661,7.1555,6.7745,7.1818,6.8272,6.0314,6.5242,6.0021,6.1155,6.2554,5.9057,6.6907,7.5968,5.4509,7.4172,6.1308,5.8942,6.1244,6.4971
