"","GSM3045867","GSM3045868","GSM3045869","GSM3045870","GSM3045871","GSM3045872","GSM3045873","GSM3045874","GSM3045875","GSM3045876","GSM3045877","GSM3045878","GSM3045879","GSM3045880","GSM3045881","GSM3045882","GSM3045883","GSM3045884","GSM3045885","GSM3045886","GSM3045887","GSM3045888","GSM3045889","GSM3045890","GSM3045891","GSM3045892","GSM3045893","GSM3045894","GSM3045895","GSM3045896","GSM3045897","GSM3045898","GSM3045899","GSM3045900","GSM3045901","GSM3045902","GSM3045903","GSM3045904","GSM3045905","GSM3045906","GSM3045907","GSM3045908","GSM3045909","GSM3045910","GSM3045911","GSM3045912","GSM3045913","GSM3045914"
"MYF5",3.58636129,4.458828255,4.197312464,3.89291405,3.732582402,4.39240108,3.670204301,4.462241115,3.821366847,3.708643745,4.106882985,4.171274313,3.459593665,3.959148915,4.590036129,4.88727998,3.701730504,3.412385909,4.331750671,3.06276159,3.89291405,3.408145265,4.617845097,2.64017833,3.323612828,3.291741256,3.918979404,4.592529858,4.449916849,4.351761486,4.296240883,4.221681288,4.319760098,4.560407295,3.915995786,3.803180704,4.647528524,3.826672373,3.989741622,3.244958363,3.322110993,3.199884066,3.995406228,4.1086263,4.778688751,3.672563348,3.705191265,3.995406228
"MYF6",3.0282,2.7242,3.3824,3.4691,3.9348,4.2345,3.4664,4.1767,1.6797,2.9192,4.7234,2.5195,2.8942,2.2194,2.9975,2.6509,3.5776,3.4124,3.1035,-1.3872,2.6039,4.6074,4.334,3.5106,3.9611,4.2762,4.1138,4.1667,2.4406,4.3787,4.7022,3.8571,3.9543,3.8715,3.6136,3.704,4.5085,3.2497,4.2241,4.2393,3.5483,1.2264,3.6983,3.0428,1.5105,4.8842,3.6001,0.80299
"MYH1",4.7348,5.3099,5.2785,5.5715,4.7934,4.4588,4.6306,4.7891,4.7912,5.3061,5.3931,5.3354,4.2063,5.0367,4.4547,4.3518,5.4043,4.6636,6.7432,4.4979,4.4883,4.8277,4.7934,4.4354,4.1775,4.9627,5.2099,4.563,4.9069,4.16,4.6105,4.5039,4.9069,5.0607,4.8668,4.0581,4.5674,5.2353,4.4906,5.2851,4.0399,5.6268,5.2808,4.5913,5.7732,4.5769,4.9224,4.3099
"MYH10",10.937,9.6043,9.8819,9.8431,9.6816,11.064,9.5414,10.804,10.894,10.652,10.35,9.1843,10.823,10.179,9.9911,9.6578,10.476,9.6215,9.7408,10.033,10.628,9.7528,9.8288,9.5704,9.2814,9.2708,10.297,9.0519,9.3148,9.5573,9.9706,10.258,9.1806,9.3184,9.6394,9.5663,9.3134,9.1009,8.7961,9.5967,9.5124,10.264,8.8423,9.4448,9.6528,9.8045,9.3082,10.004
"MYH11",8.10725,11.5355,10.5135,9.43165,8.5152,9.873,8.9953,9.95915,11.1465,8.96775,9.2198,10.3895,8.70885,11.111,12.0725,10.419,8.38915,10.804,8.61445,13.245,8.8644,10.1392,10.764,11.9565,11.3795,10.0057,8.22975,11.961,9.07545,9.80265,9.19435,11.8895,10.695,13.047,9.19865,9.63125,9.38475,9.9767,9.4105,9.6095,9.69375,9.6805,9.09895,9.96775,9.7946,10.2205,10.2375,9.14665
"MYH13",4.6813,5.0136,5.0052,4.0326,4.7257,4.8256,4.0095,5.1181,4.2543,4.9019,4.3547,5.1121,5.1464,3.9591,4.716,5.6475,5.2121,5.2351,4.8282,4.5718,5.1973,4.434,4.7934,5.1025,3.8736,5.1046,4.2504,4.563,4.6117,5.0113,4.5869,4.6898,4.8668,5.0293,4.7069,5.1485,4.4785,5.1496,4.7577,5.5075,4.5363,4.7172,5.3351,5.0661,4.7787,5.8554,4.5046,9.6328
"MYH14",8.38075,8.61525,8.1998,8.88675,8.82885,8.49445,8.93435,8.5954,8.6017,8.2333,8.3022,8.7579,8.6057,8.5448,8.72315,8.7143,8.3933,8.6803,8.7457,8.4193,8.47775,8.8063,8.68435,8.6387,9.22085,9.3149,8.6965,8.7685,9.47,9.34105,8.8274,9.4583,9.01525,8.7645,8.72375,9.0127,9.6258,8.9416,9.1761,8.89785,8.81135,8.20385,8.7423,9.6924,9.9951,9.5425,9.8361,9.03025
"MYH15",4.9759,4.4235,4.5938,4.6306,5.1568,4.4588,4.2464,3.9249,5.0122,5.0784,5.088,5.1582,4.7633,4.3039,4.378,4.5366,5.0141,4.6355,4.7069,3.7771,4.4883,4.2793,3.898,4.203,3.4826,4.8031,4.2217,5.4242,4.2978,4.7415,4.1692,4.944,4.3859,5.3388,4.6379,4.6529,5.0522,4.7803,4.6264,4.5572,5.0252,4.4052,5.5128,4.8699,4.5642,4.6642,4.5963,4.4588
"MYH16",5.0408,5.0576,4.716,3.3385,3.508,4.0608,4.2905,4.4622,4.9337,4.4959,4.3547,4.401,4.9199,4.2225,4.378,4.5888,4.8149,3.6655,5.001,4.4979,4.9634,4.8837,4.5392,4.0734,4.9194,4.3766,5.0164,5.0531,4.7086,4.4622,4.5869,4.9293,4.9989,4.7286,4.3613,4.3686,4.5392,4.6246,4.5981,4.591,4.8356,5.2637,5.0303,5.7342,4.4088,5.2436,4.9224,4.2305
"MYH2",5.1549,4.252,4.316,4.7466,5.1443,5.2881,3.8498,4.4312,5.0902,4.1549,4.6325,4.547,4.7885,5.8567,4.59,4.3518,4.7792,3.9678,4.1328,3.985,5.1084,5.1173,4.1099,4.7787,5.0888,4.6457,4.7792,5.0531,6.4372,5.0857,5.1272,6.7555,5.1456,4.469,4.7765,4.2677,5.3881,5.2555,5.4872,5.2586,5.0504,4.4052,5.5753,5.3099,5.1849,5.5308,4.3758,4.0495
"MYH3",5.4557,6.1244,6.5228,5.2731,5.5304,4.7109,5.6496,5.4569,5.8956,5.1068,5.8883,6.3232,4.523,6.3575,5.7206,5.1293,5.5492,5.2547,5.2099,5.0693,5.5981,5.4454,4.6936,4.8372,5.6865,6.0078,5.4277,5.7395,4.7749,5.2738,4.839,5.3114,5.8923,6.324,6.9195,6.1474,6.4619,5.1936,6.1612,5.9717,5.683,6.2128,5.0303,5.0024,5.1164,5.27,6.0403,5.2906
"MYH4",5.102026825,5.244806568,5.389135445,3.986900956,4.345861237,5.849956766,4.517746084,5.200129005,4.933748138,4.708576341,4.697035259,5.293516444,5.312170848,4.883721053,4.491931176,4.935222474,5.189872691,4.635486512,5.000993814,5.125894248,4.937185914,4.767697225,5.300397143,4.630641421,4.434014399,4.892854901,4.940615518,6.710894936,4.906949156,4.655898523,3.694783976,4.727135892,4.906949156,5.170391174,5.087514512,4.787966154,4.721165798,4.386665044,4.89411893,4.590971783,4.812774643,5.438485855,6.727937029,4.73138517,6.130810114,5.338779794,4.1591287,5.721132494
"MYH6",5.11585,5.04805,4.83875,5.06735,4.78965,4.74155,4.61455,4.7349,5.32655,4.41145,5.26375,5.3983,4.4265,4.45855,4.484,4.99905,4.5658,5.09785,4.46335,4.9524,4.9938,4.10235,4.49735,4.66145,4.4452,4.9456,4.76975,5.106,4.6804,5.11325,4.4397,4.928,5.19675,4.5515,3.79545,4.8341,4.82345,4.4585,4.84605,4.95375,4.76215,5.32495,5.5569,4.8051,4.7615,4.4141,4.495,5.09995
"MYH7",4.664186367,4.6179675635,5.1842549415,4.8158479425,5.895588105,5.8513684185,4.651072695,4.811467752,4.948792585,5.1415881705,4.8548676295,4.6557953645,5.146872174,4.677692941,4.1797954825,4.643496765,4.7058734095,4.5651035565,4.7914508045,4.661902033,4.774276581,4.4925070615,5.018615598,5.0389321605,4.8761848085,5.046460184,4.8592924815,5.00968269,5.2502671195,4.866032545,5.2206632105,5.512531813,4.9931720365,4.7807883035,4.8065845335,5.087545646,5.441089866,4.7927965535,6.361127066,6.4661531405,5.2244753495,5.0284846075,4.909043823,6.1011543575,5.253148083,5.1302043295,4.71006435,4.9216620665
"MYH7B",6.1811,6.1822,6.2519,7.0372,6.858,6.39,5.7042,5.9326,5.8596,6.509,6.1641,5.52,6.6407,5.6921,5.1443,5.9322,5.8332,5.9491,6.2195,5.8202,5.6292,6.1002,5.6424,5.3819,5.7342,6.1016,6.3907,5.3695,6.0295,6.0229,5.4147,5.9376,5.4055,5.9226,5.9516,6.0676,8.2916,6.5765,7.0048,6.8215,7.3434,6.1626,6.6,6.0444,6.6668,6.6016,5.7134,6.508
"MYH8",3.8477,3.9869,4.3917,4.3039,2.9331,2.2789,3.6019,3.343,3.9726,4.4959,4.5366,2.0609,4.1625,2.0987,4.523,3.8529,3.5776,3.0983,3.9543,3.6488,3.229,4.1957,4.0104,4.1574,3.9954,4.4081,4.0445,4.6953,3.4486,3.8277,2.934,2.9063,3.9543,3.621,4.6379,4.6056,3.5851,3.3824,3.0115,3.3385,3.6619,3.0078,5.3351,4.0617,2.6663,3.2113,3.9992,4.3867
"MYH9",10.9835025645,11.6127486725,11.602995067,11.0000115595,11.232071794,11.163619464,11.816226675,11.283201046,11.9953720385,11.3962185335,11.140764494,11.76234663,11.043327906,11.907712831,11.182863717,11.069606154,10.8065079745,11.2887492975,10.4505170415,11.437677799,10.9616800045,11.0469772605,11.1876481425,11.5350670675,12.0559724785,11.4819095365,11.36879356,11.5642723735,11.7900293155,11.5250322155,11.3441197445,11.988487991,11.718667178,12.115787698,11.4385851785,10.9696517305,12.0491825005,11.605660182,11.458180107,11.6280286835,11.525204492,11.493820824,11.5853474515,12.493265535,12.02486977,11.815807733,12.19156347,11.3389800065
"MYL1",4.567396442,4.640315385,5.070620502,4.3038697,4.815979308,4.82555081,4.484565747,3.199884066,4.495932891,4.901931285,4.354702586,5.061198763,4.680134972,4.3038697,3.951398293,4.536646714,4.434014399,4.784698585,3.85706548,4.353967873,4.591283532,4.575612927,4.897904385,5.424207205,4.177516632,4.200994132,3.785852347,5.121583983,4.360566859,3.492011477,4.462241115,5.286025135,4.662441054,4.560407295,4.393831533,4.207922862,4.388101192,5.2765575,3.895945737,4.75773274,5.138321683,5.057141963,4.503903173,5.630605961,5.506511533,4.605551685,2.997483304,5.027038324
"MYL10",7.29215,5.5146,4.93275,5.28035,5.095,8.0204,4.94665,8.1159,7.38005,8.1539,8.8236,5.72745,8.6485,5.7034,5.6151,5.4187,8.58075,5.75625,5.60615,5.4252,8.947,4.7058,4.51725,4.92615,6.3441,5.01115,6.8765,4.7369,4.6117,5.0761,8.48465,6.29095,5.33945,5.56735,7.78815,5.4316,5.02885,5.69465,4.9503,6.0806,5.5722,8.59785,7.80455,5.3489,5.33085,5.0941,5.15615,5.5211
"MYL12A",16.18,16.219,16.063,17.012,16.809,15.728,16.645,15.684,16.169,15.766,16.12,16.552,15.417,16.885,15.569,16.858,15.848,16.348,16.618,16.432,16.085,17.206,15.972,16.412,16.154,16.988,16.11,16.8,16.854,16.52,15.826,16.296,16.114,16.09,15.592,16.594,15.921,16.445,17.04,16.047,16.596,15.458,16.308,15.336,16.021,16.545,16.555,16.106
"MYL12B",15.452,15.48,15.6565,16.1195,16.099,15.1115,15.9815,15.5005,15.1545,15.487,15.8325,15.864,15.4035,15.8755,15.616,16.002,15.698,15.8795,15.7775,15.738,15.66,16.4505,15.406,15.784,15.607,16.2945,15.6145,15.9845,15.992,16.2375,15.452,15.8475,15.6695,15.565,15.6095,15.9955,15.4355,15.459,16.3485,15.7185,15.8805,15.2685,15.865,15.09,15.5575,15.9205,16.037,15.7975
"MYL2",4.1907,6.7672,7.2954,5.7103,5.8637,6.7624,6.8047,6.7168,5.7137,6.0659,6.3511,6.7045,6.1175,6.5,7.2969,5.5322,6.3853,6.9492,5.3061,7.721,5.9359,5.9432,6.3,7.8256,6.1987,5.7811,5.737,7.068,5.6666,6.058,6.1261,6.577,6.7574,6.8996,5.5082,5.686,5.1956,4.3167,5.5719,5.0005,5.5424,5.1224,5.7912,5.1368,4.4088,5.8751,6.1878,5.7773
"MYL3",7.4693,6.7325,6.9901,6.7977,7.0376,7.3153,6.9537,7.9724,7.3062,7.0488,6.8598,7.1037,7.741,6.8984,7.205,7.0118,7.1383,6.9737,6.1136,6.9176,7.233,6.4869,7.0069,6.7585,6.7516,6.6154,6.2794,7.4771,7.178,7.2228,7.2456,7.4525,7.2425,6.9866,6.6651,7.1756,6.6469,6.8657,6.7867,7.674,6.7963,7.6753,7.869,7.2071,6.3781,7.6718,7.2161,6.8586
"MYL4",4.443,5.2293,5.4862,4.9039,5.1103,5.2005,5.6273,6.2164,5.5126,5.0504,4.1532,4.7727,5.2912,5.4642,6.0672,5.5987,5.2835,5.1687,4.8868,5.2617,5.5981,5.1878,4.6535,6.0168,4.9911,4.201,4.2504,5.1216,5.7376,4.6111,5.6457,5.7789,5.3392,5.4172,5.1038,5.1186,5.6741,4.3867,5.2547,5.4509,5.5424,5.4768,4.5888,5.5272,5.1164,4.6642,5.2099,5.3388
"MYL5",10.17,10.182,10.118,10.499,10.037,10.211,10.161,9.9353,9.7352,10.308,9.9185,9.9273,12.029,9.731,10.269,10.505,10.264,9.9012,10.459,10.205,10.276,10.3,10.005,10.612,9.597,9.8979,9.7748,10.061,10.21,10.072,10.124,10.228,9.9602,9.3966,9.6995,10.367,10.35,10.731,10.136,10.539,10.417,10.241,11.192,10.318,10.026,10.755,9.6568,10.809
"MYL6",16.052,16.745,16.331,16.537,16.226,16.016,16.454,16.495,15.787,15.886,16.351,16.468,16.075,16.329,16.392,16.392,16.148,16.51,15.721,16.401,16.214,16.414,16.285,16.657,16.296,16.158,16.245,16.68,16.803,16.51,16.274,16.088,16.493,16.523,15.999,16.371,15.928,15.941,16.499,15.688,16.036,16.017,16.114,15.65,15.691,16.342,16.532,15.96
"MYL6B",14.3056277,13.1183313,13.05830028,14.04623331,14.04755052,14.57671691,12.96959285,14.38718301,14.3656184,14.51257209,14.43180371,12.45171049,14.49666859,12.60076498,12.99991216,13.63441653,14.44720643,13.04726172,14.0990679,12.97702294,14.51020985,13.51777845,12.93634102,12.81372717,12.99756931,13.74879681,14.09706089,12.73841363,13.96573086,13.99903852,14.5734001,13.57914786,12.71248472,12.86102654,14.6812156,13.68443487,13.72843885,13.88366464,13.79882206,13.66795133,14.02825153,14.3507422,14.23724196,13.74234246,13.17503799,14.08986778,12.9878878,14.25686757
"MYL7",5.9462,5.568,7.0554,6.1241,5.627,5.5304,5.5463,5.3118,5.6332,5.4992,5.5731,5.52,5.0127,5.1787,4.716,5.4615,5.9295,7.026,5.9295,5.3891,5.6425,5.6526,5.0381,5.6273,5.4909,5.3715,5.8989,5.6857,5.3514,5.444,5.3906,5.286,5.6309,5.3125,5.5498,5.3899,5.4695,5.0196,5.4284,5.143,5.3103,4.7172,6.8477,5.4172,5.4315,4.7765,5.0431,5.0531
"MYL9",11.817,13.562,13.473,11.683,11.595,13.128,13.066,13.101,12.924,11.732,12.321,12.798,11.775,12.517,13.58,11.006,11.848,13.096,10.469,13.608,11.847,11.143,12.973,13.796,12.545,11.379,11.078,13.1,11.136,10.805,11.941,12.822,12.412,13.09,11.594,11.489,10.6,11.356,11.479,10.869,11.347,12.085,11.413,12.652,12.157,11.734,12.9,11.238
"MYLIP",13.234,12.849,13.334,13.365,13.34,14.239,13.356,13.555,13.338,12.843,13.82,13.877,13.871,14.197,13.158,13.489,13.961,13.478,13.194,13.736,13.992,13.882,13.35,13.363,13.455,13.482,12.981,13.438,13.281,13.155,13.881,14.281,13.25,13.368,13.783,12.603,13.32,13.249,13.822,13.835,13.36,14.577,13.585,14.115,14.328,13.704,13.124,13.128
"MYLK",9.92928747666667,10.2999363066667,10.33799489,9.40370851,9.64509226333333,10.43570515,10.0624562266667,10.6096239266667,11.1196860133333,10.0609907866667,10.5391607966667,9.91841686333333,10.21098813,10.6120044833333,10.70869528,9.93283148333333,10.5429097533333,9.61037872666667,9.45832953333333,11.0179306,10.3008150633333,9.68974041,10.31440667,10.77831317,10.6970710633333,9.93956883,10.1909625166667,10.36440887,10.3386284533333,9.76087865333333,9.88837183666667,11.13471831,9.87376303666667,10.33984051,9.64552265333333,9.32907807333333,10.3157983733333,9.63252657,10.1079616266667,10.0094348266667,9.84158005666667,10.1717138766667,9.41952069,11.00299501,9.82163453333333,10.1233476233333,9.90299385333333,9.49932344666667
"MYLK-AS1",7.5528,6.6505,7.0816,7.0979,6.7359,7.2245,7.2423,8.2877,7.2064,7.8068,7.8606,6.9979,7.0434,6.45,7.0747,7.0861,7.9355,6.1515,7.7583,6.8027,8.1662,7.0814,7.237,6.5136,6.4828,7.0318,7.2836,6.7642,6.6053,6.909,7.8416,6.6776,7.028,6.8808,8.2461,7.0058,7.185,7.3793,6.9461,8.0256,6.9009,8.1752,8.4679,7.5377,7.0151,7.2958,6.458,7.6076
"MYLK2",8.511386865,8.32301332,7.820386209,8.280510626,7.689132918,9.001470267,8.007384561,8.528825111,9.321789945,8.540697838,8.50668432,8.195173113,8.932310636,8.228974819,8.269181086,8.243873978,8.922866723,6.986092905,7.817990713,8.044059188,8.856169912,8.284540588,8.176231177,8.112554454,7.392864493,7.781026114,7.228128928,7.195486727,7.501929788,7.23617537,8.15123418,7.657513245,7.378395738,7.852927184,8.25842455,7.317612055,7.837734154,8.242534871,6.875508358,8.629133341,8.166169199,9.69378852,8.010797138,8.720462203,8.224987305,7.882395759,8.14874756,8.185655812
"MYLK3",8.979,11.271,10.257,9.0709,8.5299,8.3954,10.558,8.7913,5.6163,8.4933,7.5514,8.7635,10.079,9.0871,9.5611,9.1891,8.7907,9.6313,7.931,8.2784,8.7803,9.6082,11.393,11.852,9.9244,9.1735,8.3171,10.009,9.4425,7.9981,7.3972,10.219,10.016,10.763,9.0988,7.8071,8.5203,7.9742,10.09,9.7357,9.857,9.356,9.4288,10.127,10.877,9.4636,8.9035,7.2986
"MYLK4",7.0626,7.073,7.0757,7.3291,6.5133,7.2901,7.5006,7.0065,6.0332,6.7807,6.7406,6.8879,7.3188,7.0368,6.7632,6.9831,7.1631,6.6783,6.6469,7.2547,7.2188,7.3108,6.6339,7.1268,6.8164,6.8129,6.5639,6.9992,7.197,6.9401,7.803,7.5661,7.0854,6.7881,7.0654,6.7476,7.0425,6.5192,7.5392,7.3385,7.3089,7.9154,7.0121,6.0795,7.5986,7.3942,6.5204,7.0504
"MYLPF",4.8575,5.7271,5.5479,6.026,5.2005,5.0243,5.0661,5.0485,5.3354,5.5746,5.2889,5.946,5.0576,4.378,5.3388,5.3881,5.1899,5.027,5.5891,5.0127,4.8549,5.1409,5.3685,4.7787,5.4815,5.2779,5.5586,5.106,5.5798,5.1142,5.0106,5.2653,5.1155,5.7176,4.8002,5.3404,4.7477,5.3167,4.9601,4.8213,4.8128,5.1923,5.0303,5.0661,5.5453,4.6965,5.1181,5.6836
"MYNN",7.563960628,7.81021223533333,7.44938210366667,7.724194261,7.672304299,8.06493781633333,7.59100705666667,7.87824397333333,8.21649578533333,8.17512946366667,7.92103418033333,8.16866621233333,8.147619821,7.89751212266667,7.58356225766667,7.82716953933333,7.99153776033333,7.993561855,8.029062478,8.27474941333333,7.84257165966667,7.95032558933333,7.95333029366667,7.55651274666667,7.850737039,8.20887845966667,8.05996160066667,8.081127509,8.084777167,8.00920461366667,8.00726123966667,8.248296444,7.69360426566667,8.367576818,8.22472092,8.16722678066667,8.10605783133333,7.96313661433333,7.85544172633333,7.805826754,7.723353978,8.21964635033333,7.683967432,8.19755149233333,7.62012941333333,8.043834902,8.004015297,8.411485479
"MYO10",9.0007,8.6902,8.9149,9.7373,8.8701,8.0046,9.0378,8.2796,10.438,9.0019,8.0326,9.1608,8.4287,9.0116,8.5857,10.082,7.8501,7.9845,8.7788,9.2536,7.997,9.0584,8.9082,9.0145,8.4856,9.3277,8.6936,8.6472,9.174,8.9778,8.1414,9.0893,9.0603,8.3782,7.9132,8.0106,9.2945,8.7591,8.8381,9.2495,9.8172,7.84,10.685,9.2017,9.3514,9.415,8.224,9.0957
"MYO15A",5.6306,6.1716,5.6569,5.3141,5.7282,4.4588,6.3545,5.5506,5.6973,5.1849,5.3537,6.2709,5.6169,6.668,5.9127,6.0506,5.6807,5.8557,6.3938,4.6031,5.4666,6.8862,5.1375,5.9335,5.7044,6.3163,5.7016,5.7074,5.8763,6.2186,5.7923,5.4942,6.0068,6.0033,6.1489,5.6669,6.6845,5.5482,6.3963,5.9717,5.3103,5.2293,5.7912,5.4902,6.3186,5.93,6.2868,5.886
"MYO15B",6.23346666666667,6.7455,6.40463333333333,6.39563333333333,6.94296666666667,6.06846666666667,5.70476666666667,6.20996666666667,6.09273333333333,6.31213333333333,6.13633333333333,6.30053333333333,5.9564,7.10793333333333,6.8899,5.95396666666667,5.9292,5.6331,6.03646666666667,5.4363,5.66926666666667,5.95953333333333,5.29396666666667,5.43353333333333,6.86496666666667,6.55913333333333,6.01036666666667,6.45156666666667,6.38703333333333,6.18426666666667,6.34143333333333,6.10796666666667,5.90886666666667,6.56266666666667,7.38653333333333,7.40223333333333,7.7429,6.9624,7.05573333333333,7.203,6.4829,7.08106666666667,6.70926666666667,7.00056666666667,6.47423333333333,6.34196666666667,6.1389,6.99916666666667
"MYO16",6.53515,5.9665,6.5469,5.9866,6.1113,6.1507,6.3489,6.31135,5.8781,6.6216,6.354,6.62735,7.21435,7.1462,6.2328,6.3894,6.53005,6.86135,6.35265,6.4495,6.1555,6.5557,6.2847,6.59615,6.7484,5.8462,6.17425,6.19395,5.9512,6.02625,6.6584,7.82925,6.0142,6.7165,6.54035,6.4076,5.75,6.73115,6.29745,6.07925,5.8861,6.95305,5.82445,6.96955,5.3857,5.70095,6.28575,5.6902
"MYO18A",8.165796834,8.462012416,8.393680424,8.494127501,8.1783248415,8.390877029,8.1571342755,8.780948707,8.3990783455,7.8324053975,8.091129449,8.4855578855,8.3207895045,8.1711510535,8.7525024985,8.3779019895,7.891462799,8.253002376,7.3186808695,8.794018828,7.983612909,7.7394312435,8.3104903335,8.1834218725,8.231449759,8.083278141,8.052839121,8.06362238,8.3393942115,8.2648191175,8.185006437,8.4501356285,8.8276612835,8.612069709,8.438429359,8.2811544255,8.6763655085,7.992065364,7.72655505,7.7506556555,8.170012873,8.1233455105,6.7823224625,8.322868582,7.612532958,8.444124719,8.472531846,8.1781991695
"MYO18B",5.428051955,4.57813169,4.716028837,4.69239285,5.260181303,3.7040386,5.01407484,4.328014311,4.420042247,4.640315385,4.93423975,4.74489936,5.82047601,5.086187944,3.849787616,5.920381864,4.685401107,5.444365074,5.509153761,4.831368954,4.989213249,5.403053544,4.761061888,4.503240662,4.673672371,5.210718785,4.864762336,4.562952722,5.229266219,5.053526316,4.907950639,5.142156808,5.506511533,4.768248795,4.126805041,5.340449853,6.084834271,5.06074857,5.203395686,5.231067903,5.85203966,5.057141963,6.252294246,4.769351302,5.116394608,4.934731196,4.778688751,5.290639773
"MYO19",11.67708267,11.47498327,11.35314252,11.257039355,11.037896035,11.39976775,10.993900365,11.050626755,11.309279155,11.5172189,11.730974315,10.5914885315,11.175186155,11.164997355,11.21735689,11.15897696,10.888224615,10.98916879,11.368095775,10.59545752,11.130963655,11.11279252,11.243376005,11.162783755,10.6483136835,10.72929091,11.137164655,11.00170322,11.026873695,10.613823761,11.23503635,9.954093075,10.945214905,11.061503865,11.025929115,11.09769792,11.27504198,11.30175602,10.93014812,11.48191293,11.003868845,11.678164185,11.790054005,10.70928623,11.59443005,10.881598515,10.6315781225,11.503773985
"MYO1A",4.7348,4.2909,5.222,4.6924,5.2735,5.0243,4.3708,4.8372,5.5529,4.4172,4.7874,4.6117,5.4825,4.049,4.4144,5.0616,4.8771,4.3945,6.0621,5.0693,4.6233,4.7057,4.7934,5.1025,5.2527,5.3587,5.8686,5.4242,5.0376,5.1708,5.3572,5.6657,5.0339,5.3257,5.2099,5.4613,5.3122,5.9775,5.099,5.4509,4.8868,5.4385,6.4644,5.0362,4.5276,4.5444,4.6511,5.7599
"MYO1B",8.702095645,8.66943933,8.357530415,7.2624085355,8.51486855,9.128585545,8.472646795,8.771147765,9.86673269,8.965325085,9.121726665,8.31041559,8.85354058,9.00412237,8.66943149,8.48527222,8.894387085,8.15126252,7.975570591,8.63486482,8.99670441,8.288507015,8.322927745,8.86359382,8.866775935,8.372396685,8.80636254,8.78907558,8.733757065,8.321669397,9.07960549,9.03467791,8.211305255,8.801426795,9.114914435,8.40371515,8.62560368,8.163737555,8.13776918,8.68005057,8.773235045,9.168403905,7.5156198535,8.953176335,8.69714382,10.04756551,8.4368484,8.197221575
"MYO1C",15.63361585,15.58435764,15.51025457,15.31191499,15.76186098,15.52777387,15.05443612,15.37562073,15.79852114,15.43778902,15.41114652,15.33609467,14.84115128,15.82845008,15.46252761,15.30240692,15.44199486,15.2766523,15.435166,15.29685988,15.10570995,15.29292151,15.33609467,14.63911169,16.46033025,15.85169875,15.64975061,15.76186098,15.57677898,15.76037888,15.87940878,15.87715533,15.68979047,15.90494795,16.43202293,16.02508753,15.87351473,15.57031099,15.44912383,15.49990949,15.82992505,15.67860161,15.23642773,16.0230703,15.84464169,15.79349724,15.59889913,15.3638375
"MYO1D",7.481940667,8.68837234,8.644736605,8.4419266255,8.961500845,7.340192869,8.48441031,7.572013642,8.276482435,7.756566542,7.4812456085,8.4560483,7.7680641355,8.53744426,8.474813085,9.60524875,7.7698783105,8.30641227,8.93621541,7.7983143285,7.426831363,8.70084227,8.561999975,8.118495125,8.59082043,9.770488525,8.4462416065,8.31795813,9.967100965,9.97777141,8.1362978125,7.804740805,8.965056545,8.531555205,7.515891393,8.897123225,9.40236857,9.13713918,8.84255059,9.00717682,9.360476395,6.724124579,9.76402879,8.1052250575,8.464384621,9.49897644,8.53441676,9.228269355
"MYO1E",13.35,13.14,13.296,12.625,12.74,12.553,12.891,13.051,14.195,12.36,13.008,13.179,12.599,14.219,13.415,12.699,12.834,12.875,12.015,12.582,12.761,12.543,12.76,13.51,11.972,12.166,12.715,13.125,12.436,12.414,12.411,13.376,12.516,12.607,12.088,12.747,12.469,11.92,12.3,11.498,12.242,11.614,11.428,12.871,11.684,12.319,13.07,11.92
"MYO1F",9.2488,9.9536,10.005,9.0709,8.8077,9.5567,9.2445,9.0724,9.8097,8.9149,10.157,9.0154,9.9854,9.304,9.9306,8.728,9.2864,9.7895,8.724,9.8614,9.3486,8.5758,9.634,9.5905,8.5977,8.8008,9.2991,9.1757,8.4663,8.5843,9.1737,9.7074,10.124,9.0459,8.6404,8.9392,9.0534,8.6013,8.4026,9.2448,8.4166,9.5039,8.4531,9.6746,9.2655,8.2066,9.2651,9.0526
"MYO1G",5.818879554,7.224917835,6.835407906,5.938873097,5.594982937,6.377502819,6.590449339,5.8711652,6.328509802,5.775642351,6.641617812,6.289561096,6.170992623,6.599621067,7.427148423,5.848392619,5.761860599,6.78696615,5.053073723,6.902326987,6.14000253,5.095008781,7.41355009,7.009609013,5.914663405,6.200309498,6.508639417,6.710894936,5.626961345,5.815147606,6.281952605,6.336714247,7.386860953,6.854818644,5.654074147,6.188097748,5.81661488,6.185312569,6.334295059,6.114743741,6.281952605,6.697563732,6.961101991,7.039732094,6.548760415,6.088372395,6.341911069,6.067012315
"MYO1H",4.443,4.9697,4.9293,4.5392,5.2325,5.3291,6.4375,5.3388,5.0902,5.0504,4.9342,5.0145,5.6851,4.9347,5.3388,4.6701,5.3671,5.3536,5.3061,4.7705,4.8837,5.2735,5.3004,4.8372,4.9194,4.8929,4.9244,5.3118,5.0376,5.5187,5.8966,4.9892,4.7594,5.2835,4.5863,4.5321,5.1956,7.4121,4.8941,4.8802,4.9372,5.0571,5.5753,5.2731,4.5642,5.6792,6.7774,5.4228
