"","GSM2425674","GSM2425675","GSM2425676","GSM2425677","GSM2425678","GSM2425679","GSM2425680","GSM2425681","GSM2425682","GSM2425683","GSM2425684","GSM2425685","GSM2425686","GSM2425687","GSM2425688","GSM2425689","GSM2425690","GSM2425691"
"CCDC64B",7.35763698037215,6.20966527026977,7.45411385991439,6.61688755248697,6.08057942997703,6.09055707180742,6.05211957735878,7.04935696945255,7.59365674098258,8.21613014461342,7.16997970259224,7.39840988849825,7.39208348111635,7.74337466629826,7.37627440579002,7.11163815192811,6.92166137729739,7.10136286144529
"CCDC65",7.53900646687873,6.97255320205933,6.93270267544554,7.56623263200115,7.61813996624005,6.07799555952322,6.64754030876744,7.51148986170768,7.08974452523259,7.3456266573563,7.15459799268077,6.20781634305748,7.55622062955579,7.80590028727748,6.71565550937768,6.92139729219953,7.17031627940748,5.87500814250773
"CCDC66",8.19645685389523,8.50457336104972,8.62186235259589,8.33962271598524,8.03836407583143,7.58167181044993,7.82463014402755,8.54343927571305,8.15247174668139,8.2379592504,8.45302718698167,8.26994698162448,8.07515158442879,8.20061695170796,8.03882496420179,8.25516579641126,8.48074319411511,8.37082321424416
"CCDC67",4.05947962163237,3.79706092848595,4.42345211453346,4.83452656976253,3.67223523315866,4.09717800747475,3.93254472961187,4.71938882094208,4.02772724608353,3.91247627122568,4.66207410130176,3.69291924637448,4.54110555731996,3.77036075472461,3.50671871787567,4.31058006505457,4.19644054546559,3.88132886492202
"CCDC68",6.8365970234226,6.67810656319048,7.01026357122696,6.31114577604904,6.99294128101628,6.81915632933664,7.77033326563591,6.98547265087156,7.76596338057385,7.37150188548706,7.67236211659755,6.83410225442273,7.14891743292588,6.84920653491236,7.01054779857436,7.38961292770875,6.81345529769151,6.6557525215858
"CCDC69",5.93454079791341,6.2006589286019,6.11884039193067,5.97661040347075,5.75818723019841,5.6915185319161,5.33111507825288,5.70114424712664,5.72422787784641,5.55208652299944,5.70046551995629,5.28934131258013,5.5337642276444,5.43962214030214,5.46130164718836,5.11723664824348,5.49513070009795,5.31653352310196
"CCDC7",5.75296556798287,5.38571782198391,5.52958203893325,5.37831427959416,5.49623862885905,5.69240041513614,5.79165963723588,5.48943278978927,5.4933200520196,5.22250126341898,5.86119536776473,5.60698254534034,5.91125151674021,5.77242279261251,5.63712534456082,6.03034821850153,5.54351351488264,5.67653991917618
"CCDC70",4.63546048331769,4.29439857512721,3.88940802594481,4.25168766347402,4.44093067700387,4.0953318653097,4.14272849264224,3.98740054852416,4.22191102189552,4.2469421959927,4.68069246719623,4.00256652443763,4.79666793526064,4.44611989538447,4.34900562064518,4.00762124894244,4.70758525163016,4.1000045934489
"CCDC71",6.96463266992572,6.97507022171007,7.33802999094729,7.12700340751195,6.93116996294863,7.00994346867317,6.94100122801294,6.43313739547609,7.36402659113208,6.00309509061444,6.89356182963664,7.15305502063021,6.78910660925006,6.98197089465162,7.03276383669042,6.64580698092424,6.8777292831371,7.06527351422668
"CCDC72",12.5022820782722,12.0398097224453,12.4716673049472,12.296172551374,11.9683999923284,12.0794590697586,12.0124952980467,12.4196536673695,12.2130716644417,12.4347657826765,12.4307773462541,12.5902124946932,12.4196536673695,12.4052448898112,12.2842422385347,12.0319888378772,12.204846776593,12.3005152576371
"CCDC73",4.54927695323318,4.7185673427979,5.13040046662632,4.10877684360674,4.555094921719,4.72036690695282,4.49687102972108,4.19062560532422,4.16411561013366,4.73994328935543,4.66840390173905,4.84347846064336,4.64680066663221,4.37890505080471,4.33946623058661,4.54904091335967,4.50040927302431,4.54070196084948
"CCDC74A",8.59284404623183,9.26235765509131,9.01442799502972,8.38522333283098,8.1365721315573,7.69997812061133,7.84124706145214,8.35352955216413,8.52331479495343,8.65537673206201,8.67451206247408,8.92695731811937,8.20445846292091,8.70801082071987,7.8948987459331,8.29326498952695,8.53540976265438,8.66316583708028
"CCDC74B",9.8686005941135,10.5390083867954,9.79582677532752,9.78370899915115,8.77998902692222,8.46855138708845,8.34285986724587,9.51606984605185,9.92124315079537,9.78131554670724,9.582394473544,10.2616328975377,9.25048948535529,9.80498486329449,9.01590216895383,9.29840116597888,10.2132899956869,9.91434336067048
"CCDC75",4.87016529328597,5.06807576971338,4.48232272633278,5.30682436123652,4.92183784345707,4.7971931996681,5.18434734881868,5.41739347923294,4.58434176187172,4.78224300197795,4.93182221464053,5.00650265303075,4.98078959812749,5.38183673790278,5.16451277077736,5.11788201579774,4.97853964762843,5.28633855695654
"CCDC76",9.03583436071484,9.8509254397033,9.44115261377161,9.18465783155889,9.33380265082184,9.26909946176096,8.88570357154617,9.17315582326449,9.5973565996481,8.90708101878626,9.3686292490554,9.3718850002766,9.46273713363864,9.14329305229943,8.92557152958917,9.19130197166726,9.6953721361605,9.31916530505781
"CCDC77",8.25328003151157,8.24669291158746,8.38357928228421,7.87697276618221,8.04192280949103,7.93447911274909,8.07743454073451,8.53862918277249,8.25371353617318,9.1864789166604,8.61343020985647,8.60167371423231,8.72599146636811,8.9156558184575,8.68640233653857,8.35407549860999,8.48576033134028,8.29603545832543
"CCDC78",5.45300816723886,5.14868035005079,4.90953340295785,5.45978667465419,5.83207428123644,4.33502662463259,4.73223712116253,5.55490651656738,5.25296472514826,5.59450047881954,5.19513417076969,4.40133249089361,5.5196478887018,5.27529987891084,4.76553464028246,4.78942931070894,5.24956783601632,4.06609599479446
"CCDC79",4.23264164862835,4.4005361535376,4.17437086208289,3.97060346123056,4.44935898694886,4.23150951806851,4.46413780918452,4.63508308595709,4.4344346099741,4.32829434668473,3.94131687645707,4.10419624184786,4.26636911050929,4.44636343535428,4.78074578175251,4.2343036492164,4.31692966878964,4.38817775578744
"CCDC8",7.04815290388716,7.26242526458249,6.77483304065557,7.06621579754167,7.13018091818273,6.92539029708705,6.63033222232738,7.12739762579299,6.75713435215596,6.73810631484797,7.11030748736525,6.68155945916888,7.15635575907679,6.90997934295711,6.74494776891682,6.99267508755508,6.80308751405066,7.06932473291508
"CCDC80",5.91847019838102,6.90948703245283,5.07162994142813,5.54192179452913,6.40907096181546,6.23568302786843,6.4370331044653,5.25623095988645,5.10877533844838,5.39135221178832,5.57495948082638,4.47760914113001,5.33576871103259,5.58354465692281,5.25787733301992,5.27669913494683,5.43035486326794,5.55766648795405
"CCDC81",8.27305919400061,6.6794629278135,7.72294793527232,7.92912795351353,7.94634113014715,6.37506950166512,6.56720925420282,8.23398083254209,7.82678972132289,8.53540976265438,7.68563086627229,7.20286393981076,8.32832603565005,8.30189972733518,7.03841269552754,7.88568087877245,7.53288155110479,6.50571439198321
"CCDC82",4.12654399700092,3.86864242112521,4.44903867438625,4.05481549081133,4.45475805322298,4.09783072344065,4.15365968136772,4.39178435153886,3.97946758807731,3.94762445548119,4.15487958173743,3.73749965314353,3.42549690243362,3.71174708091822,4.38295417252113,4.06874999336291,4.32994641553774,4.20051808541233
"CCDC83",3.56045940365296,4.04670111051986,3.78945529064553,3.75786706165612,3.38873234032761,3.9702370648956,4.02002350530896,3.26665613015828,3.62786010459022,3.21087352606711,3.06325614441453,2.60264690850537,3.54148758113816,3.90107396170096,2.865897045327,3.7054759112557,4.03337665834479,3.77600510215558
"CCDC84",8.04826049342937,8.91940074968723,8.30953165040689,7.53144821286146,6.98782517525369,7.38593882479397,7.31209297692363,8.03368376437126,8.14676090347988,8.54371456011824,8.08806928217318,7.80945791994707,7.9138962373372,8.2112758585219,7.10778995897075,7.2760449152415,7.80365107581465,7.5037125435972
"CCDC85A",6.49053948568648,8.26182019024358,6.63306976474291,6.33904311483419,7.50140379392012,7.08999128113812,8.85073336391896,6.86543721739213,8.06969282327646,6.10851839326453,6.38617031524164,7.12875901739673,7.31317654560758,6.87745690910946,6.1529053973075,6.62740022380276,7.00900625675702,6.90835959303784
"CCDC85B",7.5474394950572,8.20255024987069,7.84124706145214,7.95244283612917,8.78982561038074,8.24376979346666,7.57777442917728,7.6011041352906,7.08414252206675,7.59987610505185,7.63669900079265,7.70309280707477,7.4079955998066,7.1152118203552,7.61989319317459,7.17941012974593,7.74124894769368,7.71692273505389
"CCDC86",9.24003845432357,9.36716236129071,9.30162687757159,9.71972192010859,9.94614944308741,9.58273241528581,9.0531848272982,9.21400786341774,8.79694311182076,8.62324232048289,8.87788520025745,9.44895226862573,8.87258980876846,9.03001228546678,9.24180482108978,9.39229071549836,9.49985457511005,9.3304043615251
"CCDC87",5.0988507117277,4.89605193974469,4.83249623123423,4.15379901414309,4.87198081627091,5.17409037489407,4.61787270154376,4.62145897702683,4.67956404080216,4.48379817466542,4.8655884807117,4.86266041570128,4.95153259239721,4.66354762996421,4.7820283395206,4.57754014843501,4.38216796344283,5.10834797719985
"CCDC88A",6.37959982325809,7.20176087546781,6.81935255943362,7.22876636780694,7.22507302019651,6.97998255816506,6.97539930175253,6.7354695103845,6.86948835532146,6.64883527317723,6.94552717667813,6.90385003983312,6.68387200894552,6.6431895106511,6.39748485633937,7.07956435653071,7.4053853813937,6.90166145972935
"CCDC88B",5.13778465794657,5.78368346548928,4.80481395463962,5.19797505150495,5.71400807174331,5.49452313645552,5.61393499716521,5.57050543404172,5.16750525689189,5.70382192220615,5.35793549939837,5.2033487861219,5.36622917927499,5.030542755677,5.81610763187572,5.27321560780564,5.69240041513614,5.66038303201129
"CCDC88C",7.68945125060071,7.63288442879793,7.14320012934729,7.44616903685491,7.73204908758726,7.54637947243746,7.40582868616666,7.51925378968951,7.73733564306589,7.02038952117222,7.81150031570886,7.51525718623227,7.89877948765555,7.99043280977678,7.95139930994899,7.45267828713806,7.9265175567464,7.94983464628938
"CCDC89",7.18176807294211,7.41066384981516,6.99350069356172,7.02619320323019,7.25571844281798,6.35809660716136,7.35592506473148,6.76105251893802,7.11354798810449,6.81130661146978,7.22952793737144,7.04170798891217,7.27426967620723,6.92697824450227,6.55524804338612,6.58076054934014,7.27843793519958,6.69880924534964
"CCDC9",5.63256428663995,5.48337693780145,5.4929782801708,5.80140287934486,6.04029848951594,5.81334331491817,5.70438120979251,5.60718115356712,5.65792377210362,6.57097682995588,5.32800381709901,5.47409431185174,5.74657881269998,5.9637931462568,5.44751935850631,5.80642795037918,5.51828018997683,5.82367014235696
"CCDC90A",10.621430905901,10.6151126567854,10.5621592760275,10.5185684403363,10.5890320497797,10.2242246474392,10.3547208644826,10.4577480320992,10.2046626668976,10.188335220621,10.5886170723733,10.4735838560157,10.5826330166983,10.0572659431201,10.1364834657491,10.3394791068902,10.2728838495416,9.82776911361744
"CCDC90B",11.8272239410095,11.5949948721308,11.7567747366907,11.8495129510774,11.9972503646478,11.7600491087917,11.8180112413813,11.7567747366907,11.8314473336158,11.8573978372673,11.7479084177114,12.0930355000401,11.9074085428525,11.7109105260725,11.8449681008107,11.6776323814944,11.7918933569896,12.0817393522909
"CCDC91",7.98281485191476,7.62062790199919,7.92163424504955,8.60130972075682,8.45863406330034,8.12129033668355,8.32040822687424,8.59924064256577,8.05753399372358,7.96433543781888,8.19129200156043,8.46674929697852,8.42498110787249,8.34617843935858,8.62779489564454,7.94959597780207,8.48040715459464,9.1787342082415
"CCDC92",10.7780761929335,10.962659531421,10.7963323861686,10.5172489771165,10.4456003535939,10.3835961510848,10.7950662809472,10.4445230245123,10.5806937227227,10.7560123823405,10.5332828682928,10.3394791068902,10.4035541150689,10.7141328971826,10.3046500523963,10.1583280133248,10.122764411313,9.88406236635974
"CCDC93",9.39738790491205,9.89083905139997,9.58273241528581,9.08511166728002,8.84331295042248,9.32312089079537,9.07975692351077,9.13577381480745,9.34157855347511,9.37712583194084,9.29129449175267,8.89463183764351,8.89085692203289,8.98232869834565,8.65815420233633,9.19197898800347,8.53754480491781,8.35846949558011
"CCDC94",6.80450123313106,6.56322373369839,6.90521657942133,6.39094586723568,6.86327293312688,7.03090942246392,6.34897224112288,6.56913787887362,6.6794629278135,7.3339796653131,6.63182108527468,6.76567198150537,6.69202149466504,6.74118556600656,6.77844147082899,6.5306842754219,6.73129594771974,6.85483535357883
"CCDC96",6.85358952025222,6.40576079534395,6.59690801708084,6.17006605806143,6.505997762676,5.87769517785454,5.96166268239668,6.55165843443718,6.22357391684838,6.5054471629127,6.45283047285232,6.14633629848571,6.7391610121769,6.68407672554347,6.10361282410702,6.18862365787718,5.92377766677579,5.93794719407021
"CCDC97",9.93595096430085,10.2555135502284,9.64486024459125,9.84700136029195,9.74705512123773,9.99690328144986,9.8032880086475,9.828060236778,9.63439044779896,9.4760937760448,9.71532105800621,9.77851506396036,9.65758545298471,9.771621782008,9.81316416288749,9.81881934791396,9.71972192010859,9.97350316691341
"CCDC99",7.75977076603081,8.16413590933515,7.90275833504439,8.37390899334338,8.25158636613024,8.72525533739634,8.39714305858116,7.81783657643205,7.51430424293562,7.71823118855353,7.73602004862046,7.84422908638315,7.43875243777764,7.19797603408511,7.64580798944578,7.67580224356636,8.08510996722239,7.91078997527822
"CCHCR1",5.49038785674735,5.56253978721769,5.52130551093631,5.49842991657555,5.46375159006385,5.62158246444536,4.9689210537084,5.66939419764152,6.05999721714284,6.44297268110837,5.68835662746827,5.83634505145426,5.84101855198187,6.62919077348112,5.59327039824893,5.48843049365364,5.42025332054519,4.50914006297607
"CCIN",4.95568096363841,5.79547527325912,5.09128515837701,5.28098711177609,6.10835822364245,5.58908541676611,5.41681542662297,4.4682944232638,5.07016951483961,4.86228216601848,5.00152340271484,4.48368726690542,4.80024452169337,4.8927192624123,5.26529886121812,5.50505313600752,5.02162021454831,4.77752755195349
"CCK",4.29080228031279,3.66380456876757,4.62071335030149,3.54387692235817,4.56729353080456,4.10754216984223,4.09124706993292,4.31151212501835,3.98072636377503,4.1936852579378,3.96895813634068,4.3805188323424,3.87581210076339,3.63824532808512,4.1323183023723,4.47073565308123,2.31600957790212,3.85933390700812
"CCKAR",4.85638548744635,4.65086414298882,4.45435549490593,4.46386691750053,4.29737816230595,4.86547792370574,4.63461783586952,4.49635982587721,4.71159264317518,4.74046327663922,4.29080228031279,4.30513755815791,4.83292823242188,4.62181597739557,4.42698263558254,4.12613516959197,4.437405800604,4.02926549111961
"CCKBR",4.65704308383838,4.45868988274382,4.15461463926927,4.51677919469162,3.89047247223284,4.28765129108562,4.56410190077097,4.29509769670046,4.41128664738022,4.08769849048202,3.87330846204333,4.3795775058963,4.34624749036691,4.026447219732,4.29396265636659,4.58018082760643,4.41676753781207,4.35538809942613
"CCL1",4.44016228562614,4.70097197441594,4.4192712939586,4.134018241657,4.59287255133859,4.45969724680081,4.87765523193729,4.58239790002321,4.24805537611675,4.21920508118329,4.51294093233443,4.29215418762632,4.5221063330202,4.4684765119165,4.41616875972641,4.64459073847554,4.35084840157883,4.76219794671956
"CCL11",4.45857302522766,4.33053122375991,4.23795179574718,3.87897708009825,4.27614019106393,4.73215103261919,4.31865017746673,4.44611989538447,4.48397541593653,4.23733112770684,4.44363622111689,4.61613432312686,4.69494569746528,4.34550509860662,4.13085156882712,4.31346623057038,3.63665245921454,4.45907391708069
"CCL13",6.78051260288435,6.86753500384472,7.47947116280451,6.02493441362685,6.58216276083497,7.22129381595738,8.10202009319542,6.33068423598395,6.77752676293566,6.15764686347517,7.00131878675514,7.32214953158131,6.6674813072886,5.91638229291855,7.43532322239714,6.78702583949841,8.03002293806828,6.57559294510013
"CCL14",9.12271428266707,10.8741574856991,8.31490068155773,10.1766429896657,10.2495352459851,10.6304098947093,10.1583280133248,8.64130888394079,8.47367799116931,8.37455856875018,8.20445846292091,6.92624154795526,6.45995990895876,7.97926432479382,9.04159279161429,8.30349199765501,9.23226755922234,8.48388613715581
"CCL15",8.71613681851852,10.4918870193017,8.41590508141893,9.76684484243736,9.75476820772484,10.5738420517612,9.9536088743098,8.2623136296957,8.12316726643455,8.14767485656026,7.92163424504955,7.04325218974102,7.02829685317228,7.8348607304351,8.7191381159222,8.13235556859468,9.11356549019261,8.19969472115735
"CCL16",5.1816285534025,4.94624688670472,4.74012554644732,5.181524401817,5.12800009690208,4.97957450189733,5.11261840551313,5.1858859660754,4.92731380768283,5.52392321184233,5.38392612217722,5.35395274481288,5.10399859340513,5.25893192561285,5.08876365042661,5.31973569746844,5.0045441331278,5.10211848937621
"CCL17",3.78467169433169,3.65074618071907,3.9492355310585,4.22723539715218,3.46780767624519,4.01980891183935,4.98442534042583,4.27713687768336,3.85858590474443,3.8984810938168,3.43483769508516,4.04760713674387,2.5767712322394,4.1006843708137,4.58657470694971,4.88237076999892,3.85646457268531,4.41553005046045
"CCL18",4.75857352385336,4.83029315587428,4.27583308177241,4.57317323317631,4.8506713267577,5.08627849667657,5.22658520947844,4.45986416556911,4.86023525983087,4.88643986814383,4.89666628332218,4.86765479233274,4.4543989934615,4.33917323801191,4.81761880663689,4.79173308005137,4.87899188688439,4.8123471195022
"CCL19",5.32149882925627,5.57376562751564,5.64178819194427,6.34738219131511,5.57718951719971,5.82715772251488,5.77012443718651,5.80381185011835,5.47910086547557,6.22173520135695,5.67508028525978,5.53386169859108,5.4359402331873,5.07171106388932,6.19091743099831,5.6738359473396,6.00214711539314,5.57156547912369
"CCL2",9.35062422871544,9.91976681462102,9.3261352102444,9.92095476096919,10.0731679977854,9.56588513018623,9.33730960387592,9.16419611118423,9.74537661244854,8.6242283533861,9.3261352102444,9.72698420242579,8.68226694493585,7.85109349675535,10.0024491771328,9.28377910656174,10.6678219432484,9.60797708800355
"CCL20",6.54946186852295,6.10696801589333,6.2111418899905,6.11701425577883,6.03802786365926,5.92555396515634,6.99787677498866,6.99930057423221,5.99902021269039,5.81878692020161,5.24491445180729,5.76644728055874,6.40576079534395,5.70135637054541,6.70194516151833,6.00587579202415,5.850900162279,5.98680204828498
"CCL21",7.14387867105208,6.87225378270033,6.64466271935693,8.36268054401802,5.40717223299789,9.66488662184404,9.03534859481675,7.87336696164308,5.79813192983955,7.05824028879807,5.49927602957176,5.24498369210564,5.69762899799173,6.41378361322642,6.8770070112875,6.56377376861299,5.53456186334012,7.05678357572259
"CCL22",4.61223055460781,5.09517123785773,5.0300944464492,4.80534162816664,4.41218488483553,4.21135895949263,5.2058256944009,5.93589979696809,4.40723152431001,5.63790377454952,3.70729507223773,3.56503656042457,4.26963449324434,4.1313059053176,5.4111987728196,4.3458761293982,5.97611613822694,5.34652366135541
"CCL23",5.63325129820529,6.76983400965814,5.92192636588857,7.52021761648267,8.18540998296242,7.87044092146281,8.61005244008267,6.18691766503729,6.08565048459914,6.69202149466504,5.33023390056422,4.80207965841141,5.29152546886947,5.82206472347413,6.33444438706193,5.49989020344358,6.12402285358219,5.63503750829811
"CCL24",3.57561366755828,4.23507471313471,4.33831323098536,4.14023427102932,4.48993990473825,4.5293349075177,4.5984322166661,3.93528831150313,4.32761213802619,4.11640909159963,4.44333426403401,4.36007500615369,4.35605603421424,4.31058006505457,4.35807261801877,4.45736584048881,4.44348021121801,4.61886582725829
"CCL25",4.90386184665169,4.3216623981308,4.87085179970679,4.57439045423935,4.83982337130386,4.57446246375045,4.48779303093706,5.04622596550932,4.83924818966104,5.11346130796693,4.93879031753668,5.15826915685235,4.74919683064503,5.16770916452083,4.88091332184936,4.8828029595766,4.7764415602771,4.82355153654671
"CCL26",5.35654563781552,5.4070851954653,5.76611489013406,5.01498392463594,5.62704645939241,5.59351183723317,5.23775872593669,4.91619166013598,5.33047450329731,5.35087696536211,5.51839004389954,5.41865075400565,4.85040539798506,5.33152751963506,5.22363723911069,5.683739117031,5.11352173457417,4.81710087664879
"CCL27",5.27602946350891,4.89799633526491,4.35644711060922,4.53747801413121,4.41566288472269,4.54569721453699,4.8708008654433,4.6667791977166,4.77463922519274,4.97638590842582,4.88580861247752,4.77679489459504,4.61725257497114,4.60772427698613,4.38131230918705,4.68342910993487,4.1139144041803,4.75764415467498
"CCL28",6.70731909501225,7.5037125435972,6.69781259368699,6.42242745533265,5.97436433839932,5.93855256698509,6.00788124658668,6.59868156418705,6.73194811256327,7.4011565095619,6.96991209905685,7.35672714548415,6.77313023725064,6.87638887867427,6.79397675233665,6.61617726060612,6.71306807296118,6.65004734075734
"CCL3",6.28725304466562,7.24487811834334,6.09538119789727,6.10960126711618,7.22785426320668,6.68894095863954,7.163176263566,6.59068075655739,6.28628753996658,5.850900162279,6.64656749409761,6.38170957608366,5.48830387210776,5.7167901099451,6.11701425577883,6.05013335833427,6.24505483114886,5.69823653958625
"CCL3L1",6.12686530243817,6.77483304065557,6.22620967139774,5.80222605210046,6.96440163588928,6.03257938404514,6.66182155607916,6.25370379911253,6.06953139923504,5.965602609064,6.14633629848571,5.89227128211333,5.89840355306813,5.69847242799632,5.95666911004219,5.82893718783611,5.82564598044237,5.833578293906
"CCL3L3",8.17074109552143,9.13088650544837,8.10422635652961,7.81889119746022,9.1159094236424,8.57374813474839,9.20316116248565,8.38120098977265,8.32485001782893,8.14676090347988,8.51273280000867,8.18637605564558,7.3923179380269,7.34945869869884,7.7222710562006,7.28514103042605,7.74984637090161,7.6955565412342
"CCL4",3.60703197796138,4.84847161537703,4.28525587037343,4.21803560856054,3.78998323931527,4.11276701220626,4.33125799483732,4.34086430613229,4.50572215247766,3.58161155962987,4.1773621280495,4.10047698940201,4.18824685059935,4.21103564098435,4.30732046474409,3.96183675358237,4.2279517358229,3.61887762327938
"CCL4L1",5.29754544248242,5.6652358489553,5.40523815025427,5.83268549131874,5.23762872378617,5.13586932019787,5.42942414999886,5.77840125585318,5.07545091036154,5.04746880863271,4.40409832826425,5.76857446146913,4.8885516073101,5.02451715850134,5.5086197525965,5.15704290145979,5.70451760875821,5.45656108048873
"CCL4L2",7.97517422828932,8.32911623924586,7.70309280707477,7.31138195335097,8.3038362634751,8.15145326551958,8.07608262867378,7.2760449152415,7.4225455283251,7.31113214925576,7.51019575870425,7.43452531727968,6.87664672189036,6.19188258685479,7.17741415590443,6.98624776950436,7.43172039516356,6.96283887463894
"CCL5",10.3862579122688,11.2288017747974,10.7736929799043,11.0161744349197,10.9507139797691,10.6070878651236,10.7172847347391,10.5371755462284,10.5360459626948,10.8811635744563,9.53989928206875,9.79931345437443,9.90743595147008,9.55216158686319,9.57127152591819,9.8593648209941,11.2149437041082,10.0130251139353
"CCL7",4.00736084559566,3.22421473342477,3.59330954518519,3.82137980615951,3.86071166961866,4.39356735426211,3.59180147124022,3.84225016220934,4.28140515667301,3.33872105316138,3.2737172860171,2.79052392301645,3.78447194594958,3.4040529456094,3.96696307342,4.22697771473111,3.66107118214762,4.02147901672306
"CCL8",10.0196739241528,9.88244475686382,10.1493633573065,9.4302111623193,9.48016909270174,9.28961746376253,10.254119054743,9.26940621222744,10.1923271674668,8.76885608041212,10.1754682883779,10.3375091354708,9.32481838740155,8.47674361214815,10.869657733708,9.48974815218673,10.6304098947093,9.57012411444889
"CCM2",10.3123587035293,10.5648257591352,10.2141829327047,10.0524768402514,10.4516158958793,10.3096308014824,10.2267949258611,9.91716298543899,10.1739767111136,10.4397871142973,10.2373603900272,10.0084886537434,10.0018034527592,10.3638652027168,9.78723533819062,9.99884645366562,9.8351604081615,9.44073352714265
"CCNA1",6.78910660925006,5.90760431263366,6.76152450577266,7.36828608992529,5.84203096641794,5.07090645854529,5.99066243549418,7.66756404790861,6.94060935969136,7.22291620487948,7.59105522297909,5.89697606864058,7.35223556629213,6.86019693858341,7.06688740440694,7.10608507735479,7.31020522522817,5.19456461357917
"CCNA2",7.67263932586581,7.98628611625172,7.61989319317459,7.6131276063722,9.3364163132329,9.09794351772173,8.4635107227776,7.56579105543462,7.87673339597451,7.48915722776053,8.07875156978927,7.56859657344951,8.00384034266128,7.19240191261673,8.10118130052598,7.69206907445877,8.2954455141183,7.7312868500803
"CCNB1",5.97452219994309,6.06904196886746,5.93139775150575,6.10133176235398,7.01547816717175,6.76957486246298,6.7607327196257,6.45536454082176,6.36708288229854,6.38110994792144,6.37737713577444,6.41860083483575,6.63690776696892,6.13261364984191,6.58012075574294,6.52157625720418,6.55828217727922,6.40644483220553
"CCNB1IP1",10.2814059959429,10.4569835804475,10.5675044354791,10.2786235236282,10.5185684403363,10.002779664927,9.87681521595152,10.4322953684665,10.7317151746364,10.7363037130852,10.5386010745325,10.64757252437,10.5039905256913,10.4014329963029,9.88854990263283,10.3139564789095,9.76907441798971,10.1149120714147
"CCNB2",7.1423292918246,7.85323568752655,6.8960234251762,7.07322534163603,8.70015031778436,8.51503060369778,8.27100568178875,6.78164704353148,7.30831500019223,8.16928797107252,7.71067737730631,6.98985608840758,7.92805024137309,6.92188389007711,7.84594888044915,7.10406466099718,7.45960178103956,7.16267792577417
"CCNB3",4.62635216351237,4.95376064378671,4.91044433389462,4.70147841749342,4.75990309265756,4.19041495487875,4.47077267472509,4.64146539544071,5.23201945911548,5.27192648343499,5.39450762539365,5.72079913163669,4.81460907341132,5.49917810749541,5.07392089288408,4.65808611996191,5.04856215918448,5.27828887105265
"CCNC",9.37629225026714,9.65165620446213,9.47820893201863,9.98696913202792,9.75404077245791,9.75357121074135,9.68999772689484,9.74466258716947,9.73600502565416,7.98163041091608,9.8943296497455,10.0926116221967,9.81826829725465,9.66186511993713,9.8526778442234,9.69214759164001,9.59699300551916,9.73888613159274
"CCND1",11.3599811305225,11.7034861261578,11.5282630704463,11.7776670451679,11.3766663581852,11.3065429974949,11.1263894844535,11.6069875682308,11.3852206252283,12.1717778558384,12.003329168829,11.5498139546487,11.6095189874745,11.8073701620536,11.909729181604,11.4087505238385,11.6585961471676,11.5800280853891
"CCND2",11.769365486124,12.2670888836061,11.7170786859668,12.38919487816,12.4440755619979,12.2796633492991,12.1165157941795,12.010527357615,11.5842648697984,10.2083049181824,11.7647330604874,11.5711533835464,11.3741960882604,11.4081534324484,11.40411752049,12.0992566889058,12.186475134407,11.8856379857101
"CCND3",10.899214051273,11.1689627962847,10.9877414153853,11.0116974945663,11.0538165284316,11.4244360391707,11.0679713117814,10.789299583355,10.6010324112414,10.8675736279469,10.795660514842,10.5683293981066,10.7567446611561,10.6962484851652,10.4358388536986,10.4027934291271,10.6368410629359,10.1354846698559
"CCNDBP1",12.2237585487425,12.3136491438378,12.4224219414494,12.1241645726407,12.1529818898617,12.0737646332572,12.4615684260842,12.306490348895,12.5440377927519,12.3748438340508,12.3154453353774,12.3147536897289,12.3943908421063,12.276184572547,12.2073526364334,12.4493253234203,12.1577128875389,12.1042560105408
"CCNE1",8.55534783189429,6.93853586558238,7.79121343084583,7.29732496607991,7.45161550440044,6.65834817520207,6.57531581033781,8.38103222894401,7.5278730868111,8.50975584742609,8.96382914742146,7.93447911274909,8.14851807018625,8.17465439039078,8.91309004245386,7.7894427441683,8.63790855511878,7.3456266573563
"CCNE2",7.32084801378286,7.46928250277123,7.29417923503514,7.25444060492148,8.0677428198106,8.45843638966271,7.8242317062919,7.27972255676922,7.14299089046606,6.58478455735938,7.53678851822906,7.11303637493609,7.25777778911855,6.58835560341792,7.60270302145814,7.20341124033826,7.44725237125387,6.73598309996313
"CCNF",8.25720659863724,8.34469652199432,8.00360819543014,8.06937436131246,8.76359734402258,8.52002010803361,8.30419003200634,7.91427126688046,7.82651899754023,8.57502470100268,8.36200016490738,7.58384292579971,8.29568565281856,8.12919006317,7.83181113303984,7.84700571516904,8.24748637996458,7.89698902132221
"CCNG1",10.3922635998035,10.4061729617111,10.3214229053873,10.8904382260635,10.3978594871278,10.6001172033126,10.8139830421918,10.6788939823678,10.4852898169657,10.1006332483037,10.4199989931938,10.4533620704007,10.6991220157469,10.3010935788783,10.7608736548998,10.8938694404189,10.5768403566023,10.7295127158057
"CCNG2",9.04498817972936,7.75626048133502,8.55355234812894,9.0245287382389,8.28119961822969,8.25753474494355,9.14925037098675,9.58563590178354,9.51899664731607,8.17822393387337,8.72368845005441,8.95427385316138,8.86783705041357,8.82783604222254,9.1315605733451,9.62693453998497,9.67967935359914,9.40500050622177
