"","GSM3045867","GSM3045868","GSM3045869","GSM3045870","GSM3045871","GSM3045872","GSM3045873","GSM3045874","GSM3045875","GSM3045876","GSM3045877","GSM3045878","GSM3045879","GSM3045880","GSM3045881","GSM3045882","GSM3045883","GSM3045884","GSM3045885","GSM3045886","GSM3045887","GSM3045888","GSM3045889","GSM3045890","GSM3045891","GSM3045892","GSM3045893","GSM3045894","GSM3045895","GSM3045896","GSM3045897","GSM3045898","GSM3045899","GSM3045900","GSM3045901","GSM3045902","GSM3045903","GSM3045904","GSM3045905","GSM3045906","GSM3045907","GSM3045908","GSM3045909","GSM3045910","GSM3045911","GSM3045912","GSM3045913","GSM3045914"
"GPR151",5.4281,5.0835,3.5876,4.8271,5.1103,5.0706,4.8766,5.1704,4.1268,4.2063,4.697,4.7727,5.0576,4.9868,5.0215,5.2337,5.095,4.2385,4.2152,5.2854,5.7751,5.1409,4.378,4.7195,4.8144,5.0015,4.9406,5.0888,5.3645,5.946,4.3547,7.0364,5.1882,5.0607,4.6379,4.2677,4.8868,4.8314,5.2034,5.4242,4.8637,5.2637,5.2293,5.1368,6.0952,5.7599,4.5046,4.7572
"GPR152",8.145195378,8.43350359,8.236269218,8.540939948,8.854060501,8.368238928,9.131632377,8.584497374,8.558026697,8.191579352,8.115077089,8.850955683,9.037750466,8.786120425,8.66574735,8.52319915,8.14243242,8.879555073,8.344139464,8.548023812,8.329030925,8.642733039,8.828470962,8.789911145,8.923114412,8.817920221,8.482728851,8.824714059,9.242668419,8.863738358,8.472738087,8.303881419,9.348707799,9.338158746,8.50097118,8.974447959,9.456442482,8.776882499,8.823155468,8.690838895,9.16234194,8.407007324,8.719624719,8.546858975,9.236789485,9.082013641,9.110024222,9.254539445
"GPR153",6.7105,6.1822,7.1326,6.8498,6.7172,6.5488,6.7832,6.9504,6.969,6.5164,6.46,6.597,6.7087,7.3807,7.3049,7.2521,6.5391,7.4301,6.5385,7.0469,6.0014,7.0039,6.7627,6.963,6.9959,6.5782,6.3017,7.2253,6.4954,6.6829,6.2258,6.6674,6.8585,6.5134,6.162,6.8176,5.7342,6.7935,6.7059,6.0569,6.3642,7.7644,7.2369,6.5804,6.0264,6.6254,6.7406,6.4192
"GPR155",17.5,17.23,16.955,17.37,17.381,17.347,17.27,17.338,17.556,17.187,17.25,17.185,17.195,17.135,17.111,17.191,17.241,17.072,16.923,17.28,17.115,17.241,17.25,17.135,17.781,17.569,17.48,17.466,17.49,17.485,17.5,17.342,17.664,16.988,17.151,17.869,17.703,17.724,17.529,17.928,17.984,17.99,17.797,17.762,18.019,17.58,17.569,17.698
"GPR156",5.387700326,5.206654987,5.316702739,5.109010894,5.364177309,5.625135579,5.378698344,5.364906843,4.762169899,5.235263103,4.98874002,4.862697742,5.616890916,5.568309864,5.542102248,4.770452967,5.01407484,5.314438573,5.487879183,4.954252982,5.35722828,5.317456672,5.069278301,5.126754758,5.456736655,5.104649815,5.576206207,5.105959523,7.51636625,5.27384101,5.368185186,5.265270018,5.711413714,4.768248795,5.487209271,5.424207205,5.496559852,5.213961603,5.203395686,3.244958363,5.138321683,5.26370617,4.717171965,5.561006859,5.506511533,4.721165798,4.939636463,5.525722063
"GPR157",5.0173,5.6984,5.028,6.3035,5.2851,4.5932,5.9288,5.2192,5.1899,5.5379,4.8213,5.9087,5.5131,5.6618,5.5421,6.4184,5.1899,5.7308,5.683,5.3891,5.0408,5.8658,4.6178,5.0778,5.6457,5.8203,5.8829,6.2462,6.39,6.5995,5.4663,5.0594,6.087,5.4454,5.6722,6.2641,5.8166,6.507,6.8074,6.5906,6.1487,5.4006,7.1515,5.3425,6.7593,7.0733,6.0027,6.359
"GPR158",5.4557,4.2225,5.2785,5.1907,4.6535,4.5932,4.0095,5.2808,4.0751,4.5321,4.3945,3.9465,5.1689,5.0367,5.0485,5.4615,4.8149,5.0504,4.7699,6.1147,4.746,4.1016,4.4609,5.6089,2.8982,4.8031,5.0349,4.3856,4.4499,4.6559,3.6948,4.1841,5.214,5.3388,4.049,4.788,4.8194,4.8314,5.5719,5.0005,4.6517,4.7874,6.0961,3.5864,5.0504,4.5444,5.5118,4.8949
"GPR160",10.758,13.354,13.064,11.549,11.574,11.524,12.567,11.327,11.452,11.156,11.124,14.196,11.978,13.417,13.318,11.811,12.433,12.933,12.066,13.473,12.179,12.772,13.018,12.247,12.544,12.56,11.708,12.331,12.046,12.046,12.7,12.148,13.71,13.151,11.973,11.598,10.754,11.202,12.557,11.005,12.254,11.436,11.971,11.832,11.209,11.294,12.424,11.387
"GPR161",10.298,9.2756,9.26,8.4977,8.7619,8.8938,8.7994,9.4293,9.4182,9.2628,8.8234,8.8713,9.0071,9.0587,9.079,8.9566,8.9972,8.9886,8.2103,9.0534,8.6578,8.6253,9.0461,10.525,8.681,8.4628,8.9749,9.5002,8.5425,8.7984,8.6609,9.01,8.933,9.4269,8.1632,9.161,8.2451,8.6149,8.4026,8.3765,8.8843,8.6446,7.6999,8.8188,8.3056,8.4909,8.7522,8.0853
"GPR162",11.584,11.197,11.013,10.604,10.981,11.527,11.797,11.546,11.963,11.224,10.772,11.149,11.902,11.314,11.011,10.622,11.1,11.631,9.93,11.962,11.421,10.484,11.355,10.999,10.978,10.604,10.663,10.981,10.544,10.355,11.022,11.555,11.12,11.287,10.464,10.433,11.25,10.761,11.273,11.301,10.544,12.145,11.446,11.792,11.871,11.216,11.019,10.665
"GPR17",4.5674,5.6309,5.1155,4.5706,5.1741,4.8989,4.7588,5.3506,5.5959,4.8403,5.3733,3.9926,5.2325,4.7705,5.1899,6.1437,4.963,5.539,4.3693,5.1528,4.7721,5.2735,5.0381,4.9445,4.6988,5.0243,4.4375,4.979,4.8202,4.8898,5.4147,4.7271,4.944,5.4031,4.8419,5.2341,5.3572,5.469,5.5719,4.3265,5.4852,5.763,7.1515,5.0661,5.5453,6.2024,5.4228,5.3594
"GPR171",9.006417162,9.34828132,8.51344456,8.09606266,7.871014307,9.516133306,8.244419184,8.052065154,8.592558917,8.887033884,9.262330207,7.982584664,7.839801959,9.043116079,9.14776451,8.269570726,8.255747422,9.10148651,8.095238596,9.014793959,9.509870177,8.078046089,8.54251267,8.490834873,7.55870904,7.906396896,8.438753606,8.168469305,7.333352627,7.600309165,8.03354442,9.211004,8.885032727,8.472293853,7.636369113,8.15458697,7.485503719,8.353336015,8.415350805,7.946547926,7.554997821,8.391092155,5.335061618,9.009000944,7.956625231,7.941818947,7.789371768,7.364418943
"GPR172A",14.45,14.679,14.789,14.985,14.45,14.636,14.653,14.571,14.285,14.383,14.529,14.703,14.679,15.086,14.577,14.731,14.42,14.814,14.696,14.462,14.343,14.664,14.673,14.776,14.946,14.549,14.671,14.568,14.413,14.608,14.49,14.115,14.735,14.6,14.563,14.444,14.34,14.751,14.346,15.114,14.954,15.315,15.335,14.512,15.318,14.436,14.682,15.071
"GPR172B",7.621908161,8.58899241,7.253366596,6.21201336,6.189333882,7.526264224,6.748418869,7.231782877,7.135294254,7.029243152,7.047989191,7.130904805,7.654197195,7.55359865,8.881404514,6.283689718,6.953543763,7.120682511,6.316303578,6.728078794,7.514559299,6.878385216,7.033895208,7.330834446,7.630275992,7.03601524,6.732183951,7.197894144,7.242590291,6.377593192,6.88367642,7.686509056,7.837372805,7.953203201,7.529196016,6.11701899,6.737686326,6.506988002,7.76639894,6.927422047,7.126179272,7.781845783,5.644191849,8.203251989,7.534717643,6.924084653,7.93142187,6.43221423
"GPR173",5.697580659,5.346926207,5.90516557,5.627873363,5.232467659,5.585312144,5.546289,5.364906843,5.359426328,4.746019849,5.312927152,5.205840852,5.736434885,4.222486535,5.295813659,4.69819353,5.680686798,5.508163492,5.509153761,6.043737495,5.238053141,5.16453695,5.102464321,6.218586828,5.815147606,5.527840861,5.183683721,5.451938083,5.686242811,5.570841399,5.69410157,5.64809296,6.080621448,5.701340227,5.782757168,5.609522562,5.674079516,5.587814046,5.853079981,5.285061891,5.285832537,5.025193514,4.266096962,5.698449121,4.527553182,5.338779794,5.79498896,5.545967373
"GPR174",3.892129419,5.574591201,5.023819337,4.28865512,4.389441203,4.539394853,4.489533474,4.025388499,4.727405364,4.338552925,4.568593914,4.904370729,4.331237144,4.953022933,5.10796428,4.426181435,4.664644332,4.996419382,4.407165923,5.002372132,4.498567621,3.956121447,4.578016382,4.571256078,4.849914561,4.483764774,5.034463633,5.160789252,3.633564259,4.743585325,4.386006768,4.48783357,5.488868085,5.306954457,4.196988777,4.573117038,4.177809663,4.266726548,4.68017139,4.315516536,4.170142106,4.040350804,4.357806312,4.523796896,3.711433991,4.126361454,4.78000592,4.159535933
"GPR176",5.674668057,6.473387298,5.926201321,5.764074545,5.677460351,6.151252719,5.801605145,6.350316181,5.713706383,6.464395467,5.393074676,5.859565044,5.657948662,5.303825225,5.961839595,4.979242688,5.761860599,6.115719287,5.329092532,6.185725527,5.924346596,5.632727742,5.843689978,6.149136746,6.044420738,6.139149888,5.684490591,5.811673559,5.590311616,6.260060344,5.615512213,6.648824458,6.579805696,6.665057079,6.134879103,5.424207205,6.062522213,6.171096904,6.037688083,6.964475275,6.124146499,5.626809286,5.450907738,6.375965606,7.034124551,5.738125174,5.97945304,5.133192273
"GPR179",5.0598,6.8256,5.5737,4.9303,6.0849,6.913,4.5572,5.008,8.4345,8.8174,8.5178,7.3231,6.6973,7.6553,6.3127,5.8213,6.9392,5.8437,5.646,7.02,5.7608,5.8828,8.6777,8.174,6.2168,5.7488,5.5175,6.2187,5.1475,5.4864,5.7923,5.6739,5.4253,5.9829,7.2226,5.4343,5.1624,5.7016,4.8053,5.3421,5.095,7.5057,8.5753,8.3909,5.8082,5.3144,5.4228,5.627
"GPR18",7.509,8.0019,7.9683,6.6554,6.418,7.9472,6.8852,6.8481,7.2183,7.3431,8.2104,7.5393,7.8477,7.676,8.5166,6.8092,7.6873,7.9334,6.0355,8.1051,8.0959,6.5557,7.9784,7.3029,6.336,6.6277,7.6173,6.6608,5.8763,6.1639,6.8619,8.3528,8.1503,7.5748,6.5312,6.4802,5.9571,6.2382,6.5357,6.1966,6.1956,6.8793,4.5888,8.5593,5.1164,6.2602,6.7406,5.5037
"GPR180",9.5831,9.7696,9.6703,10.282,10.115,9.4735,9.1997,9.3584,10.068,10.046,9.6011,9.4647,9.1938,9.9021,8.9829,9.9791,9.8847,9.537,10.531,9.1204,9.9742,9.8441,9.376,9.6978,10.331,9.9375,10.086,9.5922,9.7392,10.587,10.429,9.5932,9.7826,9.736,10.031,10.451,10.54,10.502,9.8179,10.747,10.984,10.262,10.175,10.236,10.267,10.37,8.9386,10.045
"GPR182",4.7611,6.3535,5.3167,4.5706,5.2981,6.24,4.697,5.1704,7.4525,8.1119,8.3285,6.4722,6.4678,6.8061,6.1521,5.4982,6.7385,5.4253,5.646,6.3048,5.5167,5.3175,8.033,7.4107,5.9147,5.3881,5.378,5.8025,4.6607,5.1708,5.5421,5.6657,5.4456,5.2279,7.043,4.8898,4.7477,4.9049,5.0238,5.3152,6.2069,6.6434,8.2884,7.3577,5.9154,5.5731,5.0844,5.3144
"GPR183",8.365,8.0079,8.7126,7.0065,7.577,8.2386,8.061,7.5504,8.8912,7.2633,9.2805,7.8929,7.8506,8.2025,8.7861,7.3732,8.0078,8.5335,7.4713,8.7854,9.094,7.4431,7.9076,8.1904,7.5718,8.1104,8.1971,7.9442,7.5668,7.6748,8.0266,9.7124,9.0696,8.1113,6.5524,7.6893,7.454,7.1894,7.5936,6.8728,7.174,7.9079,7.9682,8.7388,7.7183,7.3557,7.2625,7.155
"GPR19",7.07114019,6.337550714,6.234242015,5.44194712,5.581394217,6.514733268,5.095008781,6.525621439,5.963405943,7.200706244,7.18751878,5.717424216,6.854234261,6.307222995,6.14000253,5.210718785,6.509959189,6.343114801,5.68302878,6.841055437,7.173741349,5.772346717,5.966293203,6.577447224,5.394861687,5.326473271,6.66786802,5.121583983,4.611711485,5.337293674,5.944984545,6.281373102,5.920878052,5.364177309,5.528654956,5.260965351,5.40056529,4.975903795,4.780330281,5.000524434,4.960058376,6.375060598,3.620973958,5.665666617,4.846596166,4.51446218,4.200585521,5.741078425
"GPR20",8.1655,9.0981,8.5758,9.0519,9.2622,7.9972,7.7973,7.6179,7.8608,7.7048,7.7144,8.3577,7.2703,8.9344,8.9289,9.7121,7.8531,8.3051,8.6307,8.1216,7.1204,9.337,8.1184,8.1126,10.043,8.5363,7.5929,8.483,8.908,9.5918,6.6679,8.2462,8.2716,7.7603,6.6548,9.0173,9.4022,8.9994,8.8361,9.9594,9.7896,8.2786,9.0194,7.5595,9.679,9.9194,8.221,8.6612
"GPR21",4.8322,5.4447,4.7999,4.8004,4.8929,4.8771,5.1447,4.6941,4.8786,4.9902,4.3547,4.7092,4.5857,4.4534,4.6233,5.2337,3.815,5.1447,4.7387,3.8787,4.2598,5.3175,5.0693,4.9445,4.434,5.2779,5.0513,3.8256,4.7086,4.801,4.7671,4.9119,4.7103,4.0151,4.6851,4.5572,5.0113,4.9288,4.3974,2.1422,4.7045,5.2637,3.621,5.3425,5.2543,4.6965,4.961,5.0531
"GPR22",5.2958,5.3469,5.4216,4.8271,5.1443,5.2448,4.5925,5.0844,5.9308,5.0504,5.4335,5.8327,4.8704,5.4994,5.1899,3.7999,4.7792,5.2939,5.1345,6.7374,5.5981,4.9372,5.2014,5.27,5.1405,4.9194,5.3906,4.7172,5.0376,4.6801,4.7842,5.5213,5.214,5.2279,4.944,4.3686,4.9484,4.132,5.4872,5.1129,4.5363,4.5642,4.7611,5.2731,4.6018,5.0371,4.679,4.7842
"GPR25",7.2058,6.9779,7.336,7.0013,7.1797,7.064,7.5162,6.738,6.7187,6.6976,6.5811,6.7045,6.6152,6.668,6.8689,6.7245,6.8406,7.2994,7.0356,6.8577,6.908,7.103,7.1972,7.3308,7.3929,7.4398,7.078,7.4123,6.9995,7.1773,6.9457,6.8079,7.1747,7.7849,6.5678,7.1366,6.5637,6.669,6.6389,6.9274,7.5127,6.6434,8.0108,7.3438,8.2425,7.0381,7.3277,7.2132
"GPR26",4.9308,4.9697,4.7999,4.6924,4.0206,4.1874,3.1372,4.328,4.6006,4.875,3.913,4.9157,4.7057,4.9074,4.7466,4.5072,4.434,4.3175,4.2152,4.2669,4.746,4.9897,5.3685,4.7195,4.547,4.9194,4.9034,4.6463,4.6607,4.6111,5.0266,4.7271,4.7103,4.8408,4.4842,4.6319,5.0321,4.6246,3.7483,4.4859,4.7045,4.6819,4.7611,5.0661,4.2393,4.5769,4.9224,4.8154
"GPR27",5.5601,5.7743,5.8783,4.6306,4.9533,5.137,4.9328,5.9608,5.2676,5.1849,5.5731,5.3141,5.5304,5.9216,5.358,5.3687,5.6181,5.9024,4.856,5.8724,5.6579,5.9281,6.0222,6.1007,5.7513,4.875,4.8648,5.8215,6.2701,4.8372,5.4663,5.4459,5.3392,5.1409,5.0192,5.039,5.1259,5.7599,5.4284,5.3152,4.5969,5.3662,5.6442,5.561,5.015,6.418,6.2164,5.7411
"GPR3",4.190743988,5.102464321,4.954252982,4.878621594,5.144283036,4.626388579,4.932764409,5.311792547,5.242029573,4.961988328,5.136613905,5.482511155,4.940615518,4.222486535,3.733712494,5.129333212,4.619068696,5.189872691,4.886772099,4.770452967,4.259834972,4.767697225,5.038057917,5.359426328,4.876576753,4.875041218,5.117693703,4.282406524,3.868428443,4.761061888,4.927341881,5.032558642,5.240440315,4.668363171,4.841887656,5.105523086,4.321264381,4.975903795,4.397401472,3.156725974,5.959788724,3.989741622,3.314578278,4.32501824,4.640315385,4.234511623,5.325724036,4.180834858
"GPR31",4.8322,5.3265,4.5295,4.6306,5.1103,4.6836,5.835,5.3388,5.242,4.962,5.0403,4.7449,5.3458,4.6209,4.4919,5.1899,5.6478,5.1899,5.257,5.0981,5.1315,5.2519,5.435,5.27,5.0888,4.3422,5.3506,4.3856,4.5347,5.1434,6.2668,5.5408,5.9127,5.2279,5.6541,5.6481,5.5607,5.7765,4.4277,4.6252,4.8868,3.8362,4.5888,3.7017,4.4906,4.5444,4.7787,4.5308
"GPR32",4.4081,5.3469,4.8277,5.8536,5.4499,4.3167,4.6306,4.7449,4.7314,4.962,5.1566,5.0145,5.2912,4.8282,5.3175,5.1708,4.8149,5.1447,4.8282,4.2265,4.9372,5.2735,4.6936,4.8106,5.8522,5.7272,5.6336,5.1216,5.4087,5.4864,4.9778,5.1899,5.3061,5.6083,5.2935,5.3265,4.7934,5.0196,4.3642,4.4088,5.0024,4.6439,4.7611,4.7314,5.1164,5.1977,5.8213,5.001
"GPR33",4.7348,5.0835,4.5623,4.4081,5.1443,4.0608,4.8213,4.6941,5.2184,5.134,4.4298,4.3657,5.2723,5.5505,4.378,4.9792,4.7189,4.8946,5.2099,4.0814,4.908,5.2735,5.1708,5.0001,3.6404,4.6457,4.7611,4.8138,4.5604,4.2909,5.2212,4.5756,5.0652,4.0151,4.5085,5.088,4.6982,4.9991,5.099,4.591,4.4738,5.091,5.128,4.443,4.4088,4.413,5.3257,5.5875
"GPR34",8.114028339,9.123045225,8.940419811,7.239069184,7.635891341,8.212560576,8.689031605,7.866534256,8.642889488,7.087194604,7.913103599,8.70513065,8.82027527,8.598107139,9.556319364,7.435764403,8.360584049,8.582454878,7.795643283,9.212595289,7.974194544,8.074275763,9.148402741,9.128994494,7.118454251,7.681859027,7.962210507,9.02889043,7.103314238,7.211275106,7.848890217,8.548579623,8.99135552,8.584688526,6.713769622,7.805886975,6.798481534,7.136854578,7.362566413,7.012183294,7.383589385,7.945748769,7.268016354,8.603138078,7.764436602,7.621501056,7.989018911,7.362436287
"GPR35",6.032302207,6.384175198,6.33550516,6.202045626,6.006119608,5.604589336,6.046923199,5.932612633,6.150300915,5.394683085,6.192522334,6.355188996,5.644792707,6.748628515,6.284846633,6.272846874,5.810736808,6.566548318,5.900141481,5.619644376,6.425061466,6.210492143,5.368548987,6.10068794,6.020775555,6.246169919,6.205409804,6.727227991,6.084834271,6.325139943,6.288311821,6.835802638,6.794160895,6.543211808,6.437945685,6.18179764,6.341633142,6.099154234,6.618326904,6.466946016,6.023319332,5.692649471,4.412299491,5.456052121,5.116394608,6.088372395,6.161786282,6.141280549
"GPR37",4.374399713,3.02818964,2.992772302,4.600604838,3.185091032,4.82555081,5.849956766,3.410973744,3.821366847,4.206295564,3.408145265,4.546969617,3.801564984,2.839699735,4.378018,5.273063929,3.639180585,3.098275231,4.886772099,4.863214168,3.89291405,3.184264692,4.863988459,4.287032733,3.201518596,3.956247311,4.600604838,3.674918544,4.477162521,4.99275753,3.342995724,4.37476195,3.482631293,3.082395202,3.068146389,4.333987851,1.942364216,4.008537785,3.793459126,4.557219182,4.473784818,4.564223754,4.761061888,4.368591511,3.365041381,3.607475165,3.705191265,4.386665044
"GPR37L1",5.3265,5.5492,5.3354,5.2535,5.0108,6.4952,4.7588,6.1862,6.5853,5.4395,6.0737,4.547,5.7364,5.2261,5.1443,4.9584,5.7485,5.3144,4.9435,6.9563,5.7454,5.295,6.2093,4.9445,5.4329,5.0243,5.27,4.9972,5.9833,5.1142,5.6745,5.9908,5.3392,5.2835,5.7039,4.788,5.3414,4.5366,6.8074,3.8519,4.8868,6.1872,4.8497,6.1689,7.8458,7.2597,5.0844,5.001
"GPR39",7.3728,6.8975,6.5437,7.2799,7.2356,7.3499,7.8965,7.3731,7.8963,7.6423,7.6907,8.1952,8.1342,7.1937,6.7429,7.2707,7.7546,7.1324,7.3282,7.1383,7.6096,7.2416,7.1744,6.6974,7.279,7.7121,8.0526,7.4556,7.8031,7.5473,7.7161,7.4525,7.608,6.6963,8.2649,7.2245,7.9854,7.5933,7.6719,6.887,7.243,7.1039,7.5805,7.6874,7.4331,7.5674,7.5038,7.6359
"GPR4",7.2714,8.1551,7.609,6.8399,6.5264,7.4724,7.6274,7.4673,8.2144,6.9991,8.2203,7.7482,7.2046,8.1611,8.4388,6.9676,7.7408,8.3891,6.9007,7.6259,7.5633,7.2787,7.9662,7.447,8.2201,6.6213,6.1995,7.5537,6.2774,6.8528,6.7349,6.4768,7.3607,7.6514,7.2109,6.7366,6.362,6.0992,6.0598,6.0961,6.5474,7.3591,6.2523,6.6452,5.9908,6.8191,7.2733,6.6493
"GPR45",5.102,5.0136,5.4699,5.2935,5.2735,5.1155,5.1708,5.2001,5.1405,5.5379,5.3733,5.0145,5.6306,4.7705,4.6529,4.8873,4.8445,5.5856,5.5702,5.0127,5.3171,4.9897,6.0222,4.8372,5.0693,4.9821,5.5586,5.106,6.1603,4.9928,5.2436,5.1812,5.3167,5.4574,5.1038,5.3655,4.8868,5.3514,5.5719,5.3421,4.4396,5.6926,4.3183,4.5913,7.2717,4.6642,5.7405,5.2906
"GPR50",4.7611,3.8005,4.8277,3.8929,4.5006,4.7415,5.0417,4.4312,4.4959,4.7086,3.4772,4.8037,4.9663,4.4534,4.4547,4.1086,3.4973,5.1447,4.0823,3.8787,4.6529,4.9372,3.9591,4.3995,4.3451,3.4194,5.0675,3.919,4.8361,4.9431,5.0106,5.1147,4.7792,4.8042,4.3613,4.788,4.8868,4.7803,4.8941,4.1064,4.2006,4.9268,4.3183,3.91,4.4088,4.1998,4.6511,4.7842
"GPR52",2.8501,5.534,5.1155,3.3385,4.9357,5.0706,4.4846,5.5415,4.7622,4.7086,5.0403,5.1121,4.9663,5.5812,5.4697,5.4615,4.1767,5.1687,5.1853,5.5981,4.6877,5.2325,5.7149,5.1268,5.0303,6.6213,4.9034,5.3118,5.2293,5.1708,6.4968,5.3691,5.1591,5.3502,4.6851,4.873,4.5392,5.214,4.9391,4.4859,4.9372,4.9911,6.0175,5.0661,5.7364,4.9095,6.9813,7.501
"GPR55",4.233713061,4.607402388,4.025247467,3.469124313,3.883271464,3.761680827,7.216656637,4.256300622,3.772718111,3.50596752,4.062601071,4.80365591,3.991632296,2.839699735,3.733712494,3.536723685,3.249705329,4.238497815,4.082252764,4.428441766,5.108357572,3.408145265,2.892190066,3.641590867,4.077809917,3.867399135,3.469124313,3.963971996,4.585661703,4.351761486,4.487918331,4.644527431,4.178346904,3.620973958,4.001986947,4.058097197,4.099011892,2.474646944,4.153228501,3.611169279,3.993520496,3.941651086,4.217648295,4.200585521,2.920217003,4.268438218,4.1591287,4.386665044
"GPR56",13.725,14.257,14.123,14.692,14.91,14.593,15.278,15.014,14.707,14.554,15.053,15.425,14.75,14.765,14.621,15.144,15.114,14.369,14.315,14.775,14.691,15.213,14.534,13.844,15.052,15.481,14.473,14.536,15.4,14.797,14.927,14.938,14.897,14.41,15.387,14.192,14.866,14.632,15.399,14.47,14.734,15.425,15.205,14.925,15.719,15.147,15.066,14.633
"GPR6",5.7429,7.0007,6.3422,4.9039,5.2602,4.8989,5.8189,5.0612,4.4959,5.2353,4.2345,6.2189,5.1051,5.6766,6.3029,5.3122,4.5515,6.2428,5.257,6.7716,5.0603,5.0693,6.8951,6.6689,5.2958,5.0243,5.2381,4.9396,5.1475,5.3469,5.2831,4.944,5.9944,6.7973,4.8002,4.7483,5.2321,4.9991,5.413,5.3421,5.1818,4.9268,7.2765,6.2758,6.1308,5.0371,5.2933,4.7234
"GPR61",4.6258,4.9897,5.1561,4.9303,4.9759,5.001,6.0201,5.2808,5.0612,4.8403,4.6613,4.8868,4.4602,5.1787,5.2123,5.3488,4.9892,5.2939,4.856,5.3388,4.746,5.3399,5.6071,5.0517,4.9911,5.1422,5.0862,5.224,5.9691,5.37,5.295,5.4557,5.0853,4.7286,5.0192,4.8513,6.0437,5.627,4.8941,5.0005,5.2432,5.3325,5.4509,4.3686,4.8149,4.7212,5.0229,5.6457
"GPR62",7.0195,6.6571,6.9095,7.1416,6.3832,6.6791,5.7042,6.0198,7.7604,6.5484,6.8259,6.0939,6.239,6.631,6.8181,6.2011,6.8811,6.2699,6.359,6.6741,6.8,5.9432,6.7776,6.963,6.2168,5.9391,7.1001,6.1859,6.7402,6.909,7.0496,6.4667,5.8695,6.1387,6.5312,6.5971,6.8074,6.4126,6.4915,6.6523,6.7653,6.7686,6.8477,6.376,6.4944,6.8755,6.0844,5.886
"GPR63",6.607040035,4.423547992,4.112106623,3.793459126,5.217197147,6.068132661,4.009471196,8.343838839,4.850247746,4.250390729,4.75773274,4.772653778,3.991632296,4.650523387,3.337059448,4.821304647,5.189872691,4.97781268,4.215223076,4.738721066,5.152334243,4.318254245,4.82819833,5.147678496,3.13550661,3.547045525,4.464284963,4.50456538,3.903999225,4.516433419,4.859595301,4.452664688,4.906949156,3.871511967,3.674918544,3.7040386,9.253124009,1.749495462,3.946532921,4.326517053,3.898467285,4.233713061,3.620973958,3.58636129,3.596335731,4.544395808,3.168472576,4.230514387
"GPR64",12.634,8.9108,8.9526,9.315,9.115,9.694,9.1147,11.804,8.6605,12.363,10.358,8.6629,11.665,8.4263,9.0423,8.5275,10.921,9.5632,10.846,8.6323,10.265,9.6737,8.6034,11.693,9.0876,8.8394,12.423,9.5189,9.1597,8.1039,9.7601,8.3306,8.8908,8.6742,9.6394,12.323,8.4109,11.599,9.3871,10.183,11.693,9.6094,9.2615,4.8699,10.102,9.5984,8.7567,10.314
"GPR65",7.509,8.3297,8.4405,6.9385,7.1436,8.366,8.1885,7.539,7.9274,6.9168,8.6159,7.8929,8.1185,8.2333,8.547,7.0544,8.0813,8.3105,7.025,8.0905,8.4616,7.1776,8.2641,8.3243,6.5648,6.9457,7.3567,7.8903,6.4025,6.7488,7.4032,8.6181,8.5754,7.5545,6.6504,7.0058,6.3693,6.3311,6.8074,6.914,6.8888,7.5236,5.9418,8.0792,6.5976,6.778,7.225,6.6899
"GPR68",8.7139,8.7871,8.7549,8.2805,7.6788,9.0269,7.9427,8.0915,8.6375,9.2142,10.189,8.0879,8.3305,8.6772,9.1542,7.919,9.6682,9.5236,8.5567,9.2502,8.9697,7.6543,8.3757,8.3715,7.2889,7.6172,8.222,7.6232,6.6242,7.4578,6.8429,7.7401,8.9499,7.8939,8.2944,7.7546,7.229,7.0816,7.9023,8.7756,6.9558,7.9482,5.3351,8.3766,8.3219,6.2752,7.6256,8.4263
"GPR75",5.0598,6.0684,4.7727,5.6279,5.2325,5.7457,4.8213,5.687,5.9496,4.9328,5.7174,5.6886,5.2099,5.6154,4.7743,5.1899,5.6181,5.8066,5.3291,5.4374,5.3171,3.1018,4.864,5.1973,5.7342,5.676,5.7094,6.0238,4.7966,4.8898,5.7923,5.1899,5.1155,5.6083,5.7558,5.7032,6.324,5.5082,5.099,6.2352,5.1383,5.3325,5.865,5.9095,5.2543,4.8842,4.4751,5.2285
"GPR77",5.6181,5.0136,4.7999,4.2337,6.0504,6.0824,6.1966,7.2926,5.1155,6.0793,6.2462,4.7727,7.1273,5.7923,5.5065,5.789,6.403,5.3144,5.0813,5.1259,5.9908,5.4642,5.5382,5.2933,5.0693,4.6999,5.8165,4.7172,5.3421,5.858,6.6337,5.5775,5.0652,4.5604,6.2615,4.2377,5.9908,5.4509,6.0377,5.1129,5.2432,6.2625,6.667,5.1704,6.231,5.5731,5.4055,5.4625
"GPR78",5.3125,4.1792,4.8776,5.2535,4.6825,4.7109,4.7243,4.4622,4.5321,5.134,4.0206,5.9577,3.5876,4.7092,4.4919,5.2337,4.6854,5.027,4.9435,4.4284,4.1362,4.8277,3.7859,4.9445,5.3272,4.5282,5.1177,5.2939,4.9567,4.5164,4.7466,4.8403,5.0652,5.1977,4.3288,4.6319,5.0113,5.1936,4.8053,5.1997,5.3891,3.7109,5.2293,5.0661,4.8466,5.224,4.6246,4.5981
