"","SRR3216048","SRR3216049","SRR3216051","SRR3216052","SRR3216053","SRR3216054","SRR3216055","SRR3216056"
"ACTB",14.7519028115489,14.8783650182786,14.2070773335814,14.6930615283386,14.7709881295958,14.911997276706,14.59456373251,14.8648748701403
"TPT1",14.9530480022628,14.5425881177974,14.2056876796586,14.3251933824855,14.8644363237528,14.9831090020225,14.7768006000684,14.7438887447267
"ANXA2",14.4912992179377,14.8575511728519,14.0105331336494,14.0861794267337,14.8448974055003,15.0478398873936,14.781335576849,14.2820656911146
"RIMKLB",14.4327771428319,14.9373697357478,13.7705557604582,13.3423910397853,15.0274435509443,15.0905188272443,14.9864646712446,13.5753715129581
"IL6ST",14.8839511252111,14.0442322347462,14.0699607510422,13.156648591434,15.009546257331,15.256331135578,14.6777976097527,13.4833674957693
"SYNE2",14.3891854951488,14.87680796285,14.0116739326586,13.080645898222,14.8258590955464,14.9430240197815,14.9536924923903,13.5045108827316
"EEF2",14.4384851843144,14.3834747797513,14.15697347123,14.1496319875847,14.4556483108437,14.5872536391766,14.684295910061,14.5747266129122
"COL1A1",14.8453846062724,13.9476324557546,14.6956672976905,14.0204826509509,14.4775885146066,14.5740964189879,14.3148858483133,14.1639050956991
"SAT1",13.4242813525334,14.6568506574028,14.4014158480471,14.7282948401692,14.0295055864014,13.952403392672,14.7057765587593,14.665292235737
"MT-ND4",13.9621348636276,15.1054221217983,13.5825800997326,14.1665426459268,14.9692844647971,14.4384949633179,14.195263572909,14.0340544714042
"XIST",14.2996292329182,14.1617075338973,14.3189251297749,14.2808328805455,14.2686533811855,14.2573515916375,14.2870560119602,14.2905106032171
"SLC26A2",13.7023266831052,14.6494454957096,14.1794774535723,14.5789326486025,14.1265975258902,13.5733686790213,14.2192541619255,14.4823125342134
"GABRP",13.878888109577,14.3892964671028,13.9647488139197,14.5362079911048,14.1789965173052,14.0762395571942,14.1199786142189,14.4513685561691
"SPARC",14.8619817069579,14.1552158195666,14.081865720889,13.5246770831938,14.1676007430864,14.5549996076425,13.9472015769481,13.754241580286
"MT-CYB",13.5506893210382,14.855973862624,13.4780225313753,13.8940745359679,14.8504543765252,14.3450101315164,14.0838753266932,13.7121882290394
"B2M",14.743679145512,13.7904889180323,13.5050939699627,13.4091433732342,14.3633088121827,14.2481638506574,14.1511691787386,14.1094088037125
"MT-CO2",13.7969046969348,14.7583069978033,13.3263373955943,13.9304432158034,14.5940251673283,14.3096017124505,14.1028901645737,13.7688940113856
"CD24",13.9640019724908,14.4380945782128,13.7631555665882,14.2134900565432,14.1672283802046,14.1603934183638,14.0562587812166,14.0719897838955
"FTH1",13.8847924067005,14.071743009817,13.448450602984,13.7398733739282,14.3962722612035,14.1805012219982,14.2450065003211,14.1411254631032
"TXNIP",13.7611499337424,14.1916290545002,13.9999535056016,14.0907561622184,13.7583111356079,14.0927501769112,14.2915518723322,13.8506041770663
"ENPP3",12.2781089013148,13.8983282102381,13.8289052316345,14.9598343701731,12.2602201647394,11.9079673632763,13.7222644374511,15.3112168633559
"HSPA8",14.1797765091119,13.9288610617858,13.1984720354054,14.1204000438753,14.2130770315654,14.2133481140153,13.6996655693356,14.0077008268087
"ACTG1",13.6470372601383,14.1290768167352,13.3232958872333,13.79406717658,14.0329362079634,14.130775446265,13.9478862896296,13.9261737630693
"SGK1",13.3271577650729,14.304451519882,13.286789719965,13.6690267129544,14.0972779440279,14.0461620488906,14.1049860643833,13.8041803889846
"MACF1",13.7359585420258,13.7427630151123,14.0161896689648,13.745668257168,13.8997156761147,14.0102389209704,14.1013895488978,13.4997237405659
"UBC",13.6746049536036,13.9453966955764,13.3010951697044,13.5492933698203,13.7978186256953,14.3746732343176,13.8812945785993,13.785795229694
"MUC16",13.8815774915288,13.2888967181579,13.8384432296893,11.7753790376484,14.6436915953151,14.4285676150021,14.2245396979092,12.2800521450509
"MT-ATP6",13.6370028342751,14.4381859150072,13.2230510669396,13.2825857778695,14.2741347304134,13.842624156992,13.8761593891987,13.4729641504412
"TMSB4X",13.7191931616933,13.8371566286767,13.5218381607567,14.191078396735,13.4021223375569,13.5077816844071,13.3571373497482,14.1897103129326
"LINC01541",13.6032597696816,14.0771833442812,12.8716334305867,12.8623110819575,13.9505967743359,13.9088812206997,14.2015595471232,13.4200893522664
"ITGB8",13.0049519573893,13.7062889739729,13.7812432948052,14.3710564044062,13.6961823654452,12.7704093693263,13.781287499305,13.9939992419597
"PAPSS1",13.1218654528921,14.0228903559273,13.017438741447,13.945984292613,13.6536842700581,13.7157058952155,13.8593532883817,13.6075834087713
"DDX17",13.3668546766831,13.5844113974784,14.0373119542962,13.8252241060313,13.4240101733894,13.4191128380195,13.6201703226524,13.7564337747992
"GAPDH",13.7719552089527,13.9004988850209,13.1225726919594,13.6850434019421,13.6959167426351,13.6887814795651,13.3174883315651,13.768449393626
"SLC39A14",12.5152544620401,13.8775805699005,13.5605888894783,14.9928238747957,11.3854410325394,12.1013767709138,12.5982519923369,14.5218538205167
"CP",14.2821428036823,13.5290156543664,11.9471764540812,11.5423027811153,13.3319623293211,14.4210620076702,13.4953889072896,13.5800259600619
"RPL13A",13.8727049020456,13.4747731476081,13.0689029549475,13.2648330336733,13.770933592472,13.8336438546017,13.5024285656248,13.6538335321656
"RPLP0",13.8401222121791,13.6238820811622,12.8480135376082,13.3109527361401,13.7128541216452,13.8833042219261,13.5525497296799,13.5208556616752
"ACSL5",12.8270722581478,13.5061491866017,13.3005048320253,14.5676954345092,13.1317791429211,13.2966192239219,13.3395038343896,13.7996036745578
"MT-ND5",12.92337979486,14.3747055901707,12.9504927892098,13.2211544282652,14.3354286009597,13.4223684141791,13.3179618456335,13.1841219934682
"PAEP",14.5182615765534,12.2510788788961,12.8635534712512,11.5631465245504,13.2876635855964,14.5537039577974,13.5286550163226,11.7546022904898
"SLC34A2",13.3292965444067,13.4988316045771,13.1729479282411,13.1323018640942,13.9487385929146,13.7220239380428,13.6697077005002,13.0532878030181
"MYH9",13.4316827248692,13.4263008255197,13.4628463424372,13.2059211533526,13.8214228256394,13.6318758638746,13.4823521986747,13.0912645177204
"H19",13.9289073934464,13.0180069950838,13.2763966411441,11.8306930410977,14.0374101652689,14.1775057013255,13.0938816170713,12.9515947177001
"FLNA",13.977235608237,13.1433328585706,13.1958729237645,12.6706241994623,13.7856465504559,13.7775131516188,13.4709559297138,13.1028093749829
"RPL4",13.5674879716867,13.3328672588426,12.8591723045019,13.0284511882309,13.6252055437657,13.862886284918,13.4210064148078,13.4885745417291
"EEF1G",13.5374745287336,13.4989678949184,13.0197299160133,13.2321187085182,13.5137950696056,13.633103565054,13.4068110395725,13.5073947987563
"DDX5",13.6894621715541,13.6212492163023,13.1399054097287,13.1231852301046,13.3542317898078,13.8747605118966,13.4480344960094,13.0415067798908
"RPL41",13.6106206866836,13.4190918244359,12.7741139535637,13.0846952895002,13.5291110540648,13.6121981756915,13.4865363269195,13.5073498955635
"PKHD1L1",10.3753016618457,13.4602406528183,13.3696854278385,15.0293464079405,10.7215642427676,10.5747387794499,13.0711224856741,14.7249389710171
"CANX",13.505808883915,13.3688835963123,12.912145752763,13.5936404865941,13.3735792502606,13.6779099919979,13.2563217686783,13.2846755317703
"COL6A3",14.0219179554148,12.9179769949256,13.6285905329861,13.2203760093656,13.0902589966202,13.5731334116562,13.180422004577,13.0218592055135
"SNORA73A",13.6041289487963,13.25961773471,12.91046576679,13.0899540739434,13.7478385895445,13.4946205618994,13.3295682447256,13.1082950474943
"SHROOM3",12.4418223726902,14.0809462354361,13.294973441053,13.7983745291822,13.4040260879888,12.6134663657237,13.5035515459177,13.1828335975403
"FN1",13.2494875250726,13.1153552112718,13.785541437994,13.533335761429,13.4324506404488,13.3469642682986,12.7241768501117,13.4008931827454
"AKAP13",13.4680902204793,13.1402968413093,13.3910097024024,13.3006023821031,13.3094624811479,13.2880670334374,13.5442078715177,13.0581281312847
"HSP90B1",13.6847884375376,12.8592364411666,12.5687667625215,13.4504888706007,13.4034859300296,13.5644395494389,13.0430188559028,13.3634335321395
"PTMA",13.3722738445465,13.3461114968902,12.7541003136394,12.9186987403398,13.3309942443234,13.5964040991346,13.3375317109074,13.2252996785532
"TMSB10",12.9533633910194,13.370568801665,12.87860464845,13.6892282356888,13.0353668338738,13.1456786900714,13.0523601893312,13.6288448724763
"RPS18",13.7168156586919,13.1639351533194,12.4660518410476,12.7228172131216,13.4773275530414,13.5407481130976,13.1647185007752,13.2097353173748
