"","SRR3216048","SRR3216049","SRR3216051","SRR3216052","SRR3216053","SRR3216054","SRR3216055","SRR3216056"
"MRPS21",9.207874483238,8.9299548199332,8.64084742135604,8.68380293276418,9.11154974380092,9.10112310275815,8.93933486181634,9.06499002912041
"C6orf132",8.95672111056945,9.47464566302568,8.81644653474904,8.0745978691999,9.09916789901642,8.9152138770464,9.48873741059996,8.86207577458668
"TCN1",8.35573424647347,7.95045459121273,8.53947051741906,7.6951070194885,10.3828048591805,9.8554340141817,8.96757431288242,7.78843751649939
"HYDIN",9.00579935043117,8.76739926220949,9.54435778174984,9.09426199121556,8.60395339768079,8.94156102664084,8.86933427072994,8.8805476464647
"SFMBT2",9.37563716029694,8.37502080538207,8.8174517005143,8.92549299214512,8.67674663537412,9.02291038754441,9.14975411423297,9.08269909690721
"ACOT9",9.0027984299559,9.04176821565333,8.82135227518746,8.7538687694895,9.05437962485495,9.05336292775646,9.32614182796594,8.67079978918696
"IFT122",8.98404510971899,8.73982932614496,9.38379921016143,9.05198611743353,8.95189029884384,9.1145269519716,8.80726329076001,8.83888142400558
"ABHD17A",8.96427147792492,9.04591398535879,8.78958846004463,8.91372337308278,8.99432438121386,9.20311240429605,8.92756809307945,8.9974603083881
"TBRG1",8.91352718082075,9.08996844914667,9.0405146428253,8.86742707732745,8.81976430992345,9.0314467437822,9.24608564535277,8.78436862786833
"DDX41",9.14086768265095,9.17026946878895,8.72748591643528,8.87566547706579,8.9080502403028,8.94992382674456,8.87086527708197,9.12355141829408
"IMPACT",9.25019360203184,9.14132522285136,8.79288207528259,8.7921011061557,8.8281556238813,8.85648234747874,9.02106930649095,9.02824817627494
"FAM204A",9.27913230974691,8.97818180077909,8.84799837302271,8.77480817235537,8.84119259238042,8.8152957363156,9.01772171643879,9.12861759488347
"TRUB2",9.02295633333139,8.99496631425749,8.65308355174197,8.74002989481372,8.9925726507107,9.31699594903299,8.99010549003696,8.96726743039507
"KATNAL1",9.34809306287889,8.55048183040937,9.24603040847504,8.93067332838503,8.8969703810474,8.73412256343886,8.97791741640024,8.99744524811309
"ZFYVE21",8.73932513818445,9.21117296027466,9.08419991922866,9.36235434536345,8.85862301443257,8.84135407713455,8.77350464135102,8.97272814643708
"AAGAB",9.06047713563866,9.1020190262296,8.44131266183773,8.9013697038878,9.27681655388522,9.05330956374465,8.84490201277942,9.0709402261795
"CAV1",9.29517553307117,8.96868748546398,9.12824909459414,8.68894685283434,8.72777427339416,8.80797707946053,9.35553728656849,8.49639825014207
"FSD1L",8.60484924989358,9.28257210755711,8.66615936942295,9.67710609159445,8.75955447484346,8.62377850996713,8.85374715073402,8.98974304624021
"OGFR",9.13365803366668,8.88538681277697,8.96620339728574,8.5439249932542,9.0302574569235,9.21445206312054,8.85721549205154,9.10979902487038
"CARM1",8.94224825764996,9.11437261743142,8.88300252367234,8.81717989336934,9.07721987069407,9.13828289284501,8.80926711368499,9.02543180558681
"PTPN2",8.95674999277435,8.92979793739178,8.86320322213625,8.89415531673388,8.99993781116295,9.05826721078842,9.18587553013977,8.84783728414547
"MKRN2",9.00136242940623,8.90842491327779,8.87507146307576,8.98635612977908,8.99560723173101,8.93575398468799,9.07225590101682,8.96902657967734
"EPB41L3",9.53909163836703,8.37253726600563,8.3824383254084,7.98108906768785,9.74147589194311,9.31202894627964,9.28738122983829,8.29665225554429
"PTPRB",8.89058620067552,8.32744785557066,9.58073626017837,8.53323891591532,9.40921966304725,9.27268004013227,9.08112407582114,8.34947271785648
"PHF11",9.060973601152,9.02247384315753,8.97734277233948,8.61045245095291,9.03671342771244,9.0417789831708,9.02307856534279,8.88504743184047
"ATP6V0C",8.80670429375057,9.40274693268966,8.6153506092296,8.93892056138253,9.12655489341935,8.89795757811062,9.01743013718479,8.91975964429434
"DENND3",9.16201182821081,8.58935301657819,9.32290482065225,9.23708943258151,8.58707916567118,8.94953505170806,8.85795665251747,8.90475059753516
"ECM1",9.21859013996793,9.06001239699205,9.09677259393219,9.10740406680565,9.14266432103433,8.74943512920443,8.55911565189271,8.87046520818508
"TMCC3",8.29211062221771,8.92957950332084,9.29218820612689,9.56145910524481,8.63089980864668,8.46892128981148,8.94632576207582,9.53369913917325
"TSC22D3",8.41197726697492,8.72939289502364,9.18038266118791,9.88096752510966,7.604502986141,8.42096460567204,8.86235121593965,9.43122344724371
"MCTP2",8.92991149721895,8.61313842107947,8.85849565322243,9.3196094283034,9.0507552856703,8.95278626770025,8.81569750606295,9.10759576817388
"SKIC2",8.6987378042932,9.11927497782066,8.94460142770011,9.27455194013089,9.1734532385595,9.2032680750201,8.51450987027981,8.91615750433034
"MEGF8",8.77797047245891,9.0116010450699,9.48979705810702,8.98109110654657,9.11053371968562,8.82481013554095,8.70273426098804,8.95158406675617
"RANBP3",8.70631679762338,9.09996732459829,8.76737465066476,9.22188568491547,8.91699102301931,9.1848385305805,8.92395295824639,8.9768341082533
"GUCY1A2",9.09261775832071,8.62354379506957,9.58902898797603,8.76739477581391,8.92376636545493,8.93370636039934,9.10678026206145,8.47639616826533
"VPS50",9.34455108173917,8.70294522029813,8.87562476711991,8.99835676279409,8.98894201366564,8.5659318799472,9.05737633342386,9.16939074614398
"DAXX",8.95202262520933,8.80790273597343,8.87518622626382,9.00177497323415,9.02705314824272,9.27725959176885,8.88874682129845,8.91738055656953
"RBM22",8.97352292384746,8.96067685581565,9.11449340900846,8.92744771877379,8.75237291215278,8.91981318824477,8.97941356612778,9.05924276989251
"ACTR1B",9.05404078535455,9.06455790509908,8.78753205413617,9.12236660725785,8.99858117224489,8.99152899878392,8.86118901397625,8.88258852641659
"LMBRD2",8.90497134452686,8.82869670514499,9.0388699592845,9.30250804106751,8.55987428194057,8.70782079619513,8.68319203401731,9.55913226307015
"KCND3",9.73600458572,9.01251106314907,7.77472081363059,7.40878959370988,9.00074900872964,9.55200338512334,9.26564124111358,8.06465799014147
"UNC5B",8.53120271188838,8.88105778271859,9.41508859725605,9.94446232958843,8.27790816334502,8.34496929589764,8.06707318676943,9.40532991397494
"VAV2",8.62847031238685,9.30608816635282,9.03898680819436,8.50520899806355,9.26057465734412,9.35167113505112,9.00573243689835,8.5203107897179
"UBXN1",8.91973722001618,9.0280132844042,8.88449684185176,9.06953306288849,8.86666847664851,8.84623649655692,9.01775855422327,9.06679182096399
"CLEC16A",8.87411627978278,9.0592166745877,9.06307962380518,8.99199707210013,8.98412487157598,8.78460955538282,9.04583589176939,8.96135491503902
"NHERF1",8.39668748138708,9.31258889952164,8.65541256174586,9.30880515912041,8.69782309881796,8.49192608231665,8.89367462730212,9.57762558559098
"RBM7",9.16817166663544,8.90573023638888,8.84442580281922,8.86877332411522,8.90851738623531,8.70314971829482,9.0538209482157,9.10907108325628
"MRPL51",9.19903231529563,9.04066374527391,8.55420941326138,8.89138453697582,9.19041012935834,8.90945783327547,8.86084458631584,8.91298884274582
"MSMO1",8.80047221018433,8.87525772905425,8.37445899014664,9.2353672925351,8.93065971805842,9.21467405008068,8.95766042705002,9.10240103771191
"ZBTB7A",8.88702069824299,9.1009145743998,8.79723038655447,8.83426108335287,9.23417049756068,9.01582750320407,8.89102756064873,8.99720334022081
"CCDC90B",8.97144495446624,9.14248089515528,8.91218703706071,8.89709216487178,9.19278482427011,8.85299671155548,9.00694721715123,8.74200155017786
"RANBP1",9.25556619316627,9.00739116126089,8.34217001611244,8.6336487469213,9.08499796713471,9.25581886424157,8.89330684277556,8.95460300101531
"PNPLA6",8.81548459536972,9.24398185514981,9.15105147116286,9.24881687712094,9.1850457373147,8.80370438196116,8.62103770723661,8.71135226262686
"CCZ1",9.14588684801475,8.66710326014082,9.03140625932823,8.67327955771484,8.64266905190035,9.24450568656107,9.04161473573394,8.63203292234947
"PELI1",8.71996653594681,8.95923268061403,8.9937086534383,9.44495731597067,8.54695215866237,8.65111436482635,8.76905569147058,9.33875554773959
"TSPAN15",9.02305467631222,8.83390951736583,8.80353251555232,7.7941088921356,9.7015692019364,9.47672499700747,9.14430637623973,8.13076997045017
"RPS27L",9.06623697635375,9.02542230036109,8.55195456740153,8.88710487083186,8.951643646811,8.83843978491902,8.97915923268147,9.28262471667228
"SCAMP4",8.96470980640143,9.11629419109275,8.91966479473885,8.91512154916985,9.05488877599014,8.83424533071125,8.89399782373601,9.04758602042073
"TRIP6",9.01185056688212,9.25722568751,8.93704927884891,8.97849722433508,8.76143510437189,8.86119317680239,8.85163020853006,9.04190093058719
"RAB11FIP3",8.89176147112691,9.12462829225964,9.28880150159553,9.06394997104175,8.91870686423621,8.86710020315307,8.97329922047211,8.66096798069546
"GPR160",8.79030125052649,8.7718257497568,8.90193466214182,8.55579403510787,9.10282644410254,9.29420411471883,9.28545707002356,8.66794356522899
"IRAK4",8.8753865716792,8.78508211465866,8.84565737383643,9.29942663137422,9.1181081330999,8.68257633891057,9.01590545608809,9.04554537203634
"NAA20",9.01548542861695,8.84356277800311,8.46228019322554,8.723460943413,9.17199616769064,9.04038885866931,9.20759037538889,8.96902692013714
"CARD8",9.24873096736144,8.81733319711531,9.03988475274345,8.84324162631306,8.75942725584042,8.86924599769564,8.9506415337442,9.07510140693054
"MICU2",8.94608773183254,9.0463770841287,8.68347951228932,8.88267025314938,9.01663519540993,8.91614605520971,9.12749390980598,8.9206469196715
"GMDS-DT",8.73974797124842,8.92152368346546,9.44236558521422,9.04089048736901,8.86144455925291,8.81815393482164,8.92470614468616,8.93886405315951
"AP1S2",8.82503722721867,9.08823408578258,8.81548253751868,9.25745701583051,8.78796771598147,8.46992538137151,8.72270288978028,9.50228009475105
"CDK9",8.90858496908921,9.09539994744163,8.98937494174425,8.81542975277206,9.01476522346032,8.76388803909636,9.00568154289117,9.11036123598543
"NECAP1",9.09022757825419,8.96773893320398,8.97391981334545,8.96237037072593,8.83664327247207,8.96224292550892,8.97549849701777,8.89540483132289
"AP3S1",9.17787685508403,8.9163106945393,8.60721165303976,8.76557501116721,9.02586685810995,9.03016755827475,9.01923081352211,8.94748113755849
"ARFIP2",9.03807429620834,8.9013928642118,8.88526130109676,9.07392783355578,8.87598535867832,9.10058925178659,8.7865286315214,9.01074182803542
"ADAMTS9-AS2",8.02208386552326,8.2426007320504,10.2322561117177,9.33338472217546,8.05596833783375,8.49053400824968,9.24073650245407,8.59611732379225
"PCAT1",8.01865381077684,9.02475941153709,8.94086639754156,9.59054896092777,8.43293034693314,8.51041659981807,9.04778757355881,9.49400080864166
"SRSF8",9.01500785771566,9.47193939127585,8.25301036689508,9.05599940122407,9.32916957889929,8.82132094901177,8.67927642606718,9.05211127400572
"TSNAX",9.03535779707907,9.14661802659812,8.76581110460419,8.61557643052036,8.84094129887096,8.88783126419374,9.03067296241473,9.12205037493449
"UBXN2B",8.79917428868149,9.16418202824666,8.77071321294388,8.90062196656606,9.07747114628488,8.77688230542485,9.00879290119691,9.1372054506472
"INVS",9.14304624267252,8.78266858965495,9.14966727220306,8.80525838936302,8.85782911042495,9.02574902292081,9.05668835979021,8.80305101012109
"ACTR10",8.86036181840608,9.21764727142773,8.65782713477702,8.7189007724874,9.35746244673169,9.0177442001526,8.87206576315471,8.91606862338605
"EXT1",9.03455416926319,8.89359861903018,9.40509880342065,8.63207584983864,8.9326503264557,8.96430911612824,9.01713268074192,8.79966918017852
"TRAF3IP2",8.80681954396965,8.91542980584892,8.86695307142818,9.29013885959889,8.80955150548831,8.80094414823137,9.11864533934412,8.94395625296714
"MTHFD1",8.93203815198691,8.86738654611549,8.81221045634609,8.786172032942,9.24897013073543,9.03448907810372,8.79396218621415,9.14652063087025
"ODR4",9.02587333129304,8.90174328406981,8.89021008991915,8.76868686768098,9.29636854797062,8.8533360332922,8.98674709578116,8.90822767917167
"PPP1R26",8.76779566227162,9.0860204362944,8.69238484777258,8.80527731579313,9.08229917360092,8.94359373303913,9.2329093433451,9.04038099888854
"RNF24",8.87351366456546,8.80572877786235,8.86593907040899,9.08208993978654,9.25713995226798,8.87574779180358,8.87841028871526,8.9347249558478
"PBX2",8.97891775453709,8.87044672126533,9.58281702133288,8.7679949376649,8.90326364233911,8.86606583178092,8.81525172043512,8.8796297453818
"PDE12",8.95792261536662,8.99146625633578,8.64828545832824,8.92831347523453,9.04748225992964,9.15920388028453,8.98225263561623,8.85852923286677
"GAS6",8.95927696995303,8.6752165769788,9.44937516770125,8.71521515440805,8.79259675289682,9.04399580084041,9.166143645493,8.66813214379826
"ZCCHC8",9.11189673531551,8.82675915238462,9.14885811501993,8.97179485641193,8.70754597067925,8.82688739593047,9.12402263550347,8.81446238074475
"FCGRT",8.98684971878924,8.82889311363076,9.36766307857215,9.0720177695071,8.44560403272802,8.95001739294478,8.90986187108228,8.89670617112522
"DENND1B",8.76925871972109,8.99806442549725,8.55241263732479,9.26015855633082,9.10818204819787,8.70817809559949,9.26505098178666,8.85755348262994
"HECTD3",8.80956223662903,9.08473457389013,9.08137234970286,8.88356180798305,9.1122854619669,9.11583317770115,8.88762613461341,8.72123641442088
"INPP4A",8.91376905912121,9.01340954454436,9.24424879017062,8.97905263006248,8.80753185579577,9.00165454360209,8.88925420474662,8.81949224655233
"PLCE1",9.13663011864886,8.50262094493648,9.29272671166235,9.25660450559227,8.73347318101803,8.12180066245191,8.92699939385661,9.26510410824037
"ARHGAP27",8.85087147036684,8.83651367249195,9.10915146539346,8.46422193992204,8.95507112851396,9.11622817011233,9.02642876436644,9.16630486355108
"TRPC4",9.65334102688069,8.46255466373929,8.12286019523449,8.03917263128027,9.37836048757591,8.67341351649213,9.31726642372442,8.73534266987779
"ENTPD7",9.00295638111065,8.88390892548547,8.3274040650025,9.12593255486355,9.09103137304259,9.2883397008714,8.85566076061845,8.91983565442023
"RNF20",8.94610495757574,9.00705380064409,9.15439503392656,9.16722643142512,8.70256718514567,8.85956084548779,8.85866679023066,8.92192734306626
"HSPE1",9.25813308090049,8.65937033093082,8.21150969894192,9.25943271058783,9.22445334734715,9.0332834776363,8.49360298686859,9.11012815517877
"PILRB",8.54018100990653,8.96769321105081,9.50378186075086,9.15495379060372,8.87455379915493,8.67256775607884,8.682260747629,9.16938187573317
"EFNB2",9.21239047759208,8.66253474079745,9.32241778753592,8.6572467844128,9.58435072631764,8.63636653819875,8.4192887601953,8.93702538303197
"TET1",8.95719690214383,8.77302439154824,9.34646873178024,9.11843337376124,9.10267070103768,8.69425977150133,8.70884714811208,8.93305257246336
"FLCN",8.72253794534113,8.86504068091183,9.14161739996352,9.43016914450764,8.8304145504441,8.66283165693093,8.92686329436351,9.00437875876355
"MYOCD",9.77583174097823,9.46397527847823,6.83695760236938,8.32392189634884,9.40628128561045,9.02571755884066,8.63187054732321,8.69066105462741
"GTF2H2C",8.6263211347313,9.11638831438266,9.46384246135831,9.25342572984484,8.61585724944942,8.86519492881582,8.96830860984039,8.64656811927905
"CCDC71L",9.23799200655875,8.7530332262839,8.46810449269536,8.49825420419155,9.52028033341321,8.93033402804124,8.91612037160416,8.89547332537698
"SETD1B",8.66772665101174,9.18659525530886,8.99486308881041,8.70233933176277,9.31666350795645,9.00525341371422,8.81786050969277,8.95606650271993
"KLHL2",8.54907646334895,9.22345939743197,8.8000199192077,9.0012117263744,9.10628030960032,8.54156266490187,9.0027706221603,9.27192686880324
"NHERF2",8.56563675375355,9.17753689470601,8.92031444948035,9.18927231098967,8.99228346170929,8.79878311229741,8.77390392614905,9.18934820557195
"ZSCAN29",8.9670245534595,8.99347394369457,9.14481120407577,9.06860485066371,8.79982193706233,8.63058928282526,8.88103682358516,9.12090004729605
"DYNC2LI1",8.76051153613385,8.52113014958193,9.37554907975695,9.27965266424464,8.57485747328918,8.58002059674931,9.06616445748863,9.2215498244578
"ZNF510",8.68439250086542,8.85685908598267,9.08465112902065,8.89978361629112,9.11985637281013,8.86404612389199,9.07790469583392,9.03526499246464
"DDX19A",8.94689618687854,8.98090582632741,9.02254864438932,8.72225396292774,9.16403827160466,9.26215519900984,8.78217633825061,8.65819568038703
"ZNF107",8.6980086930307,8.87918738844005,8.95144081571721,8.78415805612135,8.49796414114828,8.74367001303663,9.32089385501246,9.32147700682429
"XAB2",8.7690686229775,9.13280532964071,8.9499807981809,9.11640886182484,8.86996063851483,8.89957063239971,8.92909464304951,8.96393926080845
"ORMDL3",8.12699090218975,9.13785845043824,9.10576966120589,9.2173558636328,8.76903484949573,9.0677158777447,8.81775353163031,9.4093736145426
"GMPR2",8.9047528253333,9.32063859657704,8.87737249461408,8.92410405935196,8.53218999392332,8.87512417416411,9.03083203400627,9.09626481707887
"PPP1R9B",8.99883999722061,8.96989794554213,9.1174520940491,9.00274969724332,8.84081530136774,8.97851796629938,8.82512450382777,8.89828854563794
"DOCK6",8.98785359413241,9.148033650307,9.07913928072013,9.18778253267917,8.89751945929256,8.84204997388102,8.91773743023777,8.58829833799158
"RFX3",9.18501962947206,8.74851433636885,9.07926173078166,9.01321773733568,8.92902424562289,8.83227584664002,8.82903683566661,8.87955893471897
"MRPS15",9.13898841636311,9.11416805152782,8.25970993193675,8.72529499954445,8.94432030373166,9.17604072830227,8.91813605442726,9.03331096711047
"TTN-AS1",8.56810476541955,8.74890980445991,8.91430343997776,9.06496079663044,8.77564235256977,9.08888093156216,9.06957844672802,9.20829535750653
"SLC41A2",8.59923197716992,8.95743333901308,8.66248531292777,9.56866938775764,9.1331731438908,8.80707666284596,8.96405244643246,8.80262756429404
"SORBS3",8.93163501690577,9.23366933119786,8.8486823642433,8.30266182803078,8.93668124363454,9.23880703427496,9.27859201212456,8.56713572925632
"TLN2",9.43163451869396,8.97285115498011,9.20950690799092,8.54987686490161,9.14432110179346,8.81031786459096,8.83334891366802,8.6029293112489
"AP1G2",8.48594746752146,9.06390125969023,8.85662393127003,9.16420923714514,8.96886021324127,8.94431464887127,8.98678841181327,9.08024903855846
"TMUB2",8.73134272687034,8.99375720547562,8.79196596320518,9.13504841662902,8.80247443182124,9.07296198012017,9.10708146821429,8.8937237792362
"NDUFA6",9.03023014263607,9.20982346112178,8.5009548634088,8.72246645236968,8.97416912192382,9.08978376197138,8.83992687418943,9.02313200174836
"ZCRB1",8.74526466317954,9.00491985733633,8.83806441122807,8.9907927795228,8.92654266265187,8.6445697228202,8.96427921774663,9.28782549066459
"CDC23",9.17413030922748,8.78261530639517,8.78401117968409,8.84553883229781,8.98935069410825,9.03177783286421,8.85694042292739,9.03932431168792
"UTP25",9.14838185201882,8.81980766933,8.79757854223967,8.8931921512671,8.91706357455622,9.03695091873821,9.06841059061562,8.75119865570559
"MYO18A",9.22625389332954,8.35828704413317,9.63564188805519,8.72845305222524,8.80390130245461,8.9994429686099,8.86007472195656,8.91896064321089
"EIF2D",8.89729499836928,9.02119590741322,9.02836004779035,9.15942914200619,8.70408658637295,8.88148370497163,8.78273977220199,9.05879785894698
"MED16",8.70277129265276,9.12171752048115,8.79733226376104,8.77282180607389,9.29130615561657,8.94052877435239,9.09655801960065,8.83220438154439
"FHIP1B",8.93993487773856,8.96901526025956,9.2248337359028,9.26666710577533,8.67615151205143,8.96022867639469,8.7151277079857,8.8274924873337
"PDCD10",8.96648083978787,8.96766053217963,8.6185252728223,8.89892953052253,8.85540412049886,8.97912060368838,9.12224615520994,8.97842096100887
"UNC119B",8.90535324900992,8.80772650519633,9.07782672463819,8.94817012859782,9.05543589728996,8.92534653599824,8.80291187924849,9.04506355921745
"MBTD1",8.91272449150403,8.9878890082362,9.02081139313484,8.97217661473667,9.20431595422962,8.81159196636124,8.81549027430629,8.83411155082485
"GLRX3",9.15199533680447,8.88097346286835,8.55441279798747,8.77068619052982,9.17540884288803,9.09859161195839,8.79548568614772,8.9698517695823
"ETV3",8.81295910020248,8.99680792554807,9.11081273657512,9.2693550574279,8.90733199198361,8.76232572682274,8.96652363886153,8.71813230447607
"TVP23B",9.27504429300813,8.60653119106844,8.93086438028068,9.10586873969458,8.93637519454873,8.41189063064706,8.8115750381523,9.15498288496377
"BTBD9",8.9013135065162,8.70722713358215,9.13660676343367,9.02044476868734,9.16837996557794,8.91574725062234,8.9403026912077,8.80312615356369
"ELF4",8.7157356455057,9.21724516505536,8.87470395725478,8.98441994584284,8.80601562978048,8.82865016374764,8.9505193113466,9.11503925622612
"GUF1",9.14744852413856,8.67737536270688,8.78431884942675,8.82543592911598,9.04691556027778,8.91939915298784,9.15442337932104,8.89976078776087
"PTDSS1",8.95498537218889,9.09928555250178,8.75579856510726,9.04455337016385,8.8017131908456,8.79172488692362,8.9846603507688,9.03550469964789
"PISD",9.05410359869614,8.87348389713025,8.66779957925964,8.52270721448323,9.0523483771878,9.36057606961686,9.17487284453588,8.43193186776427
"ZNF585B",8.77349911772326,8.85959566416477,8.94782231739295,9.04442872113605,9.10089621658991,8.99530507095561,8.74379392103127,9.07348002866047
"UVSSA",8.69644558896773,8.84299765654303,9.53596564844862,9.20190681593416,9.01242718526889,8.62805027418979,8.60973564511589,8.98631361248061
"CDC40",9.42802716681997,8.88254388436048,8.64621605992412,8.79211996862543,8.88230328838038,8.862247802451,8.84430798895332,9.06363931343819
"ZNF780A",8.86877197970994,8.9277423527553,8.99422009047726,9.63594098793625,8.87814815239341,8.67050106481553,8.33309873125664,9.13942367577418
"NPDC1",8.4125570027717,8.89334996491947,8.91288885025167,9.70385079650558,8.80189549084489,8.82464607953608,8.58372738541855,9.13033211898462
"MARCHF8",8.79149242358383,9.074095308164,9.09233163694396,8.82508217549247,8.966574873869,8.62611223643734,9.14570461602229,8.93763760045463
"CD93",9.25379884943732,8.24614340479405,9.00094219248949,8.46270324324185,9.32551645516941,9.03612313472781,9.18429963657007,8.48761144577396
"MAP1A",9.25439526399073,8.70403387964626,8.98781410495659,8.72512986422678,9.07498929518919,9.13940465912448,8.85421085763344,8.63291021487824
"ADA2",7.98403767373391,9.38004642582071,8.7756794133368,9.50871657829829,8.22269901121638,8.21048764814582,8.7253002648242,9.71828985970122
"SEH1L",9.11507198337394,8.97360943670935,8.4100015546833,8.47136374585326,9.17654532986551,9.2231665364236,9.12332839607452,8.69487881637108
"BRD9",9.03764664079563,8.71445292691553,8.96549489882431,8.72733900893962,9.27487743936515,9.186084259413,8.79349291895612,8.74701516623914
"DUS1L",8.98251811723597,9.21501691874213,8.69363567978537,8.80316879150057,8.98125924242763,9.1568358341845,8.7231253006683,8.97142704757159
"PPTC7",8.8159487177778,9.18469099376751,8.60943603379866,8.83019483483489,9.17990070665651,8.884208305007,9.06763274605761,8.81348617344464
"SCAPER",8.29250248142077,9.21180620085924,9.27978342135373,9.24930444062819,8.51972574524189,9.05255775584476,8.7538978472969,9.03954497409364
"CTC1",8.58980265899438,9.40110947358704,9.02662235610487,8.93787523795142,8.87348431189164,8.7107329429877,8.8422945475762,9.11478893949577
"E2F4",9.05088073522842,9.0732944118333,8.6100284299458,8.8099843265549,8.82543079998527,9.20219558535018,8.95561687532339,8.81069608510699
"OAS3",10.2444986648808,9.18680564640038,8.39129247895204,8.15083225648583,8.71730530031273,8.69879548557765,8.39606289795257,8.17807537636481
"RAP2B",9.05843016313165,8.920575821492,8.90039032016707,8.8242703757782,8.74889229766449,8.94838174580058,9.14230491313303,8.79088372822864
"GGA1",8.73261643620225,8.93834667599173,9.30923573315123,8.82336834007366,9.14723135077318,8.78677744726553,8.82983209257218,8.99859810949278
"KIF27",8.61836985050868,9.12866540321973,9.15044603888878,9.29224216093438,8.73966216250191,8.72442668335318,8.78562077662634,8.92604980051392
"STS",9.33994203588734,8.7850377685068,8.3851570079164,8.82683301399446,9.13678568162074,8.96954023964875,8.81456661004074,8.94025081783362
"TMEM62",8.78643617346228,8.83205428558434,8.60397465769475,8.83559808713942,9.31105707834487,9.03788095154026,9.11108610748741,8.73781981186215
"NANS",9.02386442861289,8.73983320188693,8.20379142127092,9.06955416079857,8.81593481179639,9.10986072921366,9.08860841666188,9.04948851747342
"EMSY",8.92599557154895,8.81887605464688,9.14636424024777,8.99475965774707,8.86743600080732,8.8696420016605,8.76535467122221,9.06920617333427
"RAB3D",8.75699071517976,9.03359389835576,9.08224833547977,9.04001877059325,9.05067038689429,8.92901511335716,8.64017172569467,9.0196452850124
"MCM4",8.85769352597502,8.79251789388133,8.32806074931091,8.90942254271989,8.75375960520334,9.3743666776859,9.34529872464056,8.92090240235625
"ADAMTS2",9.28653925171631,8.06755421803846,10.1045739459065,8.93468100692448,8.29757745857198,9.18404377761327,8.51194155978624,8.07978662695543
"RNF8",8.87143360799274,9.09990914212196,8.70984253932755,8.87831687239187,9.07056048823669,8.93898199427576,8.88073888708104,8.99690242403513
"NAA60",8.47115700419335,9.06223958836958,8.95132901520423,9.26092156812459,9.03940658791127,8.62769737562167,8.7332545499364,9.24312100085591
"TFE3",8.95014579310799,8.96577651154032,8.78923307004048,8.9343298651393,9.1129475911757,9.05209038767706,8.90873393146468,8.77877288097288
"COPS7A",8.92543636458401,9.11151317447604,8.73402603264118,9.04366482212058,8.78871291870651,8.99122525522307,8.77355255547349,9.03286458947528
"GAB1",8.46928318964973,9.17811609948098,9.21260716626768,8.70401124817012,8.99545499725399,8.76434396586652,9.29749711533531,8.72356305556998
"CUL9",8.58807237172481,8.88194993738107,9.26129133752816,9.10458406279991,9.0648231767832,8.57281921549787,8.92757831772056,9.10197237246943
"SPIRE1",9.29750957261788,8.78145275069139,8.09849573735838,8.42742408056182,8.6489329968065,9.72401570665089,9.41788240312056,8.54149691021472
"ZNF512B",8.96639109590034,8.99203516796677,8.98133148101456,8.85303383947522,8.96424837358872,9.00094687191511,8.74473532167154,8.98713144147668
"KIFBP",8.93648805073444,9.06496196759224,8.65520339845983,8.8911006120766,8.89807939697638,9.0986578574013,9.03749041684397,8.78666003473895
"BMPR1B",8.21241586045954,8.77705299310486,8.4101002364258,10.0550806873206,8.61500776809815,8.05938291225497,8.80766511864353,9.471901731611
"TTC7A",8.88840078182826,8.99085591851362,9.18290040718899,8.55045296275303,9.18780401703834,9.15579533801476,8.8363047479075,8.64999427907979
"SRP19",9.12222607201226,8.88465571820459,8.4143157091386,8.73247551267713,9.08036130301158,9.31071471023912,8.80212928650502,8.92224309488082
"SNRPB2",9.05931862871484,8.76075843619872,8.47466640515043,9.02962797118227,8.97318233031519,9.04043382711872,8.89009521602317,8.98266258845624
"PLA2G4F",7.56081607799983,9.39351175342257,8.6140821078358,10.5545766310459,7.99107347994002,7.4450178403497,8.10457180971625,8.90651803276061
"ARHGAP26",8.58263228745676,8.51968825281434,8.55788496456465,9.34569508810792,9.2286675578535,8.96874912989337,8.597737482533,9.26373834082504
"BCL10",8.77591593029453,8.93814655849921,8.98270472246739,8.74406212072573,9.01072678488477,9.14951224817931,9.0915486681345,8.64138024085472
"COPS8",9.2420170174552,8.91229866174945,8.75015585386102,8.65799071525038,8.87004667983525,9.00636458981561,8.98739563193491,8.84102283514315
"TIMMDC1",9.04834773774747,8.9447776421015,8.64508027850586,8.8981243659279,9.03667348534258,8.71471489390183,9.04328527749358,8.97276546090806
"GALE",9.08258249096687,9.55855186665914,8.27928906960363,8.95660940145439,8.78090762444541,8.94739468605789,8.75960488771689,8.82272547871026
"ZNF266",9.29615142695269,9.0323273260096,9.39165561718123,8.77855710694051,8.52890975406349,8.44046023048039,8.68109848263495,8.9902859660639
"EDRF1",8.96755905039166,8.75121960988177,8.81200121538476,9.11014593606685,8.65118824533419,8.94814422168298,8.98934891317059,9.0730660351986
"NR2F2-AS1",9.08589169544294,8.13362518625837,9.75500093096174,9.11359752043071,8.47893535551936,8.64219275884345,8.77526432915722,8.89319314072523
"MARVELD1",9.46584470479669,8.71494023030634,9.09245275984056,8.69227462778275,8.70605397873161,9.08179922563914,8.61853377800708,8.8186381214179
"ULK2",8.56610440131854,8.93632120488917,8.77923917233856,9.19799473896862,8.43471621650778,8.9448524448689,9.24805445388692,9.23834830436889
