"","SRR6286050","SRR6286052","SRR6286054","SRR6286056","SRR6286058","SRR6286060","SRR6286062","SRR6286064","SRR6286066","SRR6286068","SRR6286070","SRR6286072","SRR6286074","SRR6286076","SRR6286078","SRR6286079","SRR6286080","SRR6286081","SRR6286082","SRR6286083","SRR6286084","SRR6286085","SRR6286086","SRR6286087","SRR6286088","SRR6286089","SRR6286090","SRR6286091","SRR6286092","SRR6286093","SRR6286094","SRR6286095","SRR6286096","SRR6286097","SRR6286098"
"ATE1",9.98733897984306,9.85762195636721,9.95655202139399,9.5107194704429,9.65693785851314,9.98420344159095,9.84766491811081,10.1108237631145,9.70282424431521,9.87107706281006,9.96179914422049,9.92437636584627,9.88179103191576,9.60823379820199,10.0378988502996,9.84524593584914,9.83420591760308,9.46611917970919,9.85186768545248,9.89561411153955,9.74334422515614,9.35935487893631,9.42861729010858,9.84206252812977,9.60505281812546,9.86220790291336,9.79897914590941,10.0232313660574,9.84438380063788,9.31260537993199,9.46820150884511,9.59989571581424,10.1625179178685,9.38748168366036,9.38988586292297
"LINC00548",8.50820259373205,9.55397653006458,8.30021503603664,7.97476571670357,7.09714983195764,11.0150509459495,10.3623195903812,11.0701634928704,8.47123089097144,8.15124326484905,10.9556608993643,11.1566895181858,8.3141701370107,7.62440502156907,6.24010030333234,8.56595243949552,9.04427437414896,8.70903375510157,8.92892561085887,10.5045651815213,10.2491373465034,10.4245421907935,9.78415502222877,9.09649847799986,11.0711925864422,8.69459880339396,9.20778175269889,6.0158070535969,9.29069585205978,8.44767652269708,9.4898200770957,8.61773418143974,10.9146289479309,10.1643953867934,10.8027220359004
"DHX58",9.56263744389484,10.43326775008,9.17037344755173,9.48109143555048,9.45034801965333,9.40825114855143,9.22137775081582,9.31087791920268,9.47861368192173,10.0157941219836,9.48596631389451,9.22096782691885,9.68531961240041,9.81149026614339,8.97366869780331,9.24157694445448,10.0289622267541,9.92723426388795,9.76903174835095,8.88411629606229,10.1105213334306,10.2608087992171,10.8903290665886,9.78608086628112,9.58702318691348,9.48633719785244,9.5623768519948,8.70337752478496,9.80903560874175,10.6196321791279,10.1288612301306,10.1561624502618,9.0193236241416,10.9373956572931,10.4755850869395
"RN7SL1",8.90269561469809,9.64719096874441,8.84711054392196,9.00443201687655,8.74798084725068,10.1358881513956,11.130197162403,8.05125785270849,9.00463078535157,8.32744544544609,8.53632073463902,8.86463089489074,10.5547788118504,8.71205385078251,7.33855313940819,8.44025803694308,9.34402577270837,12.7838922442237,10.1540629109843,9.00824331476702,10.2320836242952,9.60024921509066,9.99181182114737,9.44300497114945,9.24389685727535,9.78239061984103,9.4067810581686,8.99315275530728,10.2502153300264,9.67870714032351,9.80715396731861,10.4446528716067,11.1345669048254,10.3979203057889,9.10818155855297
"RBM41",10.6969135951045,9.98175375555705,10.1006172317154,10.1391443585602,9.96117403682585,9.85509747478071,9.92970851149161,9.83271165311234,9.49306342946937,10.0688357908383,9.72564356978654,9.92889165549304,10.2450305087029,9.62077407788511,10.0399209997446,9.83195559931245,9.62055370750428,9.60615919544309,9.90836862871512,9.90959677460597,9.79850323532325,9.54565035978707,9.71292468251602,9.45140471656,9.72120459645139,9.7184167011209,9.60387378567795,10.6885298668797,9.63381619724447,8.72362997220389,9.71182184192879,9.72512713661994,9.92364224461987,9.02987041893293,9.77156740070756
"ATP9B",9.53911669702917,9.42543433971033,9.75725790767498,9.53770132422228,9.67327284937699,9.70368493292046,9.87733933201362,9.45247705631267,9.539194141334,9.33400192515647,9.86470847632341,9.5600669725072,9.35888566415735,9.77811483189568,9.58968778034325,9.52235422491387,9.76505430923083,9.58788315209375,9.55482535460058,9.47936449193947,9.90958224112384,9.71243813964024,9.84443946047295,9.68707822096903,9.72716412461181,9.73658312659952,9.52023942090877,9.78659048261202,9.78369339146975,9.4223492398773,9.41012818548406,9.77875097725365,9.68307938292464,9.95808654778091,9.75354711412005
"STK10",10.3542102016381,9.18624710842669,9.83706761262466,10.4239881769743,10.2578000273745,9.04172393499307,9.02482279253529,9.5889397111632,9.45312048243448,9.57046058347602,9.28558733884086,9.17585818090522,11.1762325412047,9.37697500892422,9.430940174045,9.5040344095523,9.63355951375499,9.9514307912565,9.11528638246464,9.14035527640818,9.27372688783016,9.39146186184339,10.0085295950319,9.67672402264543,8.99646897494212,9.54137058077489,9.76490870172426,9.05585429960211,9.56795373822207,9.16291929865149,9.1643569380675,9.41039105396719,8.9781672881784,9.17296892188972,9.33798189522126
"JAM3",8.70560907098454,10.2507167509237,10.3413558709697,9.87509219168964,9.98389225097781,9.64784048760708,10.0796975800841,9.93318686701741,10.4636779405502,9.92333174177975,9.40548546992584,9.77176654882444,9.22444276004237,10.3475942660697,10.4653766241339,10.313546840235,9.30086663731464,9.63505315867539,9.48017011534216,10.0650337545431,10.0328172980939,9.68355905369562,9.47486745258113,9.97739151628891,9.60587170009465,9.73652951160361,10.2676000880174,10.0079962624399,9.38071121971878,9.86132456666399,8.42611326851424,10.1411380623984,9.8306603354095,9.65385295764979,9.65692700957143
"SHROOM4",9.52714609331167,9.71849182765381,10.25468611163,9.8933531212522,10.2382673598391,9.8273789721879,9.85148174137703,9.82151515316908,9.63018405056788,9.33915181916269,9.74923011423755,9.77937503391157,9.0617558603128,10.0420577849341,9.89220377755625,9.92174011922488,9.71416564265151,9.98348244441932,9.62934262987783,9.96386094597824,10.1577158978418,9.59520273724168,10.1829929893974,10.0494885269124,9.50017328237645,9.58939610460231,9.75969516843882,10.5677216766233,9.43198573950882,9.42479326092027,9.36840089572845,9.87262178337536,9.98715985908996,9.87724415650478,10.0596254334488
"ERMAP",9.78493292349221,9.81398828028624,9.58131757581218,9.85227132177193,10.1354888762485,10.0279969714048,10.2600502552718,9.84318040132757,9.47053368853962,9.87811959843415,9.94425110222355,9.86300642241293,9.71695216898362,9.99461306805506,9.96464683174138,9.60847516860348,9.98408713730343,9.71795166292635,9.89785686877383,9.7764545086101,9.6226363854442,9.56296850021387,9.90381577077483,9.9216834130846,9.48722336436869,9.53204628804112,9.88771126045158,9.79166218886101,9.78108049155127,8.80299250307891,9.3629055095068,9.81849492827013,9.63847986739091,9.00813154736109,9.4913339056707
"ZNF776",9.91856153643187,9.79631808790217,9.44268230736013,9.74307943030539,9.84657360741327,10.2006560428859,10.0148712842966,9.92546421585536,8.64198647166721,9.61165879612636,10.3191177730849,10.1747978110769,9.35837735958857,9.65696870754598,9.77710824026904,9.51648870962077,9.48831092815605,10.0063409414698,10.0807159461847,10.2101533578096,10.1293276086429,9.29773327086317,9.26511417224986,9.86331456897667,10.1107889007968,9.79154364758748,9.6783101060537,9.81342114503347,9.88995079831443,7.99352358403445,9.66320495068119,9.4588541346491,9.99642727663836,9.09747264313569,9.43922451708491
"ENC1",10.5310537243007,9.15164447013841,9.32676742779108,10.5718690649294,10.5494518829458,9.12249987420529,9.65756137616668,8.85400109162943,8.64071412142501,8.72132486602623,9.33627866695032,8.08620230131028,9.1971413934451,9.68908515366826,11.4916903926748,8.70575666340276,8.89817843160307,9.02281342093046,8.79208383850024,8.54724116009163,8.6643046024645,9.17240096806868,8.89931704982519,9.07896630172167,8.12199173893782,9.14532862511169,10.0123351231294,12.2227985916798,8.65696298546294,7.54780063620797,9.98890103560811,9.11483165373212,8.75542097377549,8.30659771232744,9.19562909674308
"ARL17A",9.32334971273782,10.3056852082227,10.5183659312118,10.0117311333685,9.56795704419981,9.95601523334106,10.075272169074,9.59626896447999,9.81368671247366,9.89071540941158,10.1330939649627,9.48412260153738,10.2492878400359,9.70191946078602,10.0633737846426,10.4376574903743,8.40224194097968,9.99125538827901,9.06242307391075,10.1148159345658,8.86387727895105,9.50788705291966,8.63849536409708,10.1876659859771,9.26434215486912,9.77626532724144,9.58531650081886,10.2524457625049,8.66814174399608,10.036146453133,8.2861288600415,8.69110521377435,9.76183374265292,9.44659380538622,8.79551823423414
"TFPI",9.77055159962717,10.3891462574954,10.3152325542195,9.82851734460573,9.50689328410293,9.26215877064751,9.79522086920451,10.0971772555941,10.4199440766176,10.0301665821598,10.0075074820261,9.39672596020001,10.0071518626691,9.92253949326289,9.7515972759138,10.3028701249401,9.97381869842492,9.5021764464592,10.7609417590945,9.89195650819309,10.3092830956389,9.87373591828797,10.1174252540394,9.89113089792773,9.82611340270944,9.73584286609,10.5843199332774,8.73095949883376,9.65635804065948,9.99511791554134,8.46649250488055,10.002698255745,9.81340719939531,9.4258921080272,10.0695142179387
"SRGAP2B",10.025437106045,10.016102298867,9.76154461105325,9.94438863282537,9.62845808078541,9.81689037994713,9.96094303864828,9.91296215330832,9.4804844931898,9.86818540025508,10.1437690860648,10.0344362553312,9.63202968004807,10.0120178716525,9.66869252802209,10.0993089622174,10.0838029726735,9.85202345428476,9.54868179714179,9.7881271440483,10.2984919564083,9.91945032714109,9.75631930709208,10.1182638787337,10.0308875918578,9.58302222183478,9.67534480741345,9.82018255730836,9.60163341826204,9.12833608817267,9.3051282794527,9.55933339452941,10.1936101187141,9.91631015786108,9.40533947649558
"TMEM161A",8.89935172456678,9.52161648340418,9.63511964523956,9.45191467892075,9.52899093558137,9.56121126964575,9.27913162579039,9.69104197024462,10.061418365894,9.57469654112559,9.67850909738767,9.97297541929918,9.39653211873423,10.0961157027472,9.34237120375186,9.56562582476026,9.94158153277777,10.1184482519576,9.23603577878003,9.84649264501313,9.84528678077359,9.93616401602997,10.7258157438699,9.79598440288988,9.7534469513767,9.97556803988074,9.95813296484195,9.60129499058926,10.1110900243008,11.3990019775978,10.1559195205509,10.129511451686,9.7885506115135,10.6616205321529,10.2900393425917
"SETD4",9.87781171675623,9.7458679350348,9.74054674736213,9.85121210117999,9.80867494917182,9.66690577011766,10.0388627874813,9.70903392147509,9.92062512027497,9.99943718651389,9.85287844760515,9.89918277845441,9.82628516064574,9.98151452418239,10.0429318735196,10.1939924820469,9.53165628999384,9.67033340606954,9.58798220251861,9.77557919437693,9.80785731215292,9.86841717752332,10.0017875848527,9.58941384655666,9.56380124899642,9.80865997888933,9.70009435066826,10.204109817698,9.64675192011077,10.0491694316463,9.971698057689,9.88376852805781,9.97286241600896,10.1237695893008,9.85707771719279
"TUBB3",9.77449332175927,9.4238988075707,10.292259260453,10.419360163243,8.61348863258818,8.78646453493483,8.85913307221862,9.83611027834735,11.1876284170075,10.1975638886481,9.01529199316395,9.74845045790117,10.1697705017925,9.88238361633838,9.28511261283067,10.4572041343199,9.4981273246955,9.78581007252124,8.71869116504848,9.4642108434668,9.40293703902496,9.53588216863127,9.78287045754121,9.47040349517233,9.65766263288987,9.02316081919458,9.81840956679329,10.6787571358536,9.19188007863304,10.7964044969214,9.38871221965903,9.32714389694368,8.88066447898422,8.86516410972044,9.84612336713093
"MEMO1",10.0489042439843,9.69735664105568,9.68261229938824,9.52191996221097,9.69427378477956,9.53651852048952,9.53021528582899,9.96201009752546,10.251172483358,9.79991869720967,10.0137854698907,9.75113206584236,9.45366391134697,9.8196176169659,9.64513020835549,10.028082881574,9.8806217506499,10.2430295703676,9.87561773728674,10.2036532446753,9.91235388057001,10.0925650815687,10.1377775502906,10.094018291892,9.93881466565454,9.97199458224893,10.0343071013715,10.0872583395088,10.0624736675527,9.6773814721317,9.95718952669007,9.73583712676492,9.77155141642506,10.3092225562012,9.77871646277858
"MRPS11",9.65848453245364,9.57612377133047,9.74558035408813,9.3861742641732,9.55428681627152,9.68561474494346,9.42712183079824,9.65501975721943,10.1050766795448,9.69900244155903,9.7416987726377,9.85369254938607,9.67213733261268,9.78629380833252,9.3892658019743,9.80590719322217,9.80343726451518,10.147299487097,9.7012442407021,9.69115201054339,9.78037542097999,10.045513476357,9.35798611903107,10.1157928053315,10.1613844827787,10.0452698364233,9.95826340694621,9.74881876314321,10.0981179062494,10.5669408858488,10.2970876144338,9.78466183565116,9.50456173995721,9.62717546485144,9.66192631059355
"GEMIN4",9.62770626666605,9.79188718540685,10.1195182437231,9.97506928693784,10.3281879791243,9.69874323375828,9.86012761677501,9.78498376836979,10.0790612803615,9.73336194948528,9.95923232929812,9.65728423357148,9.55869818347255,9.94915708154658,9.96158200211121,9.90514030134783,9.63145257430129,9.75098840434782,9.50725601708951,9.73809415115782,9.61433983958118,9.19258432511582,9.92288991613739,9.37520386589217,9.11516563450219,9.35361263293863,9.78682496591975,10.1631239273532,9.27070912196729,9.52456591066739,9.47359756451893,9.78127700952948,9.83436624529799,9.35423865710736,9.71341320045708
"LPAR6",9.96920338048858,9.75693338217939,10.1233880387162,10.1973721834641,9.83670191592788,9.49473418536819,9.81606398114035,9.7436707014431,10.1142106654991,9.77698398691582,9.683928619659,9.32222847379646,9.98503941873667,9.46928811992305,10.1786489983311,10.0158961333764,9.5997092076508,9.89948457668243,9.71707288927633,9.78805164872138,10.4170277245447,10.0808420091869,10.502715107553,9.97633968544352,10.0696450031606,9.69174028881864,9.64349580019563,9.67290625790427,9.86335716358573,9.80018916090906,9.02195096980982,9.94868346993582,9.68725260334658,10.393646809334,10.2557638695899
"FBXL4",10.5009190379227,10.3104076531178,10.3793001594078,10.2132871876575,9.99162389246919,10.1753702204676,10.1539465995372,10.0709123214586,9.82676335479101,10.2738338531846,9.91379837466556,10.0712933691446,9.95559670160981,9.76813600112576,10.1152991085777,10.2182449826688,9.45233356076176,9.44909529380076,9.79655193534281,10.2079077028797,9.19305010209156,9.4221859362021,9.36269329897645,9.47828686708968,9.48885875240754,9.41477807619042,9.66712658244614,10.3431321627583,9.24607082614176,9.21618083327904,9.46416362760768,9.25656977827972,9.95429290900731,8.70126236762438,9.10288223626622
"NEDD4L",9.77243093689259,9.67394346145586,8.32065677308639,9.42614380520347,8.66349290848503,9.56465861154116,9.2241754012055,9.50675295159513,8.83840292221514,9.28414328359419,9.47321323068336,10.0588894752561,9.50829278590873,8.67018675994124,9.08956205677526,9.43377465257293,10.2693331329432,9.30832014384904,10.1898021784494,9.79366300853837,9.76296923269437,9.95101416557582,10.5636905053632,9.71779235291518,9.5636533959698,10.1190174265345,9.8956361646354,9.07890113382125,10.2307605168522,10.2881947876039,10.689014820726,9.71182093425779,9.721240357101,10.6575994116513,9.91941472196304
"TMEM218",9.60187712103974,9.80802114464674,9.60505924775076,9.52409493300846,9.63394374836931,9.77582019893208,9.83002238213286,10.1182782108966,10.043307482829,9.58071530437032,10.0709194553081,9.92145377319973,9.32134002125406,9.90422630931592,9.96491065610577,10.0987242993472,10.0280554812768,10.2262792184793,9.62050544229559,9.92788827311132,9.93489801913955,10.0315911822131,9.12280586225133,9.99058153709445,10.0758427554813,9.91164812587011,10.0304869595858,9.96615706406267,10.0640555599504,9.16745159903272,10.3161567999551,9.88676238697556,9.84799984130015,9.50378279142687,9.68445929417314
"BRCC3",10.3566646649714,9.91291304088282,9.88512639169426,9.896774311977,10.0623357606449,9.97093782763192,9.65869747793803,10.0550428238474,9.69278239767845,9.96027851917111,10.1853840980626,10.0828679565367,10.0249129634128,9.36740021547914,9.78070784375485,9.95174637012165,9.57235831073594,9.40347011644063,9.64199494459407,9.7919542309294,9.38530123513069,9.50454572469473,9.64530397908617,9.54548973484507,9.66010590012342,9.65262805452729,9.55966679515602,10.1546315971636,9.58178169109392,8.6726309299175,9.68640950193093,9.334064579384,9.82738657042423,9.40042534064092,9.11643183412214
"ARHGEF37",10.4718021053427,9.33261640000927,9.78253335055767,10.0180699971142,8.47266046732842,9.99411418013071,9.71169521302324,10.2326868338393,8.66049159142101,10.6447666963835,9.34125662410118,10.5422194182242,9.79483507382487,8.31601721562212,9.43232094618166,9.94806379595917,9.43652195358,8.64546282566515,10.1615911495087,10.0674939741239,9.24171025476541,8.96782282363315,8.75004757159916,9.05649866376678,9.8493844526946,9.49509173307001,8.62000031754287,9.65833252094476,10.0466454729013,7.78486570021247,10.4048308193223,9.20928615063448,10.1732093137555,8.26473219375645,9.22489753842827
"TIMM17B",9.23459748767963,9.34144454443999,9.17763548398744,9.44796434460052,9.38776514223942,9.80354518220561,9.30727205338833,9.54527588307492,9.61783058962605,9.56020848445869,10.0694903492403,9.87489941162506,9.5697845149221,10.1394004658808,9.1399573970595,9.27390220279392,10.0468019054065,10.1661181464563,9.82878239926415,9.91049645956624,9.90946466424018,10.1285987908846,9.58263740353387,10.1165324052006,10.2076553394621,10.2599474049851,9.96024057080325,9.31652540974126,10.2319838893778,10.6738493663779,10.5918187939422,10.0063193933593,9.76562988650042,10.4442943600505,9.80136094875267
"HMGXB4",10.233574748878,9.9399234032621,10.1136109748383,10.143349284634,10.1879019015294,9.9539429556192,9.98162091367296,9.97836576278617,10.0227588452015,10.0389340529211,10.055834068221,9.9853452039008,9.90795550270076,9.64476820758169,10.134987819315,10.0066851133367,9.20512402163406,9.23561711844008,9.72714096426591,10.2341381041926,9.47493240298275,9.22596120868298,9.03671447908888,9.51860787340884,9.49901482764619,9.43454322495318,9.51697289348791,10.4573856756014,9.28628666913401,9.11347964899622,9.08959357211591,9.24225002319001,9.88151591391537,9.14176501370026,9.27265760280873
"TXNDC17",9.86234917842956,9.57394555637102,9.32097188497376,9.28539594144447,9.90063931883809,9.52361266668241,9.06960073149859,9.75186163042755,10.0879720195851,9.64776704273337,9.69041513110875,9.93850419837356,9.60864987474844,9.60947778024225,9.43775757821755,9.74463163738002,9.96245553338207,10.1148497451239,9.57522824779236,9.88987095571113,9.78872383640034,10.3611330860271,9.41941370765308,9.98404642419247,10.1448286907757,10.095980923678,10.0125810079057,10.034684223442,10.2141074871271,10.6834898255197,10.5734565855463,9.83147210345722,9.71005971585813,10.0412681862759,9.85248202910494
"PDCD10",10.4446758755912,10.0939250098942,9.9336088493778,9.85359334377239,9.95297428759676,10.2490396394564,9.93170475050934,10.161461804461,9.7498510566833,10.0390592678084,10.3264764826701,10.3633913995936,10.176102706135,8.76136600915133,9.90176167360475,10.3252565855972,9.45055359192181,9.42560059812817,9.72473994439403,10.1396723435593,9.01356893225856,9.16732056957608,8.35869652608182,9.44249506880382,9.53334537746069,9.70261819929822,9.7360412590666,9.92053608458125,9.66802599595915,8.20598101335177,9.55709967334648,9.0606383940875,10.0761027790095,8.27382981769748,8.76991441665876
"ISYNA1",8.67261902325527,9.51349479351876,8.99753362576497,9.85186460340568,9.51019005161372,9.37458635102075,9.60805407998905,8.98076799100663,9.76380906188431,9.19551094578198,8.72928714306861,8.61287399465805,9.61666620930405,10.4405469689903,10.2597637413939,9.36229984742914,10.0550000591722,10.0315778209587,9.38634931450764,8.82144797846448,10.5755729053811,9.84980668532093,11.516742594287,10.1955537290644,9.62661097201734,9.43832294547995,9.67455666014986,10.4645055023968,9.6086437955515,11.4517390800938,10.1788996735992,10.4481022044698,9.09713367634995,11.3223226553706,10.7720504145552
"USP46",10.2066363226456,9.79006844166714,10.3650275990327,10.1140651629088,10.4782785959243,9.97470580627717,9.7322687579926,9.92267495246614,10.0898404974228,9.89938418807861,10.1326672866154,10.1323054154077,9.90137904463512,9.53400392010012,10.1214457448731,10.5231410383033,9.22327925229015,9.31459159215916,9.67248831467469,10.9483518145592,9.29947045294633,9.26013730292346,8.56084572385969,9.42407798929937,9.5973231468353,9.73477929321879,9.6851558660146,10.8791617734913,9.29871093363088,9.01930443108574,9.21782720554968,9.07286669242495,10.5869603262943,8.63736997675913,8.67621037210734
"ADRA2A",11.0326060489792,10.6554568372671,11.0053533139943,10.4899795552201,8.23801394242583,8.63060281706762,8.83619029191518,8.14710656971989,9.98312414617505,11.3476009074607,7.796709156054,10.1071039105794,11.6621476671944,8.32963058969092,9.36996022864057,9.56498638194235,8.43885396507165,7.14618073633306,8.53803333125589,8.91658672043562,8.17856675430144,8.18027411580166,6.97130471388056,7.44754135118977,8.57618575697072,7.5090404714273,8.00309617522854,8.2706407570125,8.77026783204752,6.57808726466621,8.28803457728218,8.22857140240617,8.70158232451568,8.78075892144284,7.81622055235865
"SLC35B4",10.7715389393159,10.0131536962396,10.2996589716995,10.1063896442107,9.70544855032031,9.46055120400223,9.39672741025579,9.72315451672529,10.1605749290169,10.6003866343701,9.28296603719977,9.78564526453542,10.6060808000967,9.51083516463906,9.74109039174374,10.0386829423714,9.2582796166682,9.2487267937323,9.69163284626429,10.0586657824147,9.31264424977626,9.52393767240983,9.78942653201946,9.21988624538501,9.2860566507741,9.24786955812876,9.39582828339229,10.1328775834932,9.30652962058935,9.53778369588991,9.19042363189757,9.03491529454702,9.77324546497495,9.06555130765764,8.96212103890803
"ALG1",9.75175335062834,9.91293938784448,10.0015030307388,9.81060645076077,9.86811342784934,9.75214102772628,9.86438635466496,10.1825557517498,10.2804684987105,10.0574930031561,9.88856544855116,10.4392470781331,9.79057546249246,9.47671079540567,9.66474282362021,10.0471509058808,9.51238814131744,9.6021274565261,9.20237402653769,10.0471538653028,9.20033961876701,9.21720368797937,8.31656846538202,9.66729949998543,9.82612125809258,9.82595892468281,9.63480300048455,9.96446205975224,9.66103408229421,9.86618154167242,9.92412653763452,9.53016754821921,9.70881285719756,9.16082040195655,9.16239255240414
"MFAP2",9.32138065016186,8.78082931335918,9.43143186188996,11.2529336245012,10.7130720370902,9.21750124169013,9.9607104678063,8.1597307693411,8.70844014804573,9.19832935123428,9.32962540759771,8.29829552949182,9.50800007398335,10.6474976261216,10.4205604602437,7.98024278820635,9.34541458154389,8.91767161620413,9.31316621514039,7.59568222838352,9.71616594931196,8.95316107910501,8.01367362203313,10.2921482635422,8.57343414471926,8.92714967853309,10.1488453512319,11.2110882860223,8.61487552910659,9.98095994878869,9.25270277888384,10.0259149198045,8.75414581870991,10.2494273848754,9.86890424646982
"MTO1",9.68320878336772,9.55605656306607,9.81268685056502,9.49462593724377,9.66545512155313,9.97374355751253,9.62554522708187,10.0040591366884,9.54967924353778,9.59826428649091,9.99732301830074,10.7528866109325,9.44991906656184,9.2609869101539,9.0581484618731,9.70809025023773,9.97104958503123,10.0391152389647,9.79272559550289,10.4063093335364,10.0176769560944,10.0111798678148,10.2150897496245,9.75529852162864,10.1079221030102,9.75128739221981,9.5921214053691,9.73138650273719,10.0639849382924,9.39917989872139,9.64374487422784,9.426512665303,9.71010752536082,9.94999041301094,9.55512773228046
"ATAD3A",9.31070808960992,9.82417329145555,9.87631993318067,9.77099761847199,9.76761068748411,9.52990051614174,9.41730104580431,9.86748542529556,10.4904275727295,9.67773511947364,9.60669569011668,9.70998524851379,9.74109808393975,9.73540586897156,9.56333740715842,9.82193384043313,9.51820167931267,9.89531468106152,9.32085466455016,9.98432526553984,9.38758591497554,9.77851698944891,10.1408790198709,9.57585733066592,9.69551025117256,9.73194445535021,9.58271086007858,9.92283540628976,9.69938796484547,10.6322871039106,10.2634368884605,9.59598193573223,9.59888996608815,10.2303232093383,9.86118024812625
"ZNF510",9.77192229306813,10.0131597974635,9.96686013457562,9.65763982290215,10.1401832906761,10.1185529751857,10.086639437877,9.9406391736924,9.60801471218113,9.53154078701952,10.0415363451859,9.88768756400915,9.67985639336557,9.86039304353748,9.84119283028704,9.71257743005294,9.84145122483625,9.81262389770626,9.73631390059873,9.83740254819222,10.1822529936583,9.78945748085243,10.0387787904303,9.80274602999943,9.74345649731994,9.63033866159489,9.74263473838142,10.1234025370193,9.88713585146242,9.32302383823672,9.21102703530625,9.77588166866847,9.77528260891179,9.59763615786123,9.63412805198592
"RILPL1",8.91423614697024,9.84515716528025,9.50685310534822,9.38968579326523,9.12884724648976,9.53585314475583,9.62909268122854,9.59232738077581,10.3791527082142,9.62083542994106,9.10925441053092,9.23186129793793,9.65342304273612,9.87438091253729,9.27890196338564,9.97954746563147,10.3845381288172,10.002799889554,9.60414383003832,9.52026971110201,10.5940532571514,10.2725408690738,11.7291224316197,10.2026924750161,9.78069062889871,9.80876935249373,9.95141114521906,8.90376770961531,9.98591152530906,11.2578846414474,9.69206326565183,10.210249663662,9.38964204991831,11.1641284776961,10.6207963019667
"ITIH5",9.04214835179982,9.32477973979436,8.95199667405346,8.83460765678061,9.28257788818718,8.99169495409015,9.91022623600595,8.72541427176086,8.63700537706315,9.51893758632733,9.46156587190421,9.09583220298348,9.86679984894086,8.1191453231532,9.93055926505352,8.70447730749978,9.53383238785069,8.45429291552998,8.39537326439332,10.2682024446037,9.22736421413189,8.36231137105107,8.19598486628997,8.21022980368533,9.46153096606817,9.43586730871891,9.12664757990101,13.0088952298493,10.8120552776548,8.37228836176265,9.70108073316586,8.7117384934147,9.164122838052,8.10549772244961,9.82567859260421
"CRNDE",9.71371863625225,9.50999816166353,8.74417477086706,9.52669433793588,9.65139602606796,9.92881644137427,9.82568275563151,10.0516552880202,8.80977297000754,9.8544588992597,10.2416942445668,9.43490688440736,9.68173055102693,8.68669071343996,9.297701408966,9.51479197337915,10.164810849628,9.85699880988778,9.93257571268527,9.77337474098955,9.59094274950693,9.42873943312698,9.35123283235921,9.45023693042071,9.74205434885719,10.10811615723,9.24368412269877,10.2203785806443,10.0826845283943,9.58863096793826,10.8897016418412,9.93871529497242,9.52820169470972,9.6137358185376,9.54007615683535
"TUNAR",9.24627929614035,9.65034572000197,8.48484080828987,9.05858733586938,9.45310144825602,9.35891330264899,9.67456213523137,9.79260950175206,8.34988846661954,9.57072498494632,10.1801840843364,9.30047275185743,8.86043238631927,9.94096800060319,11.0295626377668,9.56430542402377,10.0394190067001,9.10569049939668,10.3477967333358,9.9610046647153,8.71608180870738,8.98804287066559,8.48943805492529,9.06299237643107,9.25576403081515,9.34761917162466,10.6806090062549,11.2752917620294,10.5184264065255,9.42834379144185,11.5539535187886,8.93043667258376,9.18392160768457,9.15087871241071,10.1137101446141
"PYM1",9.47742122468596,9.30040320536251,9.1821020727304,9.36665212798525,10.0097814491929,9.60047022039858,9.31219709965869,9.60100668204875,9.62463249030121,9.30809552817111,9.90595544803924,9.80656744641747,9.70943091086534,10.2638068071836,9.37331257934735,9.22922870208126,9.80577782658127,10.1225640478482,9.90316696383417,9.82627104468244,9.77790372781948,10.2207694764969,9.68081132902823,10.1263860186695,10.2157340188895,10.2843619734616,9.80503385406833,9.57601962405997,10.087308500727,10.9348210379567,10.4148665097572,10.3484470584545,9.8193181386045,10.7817157815521,9.98240596146983
"GET1",9.80106670348995,9.54416476472586,9.7760092564994,9.83478821218448,9.7675153109182,9.82778541026108,9.90662000220359,9.61613182388179,9.01384826357593,9.85266303059488,10.1130428739242,9.5022622175076,9.67708994165459,9.17059854944257,9.99182672707645,9.98834392269005,9.7637258752793,9.66550278356989,10.1070345211188,10.1980054729329,9.33087169319521,9.58904179593451,9.20053362599839,9.62983368254549,10.090110365315,10.1219585118459,10.1913983084458,10.2914398280613,9.79925884270264,10.1319549079718,10.4543796982096,9.60565565128771,10.0733230097121,9.80785052241414,9.55174194006547
"PNPO",9.57201044599694,9.19632027777142,9.44602520559724,9.34275174584886,10.1072040853051,9.49468318174481,9.35496493259403,9.7191688567824,9.51136315867553,9.7481847770663,10.0949733908732,10.1399004707437,9.53504169327357,10.0039406841995,9.49595053074229,9.3411758077449,9.59569431207139,9.77889904403932,9.82433696341598,10.6133146372474,9.1683025257009,10.142757405455,8.683671650134,9.95113681275699,9.99170573000691,10.2592651206565,9.89789943782982,10.1245726960096,9.84327224826143,10.6998238815093,10.5175372738625,9.83050098235643,9.99864911518664,10.2406735215879,9.79866773678688
"ZNF789",9.49102804804053,9.64934068490161,9.53721495359358,9.64159060341885,9.78098233108913,9.74194238727671,9.82976316320854,9.776028440552,9.9196669692971,9.43942112475669,9.74834201746001,9.8782325278632,9.36987762513158,10.0787660661685,9.8308427936971,9.44043580116327,10.0644973777453,9.81954870656928,9.42540111481839,9.70888257278847,10.037372373813,10.2152354523867,10.6645893536333,10.0432128537774,9.94472921384458,9.93432965308,9.42930449625901,9.97686132987154,9.97483765603534,9.41058146287055,9.65727427171213,10.036370671248,9.65610492513028,10.331352455423,10.4979074093262
