"","SRR6286050","SRR6286052","SRR6286054","SRR6286056","SRR6286058","SRR6286060","SRR6286062","SRR6286064","SRR6286066","SRR6286068","SRR6286070","SRR6286072","SRR6286074","SRR6286076","SRR6286078","SRR6286079","SRR6286080","SRR6286081","SRR6286082","SRR6286083","SRR6286084","SRR6286085","SRR6286086","SRR6286087","SRR6286088","SRR6286089","SRR6286090","SRR6286091","SRR6286092","SRR6286093","SRR6286094","SRR6286095","SRR6286096","SRR6286097","SRR6286098"
"DHRS7",11.0860437524669,11.0100401967553,10.4932339437413,10.5661528012726,12.6794421160864,11.8412050952036,11.2093779565355,12.0608359757131,9.93243979231037,10.8422996905442,13.4547034485296,12.9893886565155,10.744145262621,12.1566344948365,11.208278655084,10.9133825095921,11.2298614909872,12.5774986700434,11.9737321373088,14.1864107843126,11.1777439226693,12.1261894558984,9.68179315105199,12.9148780673287,12.8716477061436,13.0620138549861,11.9712532256484,10.3652609519703,12.7395849146148,11.013637382235,12.5635122890452,12.1688348330036,12.5937648704685,12.5752391104275,11.0817728565793
"SUPT16H",11.9119786925141,11.9950089731005,12.1580809957888,11.7541036568092,12.0520620787938,11.8633680973552,11.8965302427875,12.1015283927992,12.3645022717928,11.9712643500989,11.7471342478099,11.9973147424069,11.7893042218104,11.8195579793264,12.0334155604245,12.0611021428801,11.8278755806938,11.7991874277369,11.7583051136988,11.9663717814483,11.9969683601698,11.7916833229585,12.0912435651603,11.9289183889368,11.8895187969884,11.8542944205371,11.8805851719598,12.445397740322,11.8717758049394,12.58837227367,11.816758276361,11.8341038639549,11.9287130921218,11.8567496848521,11.8202927259915
"SUPT6H",11.9763895938455,12.146768370972,12.093274291274,12.0176936451939,11.9407396769315,12.0727997362862,12.1314817927737,11.9028263966965,12.1139583970884,12.0304394289696,12.207841581367,12.0746206194387,12.1441309257813,11.8245354788171,11.7648137031546,11.9617520723862,12.0095003444179,11.9041413527792,11.8175373658608,12.0671100447023,11.7139786045427,11.7285727710556,12.2156702372228,11.8460472903471,11.8534729075286,11.870387254044,11.8749766405396,11.840256483181,11.8063332165143,11.7428282968124,11.6407285866169,11.8910628377385,12.1240932057506,11.9449967483137,12.0031999931841
"NUDT16",10.9569765156604,11.4091029790928,11.2096729013722,10.8232715978141,11.5277299009881,12.2769709287669,11.9426885069475,11.7833165721494,11.3473218114786,10.9912913066741,13.2153690913441,11.949591563627,10.8001594183461,11.8616054916225,10.862333088177,11.261991717727,11.9624503969351,12.5290297983531,11.7715894192539,12.9750199987608,12.6263796649158,12.6035851955078,11.7861938289078,12.6990545201935,12.2803489994873,12.8147702059017,12.3341039295969,10.2709743158302,12.8813124095319,11.8411903780793,12.3608848487745,12.6440288655518,13.0651033630224,11.9912241166038,11.3996715474908
"USP7",12.1014964872739,12.3222494386443,12.1068999898099,12.1135599843011,12.2083714866377,12.3726884517984,12.213567993887,12.1972275354558,11.9371177539319,11.9677183398551,12.2253356610428,12.4159401511154,12.1251498506311,11.7486100830898,11.8289739534522,12.2606130874585,11.9292089047401,11.9210584290878,12.052946362189,12.4296544230275,12.1903662378132,11.9401062514929,11.8841186115893,11.7858734427191,12.0988572638357,12.1842569001533,11.9782438992822,12.0817942766732,11.8480972051913,11.3490508121679,11.587517004017,11.8976182907198,12.2916176577612,11.74275046759,11.6613473497344
"SDF4",11.8780227049675,11.9681136112752,11.9280199317493,11.9381596082806,11.79808927498,11.9914817476387,11.8899927254101,12.1183262269912,12.2416663484606,12.0696782420299,12.0416164665177,12.1371914858347,11.8724252713921,11.9139108736795,11.7377646497075,12.0610498082943,12.0338886555135,12.0307151986,11.8636200409048,12.2851915890456,11.7072711246407,11.9140040201209,11.4799443471618,12.1399986030076,12.0369308968916,12.2305010271064,12.0286701721854,11.7070125609519,11.9812237806881,12.4487624650195,12.1320357348061,12.1426892260506,11.899396388662,12.1794121597416,11.8840447775585
"EIF3F",11.9104295852105,11.5380318156141,11.9817626058451,11.9605944242057,12.0951929640281,11.6185933524115,11.7205481090941,11.8209279491812,12.4974483599917,11.8870814397532,11.8083747644045,11.6122014735227,11.7880655343221,12.6726644626934,11.756253657336,11.5317707931343,12.4830713593846,12.2769904621851,12.3018404381753,11.662212789191,12.2063032150294,12.1390210644542,11.5439679371662,12.2607098735014,12.039885983376,11.9452212945594,12.667512930272,11.9122259783401,12.2159380793472,13.2869442765311,12.8022209548375,12.2570530852662,11.2806602535439,12.279584491469,12.7310153622078
"ECHDC2",11.4486553736602,11.6636052027968,11.2680179198593,11.8633903991238,12.0335236399188,12.163218584625,11.9676680457267,11.6808601968078,10.894215093003,11.6836972053386,12.4407421010269,11.7979593325667,12.1576424321341,11.878546955985,11.8258305865064,11.3251049029151,12.4351395193453,12.2847487881586,12.4556014946637,11.5830413004402,12.0611687326941,12.0729772076494,12.8111880529244,12.0601894010228,11.9401946486062,12.4154323527222,12.4636711601093,11.5163478328354,12.0749176872826,12.1898407109533,12.4606406403943,12.0738546807853,12.2129336443234,12.8072406125644,12.4043469830997
"PRP4K",12.1792094374095,12.1977733068612,12.1625418577218,12.0833941760419,12.2216595032317,12.1212029923079,12.1886474635883,12.0114435186561,11.816096428112,11.7596085726257,12.0863369037601,12.1385057097644,11.760209311033,12.2568169761305,12.3473245539169,12.2632846766256,11.3379001243448,11.5007911544878,11.6423512053352,12.2604125673794,12.0442583023522,11.6713703385012,12.2472236389067,11.6894749880229,11.5892478341437,11.9450459409678,11.8632993192012,12.2915782836213,11.699769720022,12.3132648417362,11.495372001576,11.4502771804254,12.3464644752941,12.032748827942,11.7878770177191
"FNDC3A",12.2222744662996,12.1495055612431,12.1836747367877,12.2496336532879,12.2214387728537,12.3227223535366,12.3268583859609,12.4980958212292,11.4728986141245,12.0407926616312,12.3511636684053,12.896177150587,11.9123562984146,11.8202215883834,12.1302109502468,11.9167656998866,11.9564106607407,11.6400196575973,12.0289152894239,12.1546823701863,11.9762584667925,11.5730551925216,11.8758745485734,11.8568591879141,11.8325579868507,11.6500155307544,11.7769317754661,12.5007557314946,11.624255868394,10.2248828758078,10.8947315474643,11.7470525289204,12.5059550314782,11.1639478723215,11.6365717505986
"MAPK1",12.5242002638874,12.2895752794687,12.2288621014542,12.0537199189138,12.0924938497885,12.4009415116274,12.1794480986071,12.3191657281748,11.9174327730219,12.2249977041684,12.4402527276752,12.4723872057638,12.2300381346262,11.7722079127158,11.9022909188962,12.316058004413,11.5511805302149,11.335487945356,11.823917636815,12.6482404354439,11.3912481277917,11.3458218614656,11.1666770824759,11.6298790206113,11.7745858131307,11.9075060805797,11.9842772742734,12.1171945406274,11.6579204573082,11.4709176708308,11.4807103759603,11.2191896225093,12.2991966589151,11.1642467063948,11.2747545764866
"IP6K2",11.3027976176735,11.9340741907242,11.7474086784557,11.9226817142959,12.3266676227909,11.969805086615,11.8868103606011,11.7832235990648,11.9374819209954,12.1247603371144,11.8401380060389,11.8278166232232,11.6317806990092,12.7752772171507,12.2043931332549,11.8169535614872,12.0054905284004,12.3976369472939,11.8381440504631,11.7208578555458,12.3751469629105,12.4569726732831,12.9071287472531,12.5804054136144,11.9533377768172,12.1823042259906,12.1332098131766,11.9105407137009,11.9811305083358,12.2827673147075,12.0372980635437,12.1905958717495,11.7308927422258,12.6697218245483,12.4414073312876
"DVL3",11.7150087130529,12.1827493020559,11.9953223670182,12.0921279310634,11.9789587521995,12.0782585112664,11.9474877425468,11.8577431915264,12.1041612945497,12.1260228575038,12.0074095960754,12.0491221583228,12.0684572873944,12.5185309942871,12.1158699099815,12.0831002533724,11.7676300525501,12.0076044540044,11.8322046796305,11.9269251720699,12.1988359439279,12.041545812335,12.7049975196607,12.032477198797,11.8298739769934,11.9753653868388,12.0131953112778,11.9255657824874,11.6528919240095,12.299188984653,11.6621938265538,12.205594118529,11.9629653564073,12.4686624993521,12.1541765265644
"CHP1",11.9415234879016,11.946246284922,11.7567573019669,11.7167414804044,11.315174728851,12.3104223652386,12.1256612888549,12.8464687516953,11.9424058910904,12.0001524211785,12.4557325627398,12.9318127545853,11.8656875025037,11.9264981870315,11.208867870218,11.7173692888471,12.2678856648132,11.7323101064185,12.330412516534,12.3840510612592,11.9189113696966,12.0055801105597,11.3997122546399,11.8261142107298,12.1003992907992,12.1320708415249,11.9529626597048,11.3540260299592,12.2704577368226,12.2520198111854,12.0257304541491,11.7859316553071,12.3497426217837,11.8272149532296,11.6174367574597
"DCTN2",12.1643062584345,12.1547836803384,11.9966037188508,11.9866469672185,11.5069507562138,12.0949641090539,12.1240373087589,12.0186515368404,11.9859806719854,12.0253804209663,11.9734586840517,11.9513717149456,12.028036351402,11.8921552940298,11.4283081073142,11.9596141309081,12.3766008672842,11.881640350949,12.0955815857177,11.7618671126624,11.9910303288664,12.1295218594954,11.9546804800901,11.9999264238828,12.2301824943792,11.868909084937,12.1673855581346,11.6168458585142,12.1618287263688,12.7218642277638,12.1490071371118,11.9675943589352,12.0533003956576,12.3136829197258,12.161886545947
"STRA6",9.96885189762564,12.0210520977977,12.0056371591565,12.8945248919658,12.044186536935,11.6777944407724,12.2030829589525,11.8930384256503,12.9732949948472,11.6413133222608,11.4459776488791,11.4021058842316,12.0107420199354,12.645353006533,11.8555710995242,12.6363084563894,11.2627014476912,12.0962829767169,11.1812359348686,11.4963185285535,12.2127609939658,11.6948852331127,13.2672306350747,12.2856760701677,11.5933517952998,11.6667266762596,12.1883938146402,11.3602796520786,11.4599856254282,12.4572752132311,10.6141354422813,12.9672309970093,11.9566837012958,12.9162641467266,12.904035129355
"EZH1",11.5737143262813,12.4296638239231,11.8602762894568,11.7268236424858,11.7206913306608,12.609444192029,12.478341209234,12.0821548494746,11.479110841482,12.0167544688977,12.4938057096039,12.0297183279125,11.7377759770724,11.9725481798781,11.3756254353458,11.9067726023661,12.3404523798351,12.1589142990871,12.3306326642964,12.0622386075722,12.3979206019616,11.909230261974,12.2215269159495,12.0312241488059,12.1813620844061,12.4431929473271,11.8768554306681,10.4905168053602,12.2602581395084,11.0298366339021,11.7200365682822,11.9599825978742,12.4096601004262,12.3120442556424,11.9161531308279
"GSE1",11.8623598788035,12.5102141159697,12.2923335112049,12.3272037090441,11.6773113474399,12.3772772029594,12.3717094266152,12.012057916684,12.3819733881638,12.1403474351404,11.9159760178508,12.0795690773619,12.1543132781537,12.1411771633429,11.7836744043871,12.3631965862525,12.0359478911861,11.7824815772281,11.8200106060005,12.1517825558802,11.9838042206247,11.9574739542133,12.3159724808883,11.7190443500445,12.1158453329803,11.864153797647,11.2439883586494,12.3340546928903,11.668560008076,11.417608585027,11.2949530466082,11.7515983871494,12.0904685136061,11.8427234273681,11.7359862237937
"DENND5A",11.8243438867127,11.7886551865705,11.7868249506241,11.4442460003119,11.550656033017,11.8192369918128,11.4464265489622,12.0090286114822,12.0738149455353,11.7087148541729,11.947507221937,11.6266902215487,12.1633152494111,11.9624356285898,11.6571720450268,11.9782235490572,12.4176862150152,12.0895939621038,12.3104643193666,11.999604758938,12.3799651233449,12.0436374237248,12.2549179348383,12.0396295655893,12.4188624390111,11.8700447807945,12.2388158459684,11.3575593082101,12.1163791711057,12.0802604197659,11.9350939506888,12.2761185483844,11.6199232177591,12.2617256293137,12.4594327816941
"TUFM",11.607389442815,11.7698574505073,11.8029650722311,11.7264791680521,11.5192387144377,11.701364107026,11.5696584237204,11.8194073987357,12.3654033492408,11.8252282431429,11.7368661813695,11.8245337037481,11.8026049791557,12.1652715226569,11.3911676725047,11.7823800638864,12.4290208550479,12.2850337897445,11.8408367798167,11.7119164875449,12.2238719131147,12.4284252999309,12.0827298692961,12.1266961751759,12.3084701258252,12.0555274045819,12.1090269384065,11.6012134664786,12.2597368857474,13.4686209789394,12.6352602871396,12.2421573247566,11.3782357293461,12.5108659585783,12.3309710185327
"ARF5",11.7080948360281,11.7968143236199,11.5685088404328,11.591651419996,11.4870039309567,11.9933616039133,11.748260386943,11.9487092107347,12.2394917190588,11.8129497681584,11.912136284244,12.0200973521188,11.744884601915,12.2994018273281,11.4533987325257,11.7248249292954,12.3471564979157,12.1539520885333,12.1841498115972,11.7731223379925,12.6257372975413,12.4114579937491,11.9981111668859,12.2435022348014,12.3442797930638,12.2304771593095,12.1697468555857,11.4897799391477,12.3283788425108,13.5470669471692,12.5381245614767,12.4005691893486,11.6768228537274,12.9179265146418,12.5372460160646
"GORASP1",11.3728521073942,11.7159262257229,11.2733422117627,11.4091942737938,11.8764877797967,12.263678846785,11.8453632688366,11.722522964284,11.481249967322,11.4816101251792,12.5456749623657,12.0780362479051,11.353160929239,12.1665131158478,11.7663054864396,11.632082361587,12.1126294941587,12.8784237776482,11.9476117333952,12.6213348409037,12.0901079865455,12.3767193152487,12.4587922099567,12.30870571233,12.1887339972832,12.7004143457504,12.6802231558869,11.512544832618,12.4244615237203,11.4823719480969,12.411501986944,12.4583119028288,12.3789353176359,12.3332401546655,12.3009542781264
"CTSH",12.5202538017098,11.6439702544327,11.9427321335079,12.4834574352102,11.4896848722384,11.8559392057908,11.4040740904295,11.9482048943516,12.0000194381641,11.9803317065972,11.1041453197852,12.0539434715937,11.4709210444127,12.5198923629241,11.7888444412317,11.990293263655,11.5603463032044,12.3119686423893,11.6119393895474,12.0999371615335,12.2695332051088,12.2147825806717,10.8687764998611,12.1871835963499,12.0349012437782,11.6172332770956,12.417989382571,12.8124925314146,12.0151042853647,12.8091344961718,11.9154524258584,11.9977852985076,11.8527918295932,12.1552882933158,11.9469048830567
"PITPNA",12.0998952900356,12.2768970515418,12.3582994624872,12.180544529679,11.7682872548351,12.0594785300573,12.0932767817057,12.3779737740785,12.7975753677879,12.2018577073738,11.9783844111897,12.2156264635116,12.4106020719358,11.7842236807454,11.731089270005,12.5724609604041,11.7696508870513,11.8164004916385,11.8922490073271,12.377919348454,11.5809654100687,11.7525427979094,12.1132727959049,11.7600399643839,11.7888749840979,11.8781256661154,11.9138509393292,11.8382439459443,11.8225221427546,12.0207379455986,11.8340282844402,11.8116926778668,11.9690807098022,11.3621196149828,11.7154788235886
"B4GALT4",11.4538003381874,11.842441405136,10.971469838671,10.6249402544217,11.3176568177284,12.0049299735581,11.8503250421263,11.6695499733354,10.6370781229795,11.5535915536758,13.0083677513003,11.9230255861699,11.5043909137421,12.3436576277105,10.6645305195422,11.0120717148922,12.4952049681864,12.5544400777777,12.2588415783185,12.4078032956345,11.6797965659124,12.6272725686275,12.0879196518327,12.2402269577448,12.1024492693235,12.7111901474056,12.0458767799641,10.3249878586722,12.3029104500372,12.4166101342814,12.7113470142975,12.6142511079887,12.2762487910452,12.958702362084,11.9191930024428
"BPTF",11.5161332414646,11.89955508823,11.7199012547945,11.5965301374012,12.1298968754947,11.9863688481841,11.9871640902765,11.9204958431909,11.6513727489184,11.8430381060568,12.1978261257485,12.0078215768745,11.4790491952519,12.6098701866048,12.0591802587663,11.9374703846935,12.2889943973838,11.7707623065093,12.2606699930477,12.112419488193,12.0934616595287,12.0390653134634,11.9795562505866,12.4795879824179,12.1474859127899,12.0358591042199,12.0793653500147,11.9157822730455,11.9073036887534,10.7945918013992,11.6915870421986,12.0987304447182,12.0846044774926,11.9042001044092,11.7891368199545
"NABP1",13.1849334746225,12.57435745739,12.3336315890359,12.4610059337376,11.2144021685027,12.1079382452172,12.5169275534154,11.4436407079787,11.6406454513345,12.4731474202975,11.3903066137215,11.1905749902137,13.115038480511,9.87144925237584,10.7019488600026,11.89459008266,12.4276398465125,10.5332260369037,12.1918792157371,10.5934409346676,11.959638590447,10.7231204454155,12.5275217578263,10.9498670542383,11.5894753108355,10.9923268907998,10.4457668033271,9.96748490616087,11.4647472331546,9.23946028722543,10.3984463096711,11.2959896050002,11.1903896515148,9.44954809897396,11.403767287411
"UBQLN1",12.3532130565502,12.1936617679296,12.0934359392905,11.8345835579751,12.1871504345575,12.3634622229175,12.055524007895,12.2723016260001,12.0245516538294,12.0527166277451,12.5117930585789,12.5312807837941,11.9934131476181,11.7758121821248,11.8259129298459,12.3121718024303,11.6750010732786,11.7049528083904,11.976631943402,12.8827950213335,11.45882955845,11.6101928724334,11.0194281372612,11.8394038960077,12.0175563458226,12.3472145287057,12.0233621035969,12.0215558109769,11.9004208774598,11.3382515206868,11.7242668906685,11.6470364124664,12.5537014533534,11.0463212001963,11.0971398199525
"SLTM",11.9243933555462,11.8467211209907,11.8948221325973,11.7970042180662,11.8818286415657,11.8114341033547,12.0264407533674,11.850874697401,11.8395230837832,11.9616958543109,11.9810992620827,11.9920791748468,12.1531877874405,11.9713267539019,11.8325979527339,12.118265553738,12.0088032879085,12.3938756425433,11.6925540368802,12.200559012041,12.3391251528083,12.2530416236236,12.7359016007437,12.1910624858476,12.0704193706928,12.1990205858914,11.9281887416185,12.0077681979658,12.1809262454194,11.5398229559264,11.9667135511356,12.064251547068,12.2498163687119,12.3297184679724,12.2747249837267
"RBM4",11.8294931603697,11.8849622323856,11.9357155793507,11.8459192901164,11.8457831960074,11.9359134513126,11.8840803739922,11.8558718035049,12.3131924795425,12.0443923774442,11.8593768260463,11.9261264735554,11.9654035023705,12.4290658038108,11.8506072546138,12.086340242209,11.9538852110293,12.2144695455682,11.8657446194195,11.9375178722984,12.1184783035897,12.0513191868487,11.7155772734642,12.0433218005701,11.9724779991831,12.0236198286942,11.9854693869307,12.1162633586511,11.9872035432153,13.0241081697861,12.342771099313,12.1299043780731,11.8529162742042,12.0582024825622,12.140681042786
"LONP2",11.552729950617,12.0269668468537,11.7186830424882,11.6395768350124,11.9237339778038,12.1311298595323,11.8918776899888,11.7258120123956,11.8790409473138,11.5858243128407,12.2638673319312,12.014741895771,11.3364474310616,11.9419690187192,12.0504877284254,11.737295946432,11.9359238168035,12.4175149416902,11.7975743740323,12.1952813659274,12.3439884174273,12.4103530835774,12.2727816038997,12.0300908939493,11.9796306234553,11.7784129814345,11.8723490094834,11.9505875355109,12.1049044257781,12.5506348348664,12.0319516679111,12.1911411998664,12.2565609395607,12.8208371966744,12.4667236105988
"TMEM214",11.7694197984718,12.1980135764804,11.8899894334106,11.7309826865641,11.8078639864746,12.0548693011929,12.0347317337861,11.9217587050878,11.7468205990976,11.9060505895607,12.0057817650933,12.165478230105,12.0359726333089,12.3719110079175,11.7420069107318,12.0773324781111,12.0021613674835,12.1385231000215,11.5647579984708,11.9415102280793,11.880438909285,12.0786818230632,12.1095141705192,11.9980134501979,11.9884625762601,12.1324602053741,11.8845834535774,11.5140103346873,11.9145401965518,12.3707808173922,11.9108649901806,12.310854543211,12.0844638935697,12.4748839066,12.0555729683648
"EPB41L2",11.1987886294921,11.6902652089608,11.5664921351162,11.3987466432437,12.6887571552315,11.8058177500017,11.707033974258,11.8347673020746,11.6978775566053,11.4258426852591,12.2680490766623,12.2313639631642,11.0473309924303,12.2378728029246,13.03760498128,11.4886245344599,11.1809659734286,12.2223176390505,11.9376450146738,12.6321892020503,11.4958057013649,11.8971051899418,11.7000224694957,12.0595457020641,11.8039886402704,12.4235782952166,11.7171967998654,13.6248296264045,11.8264176030332,11.3725499230453,12.2736354632757,11.4582658463376,12.3476569728347,11.4460542272206,11.9025079196539
"C4A",10.7171270970446,12.2751848635267,12.8310285210932,11.9434076143989,9.37816557281181,10.7549799543636,10.9435783737588,12.6321251891897,13.3699983589533,12.7012083281104,10.363073978956,11.588205173857,12.0683896679804,12.3253603991209,9.53119352862501,11.5920402950912,12.5064716219115,12.2663651780269,10.7492748291492,10.7007418830235,11.6562220167112,13.5835755903927,13.2976893723149,12.3206307306485,11.6611267556327,9.800511304871,10.8763795717618,9.488900432483,11.8637915066388,14.7880836432362,10.214671812984,11.2042399719688,10.8596497160233,11.3258387623176,12.8305448486228
"CDC42",12.6362813183178,12.5343434782297,11.9670176103734,12.272279918839,11.6439011737581,12.4771540818326,12.4070102256187,12.1719636869242,11.6871460930822,12.1505734171631,12.5229991194089,12.3644334773218,12.5789594582879,11.2054425682527,11.2717585283212,11.9661955687598,12.2316965774625,11.677261874728,11.7401706074523,11.9144880159107,11.7630965182551,11.6158235940469,10.7206079236529,11.7568157720338,11.6192758501808,11.7301771237883,11.4989676317896,11.7320016555834,12.0593032897911,11.9315226997463,12.2024487513214,11.377336692839,12.0542573573648,10.7092590419854,11.5266609113396
"CSTB",12.6909890897499,12.1574006230792,11.7140501518505,12.3804813168799,10.7552095214085,11.9519352534182,11.7039326057883,12.0798739806889,12.2494310652113,12.2563935371603,11.7279785716723,12.5691852019874,12.5556453699847,11.4713049344915,11.2795010401123,12.4465248463387,12.1307628752164,11.1360181024479,12.0652752979672,11.488188112094,12.1551704830935,11.7834684868055,11.5717821350196,11.2840421742574,12.1685314538169,11.5378006462805,11.5717813836694,10.6031566739086,12.1592535092578,12.764254079259,12.2021803909303,11.8202840121034,11.7068414844117,12.3412485508737,11.8501511134214
"TIAL1",11.7445872768237,12.4993277432711,12.1800782417949,12.1831160787569,12.5009128241548,12.08625570275,12.334710540904,12.0705833900818,11.9575746080311,11.8823754717718,12.0621650780798,12.0398757723181,11.7402007562711,12.4812459420149,12.4648890077717,12.0730969119426,11.9791441550731,12.1238035594443,12.0342869727898,12.1099795310066,12.3532193606879,11.9794205604831,12.1475077823826,12.2157025071553,11.9077892534692,12.0818268912092,12.2248177873696,12.108043921092,11.7878054586664,11.2795775803549,11.4786366659127,12.2299513539755,12.3716460756342,12.2153112687852,12.1475198315094
"DAP",12.0269081005908,11.6383661631562,11.7366657520082,11.5815869314142,12.4336898096831,12.0779939755011,11.9100025391333,12.0175035810634,11.5363702289994,11.777845403251,12.4985826978632,11.9801173258206,11.726455231898,12.1472588014007,11.376397880841,11.7781259322124,12.0762340130783,12.1828263780016,12.1530364259751,12.7443315008988,11.3811917118514,12.1263768632251,10.5747259367782,12.372349576947,12.5401471950237,12.4749978841883,11.824136953908,11.4566598825258,12.3538258497602,11.7033359172471,12.1374928397762,12.0641794903687,12.1311550235693,11.8106538463812,11.4659691672414
"SMAD9",11.0942013025388,11.3187216073327,10.8685195610275,11.0081711013834,12.3525467818225,12.9456874687057,13.1363379994121,12.7707579783157,8.88959324182598,11.1343868317449,12.9418617027022,12.9231003628013,10.0428758296272,11.2984473048742,10.8265265249973,10.4160349494631,12.464852322098,11.7411873250764,12.4159934496463,13.1049966261642,12.0669524857636,11.7729463812528,11.4122451975607,12.0323282780122,12.3822408701717,12.0787790164162,11.4476021129914,12.3103374404921,12.2928635352514,10.3322459049168,11.0180264573385,11.588887916253,12.4167549685636,11.4562966454449,11.4156539029736
"ARL6IP5",12.4959670995104,11.796585196981,11.9542911110934,11.9734286598521,12.7640342084848,12.2917982548754,12.1823909953719,12.2654052122374,10.8801914787264,12.0361681410455,12.5394573552879,12.019872424881,12.0590826219989,11.5010329400304,12.0342941201139,11.6966549647297,12.2042609286912,11.5854353972839,12.2120438809972,12.4785828192454,11.4966327996079,11.7358278475137,10.2772306485434,11.8017603327959,12.1344628996368,12.1576700050047,12.0925478399092,11.739691911673,11.9645354255958,11.2560650955146,11.8933888793411,11.7148162433436,12.3457985737452,11.7845176148808,11.0232602411438
"USP34",11.7997780974438,11.6363012470292,11.8037598412097,11.671125751058,11.7208229713409,11.7608028464866,11.7657172577549,12.3247361830023,12.005032205018,12.1362186405421,11.8002059198786,11.7069266320619,12.2629983686539,11.9081109198194,11.8877217505566,12.0761455607898,12.0811810228683,11.9916666208499,11.8389191615679,11.6465934222503,12.0173056510211,11.8210195602682,13.0771566011258,12.0437157020676,11.8945822201942,12.0749711501572,11.9974868943874,11.9832068346991,12.0417861243247,11.4566818001869,11.8197847586193,11.812320177125,11.8206569575724,12.3735383390199,11.9667943307088
"TNRC6A",11.7677211366596,12.2101195683665,11.9870015121379,11.9787226643839,12.1648936078269,12.1380594059737,12.1329945376339,11.7866336613131,12.2782184762008,11.9093605668873,12.1994705827062,12.0839764897233,11.9132830372104,12.4658374097638,12.3690893267807,12.1089184166555,11.9638864752677,12.2652372874541,12.0425739795303,12.1896325521965,12.3359598425036,12.0640914498456,12.4784639856192,12.1897771471498,12.0337752634536,11.9347356345346,12.2060635015821,12.2200051049235,11.9521693009784,10.793806846558,10.8974407553469,12.2486438250425,12.1638473083383,11.6392709993551,12.1833408968477
"MYL9",11.7675249582479,11.8971124636418,12.2623981448364,12.4540214485066,11.0455207398989,10.9952041416804,11.0702530404887,11.7939598157255,14.0052294821575,12.4778105027188,10.6301555872088,11.7817599093613,12.2197384372016,11.7695379450216,10.9177097546844,12.2180316953201,12.0230936410369,12.1004151973544,11.4336454301348,11.6299112170796,12.478656613972,12.1772664950437,12.9728474943436,12.2231680837698,11.8542956873107,11.1048239610111,12.0232478717601,10.5463076052008,11.5862061830994,14.3133501025149,11.7159165710264,11.5797967935916,10.7743390174629,12.1670951381193,13.0023689746803
"PDZD2",11.5999704018735,12.5681088494775,11.0390301754703,11.0824994062376,11.7297671992273,12.564743570977,12.5792947795364,11.8460982507356,10.7480497651229,11.3690573199685,12.5686761821977,11.6061439725884,10.7448489511715,10.8004412129499,11.6794363147202,11.9800189285258,12.7612951069191,11.782257994295,12.6668215262313,12.3077693257134,12.2176020207529,11.7556164638819,12.9202804251422,12.1423225403869,11.7807215469838,12.390480640782,12.1448415216632,8.74178620352614,12.3222915375269,11.3019025678289,11.5998591389267,11.5248621448516,12.6491391983616,11.6468892062394,11.9603806907673
"HDAC1",11.9276698113436,12.1339320699839,12.2068219530449,12.0623379052275,11.9043355927754,12.0498965890786,11.9564523610443,12.0644331644958,12.2521934398997,12.1606761639047,11.9766169859384,12.1878503722419,12.1541912798545,11.8840405830063,12.1558551802719,12.2201512413556,11.664369107745,11.9361127780245,11.9104726586954,12.0426137663967,12.1100356897121,12.0494722560667,12.15787174553,11.9306092502549,11.9234709471623,11.9398536054705,11.834615231454,12.0453436095702,11.7492238708042,12.6509916147959,11.773829229757,11.9430886605855,11.8725270969729,12.116782320943,11.9546338708262
"PCMTD1",12.1461872452828,12.1718026972666,11.9081555732301,11.9685953681876,12.5889494969152,12.3076208504246,12.3971978716917,12.2083863113605,11.2265605370561,11.8352064186794,12.2232234954994,12.1339304930717,11.733642895895,11.7724453519582,12.0331836801377,11.6065435971186,12.316916305964,11.8170917806794,12.2482329718963,12.0316482708295,12.3951503264975,11.8946260631973,12.2691310420948,12.1066240091394,12.0392382546638,12.0125973534945,11.8524560027066,11.5129578758554,12.0587304299427,11.34298904388,11.5879001787084,12.1258436307808,12.2216236400224,12.2031384586876,12.0310466221689
"RALY",12.0831223636319,12.1430724255215,12.1349762347097,12.1000699234491,12.145728476711,12.23553010807,12.0744053605096,12.2032718824653,12.1695495289848,12.0985520642912,12.000559100047,12.095417672312,11.9734171661095,12.0860994776513,11.9887559247708,12.1264862995542,11.9894475597601,11.8244345474871,12.3424093263162,12.047000666623,11.7430800547022,11.9543850220803,10.8399065364888,12.0192518795023,12.2426221520402,12.2119017610897,12.1867611719907,12.4006734651155,11.9269168892693,12.0398333610461,12.0701370259479,11.9980365740319,12.0226387619808,11.8632878418383,11.6783881862309
"RPL36AL",12.1922359860845,12.0548671864181,11.639227807963,11.9312897944907,11.810474119877,11.8396017234049,11.9782697227233,11.9420165343474,12.3287345754781,12.1006930392863,12.03761386626,11.8651225618611,12.0170153665366,11.7102559060063,11.8117052265639,11.9743922974792,12.550198163252,12.397690766187,11.8140311431996,11.5903586209402,12.3263086797104,12.254447935577,11.3679739083084,12.033111914604,11.9092836907407,12.1228372146282,12.1418900968221,11.3999618923787,12.4981382127537,12.6116813236284,12.6829857834581,12.2300666359254,11.5660440176802,12.4049667896204,12.1138919954255
