"","Endothelial","Epithelial","Lymphoid","Myeloid","Stromal"
"SDHC",0.542500000000001,0.809166092350135,0.187928861503994,0.363013698630139,0.782750781472158
"PPP4C",0.604285714285714,0.729014472777416,0.280913037389728,0.442922374429226,0.628050898298232
"SNX2",0.47214285714286,0.494073053066834,0.148158521215516,0.913242009132425,0.656699609527553
"ARRDC3",1.9942857142857,0.207994486560989,0.102926760957849,0.181887366818874,0.196678349278516
"C9orf78",0.540714285714287,0.510268780151606,0.578140316482306,0.369101978691021,0.684443181459515
"HOOK3",0.690714285714284,0.403583735354915,0.195350791205717,0.424657534246577,0.967667582330999
"ACADVL",0.561428571428572,0.854169538249505,0.148298557624983,0.341704718417049,0.775883300180127
"ELF1",0.525000000000002,0.612680909717442,0.478084301918514,0.528919330289197,0.534905749739587
"UBE2E3",0.551428571428572,0.845348035837378,0.188208934322926,0.285388127853882,0.8074895014368
"HUWE1",0.710714285714283,0.631840110268789,0.213415488026891,0.292237442922375,0.829654889331085
"CAMLG",0.587857142857143,0.428669882839408,0.230219857162867,0.378995433789957,1.05194026080652
"SLK",0.922142857142851,0.391316333563048,0.338748074499378,0.26027397260274,0.764548009219927
"LINC01480",0.0421428571428572,2.49235010337709,0.0257666993418289,0.0776255707762557,0.039089387767989
"PTGR1",0.395000000000002,1.46698828394218,0.0354292115950147,0.139269406392694,0.638817845979078
"ARCN1",0.522857142857145,0.595313576843559,0.245343789385245,0.321156773211569,0.990464462757894
"USP34",0.847142857142851,0.500206753962768,0.314241702842747,0.293759512937596,0.718543778219949
"EMID1",0.137857142857143,2.12143349414204,0.0365495028707464,0.0547945205479452,0.323040005051962
"CEP350",0.600714285714285,0.46836664369399,0.305419409046359,0.561643835616441,0.737456979571344
"HSD17B10",0.505000000000003,0.683942108890434,0.331956308640256,0.334094368340945,0.817293423005421
"PPP4R2",0.647440476204666,0.857201929720109,0.248027820573643,0.264840182648402,0.653092208452942
"ECSCR",2.61443452426366,0.0067539627842867,0.0177146057975074,0.0178843226788432,0.0119825708061003
"NDUFS4",0.670714285714284,0.585251550654722,0.193950427111052,0.331050228310504,0.887783776957
"UCP2",0.0414285714285715,0.750516884906984,0.364654810250674,1.45662100456622,0.0530137981118363
"SERPINA1",0.0392857142857143,1.90613370089599,0.0142837137655791,0.683409436834097,0.0219127908812478
"CHD1",0.706428571428569,0.423845623707775,0.238061896092989,0.496194824961951,0.798111837327665
"TM9SF2",0.641428571428571,0.730944176430069,0.147738411987117,0.436073059360733,0.701888162672615
"MEG3",0.168928571428572,0.057064093728463,0.0360593754376138,0.159056316590563,2.23461526317438
"THUMPD1",0.453571428571431,1.03762922122677,0.260747794426557,0.267123287671234,0.634949954216915
"NUPR1",0.254285713604519,0.530960334012806,0.052303598935723,0.238584461096034,1.5768510191332
"RB1CC1",0.791428571428567,0.459682977257049,0.193810390701585,0.335616438356165,0.872154336775104
"MRPL40",0.505000000000003,0.64066161268092,0.219997199271815,0.356925418569256,0.929462284108664
"EPC1",0.602142857142857,0.466023432115767,0.417028427391134,0.430745814307461,0.735183606453989
"SBDS",0.742499999999996,0.421019986249252,0.213065397003224,0.280060882800609,0.993805083498904
"ILK",0.546428571428572,0.452515506547194,0.310460719787152,0.41019786910198,0.92949385873529
"C5orf24",0.864737813217294,0.460763284438718,0.13278952536004,0.235337392470971,0.955387939340497
"USP16",0.527142857142859,0.594486560992423,0.309480464920887,0.411719939117202,0.802816456695548
"MRPS7",0.682142857142853,0.673053066850464,0.270690379498677,0.335616438356166,0.683180196394304
"IHH",0.0328571428571429,2.54431426602355,0.0149838958129114,0.0289193302891933,0.021312872975277
"IGBP1",0.487857142857146,0.819848380427312,0.215235961349955,0.377473363774735,0.741577468346578
"EMCN",2.60142857142858,0.00330806340454859,0.0123232040330486,0.0136986301369863,0.00950396261564207
"SAFB2",0.492226190907616,0.466524564965184,0.255305046027594,0.354946727803491,1.0703852614983
"SUMO3",0.693571428571425,0.463266712611976,0.249684918078706,0.592085235920857,0.640080831044291
"IER3IP1",0.665476190362655,0.664618658888036,0.245740560036347,0.327371892500869,0.735297431700005
"PHF20L1",0.794285714285708,0.447277739489994,0.269430051813478,0.353120243531203,0.771778598718214
"PTPN11",0.685714285714282,0.421295658166769,0.175815712085144,0.293759512937596,1.05909191373819
"SETD2",0.674999999999998,0.47953135768434,0.280212855342395,0.391933028919332,0.80695273278408
"PSMA2",0.601785719120547,0.587320366592838,0.323974232477907,0.396879755017242,0.723606369422372
"NDUFB6",0.63142857142857,0.714679531357706,0.257246884189896,0.318873668188738,0.710302800669513
"CYBB",0.00785714285714286,0.00689179875947623,0.00560145637865845,2.60426179604263,0.00757791039120959
"WNK1",0.615714285714285,0.328325292901439,0.306259627503158,0.613394216133946,0.766505636070995
"SMIM14",0.376428571428573,1.11440385940735,0.0676375857723011,0.358447488584476,0.712955069306433
"PODXL",1.81214285714284,0.731357684355635,0.0191849880969052,0.0213089802130898,0.0432572384831542
"GNAI3",0.576428571428572,0.548656099241899,0.271390561546008,0.485540334855406,0.739051498216178
"RALGAPA2",1.97214285714285,0.424534803583724,0.0732390421509594,0.0768645357686454,0.0734425815414737
"PDCD6",0.634947420667319,0.702793913719677,0.233023873036775,0.335794013271413,0.712669115287902
"QPRT",0.0857142857142857,1.21378359751901,0.0394902674695422,0.208523592085236,1.06910107037993
"CALCOCO2",0.435714285714288,0.290282563749133,0.288194930681984,0.350837138508373,1.24959742351038
"MAP4K4",0.862857142857137,0.407994486560981,0.151659431452178,0.30289193302892,0.888099523223283
"CBX5",0.777142857142853,0.490558235699503,0.308220137235687,0.300608828006089,0.736415016892556
"CHCHD1",0.588571428571429,0.723363197794642,0.273351071278539,0.362252663622528,0.665087935335292
"SND1",0.460714285714288,0.755995864937198,0.140316482285394,0.32141045157768,0.932822350635912
"GLA",0.179285714285714,1.69607167470714,0.0718386780562948,0.360730593607307,0.299011714186493
"ACBD3",0.515000000000002,0.616678152997941,0.207954068057699,0.339421613394218,0.926715291591845
"HOPX",0.465000000000001,0.0600964851826325,1.81263128413379,0.104261796042618,0.162830349531118
"SNX17",0.534285714285716,0.476636802205359,0.288334967091451,0.522070015220703,0.78216665087951
"HEXA",0.451071428571431,0.694521019986229,0.19759137375718,0.659309994865954,0.600644122390865
"ATXN10",0.566785714285714,0.661647139903528,0.210754796247028,0.327625570776257,0.835399892678043
"FKBP4",0.462857142857145,1.08201240523781,0.117210474723427,0.248858447488584,0.69041078589258
"MAGED1",0.455714285714288,0.743900758097882,0.0669374037249689,0.166666666666667,1.16800858829835
"MIDN",0.94714285714285,0.596140592694696,0.239742333006586,0.430745814307459,0.38678917621803
"LARP7",0.559642857142858,0.604686423156451,0.317042431032076,0.423896499238967,0.695210129140352
"PCNP",0.576428571428572,0.786423156443854,0.2304999299818,0.285007610350077,0.719901487165053
"NCOA4",0.62392857142857,0.637077877325992,0.192620081221121,0.646879756468802,0.496653089577286
"STAG2",0.677857142857141,0.483942108890405,0.309480464920887,0.425418569254188,0.699220106722368
"PXDN",0.894999999999995,0.0381805651274983,0.0415908136115391,0.144596651445967,1.47639796659385
"CTSL",0.472857142857146,0.170227429359062,0.0413107407926062,0.869101978691023,1.04155220864521
"GGNBP2",0.480714285714289,0.590351481736737,0.364654810250675,0.411719939117201,0.747497710839711
"CHMP3",0.671190476247239,0.673034410785613,0.140666573309061,0.341324200913243,0.765133544024975
"GIMAP7",0.952142857142854,0.0203997243280497,1.21523596134994,0.377473363774734,0.0255122983170723
"UPF3A",0.707857143112588,0.50615667368854,0.221140830014507,0.248858447601988,0.905860250900226
"ASPH",1.02785714285713,0.429221226740167,0.0732390421509594,0.253424657534247,0.805468725332475
"EFHD2",0.494285714285717,0.176843556168158,0.580030808010098,1.15601217656013,0.181175207603167
"EMC10",0.617857142857142,0.850310130944198,0.205153339868369,0.312785388127855,0.600296801490412
"FNDC3A",0.713571428571425,0.548587181254304,0.131494188489006,0.277016742770168,0.914748508099054
"VEGFB",0.405714285714288,0.376154376292201,0.263268449796953,0.578386605783869,0.96097376148543
"FAM50A",0.500000000000003,0.477050310130929,0.344349530878038,0.459665144596654,0.802437561175986
"CHMP5",0.662499999999997,0.633700895933849,0.202002520655374,0.404870624048708,0.679864860598151
"AGPAT2",0.288571428571429,1.62880771881468,0.131634224898473,0.21841704718417,0.315493669287376
"MARK3",0.669999999999997,0.449758787043404,0.254586192410032,0.375190258751904,0.832528180354414
"POLR2K",0.524285714285716,0.729290144727795,0.306959809550492,0.3013698630137,0.719869912538423
"DBNL",0.456428571428574,0.418194348725004,0.343089203192839,0.821537290715379,0.54218370117781
"FUNDC2",0.644999999999998,0.65348035837355,0.24674415347991,0.350456621004568,0.684316882952982
"NFIB",1.69357142857141,0.539076498966223,0.0186248424590394,0.0479452054794521,0.279656468062268
"EIF4G3",0.86071428571428,0.352033080634036,0.170144237501752,0.375951293759515,0.819929904329032
"CYRIB",0.340000000000001,0.249069607167466,0.780422909956615,1.13850837138509,0.0706640143980297
"PRRC2B",0.788928571428567,0.514748449345267,0.168953928021287,0.278158295281584,0.8266237251746
"CPNE3",0.563571428571429,0.567470709855272,0.269149978994545,0.406392694063929,0.770326165893235
"STOM",1.26785714285713,0.0572019297036525,0.332026326844988,0.286910197869103,0.632060875880247
"MRPS16",0.598571428571427,0.622053756030331,0.23568127713206,0.389649923896502,0.72959489754048
"ITIH5",1.6742857142857,0.855823569951787,0.0128833496709145,0.015220700152207,0.0162925073411008
"PURA",0.760714285714281,0.459131633356291,0.280212855342396,0.316590563165907,0.757633165987956
"TRIP12",0.686428571428567,0.468917987594747,0.237781823274056,0.388888888888891,0.792081083641339
"PLP2",0.389285714285716,0.577946243969678,0.707463940624582,0.452054794520549,0.445675854883066
"ODF2L",0.777857142857137,0.631495520330815,0.233790785604262,0.160958904109589,0.767821245516418
"MRPL36",0.672142857142853,0.482977257064078,0.250315081921306,0.3013698630137,0.864134381611094
"FAM114A1",0.450000000000003,0.421640248104742,0.0466321243523318,0.141552511415525,1.5108458842472
"DNAJB11",0.669999999999996,0.597243280496216,0.212785324184292,0.418188736318999,0.667834927829456
"PCMT1",0.429285714285717,0.663680220537572,0.32642487046633,0.392694063926943,0.752928546620077
"NT5C",0.395000000000002,0.673328738800841,0.386920599355844,0.330289193302894,0.777493606138262
"GGCT",0.603571428571427,1.05214794394811,0.200112029127577,0.292998477929985,0.414006504376902
"ATXN7L3B",0.608571428571428,0.455547898001363,0.320683377678205,0.305175038051752,0.872596381547951
"IRF2BP2",0.649285714285712,0.562370778773257,0.204873267049436,0.637747336377477,0.506078115626351
"BUB3",0.620714285714284,0.49993108201239,0.577090043411306,0.312785388127855,0.547472451138349
"HNRNPUL1",0.695714285714283,0.451550654720867,0.267259487466747,0.420852359208526,0.722474819235406
"FARP1",0.415714285714288,0.792556857339787,0.0404705223358074,0.161339421613394,1.14274888699441
"OSR2",0.181428571428572,0.0516884906960715,0.053633944825655,0.183409436834094,2.08193615610477
"SMARCA4",0.662142857142856,0.755203308063425,0.165943145217758,0.266362252663623,0.699535852988667
"UBE2L6",0.473571428571431,0.181667815299792,0.453437893852413,0.518264840182651,0.922073821477218
"CHD3",0.48214285714286,0.941557546519672,0.323624142277,0.229832572298326,0.571595465883702
"HLA-DMB",0.162142857142857,0.373742246726387,0.0763898613639547,1.92199391171995,0.0130561081115216
"ZNF148",0.705714285714283,0.461474844934513,0.281333146618127,0.351598173515984,0.74598212876147
"SLC3A2",0.777142857142853,0.354238456237069,0.270830415908142,0.426179604261797,0.717533390167784
"EWSR1",0.652499999999998,0.573604410751206,0.25801708444196,0.364535768645359,0.696362603012349
"UFM1",0.547142857142858,0.60482425913164,0.239882369416053,0.345509893455101,0.807647374569952
"YTHDC1",0.562857142857144,0.555892487939349,0.326284834056864,0.36529680365297,0.731931419911091
"ATP2A2",0.708571428571425,0.725706409372867,0.0994258507211869,0.283105022831051,0.724195636386738
"NUMA1",0.614285714285713,0.800551343900781,0.170424310320684,0.264079147640792,0.691200151558335
"MSRB2",0.504285714285717,0.67043418332186,0.0962050133034584,0.34474885844749,0.923620978182097
"BAZ1A",0.547857142857144,0.614334941419717,0.292536059375444,0.528158295281586,0.552808563038823
"CLU",0.73785714285714,1.4358373535493,0.0777202072538861,0.0570776255707763,0.226121688611026
"IFNAR1",0.790238095245186,0.369170686883969,0.178919852497766,0.500761035007613,0.693331438862457
"SKIC3",0.723928571428568,0.49161497818691,0.213415488026891,0.323820395738205,0.777809277264043
"COMMD7",0.687142857142854,0.481323225361806,0.542220977454153,0.337138508371387,0.480928925515521
"CKAP4",0.514285714285716,0.779738111647161,0.0340288475003501,0.142313546423135,1.05588708913524
"FAM204A",0.547857142857144,0.50930392832528,0.275311581011069,0.393455098934553,0.79937482239288
"KPNA4",0.755714285714281,0.469745003445884,0.281683237641794,0.437595129375953,0.580294275520287
"SURF4",0.642142857142855,0.518952446588548,0.258087102646694,0.275494672754947,0.828581352025676
"NDUFV1",0.498571428571431,0.681047553411454,0.313401484385949,0.369863013698632,0.65896245776906
"RSBN1L",0.543571428571429,0.466712611991715,0.424310320683391,0.394977168949774,0.69123172618497
"NOSTRIN",2.26571428571428,0.200413507925567,0.0144237501750455,0.0167427701674277,0.0226705819203687
"LARP1",0.735714285714283,0.503652653342508,0.168463800588154,0.355403348554035,0.755928136149935
"TRIM28",0.659285714285713,0.725706409372863,0.179806749754939,0.299847792998479,0.654352562281074
"LMCD1",1.66071428571427,0.0569262577532734,0.0408906315642068,0.0700152207001522,0.686811278456697
"SMARCC2",0.65142857142857,0.454651964162633,0.257246884189895,0.293759512937596,0.856872217486181
"MRPS18C",0.617857142857141,0.567884217780841,0.273491107688005,0.401065449010657,0.653010640649297
"LAP3",0.748571428571425,0.334114403859399,0.13373477104047,0.820395738203963,0.472577436771877
"IDH2",0.350714285714287,0.577670572019298,0.5102926760958,0.530441400304416,0.536610779577601
"CD37",0.0514285714285715,0.0180565127498277,0.888110908836331,1.51674277016744,0.030185343058318
"MRPL21",0.511428571428574,0.685733976567898,0.220557344909681,0.36529680365297,0.720532979697655
"NUFIP2",0.596428571428571,0.525430737422458,0.23918218736872,0.442922374429226,0.698083420163681
"PDLIM2",0.422500000000002,0.154169538249483,0.338257947066246,0.3234398782344,1.26303242714145
"MED13L",0.531428571428573,0.408407994486549,0.130233860803808,0.445205479452057,0.986044015029664
"MRPL34",0.617857142857142,0.52777394900068,0.308640246464089,0.411719939117201,0.634902592276964
"UBE2S",0.397142857164146,0.538800827024063,0.481211781739665,0.350329781844193,0.733027312586765
"SEPTIN9",0.685714285714282,0.600137835975194,0.3933622741913,0.404109589041098,0.415048467051922
"SNRNP200",0.659642857142855,0.472915230875243,0.287051300006066,0.317732115677322,0.761022175913228
"CCDC12",0.497857142857146,0.505168849069591,0.444615600056029,0.445966514459668,0.60424362981919
"KLRB1",0.117142857142857,0.0212267401791868,2.22293796387054,0.0882800608828006,0.0473619399450595
"NDUFB1",0.597857142857142,0.572019297036531,0.260187648788691,0.445966514459668,0.620567711786898
"MCRIP1",0.695714285714283,0.545968297725702,0.283293656350658,0.377473363774735,0.593160935872021
"CYB5B",1.0967857142857,0.557477601654033,0.196961209914581,0.237442922374429,0.406839064128111
"PIGT",0.488571428571432,0.931357684355649,0.163142417028428,0.249619482496195,0.661520002526089
"SYNCRIP",0.582293680452015,0.561305310202182,0.223100181292027,0.314630737805124,0.808253069806859
"BIRC6",0.734285714285709,0.461337008959324,0.277692199971999,0.358447488584477,0.65583656973268
"CYB5R3",0.784285714285709,0.379761084320615,0.135205153339868,0.253995433789954,0.933521536105819
"ATG3",0.702857142857139,0.434183321846989,0.194230499929985,0.649923896499243,0.504562533548119
"NECTIN2",1.21071428571427,0.478842177808393,0.0309480464920879,0.187214611872146,0.575258122572781
"VWA1",1.90571428571427,0.179875947622328,0.0225458619241003,0.0372907153729072,0.336680243756145
"ZMAT2",0.579285714285714,0.466092350103362,0.334827055034318,0.382800608828008,0.716617725995531
"IGSF6",0.0114285714285714,0.00882150241212957,0.00952247584371938,2.43835616438357,0.0100723058949828
"SMS",0.428333333390102,0.82223753735252,0.222447836437478,0.39916286149163,0.604964583794187
"PLPP1",0.263571428571429,0.0970365265334258,0.0736591513793588,0.170471841704718,1.87171229200182
"ARF6",0.585714285714285,0.462577532736029,0.492648088503027,0.484018264840186,0.450412048877583
"DENR",0.627857142857141,0.551550654720879,0.247864444755642,0.308599695585998,0.736588677339035
"FNTA",0.556071428571429,0.56992878474752,0.256616720347296,0.346144089302336,0.741587993225251
"HDAC2",0.723571428571425,0.597243280496217,0.163142417028429,0.28158295281583,0.699283255975628
"SLC39A7",0.504285714285717,0.791867677463837,0.112589273211034,0.181887366818874,0.872659530801201
"TTC1",0.606428571428571,0.472226050999295,0.320123232040339,0.441400304414005,0.618957405828785
"CD53",0.380714285714288,0.0114403859407305,0.841058675255596,1.20015220700153,0.0206498058160462
"RFC1",0.66642857142857,0.427980702963461,0.312001120291284,0.321156773211569,0.725679643838348
"SLC25A39",0.599999999999999,0.764024810475559,0.272090743593341,0.406392694063929,0.41037542231068
"CYFIP1",0.701428571428569,0.462715368711219,0.0393502310600757,0.621004566210049,0.627450980392275
"UBE2G2",0.789285714285708,0.376016540317013,0.222517854642211,0.359208523592087,0.703087998484549
"CDC5L",0.606428571428571,0.478566505858014,0.282593474303326,0.394977168949773,0.684790502352439
"SOX18",2.295,0.00716747070985528,0.0189049152779723,0.0197869101978691,0.106090745476939
"CPVL",0.54857142857143,0.0188835286009649,0.00504131074079261,1.8668188736682,0.00745161188468943
"EMC6",0.557857142857143,0.650310130944189,0.285534238902122,0.347031963470321,0.60594865965721
"APOC1",0.0385714285714286,0.0427291523087525,0.0245063716566307,1.86377473363775,0.476855798680237
"MAN1A2",0.704999999999996,0.535492763611298,0.20235261167904,0.291476407914765,0.708660920084757
"DNAJB1",0.253571428571429,1.02935906271538,0.317602576669941,0.458904109589042,0.382779198636017
"MRPL12",0.596785714285713,0.643487250172307,0.18652849740933,0.289193302891934,0.723335227811045
"SPDEF",0.04,2.31840110268791,0.0172244783643748,0.04337899543379,0.0202709102964857
"CRELD2",0.454285714285717,0.705031013094432,0.249964990897639,0.293759512937596,0.736193994506143
"GALNT1",0.709999999999995,0.615851137146804,0.204593194230504,0.40867579908676,0.499384294780784
"TRH",0.025,2.30158511371474,0.0128833496709145,0.0380517503805175,0.0561081115215803
"SMARCB1",0.485714285714288,0.533057661384315,0.192410026606921,0.321917808219179,0.898834896277512
"PSMC1",0.590857143050857,0.585065472158875,0.226151799560098,0.336187214702596,0.692924652560757
"SYAP1",0.506428571428574,0.756443831840134,0.18050693180227,0.257990867579909,0.726847905023663
"ANP32E",0.443571428571431,0.409510682288067,0.427531158101117,0.401826484018267,0.744245524296807
"SERINC1",0.719999999999997,0.369951757408673,0.17896653129814,0.384322678843228,0.771904897224735
"TUG1",0.716428571428568,0.410062026188825,0.150539140176446,0.266362252663623,0.87996905686605
"ARHGAP21",0.346428571428573,0.236802205375599,0.0925640666573305,0.326864535768646,1.41970121326388
"ATM",0.446428571428574,0.287939352170911,0.464500770200265,0.573820395738207,0.648479681727876
"NDUFA3",0.513571428571431,0.626602343211591,0.336507491947916,0.416286149162863,0.527169966215223
"HAND2",0.194285714285715,0.0390075809786355,0.066377258087103,0.187214611872146,1.93303021691737
"COA8",0.377441060628211,1.16408617052848,0.167600242718649,0.241628614916286,0.467787508914626
"VPS36",0.664999999999998,0.430186078566493,0.294706623722176,0.416286149162863,0.611932051403599
"MAP3K20",0.302857142857144,0.310130944176423,0.0583251645427815,0.233637747336377,1.51309557639449
"SPTSSA",0.469285714285717,0.393383873190892,0.11987116650329,0.246575342465753,1.18850052098125
"ABCE1",0.716428571428568,0.36202618883528,0.216706343649353,0.297184170471843,0.82468188563681
"PPP1R7",0.457857142857146,0.632115782219169,0.381739252205584,0.376712328767125,0.567964383821259
"OSTF1",0.273571428571429,0.369538249483105,0.581431172104767,0.593607305936077,0.597676107480129
"CLEC11A",0.34857142857143,0.258580289455544,0.0498529617700605,0.255707762557078,1.50108932461844
"EIF4EBP1",0.623571428571427,0.365954514128178,0.225598655650473,0.453576864535771,0.744655994442986
"PDLIM4",0.587142857142856,0.790351481736754,0.0505531438173928,0.0966514459665145,0.888288970983066
"NUTF2",0.652142857142855,0.498828394210873,0.212995378798492,0.326484018264842,0.722238009535669
"NARS1",0.605,0.580978635423849,0.174065256966813,0.369863013698632,0.680622651637279
"SH3YL1",0.220714285714286,1.82646450723647,0.0614759837557769,0.0951293759512938,0.206213886520787
"DDX42",0.605714285714285,0.462026188835271,0.19002940764599,0.312785388127855,0.839411448959781
"CTSW",0.0721428571428572,0.0173673328738801,2.18666853381873,0.0951293759512938,0.0384894698620184
"DPY30",0.53964285720672,0.786846838089472,0.243301591766669,0.31633688495856,0.519985686255967
"TCAF1",0.585357142857142,0.788559614059287,0.0826914997899453,0.158295281582953,0.790469725204147
"NAA20",0.530000000000002,0.587456926257757,0.201932502450641,0.294520547945206,0.788481576205502
"PLEK",0.0385714285714286,0.0101998621640248,0.614199691919916,1.72374429223745,0.0151558207824193
"SRPRA",0.546428571428572,0.539352170916604,0.258507211875093,0.353120243531204,0.702882763411461
"ACAP2",0.605357142857142,0.274155754651958,0.327965270970461,0.554033485540338,0.637175965394325
"EHD4",1.7592857142857,0.223156443831838,0.0669374037249688,0.243531202435312,0.105269805184558
"MRPL4",0.51857142857143,0.565954514128186,0.234420949446862,0.337899543378997,0.740614442234367
"PKN2",0.784999999999995,0.46230186078565,0.191709844559588,0.277777777777778,0.67815983076013
"MCUR1",0.355714285714288,0.343762922122665,0.135555244363534,0.325722983257231,1.23308389378287
"SESN3",1.11857142857142,0.331357684355609,0.0513933622741916,0.319634703196348,0.570395630071755
"RNF130",0.405714285714288,0.281047553411435,0.181067077440136,0.99010654490107,0.53263237662222
"PBRM1",0.592142857142857,0.499104066161252,0.240302478644452,0.420091324200915,0.637712734047031
"MIER1",0.576428571428571,0.482563749138509,0.402044531578221,0.347792998477932,0.580120615073823
"CD248",0.170714285714286,0.0443831840110268,0.0509732530457922,0.163622526636225,1.9587319629942
"BCL2L2-PABPN1",0.547142985220906,0.53944452888857,0.274121302088151,0.38584474898291,0.641249716030089
"POLD2",0.464285714285717,0.591867677463821,0.172524856462682,0.252663622526636,0.905528717123073
"UBE2J1",1.04999999999999,0.377946243969665,0.108108108108107,0.363013698630138,0.487796406807557
"UBE2V2",0.513571428571431,0.571743625086148,0.218176725948751,0.312785388127855,0.769694673360634
"COX17",0.649999999999997,0.577050310130948,0.366335247164272,0.491248097412484,0.300622020144626
"CUEDC2",0.610714285714285,0.456926257753259,0.183167623582134,0.273211567732116,0.860724321935061
"AKAP12",0.181428571428572,0.0385940730530668,0.0530737991877891,0.15220700152207,1.95926873164708
"PPP1R2",0.421428571428574,0.360372157133003,0.432782523456111,0.463470319634705,0.705771841748105
"SH3BP5",1.53785714285713,0.0792556857339768,0.165523035989358,0.21765601217656,0.38236872848982
"ZFAND6",0.499285714285717,0.704755341144059,0.232180366895397,0.40791476407915,0.537084398977061
"COX20",0.566071428571428,0.637560303239158,0.287774821453585,0.340943683409438,0.54494648100794
"PSMC6",0.543928571428572,0.5605099931082,0.248774681417174,0.334094368340945,0.689889804553185
"LINC01317",0.03,2.20399724328055,0.0239462260187649,0.0426179604261796,0.0752739098860161
"ARHGEF12",1.1742857142857,0.458028945554775,0.0670774401344352,0.138508371385084,0.536768652710759
"DYNC1I2",0.68785714285714,0.545623707787735,0.139266209214396,0.28158295281583,0.720059360283084
"ITPA",0.447857142857146,0.654720882150253,0.258367175465627,0.298325722983258,0.713681285718935
"UQCRC1",0.433571428571431,0.787594762232961,0.180226858983338,0.375190258751904,0.595529032869285
"PRKCSH",0.568571428571429,0.639421088904215,0.151799467861644,0.270167427701675,0.741940576552826
"APH1A",0.652142857142856,0.574913852515508,0.198431592213979,0.464231354642316,0.481355182975027
"STK4",0.312142857142858,0.253066850447962,0.852821733650782,0.646118721461192,0.306652773830962
"OFD1",0.239285714285715,1.01144038594076,0.384119871166514,0.449771689497719,0.284897856082858
"POLR2H",0.553571428571429,0.800275671950401,0.217756616720352,0.210806697108067,0.587035458305811
"PTRHD1",0.525714285714288,0.804686423156469,0.162862344209495,0.398021308980215,0.476650563607145
"LUC7L2",0.553521836889516,0.48179373789339,0.2510852820421,0.312658548990161,0.766286076285048
"TMED4",0.370714285714287,0.727084769124759,0.295196751155308,0.300608828006089,0.670866092008581
"SCGB1D4",0.0785714285714286,2.10585802894561,0.0414507772020727,0.0684931506849315,0.0667487606959042
"RPAIN",0.605714285714286,0.636113025499665,0.191849880969054,0.266362252663623,0.660209655520935
"BTF3L4",0.45869047620467,0.548173673349275,0.180716986420644,0.380517503827857,0.792028459290273
"ZFR",0.622142857142856,0.495658166781513,0.207253886010366,0.307458143074583,0.726532158757363
"UBE2V1",0.666666666822767,0.485722486772364,0.258927321725,0.355783866171244,0.591640080832523
"LRPPRC",0.677142857142854,0.486698828394196,0.180506931802271,0.28006088280061,0.733541725869233
"POLE4",0.654285714285712,0.557133011716055,0.242543061195916,0.421613394216136,0.480250071042972
"GOPC",0.483214285714289,0.459751895244644,0.272230780002807,0.300608828006089,0.839158851946723
"LIMD2",0.315000000000001,0.160165403170227,0.884049852961799,0.750380517503809,0.24381926683716
"MTIF3",0.599999999999999,0.563886974500343,0.236661531998324,0.420852359208526,0.531164156483922
"SPATS2L",0.370000000000002,0.447277739489993,0.126172804929281,0.563165905631661,0.845726374285756
"MAF1",0.558571428571429,0.628669882839428,0.25584652009523,0.350076103500763,0.558839316725163
"CLDN5",2.28642857142857,0.0217780840799449,0.014563786584512,0.0167427701674277,0.0115878879732248
"MRPS24",0.518214285714282,0.629565816560654,0.193600336087388,0.307458137631237,0.701825015513808
"ENPP2",1.66571428571428,0.0188835286009649,0.0166643327265089,0.406392694063928,0.242714154905113
"SMAD5",0.830714285714281,0.292212267401786,0.116860383699761,0.177321156773212,0.928815004262732
"TEX264",0.604999999999999,0.562784286698826,0.275801708444202,0.321917808219179,0.580025891193936
"LEPR",2.22571428571429,0.0286009648518264,0.0156840778602437,0.0247336377473364,0.0506956942746689
"UFD1",0.613571428571427,0.487112336319763,0.307800028007289,0.338660578386607,0.597297211960567
"EMC3",0.595714285714285,0.49662301860784,0.232740512533264,0.34474885844749,0.67429193899795
"CD55",0.536428571428572,1.08697450034463,0.0904635205153337,0.309741248097413,0.320229863281886
"MED24",0.179285714285714,1.87263955892494,0.051813471502591,0.0814307458143075,0.157178491364342
"BAG5",0.540714285714287,0.991040661612701,0.172384820053215,0.19482496194825,0.443086735499409
"XAF1",0.742857142857141,0.0588559614059267,0.254446156000564,0.554033485540338,0.728458210981768
"NUTM2A-AS1",0.686515559170924,0.391875390017298,0.240022405925681,0.305657027201385,0.714366003576619
"IP6K2",0.578571428571428,0.514266023432103,0.156700742192971,0.248097412480974,0.840706008651605
"SAFB",0.555630953056471,0.50411637332174,0.253867338892632,0.291171994202032,0.733094264605326
"MRPL17",0.784999999999994,0.486974500344574,0.150259067357513,0.283105022831051,0.631776704240584
"NOSIP",0.635714285714284,0.602756719503796,0.254306119591099,0.267123287671233,0.576205361371693
"ATXN2",0.611785714285714,0.431702274293577,0.166923400084023,0.299086757990868,0.826560575921335
"DAAM1",0.262142857142858,0.581392143349415,0.0995658871306534,0.243531202435312,1.14574847652424
"ENTPD1",1.86249999999999,0.00661612680909718,0.0337487746814172,0.390410958904111,0.0388525780682638
"PSMD12",0.629285714285713,0.546588559614054,0.203752975773705,0.269406392694064,0.68245397998182
"HSD17B4",0.601428571428571,0.529841488628523,0.111889091163702,0.360730593607307,0.72746361024295
