"","Endothelial","Epithelial","Lymphoid","Myeloid","Stromal"
"IER2",2.72071428571429,7.24576154376284,1.85086122391812,6.46270928462706,3.17827034195324
"SSR4",3.79285714285714,6.21268090971733,1.90379498669641,2.48630136986304,6.98310757475223
"CALR",5.00142857142858,5.42618883528588,1.68393782383407,2.84703196347034,6.2513340279744
"HSPA5",4.6625,6.42536181943479,1.35037109648503,2.734398782344,5.89731931419833
"UBB",4.89364795923234,4.92564000169779,2.60185259284293,3.0715372907154,5.53042199303646
"EEF1D",4.49928571428572,4.18828394210887,2.57330906035561,3.2914764079148,6.15859934956216
"TUBA1B",4.17687136392508,3.81271645730497,2.70622367700964,5.76844883196425,4.24225741443212
"EIF4A1",4.85028874612281,5.48969141026726,1.36995244086016,2.26087040706847,6.6581067336217
"CALM1",6.51214285714288,2.93838731909043,4.68617840638569,3.51598173515985,2.91509582899181
"HINT1",3.895,6.77546519641602,2.05125332586461,2.865296803653,4.85882984433664
"HSPA8",4.66428571428572,4.46567884217768,2.51414367735605,3.60083713850841,5.08927725679586
"EEF1G",4.01319216644832,6.51437933177639,1.31336364942328,2.79943651132975,5.41542283035063
"SCGB2A1",0.310000000000001,18.6799448656096,0.225878728469404,0.363013698630138,0.421837011777391
"HLA-DPA1",1.09428571428571,0.0405237767057201,0.316202212575276,18.0730593607305,0.11373180512141
"TXNIP",2.70357142857143,2.19751895244669,2.46057975073512,3.86301369863017,8.10773262606136
"NME1-NME2",4.80830286969269,4.96689140268575,1.12690950760087,2.40454719552927,5.91001950092016
"GPX1",2.96357142857143,4.46802205365726,0.534448956728763,8.28710045662096,2.90176885738759
"PDIA3",3.7895032114642,6.4211890097097,1.36482385531669,2.20010383216215,5.1186732463394
"CHCHD2",3.60380952381662,5.43339076498949,2.38608038089898,2.66971080669713,4.66531685137789
"ATP5MC2",3.62285714285715,5.57532736044094,1.7531158101105,3.02435312024356,4.67992800985092
"SLC25A6",3.77857142857143,4.88311509303914,1.18092704103065,2.86377473363778,5.82210855356575
"COX7C",3.86178571428571,5.29144153453648,2.05319291945839,3.06240487062407,4.25321708340814
"RPL31",3.50821428571429,5.47677463818045,1.47661391961904,2.74495814307461,5.11626896422763
"PABPC1",4.03207142829896,4.19516425458494,1.29820753397548,3.66911889091024,5.09511469818639
"VCAN",2.67571428571429,2.18221915920064,0.280632964570795,1.42313546423136,11.6342710997434
"TPI1",3.42928571428573,5.81068228807702,1.7230079820752,2.43378995433792,4.73543620346641
"ANXA2",5.275,6.04493452791143,0.825094524576413,1.74619482496196,4.17534574216149
"ELOB",3.87928571428572,3.51261199172998,1.55272370816403,2.16818873668191,6.94774399292673
"OAZ1",3.13964285714287,2.84679531357701,2.29687718806881,5.88584474885842,3.85543557197436
"NDUFA4",3.62321428571429,4.98104755341129,1.71642627083029,2.71689497716898,4.84670518771072
"COX6C",3.61,3.4665747760167,1.57554964290705,2.26179604261798,6.92096870954435
"JUND",3.15642857142858,3.89827705031023,3.10740792606072,2.82800608828008,4.62321998042331
"MYL12B",5.26557142870766,4.83724614458179,2.2028587433056,2.06849315068495,3.18986540939632
"HSPB1",3.1175,8.17437366663694,0.50406105587454,1.16362252663623,4.31578099828866
"NME2",4.30658885416529,4.62826755751899,1.05290994697458,2.25574923996566,5.0278003314066
"HLA-E",7.09019174746106,1.81737915687449,3.21790598711191,3.73617453081607,1.37573494473731
"RPL38",4.09857142857142,3.69055823569963,1.84007842038919,3.03120243531205,4.53323229452792
"ID1",6.59571428571428,8.36071674707085,0.191289735331188,0.334855403348555,1.67465504720381
"ID3",7.05714285714286,7.44700206753947,0.409466461279942,0.414764079147642,1.63423952511744
"XIST",5.91785714285715,2.42039972432816,1.13751575409606,2.09817351598175,5.3757696315238
"ARPC2",3.13357142857143,2.02412129565825,3.23302058535214,5.19558599695583,3.34905749739512
"MARCKSL1",5.73571428571429,5.30199862164008,0.264808850301084,0.994672754946733,4.58043636133959
"MYL12A",4.79585714289121,3.32691650183607,3.36022765919227,2.7404870624049,2.45785648129222
"CYBA",1.07642857142856,3.91977946243979,2.28567427531151,7.25646879756466,2.13630766316156
"RPS29",3.47547619053296,3.43434281779691,2.4940484525976,3.28637747350896,3.94740930187299
"SEC61B",2.70785714285716,4.855410062026,1.27153059795542,2.33942161339423,5.46332607116855
"RPL36AL",3.32357142857144,4.05168849069615,2.37739812351204,2.77777777777781,3.96507846294726
"MGP",4.76571428571429,0.51977946243969,0.231060075619665,1.09056316590564,9.87682738151634
"IGFBP4",4.21714285714285,4.25733976567876,0.277552163562533,0.780060882800614,6.90884405291829
"NKG7",0.851428571428568,0.104893177119228,14.2901554404143,0.728310502283108,0.343247766095181
"YWHAB",4.555,3.52046864231576,1.86696541100673,2.76407914764082,3.60885352530716
"PTMS",6.38000000000001,1.60702963473474,0.581571208514229,1.4771689497717,6.12683527517233
"CALD1",3.87071428571429,1.00110268780155,0.331466181207122,0.847792998477936,10.0434151116153
"ARPC3",2.65142857142857,4.17717754329832,2.00105027307087,4.46308980213089,2.42049772136456
"LDHB",2.72964285714286,6.30736733297898,1.04607197871447,1.31164383561645,4.28211856076548
"RAC1",4.15577886036464,3.30670871754348,0.805045978610002,3.32067766454487,3.90271537778791
"ATP5MG",3.24982442174639,3.57605669833652,2.04954905034162,3.13506753241456,3.35717518652261
"SUMO2",3.76488095238805,3.27021594308819,1.44643940759989,2.0626331812715,4.82205042755622
"APOE",0.636428571428569,0.241350792556854,0.237081641226723,6.16057838660578,7.87057560544268
"PDIA6",2.64500000000001,4.99738111647128,0.880128833496739,1.56925418569256,5.02342837295886
"NDUFS5",3.36857142857143,4.22984148862846,1.15053914017643,1.71080669710808,4.62745098039189
"SET",3.77345238095948,3.51775786813839,1.45150072353249,1.80314561137237,4.52189019851031
"ENO1",3.39785714285715,3.83988054215633,2.09578490407497,2.40182648401828,3.30168503257612
"RPL21P16",2.92624555315499,3.3427044025964,2.24853574204249,2.80176378550693,3.67524798219404
"TIMP1",5.64071428571429,0.564300482425912,0.502170564346741,1.851598173516,6.34062707208421
"S100A4",0.937142857142853,0.153824948311509,4.23414087662794,5.82876712328763,3.73755170345109
"EDF1",3.41357142857144,3.63831840110284,1.5261167903654,1.94977168949773,4.34488964667978
"TMA7",3.21321428571428,4.16225240991327,1.90185781638913,2.12024353120245,3.46309715514113
"CLIC1",3.49785714285715,2.21922811853905,3.4122671894692,2.97184170471845,2.61071642827814
"RBP1",2.45642857142857,0.729703652653359,0.429211595014716,1.12785388127855,9.80736320292917
"TPM4",3.91785084156054,1.05083850222079,0.922192376186824,1.6864082772438,6.90329799044614
"PRDX1",4.52857142857144,3.76181943487265,0.562946366055191,2.1826484018265,3.39016766126744
"HLA-DPB1",0.526648351805552,0.0669882839421088,0.273070998459604,13.2960297194064,0.245082251902364
"COL4A1",7.09142857142859,0.332184700206747,0.181907295896935,0.538051750380521,6.22316946102065
"NAP1L1",3.4357142857143,1.58759476223301,0.918498809690551,2.48097412480976,5.79675412838196
"OST4",3.33214285714287,3.2297725706411,1.67959669514063,2.06773211567734,3.83407533705921
"CCNI",3.58857142857143,2.5494141971056,1.16426270830414,2.24733637747339,4.5010577499919
"ITGB1",5.64428571428572,2.24755341144046,0.886500490127456,1.10045662100457,4.12336206623606
"SELENOW",5.90714285714286,3.05637491385266,0.939364234701056,1.09056316590564,3.00189447759773
"MMP11",0.719999999999999,0.614748449345292,0.142697101246324,0.843987823439883,11.6533421742291
"PEBP1",2.25714285714286,4.64755341144021,0.780702982775547,1.51826484018266,4.75588077420952
"HNRNPU",3.39000000000001,2.90599586492088,1.32936563506506,2.28234398782346,3.9286097691896
"TUBB",3.15428571428573,2.30073971968543,1.22496849180782,2.07458143074583,5.01146688806319
"PARK7",2.81928571428572,3.2425913163337,1.32964570788399,1.95814307458145,4.38385273594124
"PSMA7",3.49714285714286,2.77284631288781,1.74051253325852,2.25951293759515,3.37513813899152
"ATP5MC3",1.52714285714284,5.69924190213631,1.1081081081081,1.851598173516,3.40696536263461
"UQCRB",3.14071428571429,3.52722260510006,1.1707043831396,2.18112633181128,3.54962899814307
"FKBP1A",6.71499999965943,1.76161596273907,0.757526957008837,1.52207001522071,2.79124611019713
"MZT2B",2.54230629086495,2.73803545199628,1.37997581082014,1.60973703489276,5.26521901290586
"HMGN2",1.75066666668013,3.70380322877959,1.41494655277752,2.42567224759764,4.20917762276088
"TYROBP",0.271428571428572,0.0540317022742936,4.056434673015,9.00380517503803,0.112026775283386
"COX5B",3.22214285714287,3.63528600964866,1.19114969892169,1.99391171993913,3.42720469830444
"HNRNPA3",3.07333331348641,3.38004204819814,1.21471070917341,1.76509385502685,3.94456199240906
"LDHA",4.04652380966715,3.47744962841309,1.402638363773,1.56671740234897,2.83142273907698
"RPS17",3.21968682384918,3.62072240582502,0.774972218264213,1.81353342952705,3.86721270282417
"BTG1",5.41342857156482,1.08407994486564,2.54564578098127,2.46651445966516,1.60542767831755
"TPM3",4.08071428571428,2.59607167470724,1.78770480324871,2.96689497716898,1.66186337659029
"SSR2",2.30428571428572,3.43266712612002,1.15390001400363,1.37214611872147,4.78781850904573
"SLC25A3",2.95357142857144,3.51688490696085,1.0509732530458,1.83409436834096,3.67276056960629
"SERBP1",3.89781746046884,2.77663680213977,1.12810997526161,1.54629629630387,3.62777514654238
"FBLN1",0.935714285714279,2.42177808408006,0.310320683377686,0.726027397260279,8.54109437655831
"TUBA1A",2.87152438044549,1.59160953440154,0.773363981405895,1.80447036599461,5.82009549445434
"COX6B1",2.42071428571429,3.54679531357699,1.41940904635197,2.24277016742772,3.19367875974868
"NDUFB2",2.95000000000002,2.73535492763627,1.55664472762908,2.08523592085237,3.46957784724198
"LGALS3",1.64214285714284,3.24589937973829,0.427111048872717,1.58828006088282,5.88939408291441
"CALM2",3.2732142857143,2.33638869745015,1.19906175605655,2.53120243531205,3.39864544851755
"DCN",0.834999999999993,0.217505168849067,0.259907575969758,0.856925418569261,10.4907644217097
"DDX17",3.55214285714286,2.31426602343224,1.30387900854217,1.5867579908676,3.69587319629954
"UQCRH",2.53071428571429,3.02437727676447,1.18092704103064,1.98127008319084,3.71911171946751
"EIF3K",2.47357142857143,2.96678152997948,1.40918638846092,2.43607305936075,3.13465394209208
"GUK1",3.93857142857144,2.53618194348741,1.31844279512668,1.4109589041096,3.13760222285367
"SOX4",3.75428571428573,3.69441764300496,0.183027587172667,0.658295281582956,4.0109563954407
"TMBIM6",2.60142857142858,3.90613370089603,1.26256826774957,2.11872146118723,2.41028069843059
"COX7A2",2.5907142857143,3.833356305996,1.39406245623855,1.70624048706242,2.75577026301662
"LAPTM4A",2.84142857142857,1.96085458304623,0.346450077020034,1.00456621004567,6.1218464841646
"MARCKS",3.17142857142858,1.30158511371474,0.129533678756476,2.8736681887367,4.78333491206425
"NDUFA13",2.38106956805502,3.55663218573158,1.13947253326726,1.56963291650858,3.59252307878336
"SEPTIN7",2.96357142857144,1.49066161268097,2.58283153619934,1.65030441400306,3.50562028354018
"ANXA5",2.25357142857143,2.05403170227437,0.383419689119181,2.10654490106546,5.3804111016382
"HSPD1",3.10500000000001,3.07786672317854,0.910073285726547,1.4916286149163,3.56430211748131
"RNASEK-C17orf49",2.88312026454678,2.444565928021,1.40405633085743,2.73086965274525,2.64854659501422
"RAN",2.77785714285715,2.672984148863,1.47108248144506,1.59589041095892,3.58177828297187
"EID1",4.06928571428571,1.49620951068235,0.823414087662822,1.27397260273974,4.29320198288641
"UBL5",2.59928571428572,2.9783597518954,1.57709004341119,1.87062404870626,2.92627324681883
"UQCR11",2.71171428510121,3.0189025347518,1.26966344560664,1.9652460670181,2.9651317133463
"NR2F2",3.01928571428572,0.696623018607874,0.191989917378521,0.602739726027401,7.31820908717719
"H2AZ1",2.88142857142859,2.78001378359766,1.60887830836003,1.97907153729073,2.5713586561839
"NDUFA11",2.10928571428572,4.2054988817376,0.875355925718259,1.40515601217657,3.18025303432717
"CPM",0.165,11.1660923501034,0.0663772580871028,0.258751902587519,0.0981655141927971
